RQL: a declarative query language for RDF,Gregory Karvounarakis; Sofia Alexaki; Vassilis Christophides; Dimitris Plexousakis; Michel Scholl,Abstract Real-scale Semantic Web applications; such as Knowledge Portals and E-Marketplaces; require the management of large volumes of metadata; ie; informationdescribing the available Web content and services. Better knowledge about their meaning;usage; accessibility or quality will considerably facilitate an automated processing of Webresources. The Resource Description Framework (RDF) enables the creation and exchangeof metadata as normal Web data. Although voluminous RDF descriptions are alreadyappearing; sufficiently expressive declarative languages for querying both RDF descriptionsand schemas are still missing. In this paper; we propose a new RDF query language calledRQL. It is a typed functional language (a la OQL) and relies on a formal model for directedlabeled graphs permitting the interpretation of superimposed resource descriptions by …,Proceedings of the 11th international conference on World Wide Web,2002,709
Workflow mediation using VorteXML.,Vassilis Christophides; Richard Hull; Akhil Kumar; Jerome Simeon,The Internet and Web are revolutionizing the way companies interact with their suppliers;partners; and clients; by enabling substantial automation of the full spectrum of theirbusiness activities. In the 21st century economy; the primary form of automation will be B2Be-commerce; in which enterprises interact with each other through entirely automatedmeans. As an example; consider an electronic market place in a vertical industry segment; inwhich suppliers and buyers tie into a common IT infrastructure to exchange goods andservices. This forms a supply chain in which buyers investigate possible suppliers;(b) checkthe terms and conditions under which suppliers can do business;(c) interoperate with thesuppliers' enterprise support systems; ie; workflows; and (d) monitor ordering/purchasing forpossible delays; unexpected events; react to such events; etc. This paper presents a new …,IEEE Data Eng. Bull.,2001,32
The Aquarelle resource discovery system,Alain Michard; Vassilis Christophides; Michel Scholl; Mike Stapleton; Dale Sutcliffe; Anne-Marie Vercoustre,Abstract Aquarelle is a three-year project supported by the Telematics ApplicationsProgramme of the European Union; aiming at designing a resource discovery system on theInternet; applied to cultural heritage documentation. The system relies on the Z39. 50protocol to support access to heterogeneous databases; including SGML documentrepositories. Its most original features are direct linking from SGML documents to databaserecords; an advanced link management facility; and query broadcasting to dynamicallyselected databases.,Computer Networks and ISDN Systems,1998,31
Personalisation services for self e-learning networks,Kevin Keenoy; Alexandra Poulovassilis; Vassilis Christophides; Philippe Rigaux; George Papamarkos; Aimilia Magkanaraki; Miltos Stratakis; Nicolas Spyratos; Peter Wood,Abstract This paper describes the personalisation services designed for self e-learningnetworks in the SeLeNe project. These include personalised search results; view definitionover learning object metadata; metadata generation for composite learning objects andpersonalised event and change notification services.,International Conference on Web Engineering,2004,30
Querying and splicing of XML workflows,Vassilis Christophides; Richard Hull; Akhil Kumar,Abstract In both industry and the research community it is now common to representworkflow schemas and enactments using XML. As a matter of fact; more and more enterpriseapplication integration platforms (eg; Excelon; Bea; iPlanet; etc.) are using XML to representworkflows within or across enterprise boundaries. In this paper we explore the ability ofmodern XML query languages (specifically; the W3C XML Algebra underlying theforthcoming XQuery) to query and manipulate workflow schemas and enactmentsrepresented as XML data. The paper focuses on a simple; yet expressive; model calledWorkflow Query Model (WQM) offering four primary constructs: sequence; choice; parallel;and loop. Then three classes of queries are considered against WQM workflows: simple (eg;to check the status of enactments); traversal (eg; to check the relationship between tasks …,International Conference on Cooperative Information Systems,2001,30
Querying Semistructured (Meta) data and Schemas on the Web: The case of RDF & RDFS,Greg Karvounarakis; Vassilis Christophides; Dimitris Plexousakis,Abstract The need for descriptive information; ie; metadata; about Web resources has beenrecognized in several application contexts (eg; digital libraries; infomediaries; portals; etc.).The Resource Description Framework (RDF) aims at facilitating the creation and exchangeof metadata; as any other Web data. In particular; the definition of schema vocabulariesenables the interpretation of RDF descriptions across several communities.,*,2000,30
Online curriculum on the semantic Web: the CSD-UoC portal for peer-to-peer e-learning,Dimitris Kotzinos; Sofia Pediaditaki; Apostolos Apostolidis; Nikolaos Athanasis; Vassilis Christophides,Abstract Online Curriculum Portals aim to support networks of instructors and learners byproviding a space of convergence for enhancing peer-to-peer learning interactions amongindividuals of an educational institution. To this end; effective; open and scalable e-learningsystems are required to acquire; store; and share knowledge under the form of learningobjects (LO). In this paper; we are interested in exploiting the semantic relationships thatcharacterize these LOs (eg; prerequisite; part-of or see-also) in order to capture and accessindividual and group knowledge in conjunction with the learning processes supported byeducational institutions. To achieve this functionality; Semantic Web (eg; RDF/s) anddeclarative query languages (eg; RQL) are employed to represent LOs and theirrelationships (eg; LOM); as well as; to support navigation at the conceptual e-learning …,Proceedings of the 14th international conference on World Wide Web,2005,27
Ontology-driven integration of scientific repositories,Vassilis Christophides; Catherine Houstis; Spyros Lalis; Hariklia Tsalapata,Abstract There is an increasing need to provide scientists and researchers as well as policymakers and the general public with valueadded services integrating information spread overdistributed heterogeneous repositories. In order to incorporate available data sets andscientific programs into a powerful information and computational system it is mandatory toidentify and exploit their semantic relationship. For this purpose; we advocate an ontologicalframework that captures these relations and allows the inference of valid combinations ofscientific resources for the production of new data. We show how a knowledge base thatcommits to an ontology can be used to generate workflows on demand for the multiplicity ofresources known to the system. To validate our ideas; we are currently developing aprototype for the area of Coastal Zone Management.,International Workshop on Next Generation Information Technologies and Systems,1999,27
Query processing in RDF/S-based P2P database systems,George Kokkinidis; Lefteris Sidirourgos; Vassilis Christophides,Summary In Peer-to-peer (P2P) systems a very large number of autonomous computingnodes (the peers) pool together their resources and rely on each other for data and services.More and more P2P data management systems rely nowadays on intensional (ie; schema)information for integrating and querying peer bases. Such information can be easilycaptured by emerging Semantic Web languages such as RDF/S. In this chapter; we presentthe SQPeer middleware for processing RQL queries over peer RDF/S bases (materialized orvirtual); which are advertised using adequate RVL views. The novelty of SQPeer lies on theinterleaved execution of the query routing and planning phases using intensionaladvertisements of peer bases under the form of RDF/S schema fragments (ie; views). Moreprecisely; routing is responsible for discovering peer views relevant to a specific query …,*,2006,26
On Explicit Provenance Management in RDF/S Graphs.,Panagiotis Pediaditis; Giorgos Flouris; Irini Fundulaki; Vassilis Christophides,Abstract The notion of RDF Named Graphs has been proposed in order to assignprovenance information to data described using RDF triples. In this paper; we argue thatnamed graphs alone cannot capture provenance information in the presence of RDFSreasoning and updates. In order to address this problem; we introduce the notion of RDF/SGraphsets: a graphset is associated with a set of RDF named graphs and contain the triplesthat are jointly owned by the named graphs that constitute the graphset. We formalize thenotions of RDF named graphs and RDF/S graphsets and propose query and updatelanguages that can be used to handle provenance information for RDF/S graphs taking intoaccount RDFS semantics.,Workshop on the Theory and Practice of Provenance,2009,25
Characterizing web syndication behavior and content,Zeinab Hmedeh; Nelly Vouzoukidou; Nicolas Travers; Vassilis Christophides; Cedric Du Mouza; Michel Scholl,Abstract We are witnessing a widespread of web syndication technologies such as RSS orAtom for a timely delivery of frequently updated Web content. Almost every personal weblog;news portal; or discussion forum employs nowadays RSS/Atom feeds for enhancing pull-oriented searching and browsing of web pages with push-oriented protocols of web content.Social media applications such as Twitter or Facebook also employ RSS for notifying usersabout the newly available posts of their preferred friends. Unfortunately; previous works onRSS/Atom statistical characteristics do not provide a precise and updated characterization offeeds' behavior and content; characterization which can be used to successfully benchmarkeffectiveness and efficiency of various RSS processing/analysis techniques. In this paper;we present the first thorough analysis of three complementary features of real-scale RSS …,International Conference on Web Information Systems Engineering,2011,22
On Personalizing the Catalogs of Web Portals.,Nicolas Spyratos; Yannis Tzitzikas; Vassilis Christophides,Abstract In this paper we propose a method for personalizing the catalogs of Web Portals.We propose; a declarative language for defining personal semantic channels over WebPortal catalogs. A semantic channel is actually a view of one or more Portal catalogs. offerspowerful primitives for filtering and restructuring available thematic topics and classifiedresources. A user can connect to a Portal infomediary in order to register; browse; or queryhis/her semantic channel. We describe the architecture and the functional modules of ourinfomediary acting as personalization server and we focus on a set of queries which can beconsidered as an API for browsing semantic channels.,FLAIRS Conference,2002,21
Formal foundations for RDF/S KB evolution,Giorgos Flouris; George Konstantinidis; Grigoris Antoniou; Vassilis Christophides,Abstract There are ongoing efforts to provide declarative formalisms of integrity constraintsover RDF/S data. In this context; addressing the evolution of RDF/S knowledge bases whilerespecting associated constraints is a challenging issue; yet to receive a formal treatment.We provide a theoretical framework for dealing with both schema and data change requests.We define the notion of a rational change operator as one that satisfies the belief revisionprinciples of Success; Validity and Minimal Change. The semantics of such an operator aresubject to customization; by tuning the properties that a rational change should adhere to.We prove some interesting theoretical results and propose a general-purpose algorithm forimplementing rational change operators in knowledge bases with integrity constraints; whichallows us to handle uniformly any possible change request in a provably rational and …,Knowledge and information systems,2013,20
The Semantic Web-ISWC 2005,Yolanda Gil; Enrico Motta; V Richard Benjamins; Mark A Musen,*,4th International Semantic Web Conference; ISWC,2005,19
The ics-forth rdfsuite: High-level scalable tools for the semantic web,Sofia Alexaki; Nikos Athanasis; Vassilis Christophides; Greg Karvounarakis; Aimillia Maganaraki; Dimitris Plexousakis; Karsten Toll,*,ERCIM News,2002,18
Towards a next generation of open scientific data repositories and services,Catherine Houstis; Christos Nikolaou; Spyros Lalis; Sarantos Kapidakis; Vassilis Christophides; Eric Simon; Anthony Tomasic,Scientific repositories found in institutions and organizations consist of data and programs.Data consists principally of numeric data; images; and text documents. Programs consistprincipally of software methods for visualizing and processing data and simulators of naturalprocesses. Data represents both measured physical behavior and the results of simulations.The integration and visualization of scientific repositories into an easily accessedinteroperable networked environment is needed in many disciplines for both scientific andmanagement purposes. To satisfy these needs we present an open hybrid architecture;which combines digital library technology; information integration mechanisms and workflow-based systems. Our experience is based on the THETIS1 [15] project; a distributed collectionof scientific repositories focused on supporting Coastal Zone Management of the …,CWI Quarterly (Centrum voor Wiskunde en Informatica),1999,17
Ontology evolution: A framework and its application to rdf,George Konstantinidis; Giorgos Flouris; Grigoris Antoniou; Vassilis Christophides,ABSTRACT The algorithms dealing with the incorporation of new knowledge in an ontologyoften share a rather standard process of dealing with changes. This process consists of thedetermination of the allowed change operations; the identification of the inconsistencies thatcould be caused by each such operation as well as the various alternatives to deal witheach such inconsistency; and; finally; some (manual or automatic) selection mechanism thatallows the determination of the “best” of these alternatives. Unfortunately; most ontologyevolution algorithms implement these steps using a case-based; ad-hoc methodology;which is cumbersome and error-prone. In this paper we propose a general framework forontology change management that generalizes the methodology employed by existing tools.The introduction of this framework allows us to devise a whole class of ontology evolution …,Proceedings of the Joint ODBIS & SWDB Workshop on Semantic Web; Ontologies; Databases (SWDB-ODBIS-07),2007,16
Community webs (c-webs): Technological assessment and system architecture,V Christophides,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,http://citeseer. nj. nec. com/christophides00community. html,2000,16
Entity resolution in the web of data.,Kostas Stefanidis; Vasilis Efthymiou; Melanie Herschel; Vassilis Christophides,Page 1. Entity Resolution in the Web of Data Kostas Stefanidis1; Vasilis Efthymiou1;2; MelanieHerschel3;4; Vassilis Christophides5 kstef@ics.forth.gr; vefthym@ics.forth.gr; melanie.herschel@lri.fr vassilis.christophides@technicolor.com 1FORTH; 2University of Crete; 3Université ParisSud;4Inria Saclay; 5Paris R&I Center; Technicolor Page 2. LOD Cloud and the Web of Data 2Media Government Geographic Publications User-generated Life sciences Cross-domain Page3. LOD Cloud and the Web of Data 3 adapted from Suchanek & Weikum tutorial@SIGMOD 2013Page 4. LOD Cloud and the Web of Data 4 24.9M entities 2.16 Billion triples 50;000 properties40M entities 1.9 Billion triples 10M entities 120M triples adapted from Suchanek & Weikumtutorial@SIGMOD 2013 Page 5. Entities: An Invaluable Asset 5 Monuments “Entities” is whata large part of our knowledge is about Page 6. Entities: An Invaluable Asset …,WWW (Companion Volume),2014,15
Diachronic linked data: towards long-term preservation of structured interrelated information,Sören Auer; Theodore Dalamagas; Helen Parkinson; François Bancilhon; Giorgos Flouris; Dimitris Sacharidis; Peter Buneman; Dimitris Kotzinos; Yannis Stavrakas; Vassilis Christophides; George Papastefanatos; Kostas Thiveos,Abstract The Linked Data Paradigm is a promising technology for publishing; sharing; andconnecting data on the Web; which provides new perspectives for data integration andinteroperability. However; the proliferation of distributed; interconnected linked data sourceson the Web poses significant new challenges for consistently managing the vast number ofpotentially large datasets and their interdependencies. In this article we focus on the keyproblem of preserving evolving structured interlinked data. We argue that a number ofissues; which hinder applications and users; are related to the temporal aspect that isintrinsic in Linked Data. We present three use cases to motivate our approach; we discussproblems that occur; and propose a direction for a solution.,Proceedings of the First International Workshop on Open Data,2012,15
Subscription indexes for web syndication systems,Zeinab Hmedeh; Harris Kourdounakis; Vassilis Christophides; Cédric Du Mouza; Michel Scholl; Nicolas Travers,Abstract The explosion of published information on the Web leads to the emergence of aWeb syndication paradigm; which transforms the passive reader into an active informationcollector. Information consumers subscribe to RSS/Atom feeds and are notified whenever apiece of news (item) is published. The success of this Web syndication now offered on Websites; blogs; and social media; however raises scalability issues. There is a vital need forefficient real-time filtering methods across feeds; to allow users to follow effectivelypersonally interesting information. We investigate in this paper three indexing techniques forusers' subscriptions based on inverted lists or on an ordered trie. We present analyticalmodels for memory requirements and matching time and we conduct a thoroughexperimental evaluation to exhibit the impact of critical workload parameters on these …,Proceedings of the 15th International Conference on Extending Database Technology,2012,15
The ICS-FORTH Semantic Web Integration Middleware (SWIM).,Vassilis Christophides; Gregory Karvounarakis; Aimilia Magkanaraki; Dimitris Plexousakis; Val Tannen,A cornerstone issue in the realization of the Semantic Web (SW) vision is the achievement ofsemantic interoperability among legacy data sources spread worldwide. In order to captureinformation semantics in a machine processable way; various ontology-based formalismshave been recently proposed (eg; RDF/S [20; 5]; DAML+ OIL [27]; OWL [10]). However; thevast majority of existing legacy data is not yet in RDF/S or any other SW language [23; 25].As a matter of fact; most of the data is physically stored in relational database (RDB) systemsand actually published on the Web or corporate intranets as virtual XML. SW applications;however; require to view data as virtual RDF; valid instance of a domain or applicationspecific RDF/S schema; and to be able to manipulate them with high-level query languages;such as RQL [18] or RVL [24]. Therefore; we need middleware systems that can either …,IEEE Data Eng. Bull.,2003,15
Declarative repairing policies for curated KBs,Yannis Roussakis; Giorgos Flouris; Vassilis Christophides,ABSTRACT Curated ontologies and semantic annotations are increasingly being used in e-science to reflect the current terminology and conceptualization of scientific domains. Suchcurated Knowledge Bases (KBs) are usually backended by relational databases usingadequate schemas (generic or application/domain specific) and may satisfy a wide range ofintegrity constraints. As curated KBs continuously evolve; such constraints are often violatedand thus KBs need to be frequently repaired. Motivated by the fact that consistency is mostlyenforced manually by the scientists acting as curators; we propose a generic andpersonalized repairing framework for assisting them in this arduous task. Our frameworksupports a variety of useful integrity constraints using Disjunctive Embedded Dependencies(DEDs) as well as complex curator preferences over interesting features of the resulting …,Proceedings of the 10th Hellenic Data Management Symposium (HDMS-11),2011,14
On RDF/S ontology evolution,George Konstantinidis; Giorgos Flouris; Grigoris Antoniou; Vassilis Christophides,Abstract The algorithms dealing with the incorporation of new knowledge in an ontology(ontology evolution) often share a rather standard process of dealing with changes. Thisprocess consists of the specification of the language; the determination of the allowedupdate operations; the identification of the invalidities that could be caused by each suchoperation; the determination of the various alternatives to deal with each such invalidity; and;finally; some selection mechanism for singling out the “best” of these alternatives.Unfortunately; most ontology evolution algorithms implement these steps using a case-based; ad-hoc methodology; which is cumbersome and error-prone. The first goal of thispaper is to present; justify and make explicit the five steps of the process. The second goal isto propose a general framework for ontology change management that captures this …,*,2008,13
A service infrastructure for e-Science: the case of the ARION system,Catherine Houstis; Spyros Lalis; Vassilis Christophides; Dimitris Plexousakis; Manolis Vavalis; Marios Pitikakis; Antonis Smardas,Abstract The ARION system provides basic e-services of search and retrieval of objects inscientific collections; such as; data sets; simulation models and tools necessary for statisticaland/or visualization processing. These collections may represent application software ofscientific areas; they reside in geographically disperse organizations and constitute thesystem content. The user; as part of the retrieval mechanism; may dynamically invoke on-line computations of scientific data sets when the latter are not found into the system. Thus;ARION provides the basic infrastructure for accessing and producing scientific information inan open; distributed and federated system. More advanced e-services; which depend on thescientific content of the system; can be built upon this infrastructure; such as decision makingand/or policy support using various information brokering techniques.,International Workshop on Web Services; E-Business; and the Semantic Web,2002,13
Documents structurés et bases de données objet,Vassilis Christophides,*,*,1996,13
Mediating rdf/s queries to relational and xml sources,Ioanna Koffina; Giorgos Serfiotis; Vassilis Christophides; Val Tannen,Abstract Semantic Web (SW) technology aims to facilitate the integration of legacy datasources spread worldwide. Despite the plethora of SW languages (eg; RDF/S; OWL)recently proposed for supporting large-scale information interoperation; the vast majority oflegacy sources still rely on relational databases (RDB) published on the Web or corporateintranets as virtual XML. In this article; we advocate a first-order logic framework formediating high-level queries to relational and/or XML sources using community ontologiesexpressed in a SW language such as RDF/S. We describe the architecture and reasoningservices of our SW integration middleware; termed SWIM; and we present the main designchoices and techniques for supporting powerful mappings between different data models; aswell as reformulation and optimization of queries expressed against mediator ontologies …,International Journal on Semantic Web and Information Systems (IJSWIS),2006,12
Querying with preferences in a digital library,Nicolas Spyratos; Vassilis Christophides,Abstract We consider a collection of federated sources on the Web; and a community ofusers who are interested in documents residing in one or more of those federated sources.The search for documents of interest is supported by a mediator that we call a digital library.The library simply indexes all documents that are made available to users by the federatedsources. When a user addresses a query to the library; the library returns the URLs ofdocuments satisfying the query. In such a context; one of the factors influencing usersatisfaction is the size of the answer set; in particular when it is too small (few or nodocuments) or too large (several hundreds or thousands of documents). In this paper; weaddress the problem of answer sets that are too large; and we call personalized query ausual query together with (a) an upper bound on the number of documents returned; and …,*,2006,12
Indexing views to route queries in a PDMS,Lefteris Sidirourgos; George Kokkinidis; Theodore Dalamagas; Vassilis Christophides; Timos Sellis,Abstract P2P computing gains increasing attention lately; since it provides the means forrealizing computing systems that scale to very large numbers of participating peers; whileensuring high autonomy and fault-tolerance. Peer Data Management Systems (PDMS) havebeen proposed to support sophisticated facilities in exchanging; querying and integrating(semi-) structured data hosted by peers. In this paper; we are interested in routing graphqueries in a very large PDMS; where peers advertise their local bases using fragments ofcommunity RDF/S schemes (ie; views). We introduce an original encoding for thesefragments; in order to efficiently check whether a peer view is subsumed by a query. We relyon this encoding to design an RDF/S view lookup service featuring a statefull and a statelessexecution over a DHT-based P2P infrastructure. We finally evaluate experimentally our …,Distributed and Parallel Databases,2008,11
Integrating xml data sources using rdf/s schemas: The ics-forth semantic web integration middleware (swim),Ioanna Koffina; Giorgos Serfiotis; Vassilis Christophides; Val Tannen; Alin Deutsch,Abstract Semantic Web (SW) technology aims to facilitate the integration of legacy datasources spread worldwide. Despite the plethora of SW languages eg; RDF/S; OWL recentlyproposed for supporting large scale information interoperation; the vast majority of legacysources still rely on relational databases RDB published on the Web or corporate intranetsas virtual XML. In this paper; we advocate a Datalog framework for mediating high levelqueries to relational and or XML sources using community ontologies expressed in a SWlanguage such as RDF/S. We describe the architecture and the reasoning services of ourSW integration middleware; called SWIM; and we present the main design choices andtechniques for supporting powerful mappings between different data models; as well asreformulation and optimization of queries expressed against mediation schemas and …,Dagstuhl Seminar Proceedings,2005,11
Declarative Languages for Querying Portal Catalogs.,Vassilis Christophides; Dimitris Plexousakis; Gregory Karvounarakis; Sofia Alexaki,Page 1. 1 1 1 ICS-FORTH & Univ. of Crete Christophides Vassilis December 2000 DeclarativeLanguages for Querying Portal Catalogs V. Christophides D. Plexousakis G. Karvounarakis S.Alexaki Computer Science Department; University of Crete Institute for Computer Science - FORTHHeraklion; Crete 2 ICS-FORTH & Univ. of Crete Christophides Vassilis December 2000 What isa Community Web ? n A group of people sharing a domain of discourse and a set of informationresources (eg; data; documents; services) and having some common interests gCommerce;Education; Health n The main requirement is to provide a single point of useful; ubiquitouscomprehensive; and integrated access to various information resources gWeb Portals C-WebEducation Health Commerce Workplace Page 2. 2 2 3 ICS-FORTH & Univ. of Crete ChristophidesVassilis December 2000 Portals Classification On-line Communities …,DELOS Workshop: Information Seeking; Searching and Querying in Digital Libraries,2000,11
Big data entity resolution: From highly to somehow similar entity descriptions in the Web,Vasilis Efthymiou; Kostas Stefanidis; Vassilis Christophides,In the Web of data; entities are described by interlinked data rather than documents on theWeb. In this work; we focus on entity resolution in the Web of data; ie; identifying descriptionsthat refer to the same real-world entity. To reduce the required number of pairwisecomparisons; methods for entity resolution perform blocking as a pre-processing step. Ablocking technique places similar entity descriptions into blocks and executes comparisonsonly between descriptions within the same block. We experimentally evaluate blockingtechniques proposed for the Web of data and present dataset characteristics that determinethe effectiveness and efficiency of such methods. Furthermore; we analyze thecharacteristics of the missed matching entity descriptions and examine different types oflinks that blocking techniques can potentially identify.,Big Data (Big Data); 2015 IEEE International Conference on,2015,10
Emergent knowledge artifacts for supporting trialogical e-learning,Yannis Tzitzikas; Vassilis Christophides; Giorgos Flouris; Dimitris Kotzinos; Hannu Markkanen; Dimitris Plexousakis; Nicolas Spyratos,Abstract This article elaborates on scenarios for collaborative knowledge creation in thespirit of the trialogical learning paradigm. According to these scenarios; the groupknowledge base is formed by combining the knowledge bases of the participants; accordingto various methods. The provision of flexible methods for defining various aspects of thegroup knowledge is expected to enhance synergy in the knowledge creation process andcould lead to the development of tools that overcome the inelasticities of the currentknowledge creation practices. Subsequently; these scenarios are projected to variousknowledge representation frameworks and for each one of them; we analyze and discussrelated techniques and identify issues that are worth further research.,International Journal of Web-Based Learning and Teaching Technologies (IJWLTT),2007,10
Processing continuous text queries featuring non-homogeneous scoring functions,Nelly Vouzoukidou; Bernd Amann; Vassilis Christophides,Abstract In this work we are interested in the scalable processing of content filtering queriesover text item streams. In particular; we are aiming to generalize state of the art solutionswith non-homogeneous scoring functions combining query-independent item importancewith query-dependent content relevance. While such complex ranking functions are widelyused in web search engines this is to our knowledge the first scientific work studying theirusage in a continuous query scenario. Our main contribution consists in the definition andthe evaluation of new efficient in-memory data structures for indexing continuous top-kqueries based on an original two-dimensional representation of text queries. We areexploring locally-optimal score bounds and heuristics that efficiently prune the search spaceof candidate top-k query results which have to be updated at the arrival of new stream …,Proceedings of the 21st ACM international conference on Information and knowledge management,2012,9
E-Learning Standards,Miltos Stratakis; Vassilis Christophides; Kevin Keenoy; Aimilia Magkanaraki,Executive summary The scope of this document is to present an overview of existingstandardization efforts for metadata associated with learning objects with a focus on theirsemantics and their capability to describe objects at different levels of granularity. Relying ona widely accepted definition of learning content available on corporate networks or theInternet; we detail the main features and structure of Learning Objects and present the mostwidely accepted metadata models proposed during the last years; as well as theirinterrelationships.,SeLeNe (Self E-Learning Networks IST-2001-39045); Project Deliverable,2003,9
The RQL v1. 5 User Manual,Grigoris Karvounarakis; Vassilis Christophides; Dimitris Plexousakis; Sofia Alexaki,Abstract This document is a tutorial for the RDF Query Language (RQL). RQL is a typedlanguage; following a functional approach; that is defined by a set of basic queries anditerators. This tutorial presents examples of basic meta-schema; schema and data queries;as well as select-from-where filters (iterators) containing generalized path expressions andshows how such queries can be nested to form more complex queries.,*,2002,9
On the synthetic generation of semantic web schemas,Yannis Theoharis; George Georgakopoulos; Vassilis Christophides,Abstract In order to cope with the expected size of the Semantic Web (SW) in the comingyears; we need to benchmark existing SW tools (eg; query language interpreters) in acredible manner. In this paper we present the first RDFS schema generator; termedPoweRGen; which takes into account the morphological features that schemas frequentlyexhibit in reality. In particular; we are interested in generating synthetically the two corecomponents of an RDFS schema; namely the property (relationships between classes orattributes) and the subsumption (subsumption relationships among classes) graph. The total-degree distribution of the former; as well as the out-degree distribution of the TransitiveClosure (TC) of the latter; usually follow a power-law. PoweRGen produces syntheticproperty and subsumption graphs whose distributions respect the power-law exponents …,*,2008,8
Designing personalized curricula based on student preferences,Periklis Georgiadis; Vassilis Christophides; Nicolas Spyratos,Abstract We address the problem of generating entire course sequences; given a set oftarget skills along with possibly prioritized student preferences over course descriptions.Compared to logic frameworks formulating course sequencing as a planning problem; ourwork relies on a set-theoretic framework for generating course sequences using preference-based queries. We introduce the concept of ordered partition for sequencing; and theordered product of partitions; when it is necessary to combine more than one preferenceorderings. In our context; ordered partitions originate from preferences expressed overgeneral relations; rather than on functional attributes of traditional database tuples (orobjects) addressed by other approaches. We believe that the proposed framework isexpressive enough to produce course sequences from descriptions expressed in diverse …,Proceedings of the 25th annual ACM international conference on Design of communication,2007,8
A Data; Computation and Knowledge Grid: the case of the ARION system,Catherine Houstis; Spyros Lalis; Vassilis Christophides; Dimitris Plexousakis; Manolis Vavalis; Marios Pitikakis; Kyriakos Kritikos; Antonis Smardas,Abstract The ARION system provides basic e-services of search and retrieval of objects inscientific collections; such as; datasets; simulation models and tools necessary for statisticaland/or visualization processing. These collections may represent application software ofscientific areas; they reside in geographically disperse organizations and constitute thesystem content. The user may invoke on-line computations of scientific datasets when thelatter are not found into the system. Thus; ARION provides the basic infrastructure foraccessing and deriving scientific information in an open; distributed and federated system. 1,In Proc. of the 5th International Conference on Enterprise Information Systems (ICEIS2003,2003,7
Towards a causal analysis of video qoe from network and application qos,Michalis Katsarakis; Renata Cruz Teixeira; Maria Papadopouli; Vassilis Christophides,Abstract The relationship between the user perceived Quality of Experience (QoE) withInternet applications and the Quality of Service (QoS) of the underlying network andapplications is complex. Unveiling statistical relations between QoE and QoS can boost theprediction and diagnosis of QoE. In this paper; we shed light on the relationship betweenQoE and QoS for a popular application: YouTube video streaming. We conducted acontrolled study where we asked users to rate their perceived quality of YouTube videosunder different network conditions. During this experiments; we also captured network QoSand application QoS. We then analyze the resulting dataset with SES; a feature selectionalgorithm that identifies multiple; minimal-size; statistically-equivalent signatures withmaximal predictive power for a target variable (eg; QoE). We found that we can build …,Proceedings of the 2016 workshop on QoE-based Analysis and Management of Data Communication Networks,2016,6
Mining usage patterns in residential intranet of things,Gevorg Poghosyan; Ioannis Pefkianakis; Pascal Le Guyadec; Vassilis Christophides,Abstract Ubiquitous smart technologies gradually transform modern homes into Intranet ofThings; where a multitude of connected devices allow for novel home automation services(eg; energy or bandwidth savings; comfort enhancement; etc.). Optimizing and enriching theQuality of Experience (QoE) of residential users emerges as a critical differentiator forInternet and Communication Service providers (ISPs and CSPs; respectively) and heavilyrelies on the analysis of various kinds of data (connectivity; performance; usage) gatheredfrom home networks. In this paper; we are interested in new Machine-to-Machine dataanalysis techniques that go beyond binary association rule mining for traditional marketbasket analysis considered by previous works; to analyze individual device logs of homegateways. Based on multidimensional patterns mining framework; we extract complex …,Procedia Computer Science,2016,6
PoweRGen: A power-law based generator of RDFS schemas,Yannis Theoharis; George Georgakopoulos; Vassilis Christophides,Abstract As the amount of RDF datasets available on the Web has grown significantly overthe last years; scalability and performance of Semantic Web (SW) systems are gainingimportance. Current RDF benchmarking efforts either consider schema-less RDF datasets orrely on fixed RDFS schemas. In this paper; we present the first RDFS schema generator;termed PoweRGen; which takes into account the features exhibited by real SW schemas. Itconsiders the power-law functions involved in (a) the combined in-and out-degreedistribution of the property graph (which captures the domains and ranges of the propertiesdefined in a schema) and (b) the out-degree distribution of the transitive closure (TC) of thesubsumption graph (which essentially captures the class hierarchy). The synthetic schemasgenerated by PoweRGen respect the power-law functions given as input with an …,Information Systems,2012,6
Everything you would like to know about RSS feeds and you are afraid to ask,Zeinab Hmedeh; Nicolas Travers; Nelly Vouzoukidou; Vassilis Christophides; Cédric Du Mouza; Michel Scholl,We are witnessing a widespread of web syndication technolo-gies such as RSS or Atom fora timely delivery of frequently updated Web content. Almost every personal weblog; newsportal; or discussion forum employs nowadays RSS/Atom feeds for enhancing traditionalpull-oriented searching and browsing of web pages with push-oriented protocols of webcontent. Social media applications such as Twitter or Facebook also employ RSS fornotifying users about the newly available posts of their preferred friends (or followees).Unfortunately; previous works on RSS/Atom statistical characteristics do not provide aprecise and up-dated characterization of feeds' behavior and content; characterization whichcan be used to successfully benchmark effectiveness and efficiency of various RSS/Atomprocessing/analysis techniques. In this paper; we present the first thorough analysis of …,BDA'11; Base de Données Avancées,2011,6
Personalizing digital library access with preference-based queries,Periklis Georgiadis; Nicolas Spyratos; Vassilis Christophides; Carlo Meghini,*,ERCIM News,2006,6
