Roadrunner: Towards automatic data extraction from large web sites,Valter Crescenzi; Giansalvatore Mecca; Paolo Merialdo,Abstract The paper investigates techniques for extracting data from HTML sites through theuse of automatically generated wrappers. To automate the wrapper generation and the dataextraction process; the paper develops a novel technique to compare HTML pages andgenerate a wrapper based on their similarities and differences. Experimental results on real-life data-intensive Web sites confirm the feasibility of the approach.,Proceedings of the International Conference on Very Large Databases,2001,1371
HOMER: a model-based CASE tool for data-intensive Web sites,Paolo Merialdo; Paolo Atzeni; Marco Magnante; Giansalvatore Mecca; Marco Pecorone,We present HOMER; a CASE tool for building and maintaining complex; data-intensive Websites. In HOMER the processes of creation and maintenance of a Web site are completelybased on the adoption of suitable models; to describe the various aspects of the site(content~ navigation structure; presentation). The development of a site does not require anycode writing activity: based on the results of the design process; the system automaticallycreates programs to implement the site; statically and/or dynamically; as needed; also; thesystem does not depend on any specific tool or language: it has a modular architecture;which integrates external servers for specific tasks; finally; the system supports siteadministrators for several maintenance activities; which can involve changes over the site atdifferent levels. The site content is described both at the conceptual level; using the ER …,ACM SIGMOD Record,2000,10
Do we really need a new query language for XML?,Giansalvatore Mecca; Paolo Merialdo; Paolo Atzeni,XML [XML98] has been proposed as a successor of HTML conceived to ease the task ofexchanging; manipulating and reusing data on the Internet (and in other frameworks). Themain advantage of XML with respect to its predecessor is a clear separation between theways in which data; structure (DTD) and layout (stylesheet) are encoded. At the same time;XML preserves and enhances the hypertextual linking mechanism [XLink98; XPointer98]that has been so successful for HTML. It is therefore presumable that we will very soonwitness the emergence of XML repositories on the Web; ie; large collections of Internet-available linked XML documents.The announced availability of these large repositoriesimposes to develop suitable techniques for querying and transforming XML data. Recentproposals of query languages for XML--such as; for example; XML-QL [Deu+ 98] and XQL …,QL,1998,10
IsaLog¬: A deductive language with negation for complex-object databases with hierarchies,Paolo Atzeni; Luca Cabibbo; Giansalvatore Mecca,Abstract The IsaLog¬ model and language are presented. The model has complex objectswith classes; relations; and isa hierarchies. The language is strongly typed and declarative.The main issue is the definition of the semantics of the IsaLog language. The novel featuresare mostly due to the interaction of hierarchies with negation in the body of rules. Twosemantics are presented and shown to be equivalent: a stratified semantics based on anoriginal notion of stratification; needed in order to correctly deal with hierarchies; and areduction to logic programming with function symbols. The solutions are based on a newtechnique (explicit Skolem functors) that provides a powerful tool for manipulating objectidentifiers.,International Conference on Deductive and Object-Oriented Databases,1993,10
Messing up with BART: error generation for evaluating data-cleaning algorithms,Patricia C Arocena; Boris Glavic; Giansalvatore Mecca; Renée J Miller; Paolo Papotti; Donatello Santoro,Abstract We study the problem of introducing errors into clean databases for the purpose ofbenchmarking data-cleaning algorithms. Our goal is to provide users with the highestpossible level of control over the error-generation process; and at the same time developsolutions that scale to large databases. We show in the paper that the error-generationproblem is surprisingly challenging; and in fact; NP-complete. To provide a scalablesolution; we develop a correct and efficient greedy algorithm that sacrifices completeness;but succeeds under very reasonable assumptions. To scale to millions of tuples; thealgorithm relies on several non-trivial optimizations; including a new symmetry property ofdata quality constraints. The trade-off between control and scalability is the main technicalcontribution of the paper.,Proceedings of the VLDB Endowment,2015,9
The World Wide Web and Databases: International Workshop WebDB'98: Valencia; Spain; March 27-28; 1998: Selected Papers,Alberto O Mendelzon; Paolo Atzeni; Giansalvatore Mecca,*,*,1999,9
Interactive and Deterministic Data Cleaning,Jian He; Enzo Veltri; Donatello Santoro; Guoliang Li; Giansalvatore Mecca; Paolo Papotti; Nan Tang,Abstract We present Falcon; an interactive; deterministic; and declarative data cleaningsystem; which uses SQL update queries as the language to repair data. Falcon does not relyon the existence of a set of pre-defined data quality rules. On the contrary; it encouragesusers to explore the data; identify possible problems; and make updates to fix them.Bootstrapped by one user update; Falcon guesses a set of possible sql update queries thatcan be used to repair the data. The main technical challenge addressed in this paperconsists in finding a set of sql update queries that is minimal in size and at the same timefixes the largest number of errors in the data. We formalize this problem as a search in alattice-shaped space. To guarantee that the chosen updates are semantically correct; Falconnavigates the lattice by interacting with users to gradually validate the set of sql update …,Proceedings of the 2016 International Conference on Management of Data SIGMOD 2016,2016,8
Semantic-based mappings,Giansalvatore Mecca; Guillem Rull; Donatello Santoro; Ernest Teniente,Abstract Data translation consists of the task of moving data from a source database to atarget database. This task is usually performed by developing mappings; ie; executabletransformations from the source to the target schema. However; it is often the case that aricher description of the target database semantics is available under the form of aconceptual schema. We investigate how the mapping process changes when such a richconceptualization of the target database is available. As a major contribution; we develop atranslation algorithm that automatically rewrites a mapping from the source databaseschema to the target conceptual schema into an equivalent mapping from the sourceschema to the underlying target database schema. Experiments show that our approachscales nicely to complex conceptual schemas and large databases.,International Conference on Conceptual Modeling,2013,8
Efficient queries over web views,Giansalvatore Mecca; Alberto O.  Mendelzon; Paolo Merialdo,Large Web sites are becoming repositories of structured information that can benefit frombeing viewed and queried as relational databases. However; querying these viewsefficiently requires new techniques. Data usually resides at a remote site and is organizedas a set of related HTML documents; with network access being a primary cost factor inquery evaluation. This cost can be reduced by exploiting the redundancy often found in sitedesign. We use a simple data model; a subset of the Araneus data model; to describe thestructure of a Web site. We augment the model with link and inclusion constraints thatcapture the redundancies in the site. We map relational views of a site to a navigationalalgebra and show how to use the constraints to rewrite algebraic expressions; reducing thenumber of network accesses. We show that similar techniques can be used to maintain …,IEEE Transactions on Knowledge and Data Engineering,2002,8
Efficient queries over web views,Giansalvatore Mecca; Alberto O.  Mendelzon; Paolo Merialdo,Large Web sites are becoming repositories of structured information that can benefit frombeing viewed and queried as relational databases. However; querying these viewsefficiently requires new techniques. Data usually resides at a remote site and is organizedas a set of related HTML documents; with network access being a primary cost factor inquery evaluation. This cost can be reduced by exploiting the redundancy often found in sitedesign. We use a simple data model; a subset of the Araneus data model; to describe thestructure of a Web site. We augment the model with link and inclusion constraints thatcapture the redundancies in the site. We map relational views of a site to a navigationalalgebra and show how to use the constraints to rewrite algebraic expressions; reducing thenumber of network accesses. We show that similar techniques can be used to maintain …,IEEE Transactions on Knowledge and Data Engineering,2002,8
Benchmarking the chase,Michael Benedikt; George Konstantinidis; Giansalvatore Mecca; Boris Motik; Paolo Papotti; Donatello Santoro; Efthymia Tsamoura,Abstract The chase is a family of algorithms used in a number of data management tasks;such as data exchange; answering queries under dependencies; query reformulation withconstraints; and data cleaning. It is well established as a theoretical tool for understandingthese tasks; and in addition a number of prototype systems have been developed. Whileindividual chase-based systems and particular optimizations of the chase have beenexperimentally evaluated in the past; we provide the first comprehensive and publiclyavailable benchmark---test infrastructure and a set of test scenarios---for evaluating chaseimplementations across a wide range of assumptions about the dependencies and the data.We used our benchmark to compare chase-based systems on data exchange and queryanswering tasks with one another; as well as with systems that can solve similar tasks …,Proceedings of the 36th ACM SIGMOD-SIGACT-SIGAI Symposium on Principles of Database Systems,2017,6
The RoadRunner Project: Towards automatic extraction of web data,Valter Crescenzi; Giansalvatore Mecca; Paolo Merialdo,ROADRUNNER is a research project that aims at developing solutions for automaticallyextracting data from large HTML data sources. The target of our research are data-intensiveWeb sites; ie; HTML-based sites that publish large amounts of data in a fairly complexstructure. In our view; we aim at ideally seeing the data extraction process of a data-intensive Web site as a black-box taking as input the URL of an entry point to the site (eg thehome page); and returning as output data extracted from HTML pages in the site in astructured database-like format. This paper describes the top-level software architecture ofthe ROADRUNNER System; which has been specifically designed to automatize the dataextraction process. Several components of the system have already been implemented; andpreliminary experiments show the feasibility of our ideas. Data-intensive Web sites …,Proceedings of the International,2002,6
Query languages for sequence databases: Termination and complexity,Giansalvatore Mecca; Anthony J.  Bonner,This paper develops a query language for sequence databases; such as genome databasesand text databases. Unlike relational data; queries over sequential data can easily produceinfinite answer sets since the universe of sequences is infinite; even for a finite alphabet. Thechallenge is to develop query languages that are both highly expressive and finite. Thispaper develops such a language as a subset of a logic for string databases calledSequence Datalog. The main idea is to use safe recursion to control and limit unsaferecursion. The main results are the definition of a finite form of recursion; called domain-bounded recursion; and a characterization of its complexity and expressive power. Althoughfinite; the resulting class of programs is highly expressive since its data complexity iscomplete for the elementary functions.,IEEE Transactions on Knowledge and Data Engineering,2001,6
From Datalog to Sequence Datalog: Languages and Techniques for Querying Sequence Databases,G Mecca,*,*,1996,6
Model Finiteness and Funetionality in a Declarative Language with Oid Invention.,Luca Cabibbo; Giansalvatore Mecca,Abstract Two important properties of IsaLog programs are studied: model niteness andfunctionality. Finiteness refers to the property of a program of having a nite model over everyinput instance. Functionality requires a model to contain no contradictory information aboutobject values. These two properties are shown to be undecidable. This is a consequence ofthe ability of IsaLog programs to simulate computations of arbitrary Turing machines;provided their input is coded as a suitable instance. Weakly recursive programs; a restrictedclass of IsaLog programs; is then investigated. It is shown that every weakly recursiveprogram admits a nite model over every input instance. Moreover; models for this class ofprograms can be computed in polynomial time with respect to the number of objects in theinput instance.,SEBD,1994,6
On federated single sign-on in e-government interoperability frameworks,Giansalvatore Mecca; Michele Santomauro; Donatello Santoro; Enzo Veltri,We consider the problem of handling digital identities within service-oriented architecture(SOA) architectures. We explore federated; single sign-on (SSO) solutions based on identitymanagers and service providers. After an overview of the different standards and protocols;we introduce a middleware-based architecture to simplify the integration of legacy systemswithin such platforms. Our solution is based on a middleware module that decouples thelegacy system from the identity-management modules. We consider both standard point-to-point service architectures; and complex government interoperability frameworks; and reportexperiments to show that our solution provides clear advantages both in terms ofeffectiveness and performance.,International Journal of Electronic Governance,2016,4
Soluzioni Infrastrutturali Open Source per il Sistema Pubblico di Cooperazione Applicativa.,Giansalvatore Mecca; Alessandro Pappalardo; Salvatore Raunich,Abstract Il Sistema Pubblico di Cooperazione Applicativa (SPCoop) è stato standardizzatodal CNIPA nel 2005 e finalmente promette di raggiungere il livello del concretodispiegamento. Questo articolo fornisce una panoramica sullo stato di avanzamentodell'iniziativa. Per cominciare introduce l'architettura di SPCoop e il suo raffinamentoprodotto nell'ambito del recente progetto ICAR. Inoltre; confronta due soluzioni open sourceattualmente disponibili per la realizzazione dell'architettura.,SEBD,2008,4
The Spicy Project: A New Approach to Data Matching.,Angela Bonifati; Giansalvatore Mecca; Alessandro Pappalardo; Salvatore Raunich,*,SEBD,2006,4
A logical model for metadata in Web bases,P Atzeni; G Mecca; P Merialdo; G Sindoni,Abstract In systems that provide integrated management of both structured; database style;data and semistructured; Web-style; data; metadata may allow for the explicit managementof information about the structure and data content of pages. Unfortunately; the HTMLstandard doesn't offer any explicit framework for document metadata management. TheeXtensible Markup Language vice versa allows for the explicit description of the structure ofa document; but it lacks of database perspective. The aim of this paper is then to describe anapproach to the generation of database derived Web meta information that is based on alogical model for Web pages and to show how this approach can be effectively used for bothHTML and XML based systems.,ERCIM Workshop on metadata for Web databases,1998,4
RoadRunner: Towards Automatic Data Extraction from Large Web Sites; 2001,Valter Crescenzi; Giansalvatore Mecca; Paolo Merialdo,*,27th International Conference on Very Large Databases (VLDB 2001),*,4
Benchmarking Data Curation Systems.,Patricia C Arocena; Boris Glavic; Giansalvatore Mecca; Renée J Miller; Paolo Papotti; Donatello Santoro,Abstract Data curation includes the many tasks needed to ensure data maintains its valueover time. Given the maturity of many data curation tasks; including data transformation anddata cleaning; it is surprising that rigorous empirical evaluations of research ideas are soscarce. In this work; we argue that thorough evaluation of data curation systems imposesseveral major obstacles that need to be overcome. First; we consider the outputs generatedby a data curation system (for example; an integrated or cleaned database or a set ofconstraints produced by a schema discovery system). To compare the results of differentsystems; measures of output quality should be agreed upon by the community and; sincesuch measures can be quite complex; publicly available implementations of these measuresshould be developed; shared; and optimized. Second; we consider the inputs to the data …,IEEE Data Eng. Bull.,2016,3
Exploratory Computing: What is there for the Database Researcher?,Marcello Buoncristiano; Giansalvatore Mecca; Elisa Quintarelli; Manuel Roveri; Donatello Santoro; Letizia Tanca,Abstract. The need for effective tools helping users to make sense of very big datasets hasreceived a lot of attention lately. In this paper we propose a paradigm for databaseexploration which is in turn inspired by the exploratory computing vision [2]. We maydescribe exploratory computing as the step-by-step “conversation” of a user and a systemthat “help each other” to refine the data exploration process; ultimately gathering newknowledge that concretely fulfills the user needs. In this broad and innovative context; thispaper proposes a model to concretely perform this kind of exploration over a database. Themodel is general enough to encompass most data models and query languages that havebeen proposed for data management in the last few years. At the same time; it is preciseenough to provide a first formalization of the problem and reason about the research …,SEBD,2015,2
Mapping and Cleaning: the Llunatic Way,Floris Geerts; Giansalvatore Mecca; Paolo Papotti; Donatello Santoro,Abstract We address the problem of bringing together two crucial activities in dataintegration and data quality; ie; transforming data using schema mappings; and fixingconflicts and inconsistencies using data repairing. This problem is made complex by severalfactors. First; schema mappings and data repairing have traditionally been considered asseparate activities; and research has progressed in a largely independent way in the twofields. Second; the elegant formalizations and the algorithms that have been proposed forboth tasks have had mixed fortune in scaling to large databases. In the paper; we introducea very general notion of a mapping and cleaning scenario that incorporates a wide variety offeatures; like; for example; user interventions. We develop a new semantics for thesescenarios that represents a conservative extension of previous semantics for schema …,*,2014,2
IQ-METER-an evaluation tool for data-transformation systems,Giansalvatore Mecca; Paolo Papotti; Donatello Santoro,We call a data-transformation system any system that maps; translates and exchanges dataacross different representations. Nowadays; data architects are faced with a large variety oftransformation tasks; and there is huge number of different approaches and systems thatwere conceived to solve them. As a consequence; it is very important to be able to evaluatesuch alternative solutions; in order to pick up the right ones for the problem at hand. To dothis; we introduce IQ-Meter; the first comprehensive tool for the evaluation of data-transformation systems. IQ-Meter can be used to benchmark; test; and even learn the bestusage of data-transformation tools. It builds on a number of novel algorithms to measure thequality of outputs and the human effort required by a given system; and ultimately measures“how much intelligence” the system brings to the solution of a data-translation task.,Data Engineering (ICDE); 2014 IEEE 30th International Conference on,2014,2
The RoadRunner Web Data Extraction System.,Valter Crescenzi; Giansalvatore Mecca; Paolo Merialdo,Extracting data from HTML text files and making them available to computer applications isbecoming of utmost importance for developing several emerging e-services. This paperpresents RoadRunner; a research project that aims at developing solutions for automaticallyextracting data from large HTML data sources. We concentrate on data-intensive Web sites;that is; sites that deliver large amounts of data through a complex graph of linked HTMLpages. The paper describes the top-level software architecture of the RoadRunner System;which has been specifically designed to automatize the data extraction process. The paperis organized as follows. First; Section 2 illustrates an overview of the project and gives anintuition of its key ideas. Then; Section 3 describes the overall architecture of theRoadRunner system. Section 4 concludes the paper discussing related works.,SEBD,2001,2
Database cooperation: classification and middleware tools,Paolo Atzeni; Luca Cabibbo; Giansalvatore Mecca,Abstract New criteria for the classification for database cooperation; based on the nature ofthe component databases; are proposed. In fact; the traditional criteria-heterogeneity;distribution; and autonomy-are often constraints for the design process; rather than designparameters. In this case; other features of the component databases should be addressed. Amore useful classification can be based on 3 new criteria: 1. degree of transparency; 2.complexity of operations; and 3. level of liveliness of data. This leads to distinguishing 3main categories of systems: 1. multidatabases; 2. data warehouses; and 3. local informationsystems with external data.,Journal of Database Management,2000,2
Un database per gli schemi acquedottistici di adduzione: codifica e ipotesi di classificazione dei livelli di servizio,Pierluigi Claps; C Sileo; G Mecca,Summary A drinking water system is conceptually redesigned here using its basic elementsto evaluate its main operative characteristics. To this end; a relational database is built andorganised so as to preserve information on the characteristics of connectivity of the systemelements. This procedure presents interesting aspects with regard to the application ofpreliminary analysis even on large water systems; owing to the generality of theschematisation and to the wide availability of the database management system that wasused. The screening on service levels made with this procedure can provide usefulinformation in view of the application of more refined models for reliability evaluation. Anassessment of the operation service levels of the Basento water system in Basilicata (Italy) ispresented as a case study.,L’Acqua,2000,2
Design and Maintenance of Data-Intensive Web Sites (1997),Paolo Atzeni; Giansalvatore Mecca; Paolo Merialdo,*,Lecture Notes in Computer Science,*,2
BARt in Action: Error Generation and Empirical Evaluations of Data-Cleaning Systems,Donatello Santoro; Patricia C Arocena; Boris Glavic; Giansalvatore Mecca; Renée J Miller; Paolo Papotti,Abstract Repairing erroneous or conflicting data that violate a set of constraints is animportant problem in data management. Many automatic or semi-automatic data-repairingalgorithms have been proposed in the last few years; each with its own strengths andweaknesses. Bart is an open-source error-generation system conceived to support thoroughexperimental evaluations of these data-repairing systems. The demo is centered aroundthree main lessons. To start; we discuss how generating errors in data is a complex problem;with several facets. We introduce the important notions of detectability and repairability of anerror; that stand at the core of Bart. Then; we show how; by changing the features of errors; itis possible to influence quite significantly the performance of the tools. Finally; we concretelyput to work five data-repairing algorithms on dirty data of various kinds generated using …,Proceedings of the 2016 International Conference on Management of Data,2016,1
Spatial data processing with MapReduce,Tilani Gunawardena; Annamaria Vicari; Giansalvatore Mecca,The current development of high performance parallel supercomputing infrastructures arepushing the boundaries of applications of science and are bringing new paradigms intoengineering practices and simulations. Earthquake engineering is also one of the majorfields; which benefits from above by looking for solutions in grid computing and cloudcomputing techniques. Generally; earthquake simulations involve analysis of petabytes ofdata. Analyzing these large amounts of data in parallel in thousands of nodes in computerclusters results in gaining high performances. Open source cloud solutions such as HadoopMapReduce; which is highly scalable and capable of processing large amount of datarapidly in parallel on large clusters provide better solution compared to RDBDM. Both GPUsand MapReduce are designed to support vast data parallelism. For performance …,Industrial and Information Systems (ICIIS); 2015 IEEE 10th International Conference on,2015,1
Error Generation for Evaluating Data Cleaning Algorithms,P Arocena; Boris Glavic; Giansalvatore Mecca; Renée J Miller; Paolo Papotti; Donatello Santoro,ABSTRACT We address the problem of generating errors within clean databases for thepurpose of benchmarking data-cleaning and data-repairing algorithms. Our goal is toprovide users with the highest possible level of control over the error generation processand at the same time develop a solution that scales to large databases. This is challenging;because the error generation problem is NP-complete. The main technical contribution ofthis paper is to develop an efficient PTIME algorithm which sacrifices completeness in anintelligent fashion that allows us to succeed under reasonable assumptions. However;scaling to databases with millions of tuples requires additional non-trivial optimizationsincluding exploiting a symmetry property of data quality constraints.,*,2015,1
Middleware-Oriented Government Interoperability Frameworks: A Comparison.,Giansalvatore Mecca; Michele Santomauro; Donatello Santoro; Enzo Veltri,Abstract: We discuss deployment solutions for e-Government Interoperability Frameworks(GIFs). We concentrate on middleware-oriented GIFs; ie; those in which middlewaremodules act as intermediaries among information systems that need to exchange data andservices. A prominent example is the Italian SPCoop interoperability framework. We reviewthe SPCoop architecture; and two popular open-source implementations of its core modules;called OpenSPCoop and freESBee. We argue that the comparison of these two solutions isrelevant since they obey to radically different philosophies; both in terms of the relationshipto the underlying J2EE container; and of their internal module organization. Then; wediscuss one of the main problems in large-scale deployment of SPCoop-like GIFs; namelythe need to quickly deploy a large number of middleware instances over a relatively small …,J. UCS,2014,1
A Short History of Schema Mapping Systems.,Giansalvatore Mecca; Paolo Papotti; Donatello Santoro,There are many applications that need to exchange; correlate; and integrate heterogenousdata sources. These information integration tasks have long been identified as importantproblems and unifying theoretical frameworks have been advocated by databaseresearchers [5]. To solve these problems; a fundamental requirement is that of manipulatingmappings among data sources. The application developer is typically given two schemas–one called the source schema; the other called the target schema–that can be based ondifferent models; technologies; and rules. Mappings; also called schema mappings; areexpressions that specify how an instance of the source repository should be translated intoan instance of the target repository. In order to be useful in practical applications; theyshould have an executable implementation–for example; by means of SQL queries or …,SEBD,2012,1
Schema Mapping and Data Exchange Tools: Time for the Golden Age,Giansalvatore Mecca; Paolo Mecca,Abstract In the last 10 years; schema mapping management has become an importantresearch area in data transformation; exchange; and integration systems. The reasons for itssuccess can be found in the declarative nature of its building block (thus enabling cleansemantics and easy to use design tools) paired with the efficiency and modularity in thedeployment step. In this paper we sketch a line of evolution in schema-mappings and dataexchange systems; through what we identify as three main ages. We start presenting thefoundations of schema mapping tools and the first tools aimed at translating data from asource to a target schema in the first; heroic age. We then discuss the silver age; whenschema mapping tools have grown their way into complex systems and have beentranslated into both commercial and open-source tools. Finally; we show how recent …,it-Information Technology,2012,1
Ontological matchmaking in recommender systems,Angela Bonifati; Giansalvatore Mecca; Domenica Sileo; Gianvito Summa,Abstract: The electronic marketplace offers great potential for the recommendation ofsupplies. In the so called recommender systems; it is crucial to apply matchmakingstrategies that faithfully satisfy the predicates specified in the demand; and take into accountas much as possible the user preferences. We focus on real-life ontology-drivenmatchmaking scenarios and identify a number of challenges; being inspired by suchscenarios. A key challenge is that of presenting the results to the users in an understandableand clear-cut fashion in order to facilitate the analysis of the results. Indeed; such scenariosevoke the opportunity to rank and group the results according to specific criteria. A furtherchallenge consists of presenting the results to the user in an asynchronous fashion; iethe'push'mode; along with the'pull'mode; in which the user explicitly issues a query; and …,arXiv preprint arXiv:1010.2148,2010,1
Back to Gold's Age: Bridging the Gap Between Traditional Grammar Inference and Web Information Extraction.,Valter Crescenzi; Giansalvatore Mecca; Paolo Merialdo,Since Gold's Theorem (1967); grammar inference for regular languages has been athoroughly studied topic; with an elegant theoretical background and well establishedtechniques. One of the main contributions of these works is the study of properties of thoselanguages for which the inference process can be performed in a completely automatic way;and of the relative algorithms. Recently; information extraction from Web sites has imposeditself as a relevant research field for the so called “Semantic Web”. Since extraction isperformed by wrappers; which are essentially grammar parsers for the HTML code of Webpages; grammar inference could in principle play a fundamental role in this field. However;despite 30 years of research; due to some limitations of the traditional framework; essentiallynone of the recent approaches to Web information extraction reuse theories and …,SEBD,2002,1
IsaLog¬: a deductive language with negation for complex-object databases with hierarchies,Paolo Atzeni; Luca Cabibbo; Giansalvatore Mecca,Abstract IsaLog (¬) is a research activity aimed at developing a framework that integratesdeductive and object-oriented features. The data model has complex objects with classes;relations; and isa hierarchies; and the language is rule based. The main issue is thedefinition of the semantics of the language. For the (positive) IsaLog framework threedifferent semantics are given and proven to be equivalent: a model-theoretic semantics; afixpoint semantics; and a semantics based on a reduction to ordinary logic programmingwith functionasymbols. Then the semantics of the IsaLog¬ language is proposed. It presentsnovel features mostly due to the interaction of hierarchies with negation in the body of rules.Two semantics are presented for IsaLog¬ programs: a stratified semantics based on anoriginal notion of stratification; which takes into account hierarchies; and a reduction to …,Data & knowledge engineering,1997,1
Querying Genome Databases.,Giansalvatore Mecca,Abstract Genome Databases contain genetic information about human beings and otherspecies of living organisms. Since 1986; year in which the Human Genome Project started;they have grown exponentially in size every year. Due to the unusual structure of the storedinformation; traditional DBMS and query languages have provided only little support so far.In this paper we discuss some of the issues related to genomic information management.We mainly focus on query languages and present a logic; called Sequence Datalog;designed to be an effective tool for querying genome data.,SEBD,1995,1
Travel agency: a LOGIDATA+ application,Luca Cabibbo; Giansalvatore Mecca,Abstract Expressive power and flexibility of the LOGIDATA+ model and language areexplored. We analyze a program for travel agencies: the problem we consider is concernedwith the construction of travels on the basis of the clientś specifications. The program queriesthe database and generates a report with all the available choices in terms of transfers andaccomodations. The scheme and the clauses use a wide range of language functionalities;as complex objects; object identifiers; classes; relations; functions; is-a relationships andrecursion.,*,1993,1
Schema Mappings: From Data Translation to Data Cleaning,Giansalvatore Mecca; Paolo Papotti; Donatello Santoro,Abstract Schema mapping management is an important research area in datatransformation; integration; and cleaning systems. The reasons for its success can be foundin the declarative nature of its building block (thus enabling clean semantics and easy to usedesign tools) paired with the efficiency and modularity in the deployment step. In this chapterwe cover the evolution of schema-mappings through what we identify as three main ages.We start presenting the foundations of schema mapping tools and the first tools aimed attranslating data from a source to a target schema in the first; heroic age. We then discuss thesilver age; when schema mapping tools have grown their way into complex systems andhave been translated into both commercial and open-source tools. Finally; we show howrecent results in schema-mapping are stimulating a third; golden age; with novel research …,*,2018,*
INDIANA the Database Explorer,Antonio Giuzio; Giansalvatore Mecca; Elisa Quintarelli; Manuel Roveri; Donatello Santoro; Letizia Tanca,Abstract We propose INDIANA; a system conceived to support a novel paradigm of databaseexploration. INDIANA guides users that are interested in gaining insights about a databaseby involving them in a “conversation”. During the conversation; the system proposes somefeatures of the data that are “interesting” from the statistical viewpoint. The user selects someof these as starting points; and INDIANA reacts by suggesting new features related to theones selected by the user. A key requirement in this context is the ability to exploretransactional databases; without the need to conduct complex pre-processing. To this end;we develop a number of novel algorithms to support interactive exploration of the database.We report an in-depth experimental evaluation to show that the proposed systemguarantees a very good trade-off between accuracy and scalability; and a user study that …,*,2017,*
Interactive Data Repairing: the FALCON Dive,Enzo Veltri; Donatello Santoro; Giansalvatore Mecca; Paolo Papotti; Jian He; Gouliang Li; Nan Tang,Abstract. In this paper we discuss Falcon; an interactive; deterministic; and declarative datacleaning system. Unlike traditional rule-based system; Falcon does not rely on the existenceof a set of pre-defined data quality rules; but it encourages users to explore the data; identifypossible problems; and make updates to fix them. The main technical challenge consists infinding a set of rules; expressed as sql update queries; that are semantically correct and thatfixes the largest number of errors in the data. Falcon navigates the lattice by interacting withusers to gradually checking the correctness of a set of rules. We have conducted extensiveexperiments using both real-world and synthetic datasets to show that Falcon can effectivelycommunicate with users in data repairing.,25th Italian Symposium on Advanced Database Systems; SEBD 2017,2017,*
Sequence Protein Identification by Randomized Sequence Database and Transcriptome Mass Spectrometry (SPIDER-TMS): From Manual to Automatic Application...,Raffaella Pascale; Gerarda Grossi; Gabriele Cruciani; Giansalvatore Mecca; Donatello Santoro; Renzo Sarli Calace; Patrizia Falabella; Giuliana Bianco,Sequence protein identification by a randomized sequence database and transcriptomemass spectrometry software package has been developed at the University of Basilicata inPotenza (Italy) and designed to facilitate the determination of the amino acid sequence of apeptide as well as an unequivocal identification of proteins in a high-throughput manner withenormous advantages of time; economical resource and expertise. The software package isa valid tool for the automation of a de novo sequencing approach; overcoming the mainlimits and a versatile platform useful in the proteomic field for an unequivocal identification ofproteins; starting from tandem mass spectrometry data. The strength of this software is that itis a user-friendly and non-statistical approach; so protein identification can be consideredunambiguous.,European Journal of Mass Spectrometry,2016,*
Database exploration: Problems and opportunities,Giansalvatore Mecca,The classical ways to access data; ie through a search engine or by querying a database;have today become insufficient when confronted with the new needs of data exploration andinterpretation: at a user request; a search engine retrieves a very large collection ofdocuments; while the query engine of a DBMS grants access to all the data that satisfycertain criteria. Once the documents or the data items have been received; the user can onlystart reading them and try to make sense of their contents; possibly relying on a rankingfunction that sorts the results in order of “relevance”. After all; this mechanism only workswell when the intention of the search or query is to locate a specific information; such as theaddress of a restaurant or the salaries of all the employees with a certain position. Instead;ranked retrieval and querying are no longer adequate when the need of the user is being …,Data Engineering Workshops (ICDEW); 2016 IEEE 32nd International Conference on,2016,*
GROM: a general rewriter of semantic mappings,Giansalvatore Mecca; Guillem Rull Fort; Donatello Santoro; Ernest Teniente López,Abstract We present GROM; a tool conceived to handle high-level schema mappingsbetween semantic descriptions of a source and a target database. GROM rewrites mappingsbetween the virtual; view-based semantic schemas; in terms of mappings between the twophysical databases; and then executes them. The system serves the purpose of teachingtwo main lessons. First; designing mappings among higher-level descriptions is oftensimpler than working with the original schemas. Second; as soon as the view-definitionlanguage becomes more expressive; to handle; for example; negation; the mappingproblem becomes extremely challenging from the technical viewpoint; so that one needs tofind a proper trade-off between expressiveness and scalability.,Advances in Database Technology-EDBT 2016: 19th International Conference on Extending Database Technology: Bordeaux; France; March 15-16: proceedings,2016,*
Rewriting Ontology-Based Mappings,Ernest Teniente Giansalvatore Mecca; Guillem Rull; Donatello Santoro,*,*,2015,*
An Overview of the Llunatic System.,Floris Geerts; Giansalvatore Mecca; Paolo Papotti; Donatello Santoro,Data transformation and data cleaning are two very important research and applicationproblems. Data transformation; or data exchange [7]; relies on declarative schema mappingsto translate and integrate data coming from one or more source schemas into a differenttarget schema. Data cleaning; or data repairing [8]; uses declarative dataquality rules inorder to detect and remove errors and inconsistencies from the data. It is widely recognisedthat whenever mappings among different sources are in place; there is a strong need toclean and repair data. Despite this need; database research has so far investigated schemamappings and data repairing essentially in isolation. We present the LLUNATIC [11; 12]mapping and cleaning system; the first comprehensive proposal to handle schemamappings and data repairing in a uniform way. LLUNATIC is based on the intuition that …,SEBD,2014,*
