Tail reconnection triggering substorm onset,Vassilis Angelopoulos; James P McFadden; Davin Larson; Charles W Carlson; Stephen B Mende; Harald Frey; Tai Phan; David G Sibeck; Karl-Heinz Glassmeier; Uli Auster; Eric Donovan; Ian R Mann; I Jonathan Rae; Christopher T Russell; Andrei Runov; Xu-Zhi Zhou; Larry Kepko,Magnetospheric substorms explosively release solar wind energy previously stored inEarth9s magnetotail; encompassing the entire magnetosphere and producing spectacularauroral displays. It has been unclear whether a substorm is triggered by a disruption of theelectrical current flowing across the near-Earth magnetotail; at∼ 10 RE (RE: Earth radius; or6374 kilometers); or by the process of magnetic reconnection typically seen farther out in themagnetotail; at∼ 20 to 30 R E. We report on simultaneous measurements in the magnetotailat multiple distances; at the time of substorm onset. Reconnection was observed at 20 RE; atleast 1.5 minutes before auroral intensification; at least 2 minutes before substormexpansion; and about 3 minutes before near-Earth current disruption. These resultsdemonstrate that substorms are likely initiated by tail reconnection.,Science,2008,370
Comparison of photometer and global MHD determination of the open‐closed field line boundary,IJ Rae; K Kabin; R Rankin; FR Fenrich; W Liu; JA Wanliss; AJ Ridley; TI Gombosi; DL De Zeeuw,Abstract [1] We compare open-closed field line boundary positions from the BATS-R-USGlobal MHD model and CANOPUS photometer measurements of red-line emissions. Wechoose intervals of steady interplanetary and ionospheric conditions in order to adhere tothe “steady-state” picture that we are trying to address. Nine intervals are chosen thatcorrespond to stable IMF and auroral conditions that can be simulated with the MHD model.We find that on average; the steady-state BATS-R-US MHD model provides an excellentestimate of the open-closed field line boundary proxy as determined by the red-line auroralemissions. Typical errors between the model calculations of the open-closed field lineboundary and the observations are within the inherent error in using the red-line emissions.,Journal of Geophysical Research: Space Physics,2004,19
Reduction in field‐aligned currents preceding and local to auroral substorm onset,Kyle R Murphy; Ian R Mann; I Jonathan Rae; Colin L Waters; Brian J Anderson; David K Milling; Howard J Singer; Haje Korth,Abstract [1] We examine the global field-aligned current (FAC) topology associated with aclear substorm on the 16 February 2010. We show that for this particular substorm there is aclear and localised reduction in the FACs observed by AMPERE at least 6 minutes prior toauroral onset. A new auroral arc forms in the region of reduced FAC and on closed fieldlines which subsequently brightens and expands poleward; signifying the start of thesubstorm expansion phase. We argue that the change in FACs observed prior to onset is theresult of a change in the magnetosphere-ionosphere (MI) coupling in a region local to thesubsequent auroral onset. Such a change implies an important role for MI coupling indestabilising the near-Earth tail during magnetospheric substorms and perhaps moreimportantly in selecting the location in the ionosphere where auroral onset begins.,Geophysical Research Letters,2012,18
THEMIS observation of a substorm event on 04: 35; 22 February 2008,J Liu; V Angelopoulos; H Frey; J McFadden; D Larson; K Glassmeier; S Mende; CT Russell; IJ Rae; KR Murphy; S Apatenkov,Abstract. We report on THEMIS in-situ and ground-based observations during a substormbetween 04: 30∼ 04: 50 UT on 22 February 2008. The spacecraft (probes) were alignedalong the tail between XGSM=− 5 RE to− 25 RE. The most distant probe P1 (X=− 24.5 RE)detected two successive tailward moving bipolar magnetic structures. P2 (X=− 18 RE); P3(X=− 11 RE); P4 (X=− 10.5 RE) all captured signatures related to the Earthward movementof a magnetic structure. THEMIS ground stations and all-sky imagers also recorded Pi2pulsations and a sudden brightening in a white-light auroral imager followed by polewardexpansion. We perform a detailed timing analysis of probe and ground-based data andreconstruct the time sequence of phenomena during this substorm. The earliest sign ofsubstorm onset was the bipolar perturbation in the northward component of the magnetic …,Ann. Geophys,2009,18
Magnetospheric quasi‐static response to the dynamic magnetosheath: A THEMIS case study,Karl‐Heinz Glassmeier; Hans‐Ulrich Auster; Dragoş Constantinescu; Karl‐Heinz Fornaçon; Yasuhito Narita; Ferdinand Plaschke; Vassilis Angelopoulos; Edita Georgescu; Wolfgang Baumjohann; Werner Magnes; Rumi Nakamura; Charles W Carlson; Sabine Frey; James P McFadden; Tai Phan; Ian Mann; I Jonathan Rae; Joachim Vogt,Abstract [1] Earth's magnetosphere is buffeted by the time-varying solar wind. For the firsttime; the THEMIS mission; with its five spacecraft; directly allows to compare measurementsin the magnetosheath and their response in the magnetopause boundary region; and theouter magnetosphere to this buffeting. During the time interval studied; the spacecraft movedalmost along the stagnation streamline allowing to use Bernoulli's law to relate localobservations of the plasma density; temperature; flow velocity; and magnetic field to thestagnation pressure. Magnetopause distance and velocity are determined assuming a quasi-static response. The dynamics inferred is compared with actual observations by three of theTHEMIS spacecraft. Assuming a radially moving Chapman-Ferraro current layer also theouter magnetospheric magnetic field response is modelled and compared with magnetic …,Geophysical Research Letters,2008,18
A physical explanation for the magnetic decrease ahead of dipolarization fronts.,ZH Yao; J Liu; CJ Owen; C Forsyth; IJ Rae; ZY Pu; HS Fu; X-Z Zhou; QQ Shi; AM Du; RL Guo; XN Chu,Abstract. Recent studies have shown that the ambient plasma in the near-Earth magnetotailcan be compressed by the arrival of a dipolarization front (DF). In this paper we study thevariations in the characteristics of currents flowing in this compressed region ahead of theDF; particularly the changes in the cross-tail current; using observations from the THEMISsatellites. Since we do not know whether the changes in the cross-tail current lead to a field-aligned current formation or just form a current loop in the magnetosphere; we thus useredistribution to represent these changes of local current density. We found that (1) theredistribution of the cross-tail current is a common feature preceding DFs;(2) theredistribution of cross-tail current is caused by plasma pressure gradient ahead of the DFand (3) the resultant net current redistributed by a DF is an order of magnitude smaller …,Annales Geophysicae (09927689),2015,17
Statistical analysis of ground based magnetic field measurements with the field line resonance detector,F Plaschke; KH Glassmeier; OD Constantinescu; IR Mann; DK Milling; U Motschmann; IJ Rae,Abstract. In this paper we introduce the field line resonance detector (FLRD); a wavetelescope technique which has been specially adapted to estimate the spectral energydensity of field line resonance (FLR) phase structures in a superposed wave field. The fieldline resonance detector is able to detect and correctly characterize several superposed FLRstructures of a wave field and therefore constitutes a new and powerful tool in ULF pulsationstudies. In our work we derive the technique from the classical wave telescope beamformerand present a statistical analysis of one year of ground based magnetometer data from theCanadian magnetometer network CANOPUS; now known as CARISMA. The statisticalanalysis shows that the FLRD is capable of detecting and characterizing superposed orhidden FLR structures in most of the detected ULF pulsation events; the one year …,Annales geophysicae: atmospheres; hydrospheres and space sciences,2008,17
The outer radiation belt injection; transport; acceleration and loss satellite (ORBITALS): A Canadian small satellite mission for ILWS,IR Mann; KG Balmain; JB Blake; D Boteler; S Bourdarie; JH Clemmons; ZC Dent; AW Degeling; R Fedosejeves; JF Fennell; BJ Fraser; JC Green; VK Jordanova; A Kale; LM Kistler; DJ Knudsen; MR Lessard; TM Loto’aniu; DK Milling; TP O’Brien; TG Onsager; LG Ozeke; IJ Rae; R Rankin; GD Reeves; AJ Ridley; GJ Sofko; D Summers; I Thomson; RM Thorne; YY Tsui; C Unick; D Vassiliadis; JR Wygant; AW Yau,Abstract The outer radiation belt injection; transport; acceleration and loss satellite(ORBITALS) is a small satellite mission proposed as a Canadian contribution to the satelliteinfrastructure for the International Living With a Star (ILWS) program. The ORBITALS willmonitor the energetic electron and ion populations in the inner magnetosphere across awide range of energies (keV to tens of MeV) as well as the dynamic electric and magneticfields; waves and cold plasma environment which govern the injection; transport;acceleration and loss of these energetic and space weather critical particle populations.ORBITALS will be launched around 2010–2012 into a low-inclination GTO-like orbit whichmaximizes the long-lasting apogee-pass conjunctions with both the ground-basedinstruments of the Canadian Geospace Monitoring (CGSM) array as well as with the …,Advances in Space Research,2006,17
In situ spatiotemporal measurements of the detailed azimuthal substructure of the substorm current wedge,C Forsyth; AN Fazakerley; IJ Rae; CE J Watt; K Murphy; James A Wild; Tomas Karlsson; Robert Mutel; CJ Owen; Robert Ergun; A Masson; Matthieu Berthomier; E Donovan; HU Frey; Juergen Matzka; Claudia Stolle; Y Zhang,Abstract The substorm current wedge (SCW) is a fundamental component of geomagneticsubstorms. Models tend to describe the SCW as a simple line current flowing into theionosphere toward dawn and out of the ionosphere toward dusk; linked by a westwardelectrojet. We use multispacecraft observations from perigee passes of the Cluster 1 and 4spacecraft during a substorm on 15 January 2010; in conjunction with ground-basedobservations; to examine the spatial structuring and temporal variability of the SCW. At thistime; the spacecraft traveled east-west azimuthally above the auroral region. We show thatthe SCW has significant azimuthal substructure on scales of 100 km at altitudes of 4000–7000 km. We identify 26 individual current sheets in the Cluster 4 data and 34 individualcurrent sheets in the Cluster 1 data; with Cluster 1 passing through the SCW 120–240 s …,Journal of Geophysical Research: Space Physics,2014,16
The role of ultralow frequency waves in radiation belt dynamics,Ian R Mann; Kyle R Murphy; Louis G Ozeke; I Jonathan Rae; David K Milling; Andy A Kale; Farideh F Honary,This paper reviews the role of long-period ultralow frequency (ULF) waves in contributing tothe acceleration; transport; and loss of electrons in the outer zone Van Allen radiation belt.We place particular emphasis on the mesoscale and global-scale characterization of ULFwaves around electron drift orbits available from groundbased magnetometer arrays; whichcomplement conjugate single-point in situ satellite measurements. We examine the timedomain relationship between 1–10 mHz ULF wave power and driving solar wind speed;demonstrating a close connection; which could contribute to explaining the Paulikas andBlake (1979) correlation between radiation belt electron flux and solar wind speed. Wereview both coherent and stochastic transport processes; such as radial diffusion; which canarise from resonant ULF wave-particle interactions. We examine the potential role of …,Dynamics of the Earth's Radiation Belts and Inner Magnetosphere,2013,16
Electrodynamics of magnetosphere‐ionosphere coupling and feedback on magnetospheric field line resonances,JY Lu; R Rankin; R Marchand; IJ Rae; Wenbin Wang; SC Solomon; J Lei,Abstract [1] We present a new dynamic model that describes coupling between standinginertial or ion-acoustic-gyroradius-scale shear Alfvén waves; compressional modes; andauroral density disturbances. The model is applied to the excitation of field line resonances(FLRs) in dipolar and stretched geomagnetic fields in Earth's magnetosphere.Magnetosphere-ionosphere coupling is included by accounting for the closure ofmagnetospheric field-aligned currents (FACs) through Pedersen currents in the ionosphere.A second new aspect is that the height-integrated Pedersen conductivity is treated as adynamic parameter by electrodynamically coupling the two-dimensional finite element wavemodel “Topo” to the ionospheric ionization model “Global Airglow Model (GLOW).” Wedemonstrate that field line stretching brings the equatorial plasma β above unity; where …,Journal of Geophysical Research: Space Physics,2007,16
Statistical characterization of the growth and spatial scales of the substorm onset arc,Nadine ME Kalmoni; I Jonathan Rae; Clare EJ Watt; Kyle R Murphy; Colin Forsyth; Christopher J Owen,Abstract We present the first multievent study of the spatial and temporal structuring of theaurora to provide statistical evidence of the near-Earth plasma instability which causes thesubstorm onset arc. Using data from ground-based auroral imagers; we study repeatablesignatures of along-arc auroral beads; which are thought to represent the ionosphericprojection of magnetospheric instability in the near-Earth plasma sheet. We show that thegrowth and spatial scales of these wave-like fluctuations are similar across multiple events;indicating that each sudden auroral brightening has a common explanation. We findstatistically that growth rates for auroral beads peak at low wave number with the mostunstable spatial scales mapping to an azimuthal wavelength λ≈ 1700–2500 km in theequatorial magnetosphere at around 9–12 R E. We compare growth rates and spatial …,Journal of Geophysical Research: Space Physics,2015,15
Electromagnetic waves generated by ionospheric feedback instability,JY Lu; Wenbin Wang; R Rankin; R Marchand; Jiuhou Lei; SC Solomon; IJ Rae; J‐S Wang; G‐M Le,Abstract [1] A new interactive MI coupling model that describes the dynamic interactionbetween magnetospheric dispersive waves; compressional modes; and auroral electronprecipitations is applied to investigate the geomagnetic electromagnetic pulsationsobserved in Earth's magnetosphere in terms of magnetospheric waves triggered byionospheric feedback instability. Two new aspects of this work are that (1) we treat the fullnonlinear MHD equations; ie; include the full compressional modes and their coupling withshear Alfvén waves in the magnetosphere; and (2) the height-integrated Pedersenconductivity is treated as a dynamic parameter by electrodynamically coupling the 2D finiteelement wave model “TOPO” to the ionospheric ionization model “GLOW”. It is shown thatthe feedback instability can be triggered by a very small-scale; small amplitude density …,Journal of Geophysical Research: Space Physics,2008,15
The correlation of ULF waves and auroral intensity before; during and after substorm expansion phase onset,I Jonathan Rae; Clare EJ Watt; Kyle R Murphy; Harald U Frey; Louis G Ozeke; David K Milling; Ian R Mann,Abstract [1] We present case studies of the evolution of Ultra-Low Frequency (ULF) magneticwave amplitudes and auroral intensity through the late growth phase and the expansionphase of the substorm cycle. We present strong evidence that substorm-related auroralenhancements are clearly and demonstrably linked to ULF wave amplitudes observed at thesame location. In all three case studies presented; the correlation analysis shows that theULF wave activity and auroral intensities are highly correlated at close to zero lag. Wediscuss four possible explanations that may be able to explain both the timing and the highcorrelations between these two phenomena; including a simple coincidence; an artifact ofinstrumental effects; the response of the ionosphere to magnetic waves and auroral particleprecipitation; and finally; that ULF waves and auroral particle precipitation are physically …,Journal of Geophysical Research: Space Physics,2012,14
Multiple field line resonances: Optical; magnetic and absorption signatures,IJ Rae; IR Mann; ZC Dent; DK Milling; EF Donovan; E Spanswick,Abstract We present multi-instrument observations of ultra low frequency (ULF) wave activityfrom the dawn flank magnetosphere during the period 12: 00–13: 30 UT on the 16December 2003. Optical; magnetic and riometer measurements from the Churchill linemeridian in the Canadian sector are presented which demonstrate the presence of multiplediscrete auroral arc structures accompanied by periodic magnetic and riometer absorptionperturbations in the Pc5 (150–600 s) ULF band. Clear polewards propagation isdemonstrated in all the instrument data sets; the magnetic signals showing most clearly theamplitude and phase characteristics consistent with discrete frequency field line resonances(FLRs) on closed field lines. Two discrete frequency field line resonant signals are apparent;at 1.8 and 3.0 mHz which resonate at approximately the same latitude. We explain this via …,Planetary and Space Science,2007,14
First radar observations in the vicinity of the plasmapause of pulsed ionospheric flows generated by bursty bulk flows,NA Frissell; JBH Baker; JM Ruohoniemi; LBN Clausen; ZC Kale; IJ Rae; L Kepko; K Oksavik; RA Greenwald; ML West,Abstract [1] Recent expansion of the SuperDARN network to mid-latitudes and the additionof a new high-time resolution mode provides new opportunities to observe mid-latitude ultra-low frequency waves and other ionospheric sub-auroral features at high temporal resolution.On 22 February 2008; the Blackstone SuperDARN radar and THEMIS groundmagnetometers simultaneously observed substorm Pi2 pulsations. Similarities inmeasurements from the Blackstone radar and a magnetometer at Remus suggest a commongenerating mechanism. Cross-phase analysis of magnetometer data places thesemeasurements at the ionospheric projection of the plasmapause; while fine spatial andtemporal details of the radar data show evidence of field line compressions. About 1 minprior to ground Pi2 observation; 2 Earthward-moving Bursty Bulk Flows (BBFs) were …,Geophysical Research Letters,2011,13
Comprehensive ground‐based and in situ observations of substorm expansion phase onset,AP Walsh; IJ Rae; AN Fazakerley; KR Murphy; IR Mann; Clare EJ Watt; M Volwerk; C Forsyth; HJ Singer; EF Donovan; TL Zhang,Abstract [1] In this paper; we present comprehensive ground-based and space-based in situgeosynchronous observations of a substorm expansion phase onset on 1 October 2005.The Double Star TC-2 and GOES-12 spacecraft were both located within the substormcurrent wedge during the substorm expansion phase onset; which occurred over theCanadian sector. We find that an onset of ULF waves in space was observed after onset onthe ground by extending the AWESOME timing algorithm into space. Furthermore; apopulation of low-energy field-aligned electrons was detected by the TC-2 PEACEinstrument contemporaneous with the ULF waves in space. These electrons appear to beassociated with an enhancement of field-aligned Poynting flux into the ionosphere which islarge enough to power visible auroral displays. The observations are most consistent with …,Journal of Geophysical Research: Space Physics,2010,13
Solar wind modulation of cusp particle signatures and their associated ionospheric flows,IJ Rae; FR Fenrich; M Lester; KA McWilliams; JD Scudder,Abstract [1] This paper presents a multi-instrument case study of the northern polar cusp at avariety of altitudes in conjunction with solar wind measurements. In the midaltitude cusp thePolar spacecraft observed pulsed particle and magnetic field signatures with periodicitiesranging from∼ 5 to 40 min for over 3 hours. Simultaneously; the CUTLASS HF radarsmeasured poleward moving radar auroral forms (PMRAFs) with inter-PMRAF periods similarto the Polar periodicities but several degrees of magnetic latitude poleward of theionospheric footprint of the spacecraft. Such PMRAFs have previously been identified asionospheric signatures of transient reconnection and flux transfer events. During this event;both the ACE and Wind spacecraft were making measurements in the solar wind.Oscillations in the time-shifted solar wind magnetic fields and flows and calculated …,Journal of Geophysical Research: Space Physics,2004,13
Current reduction in a pseudo‐breakup event: THEMIS observations,ZH Yao; ZY Pu; CJ Owen; SY Fu; XN Chu; J Liu; V Angelopoulos; IJ Rae; C Yue; X‐Z Zhou; Q‐G Zong; X Cao; QQ Shi; C Forsyth; AM Du,Abstract Pseudo-breakup events are thought to be generated by the same physicalprocesses as substorms. This paper reports on the cross-tail current reduction in an isolatedpseudo-breakup observed by three of the THEMIS probes (THEMIS A (THA); THEMIS D(THD); and THEMIS E (THE)) on 22 March 2010. During this pseudo-breakup; severallocalized auroral intensifications were seen by ground-based observatories. Using theunique spatial configuration of the three THEMIS probes; we have estimated the inertial anddiamagnetic currents in the near-Earth plasma sheet associated with flow braking anddiversion. We found the diamagnetic current to be the major contributor to the currentreduction in this pseudo-breakup event. During flow braking; the plasma pressure wasreinforced; and a weak electrojet and an auroral intensification appeared. After flow …,Journal of Geophysical Research: Space Physics,2014,12
The dependence of Pi2 waveforms on periodic velocity enhancements within bursty bulk flows,KR Murphy; IJ Rae; IR Mann; AP Walsh; DK Milling; A Kale,Abstract Pi2s are a category of Ultra Low Frequency (ULF) waves associated with the onsetof magnetic substorms. Recent work has suggested that the deceleration of bulk plasmaflows in the central plasmasheet; known as bursty bulk flows (BBFs); are able to directly-drive Pi2 oscillations. Some of these studies have further shown evidence that there is a one-to-one correlation between Pi2 magnetic waveforms observed on the ground and periodicpeaks in flow velocity within the BBF; known as flow bursts. Utilising a favourableconjunction between the Geotail spacecraft and the Canadian Array for Real-timeInvestigations of Magnetic Activity (CARISMA) magnetometer array on 31 May 1998; weexamine the causality of the link between BBF flow bursts and Pi2 waveforms. Using aseries of analytical tests in both the time and frequency domains; we find that while the …,Annales Geophysicae,2011,12
Themis Mission,James L Burch; V Angelopoulos,*,*,2010,12
Coordinated observation of field line resonance in the mid-tail,Yunlin Jacques Zheng; ATY Lui; IR Mann; K Takahashi; J Watermann; S-H Chen; IJ Rae; T Mukai; CT Russell; A Balogh; RF Pfaff; H Reme,Standing Alfvén waves of 1.1 mHz (~ 15 min in period) were observed by the Clustersatellites in the mid-tail during 06: 00-07: 00 UT on 8 August 2003. Pulsations with the samefrequency were also observed at several ground stations near Cluster's footpoint. Thestanding wave properties were determined from the electric and magnetic fieldmeasurements of Cluster. Data from the ground magnetometers indicated a latitudinalamplitude and phase structure consistent with the driven field line resonance (FLR) at 1.1mHz. Simultaneously; quasi-periodic oscillations at different frequencies were observed inthe post-midnight/early morning sector by GOES 12 (l 0˜ 8.7); Polar (l 0˜ 11-14) and Geotail (l0˜ 9.8). The 8 August 2003 event yields rare and interesting datasets. It provides; for the firsttime; coordinated in situ and ground-based observations of a very low frequency FLR in …,Annales Geophysicae,2006,12
A new technique for determining Substorm Onsets and Phases from Indices of the Electrojet (SOPHIE),C Forsyth; IJ Rae; JC Coxon; MP Freeman; CM Jackman; J Gjerloev; AN Fazakerley,Abstract We present a new quantitative technique that determines the times and durations ofsubstorm expansion and recovery phases and possible growth phases based on percentilesof the rate of change of auroral electrojet indices. By being able to prescribe differentpercentile values; we can determine the onset and duration of substorm phases for smalleror larger variations of the auroral index or indeed any auroral zone ground-basedmagnetometer data. We apply this technique to the SuperMAG AL (SML) index and compareour expansion phase onset times with previous lists of substorm onsets. We find that morethan 50% of events in previous lists occur within 20 min of our identified onsets. We alsopresent a comparison of superposed epoch analyses of SML based on our onsets identifiedby our technique and existing onset lists and find that the general characteristics of the …,Journal of Geophysical Research: Space Physics,2015,11
Modeling cross L shell impacts of magnetopause shadowing and ULF wave radial diffusion in the Van Allen belts,Louis G Ozeke; Ian R Mann; Drew L Turner; Kyle R Murphy; Alex W Degeling; I Jonathan Rae; David K Milling,Abstract We present simulations of the outer electron radiation belt using a new ULF wave-driven radial diffusion model; including empirical representations of loss due to chorus andplasmaspheric hiss. With an outer boundary condition constrained by in situ electron fluxobservations; we focus on the impacts of magnetopause shadowing and outward radialdiffusion in the heart of the radiation belt. Third invariant conserving solutions are combinedto simulate the L shell and time dependence of the differential flux at a fixed energy. Resultsfor the geomagnetically quiet year of 2008 demonstrate not only remarkable cross L shellimpacts from magnetopause shadowing but also excellent agreement with the in situobservations even though no internal acceleration source is included in the model. Ourmodel demonstrates powerful utility for capturing the cross-L impacts of magnetopause …,Geophysical Research Letters,2014,11
Sources of electron pitch angle anisotropy in the magnetotail plasma sheet,Andrew P Walsh; AN Fazakerley; C Forsyth; CJ Owen; MGGT Taylor; IJ Rae,Abstract [1] We survey the properties of electron pitch angle distributions in the magnetotailplasma sheet at a distance between 15 and 19 RE from the Earth; using data from thePlasma Electron and Current Experiment (PEACE) instrument. We limit our survey to thosepitch angle distributions measured when the interplanetary magnetic field (IMF) had beensteadily northward or steadily southward for the previous 3 h. We find that; at sub-keVenergies; the plasma sheet electron pitch angle distribution has an anisotropy such thatthere is a higher differential energy flux of electrons in the (anti-) field-aligned directions.Fitting the measured pitch angle distributions with both a single and two component kappadistribution reveals that this anisotropy is the result of the presence of a second; cold;component of electrons that is observed more often than not; and occurs during both the …,Journal of Geophysical Research: Space Physics,2013,11
On the nature of ULF wave power during nightside auroral activations and substorms: 2. Temporal evolution,IJ Rae; KR Murphy; Clare EJ Watt; IR Mann,Abstract [1] We present a statistical analysis of the time evolution of ground magneticfluctuations in three (12–48 s; 24–96 s and 48–192 s) period bands during nightside auroralactivations. We use an independently derived auroral activation list composed of bothsubstorms and pseudo-breakups to provide an estimate of the activation times of nightsideaurora during periods with comprehensive ground magnetometer coverage. One hundredeighty-one events in total are studied to demonstrate the statistical nature of the timeevolution of magnetic wave power during the∼ 30 min surrounding auroral activations. Wefind that the magnetic wave power is approximately constant before an auroral activation;starts to grow up to 90 s prior to the optical onset time; maximizes a few minutes after theauroral activation; then decays slightly to a new; and higher; constant level. Importantly …,Journal of Geophysical Research: Space Physics,2011,11
Inner magnetospheric onset preceding reconnection and tail dynamics during substorms: Can substorms initiate in two different regions?,Kyle R Murphy; Ian R Mann; I Jonathan Rae; Andrew P Walsh; Harald U Frey,Abstract We present a detailed ground-based and in situ examination of two substorms on 9April 2011 providing one of the most detailed observations of a series of activations to date.Using auroral observations we demonstrate that the initial signature of substorm onset is alocalized brightening on closed field lines. In both cases auroral onset precedes anygeosynchronous indications of substorm onset. Despite excellent in situ coverage of thenear-midnight plasma sheet there is no evidence of tail flows or topological changes whichmight indicate the initiation of reconnection and related disturbances prior to auroral onset.Similarly; no auroral streamers are observed prior to either onset. For the second substorm;following auroral onset and dipolarization of the geosynchronous field there is evidence of arapid thinning of the plasma sheet followed by a secondary auroral activation and …,Journal of Geophysical Research: Space Physics,2014,10
Field line resonances as a trigger and a tracer for substorm onset,I Jonathan Rae; KR Murphy; CEJ Watt; G Rostoker; R Rankin; IR Mann; CR Hodgson; HU Frey; AW Degeling; C Forsyth,Abstract In this paper; we show that periodic auroral arc structures are seen at the location ofone particular auroral substorm onset for the 15 min preceding onset; suggesting that fieldline resonances should be considered a strong candidate for triggering substorm onset.Irrespective of whether this field line resonance is coincidentally or causally linked to thissubstorm onset; the characteristics of the field line resonance can be used to remote sensethe characteristics of the geomagnetic field line that supports substorm onset. In thisinstance; the eigenfrequency of this resonance is around 12 mHz. Interestingly; however;there is no evidence of this field line resonance in a seven satellite major Time History ofEvents and Macroscale Interactions during Substorms (THEMIS)-GOES conjunction; rangingfrom geosynchronous orbit to~ 30 R E. However; using space-based cross-phase …,Journal of Geophysical Research: Space Physics,2014,10
High‐latitude GPS TEC changes associated with a sudden magnetospheric compression,PT Jayachandran; C Watson; IJ Rae; JW MacDougall; DW Danskin; R Chadwick; TD Kelly; P Prikryl; K Meziane; K Shiokawa,Abstract [1] Using ionospheric total electron content (TEC) measured by Global PositioningSystem (GPS) receivers of the Canadian High Arctic Ionospheric Network (CHAIN) weprovide clear evidence for a systematic and propagating temporary TEC enhancementproduced by compression of the magnetosphere due to a sudden increase in solar winddynamic pressure. The magnetospheric compression is evident in THEMIS/GOES satellitedata. Application of a GPS triangulation technique revealed that the TEC changespropagated with a speed of 3–6 km/s in the antisunward direction near noon and∼ 8 km/s inthe sunward direction in the pre-noon lower latitude sector. Characteristics of these TECchanges along with riometer absorption measurements seems to indicate that the TECchange is due to electron density enhancement in the F region and is possibly due to …,Geophysical Research Letters,2011,10
Ultralow‐frequency modulation of whistler‐mode wave growth,Clare EJ Watt; AW Degeling; R Rankin; KR Murphy; IJ Rae; HJ Singer,Abstract [1] Measurements from ground-based magnetometers and riometers at aurorallatitudes have demonstrated that energetic (∼ 30–300 keV) electron precipitation can bemodulated in the presence of magnetic field oscillations at ultralow frequencies. It haspreviously been proposed that an ultralow-frequency (ULF) wave would modulate field andplasma properties near the equatorial plane; thus modifying the growth rates of whistler-mode waves. In turn; the resulting whistler-mode waves would mediate the pitch anglescattering of electrons resulting in ionospheric precipitation. In this paper; we investigate thishypothesis by quantifying the changes to the linear growth rate expected due to a slowchange in the local magnetic field strength for parameters typical of the equatorial regionaround 6.6RE radial distance. To constrain our study; we determine the largest possible …,Journal of Geophysical Research: Space Physics,2011,10
Pi2 pulsations: Field Line Resonances or a Driven Response?,IJ Rae; IR Mann; DK Milling; ZC Dent; A Kale,Rae; IJ; Mann; IR; Milling; DK; Dent; ZC; Kale; A; (2007) Pi2 pulsations: Field Line Resonancesor a Driven Response? In: Syrjasuo; M and Donovan; EF; (eds.) (Proceedings) Eighth InternationalConference on Substorms - ICS8 … Full text not available from this repository … Pi2pulsations: Field Line Resonances or a Driven Response?,*,2007,10
ULF wave–driven radial diffusion simulations of the outer radiation belt,Louis G Ozeke; Ian R Mann; Kyle R Murphy; I Jonathan Rae; Anthony A Chan,MeV energy electrons are thought to be transported inward from the plasma sheet into theradiation belts under the action of radial diffusion driven by waves in the ULF band. Currentradiation belt models use radial diffusion coefficients; which are separated into a term due toelectromagnetic fluctuations and a term due to electrostatic fluctuations; such as thosepresented by Brautigam and Albert (2000). In contrast; here we model the dynamics of theouter radiation belt electrons during the CRRES era using radial diffusion coefficient derivedfrom 15 years of ground-based magnetometer and~ 10 years of in situ spacecraftmeasurements; which are separated into a term due to electric field fluctuations and a termdue to magnetic field fluctuations. These simulations are compared with electron fluxsimulations over the same time interval with the diffusion coefficients presented by …,Dynamics of the Earth's radiation belts and inner magnetosphere,2012,9
The impact of an ICME on the Jovian X‐ray aurora,William R Dunn; Graziella Branduardi‐Raymont; Ronald F Elsner; Marissa F Vogt; Laurent Lamy; Peter G Ford; Andrew J Coates; G Randall Gladstone; Caitriona M Jackman; Jonathan D Nichols; I Jonathan Rae; Ali Varsani; Tomoki Kimura; Kenneth C Hansen; Jamie M Jasinski,Abstract We report the first Jupiter X-ray observations planned to coincide with aninterplanetary coronal mass ejection (ICME). At the predicted ICME arrival time; weobserved a factor of∼ 8 enhancement in Jupiter's X-ray aurora. Within 1.5 h of thisenhancement; intense bursts of non-Io decametric radio emission occurred. Spatial;spectral; and temporal characteristics also varied between ICME arrival and another X-rayobservation two days later. Gladstone et al.(2002) discovered the polar X-ray hot spot andfound it pulsed with 45 min quasiperiodicity. During the ICME arrival; the hot spot expandedand exhibited two periods: 26 min periodicity from sulfur ions and 12 min periodicity from amixture of carbon/sulfur and oxygen ions. After the ICME; the dominant period became 42min. By comparing Vogt et al.(2011) Jovian mapping models with spectral analysis; we …,Journal of Geophysical Research: Space Physics,2016,7
