Highly uniform and reproducible surface-enhanced Raman scattering from DNA-tailorable nanoparticles with 1-nm interior gap,Dong-Kwon Lim; Ki-Seok Jeon; Jae-Ho Hwang; Hyoki Kim; Sunghoon Kwon; Yung Doug Suh; Jwa-Min Nam,Abstract An ideal surface-enhanced Raman scattering (SERS) nanostructure for sensingand imaging applications should induce a high signal enhancement; generate areproducible and uniform response; and should be easy to synthesize. Many SERS-activenanostructures have been investigated; but they suffer from poor reproducibility of the SERS-active sites; and the wide distribution of their enhancement factor values results in anunquantifiable SERS signal. Here; we show that DNA on gold nanoparticles facilitates theformation of well-defined gold nanobridged nanogap particles (Au-NNP) that generate ahighly stable and reproducible SERS signal. The uniform and hollow gap (∼ 1 nm) betweenthe gold core and gold shell can be precisely loaded with a quantifiable amount of Ramandyes. SERS signals generated by Au-NNPs showed a linear dependence on probe …,Nature nanotechnology,2011,571
EOG-based glasses-type wireless mouse for the disabled,SH Kwon; HC Kim,A new EOG (Electrooculogram)-based computer input device was developed for thedisabled. The device acquires EOG signals generated by eye movements and blinks andproduces output for emulating the PC mouse. For the user's convenience; electrodes arepositioned on five specific points on the frame of a glasses having good contact with skinand requiring no electrolyte gel. From the acquired signals we estimate the direction andamplitude of eye movement and detect blinks using a microcontroller. The estimatedinformation is sent to a PC through a wireless RF linkage for the device to be used as awireless mouse. A new virtual lead positioning algorithm was also developed to detectvertical eye motion which is relatively difficult to be measured in this specific electrodepositioning. Test results shows sufficient performance of the device in using basic …,[Engineering in Medicine and Biology; 1999. 21st Annual Conference and the 1999 Annual Fall Meetring of the Biomedical Engineering Society] BMES/EMBS Conference; 1999. Proceedings of the First Joint,1999,35
Three‐Dimensional Fluidic Self‐Assembly by Axis Translation of Two‐Dimensionally Fabricated Microcomponents in Railed Microfluidics,Su Eun Chung; Yoonseok Jung; Sunghoon Kwon,Abstract A method for high-throughput 3D self-assembly of 2D photopatternedmicrostructures using railed microfluidics is presented. Vertical device patterning ofheterogeneous materials requires high-level integration using conventionalmicroelectromechanical system (MEMS) technology; however; 3D railed assembly enableseasy and fast self-assembly via a fluidic axis-translation process and simple materialexchange in microfluidic channels. Individually photopatterned 2D microstructures are axis-translated from in-plane to out-of-plane and fluidically self-assembled; guided by side-railsin microfluidic channels to form a 3D morphology. Since the structures are fabricated influidic environments; there are no fixed initial points on the channel substrate allowing fluidichorizontal stacking of erected 2D structures. The guiding mechanism of railed …,Small,2011,34
Capillary based patterning of cellular communities in laterally open channels,Sung Hoon Lee; Austen James Heinz; Sunghwan Shin; Yong-Gyun Jung; Sung-Eun Choi; Wook Park; Jung-Hye Roe; Sunghoon Kwon,In order to offer an easier way to study interactions between multiple cellular populations; wehave developed a novel method to precisely place cells in a variety of nonoverlappingpatterns using surface tension in laterally open microchannels. Our design is fundamentallydifferent from previous strategies such as compartmentalization; stamping; stenciling; ormechanical approaches. It relies on capillary action or the propensity for liquid to move morereadily through narrow spaces as a result of surface tension. Until now; capillary basedpatterning has been limited to coating chemically isolated areas. Here; we demonstrate;through use of surface tension and controlled flooding; that it is possible to pattern multiplecells and proteins using laterally open channels in a variety of designs. We demonstrate therelevance of the concept by coculturing different mammalian cell types and evaluating the …,Analytical chemistry,2010,32
High aspect ratio micromirrors with large static rotation and piston actuation,Veljko Milanovic; Sunghoon Kwon; Luke P Lee,Monolithic high aspect ratio silicon micromirror devices were demonstrated with fullyisolated vertical comb drives micromachined from the back side and front side of a 50-/splmu/m silicon-on-insulator device layer. The devices are suspended by torsional supportbeams and exhibit bidirectional single-axis rotation; as well as independent up-and down-pistoning actuation. The comb drives are fabricated with initial comb-finger preengagementof up to 10/spl mu/m for constant force actuation and have accurately self-aligned comb-fingers. Device 1 with a 30-/spl mu/m-thick support beam measured static optical beamdeflection from-20/spl deg/to 19/spl deg/and bidirectional pistoning motion from-7.5 to8.25/spl mu/m. Device 2 utilizes a highly compliant 10-/spl mu/m-thick support beam andmeasured static optical beam deflection from-14/spl deg/to 16/spl deg/and downward …,IEEE Photonics Technology Letters,2004,31
Method of generating structural color,*,Provided is a method of printing a structural color. The method includes providing a firstsubstrate; forming a layer of a composition for generating a structural color includingmagnetic nanoparticles and a curable material on the first substrate; applying a magneticfield to the layer of the composition for generating a structural color and exhibiting astructural color using a change in lattice spacing of a photonic crystal composed of magneticnanoparticles depending on the magnetic field strength; and curing the layer of thecomposition for generating a structural color to fix the lattice spacing of the photonic crystaland to form a structural color printed layer.,*,2014,29
‘Shotgun DNA synthesis’ for the high-throughput construction of large DNA molecules,Hwangbeom Kim; Hyojun Han; Jinwoo Ahn; Joongoo Lee; Namjin Cho; Hoon Jang; Hyoki Kim; Sunghoon Kwon; Duhee Bang,Abstract We developed a highly scalable 'shotgun'DNA synthesis technology by utilizingmicrochip oligonucleotides; shotgun assembly and next-generation sequencing technology.A pool of microchip oligonucleotides targeting a penicillin biosynthetic gene cluster wereassembled into numerous random fragments; and tagged with 20 bp degenerate barcodeprimer pairs. An optimal set of error-free fragments were identified by high-throughput DNAsequencing; selectively amplified using the barcode sequences; and successfullyassembled into the target gene cluster.,Nucleic acids research,2012,28
Catalytic CO oxidation reaction studies on lithographically fabricated platinum nanowire arrays with different oxide supports,AM Contreras; X-M Yan; S Kwon; J Bokor; GA Somorjai,Deep-ultraviolet lithography has been coupled with size-reduction and nanoimprintlithography to create high-density arrays of 20-nm wide platinum nanowires supported onoxide thin films of silica; alumina; zirconia; and ceria. These nanowire arrays have beenused as two-dimensional platinum model catalyst systems to study the effects of support oncatalytic activity during the catalytic oxidation of carbon monoxide. Strong supportdependence is seen for both reaction turnover frequency and the measured activationenergy. In addition; the stability of the nanowire arrays under reaction conditions showssupport dependence.,Catalysis letters,2006,28
A high aspect ratio 2D gimbaled microscanner with large static rotation,Sunghoon Kwon; Veljko Milanovic; Luke P Lee,Introduces an isolation method for SOI MEMS technologies; and demonstrates a high aspectratio 2D gimbaled microscanner with large static rotation using the method. The proposedisolation method; termed backside island process; provides electrical isolation andmechanical coupling of SOI structures through deep reactive ion etching of the backsidesubstrate. The fabricated 2D mirrors perform large static optical deflection from-20.3/spldeg/to 15.6/spl deg/by outer gimbal and from 0/spl deg/to-11.9/spl deg/by inner mirror.,Optical MEMs; 2002. Conference Digest. 2002 IEEE/LEOS International Conference on,2002,28
Single exposure fabrication and manipulation of 3D hydrogel cell microcarriers,Lily Nari Kim; Sung-Eun Choi; Junhoi Kim; Hyoki Kim; Sunghoon Kwon,We present a simple and high-throughput method for fabricating free-floating hydrogel cellmicrocarriers using single exposure UV patterning. We also demonstrate magneticmanipulation of the free-floating cell microcarriers using a magnetic nanoparticle-embeddedstructure for an active agitation and a solution exchange.,Lab on a Chip,2011,27
Fabrication of dense arrays of platinum nanowires on silica; alumina; zirconia and ceria surfaces as 2-D model catalysts,X-M Yan; S Kwon; AM Contreras; MM Koebel; J Bokor; GA Somorjai,High-density arrays of platinum nanowires with dimensions 20 nm× 5 nm× 12 μm (width×height× length) have been produced on planar oxide thin films of silica; alumina; zirconia;and ceria. In this multi-step fabrication process; sub-20 nm single crystalline siliconnanowires were fabricated by size reduction lithography. The Si nanowire patterns werethen replicated to produce a high density of Pt nanowires by nanoimprint lithography. Thewidth and height of the Pt nanowires are uniform and are controlled with nanometerprecision. The Pt surface area is larger than 2 cm 2 on a 5× 5 cm 2 oxide substrate. Thecatalytic oxidation of CO was carried out on zirconia-supported Pt nanowires. The reactionconditions (100 Torr O 2; 40 Torr CO; 513–593 K) and vacuum annealing (1023 K) did notchange the nanowire structures.,Catalysis letters,2005,27
Adaptive EMG-driven communication for the disabled,Hae-Jeong Park; Sung-Hoon Kwon; Hee-Chan Kim; Kwang-Suk Park,We suggest a communication method for severely disabled persons; who have lost bothmobility and speech; and their family using Morse code derived by Masseter muscle EMG.We developed a portable system that comprises EMG amplifier; A/D conversion; text-to-speech module; remote control module and serial communication to the host system. Aftertraining; the patient can make speech by composing Morse code by moving his/her chin.Calibration and remote control mode is supported. It also supports the adaptive encodingmethod for fatigue.,[Engineering in Medicine and Biology; 1999. 21st Annual Conference and the 1999 Annual Fall Meetring of the Biomedical Engineering Society] BMES/EMBS Conference; 1999. Proceedings of the First Joint,1999,24
Photoluminescence characteristics of Sr3SiO5: Eu2+ yellow phosphors synthesized by solid-state method and Pechini process,Eun-Hee Kang; Sung-Woo Choi; Su Eun Chung; Jisung Jang; Sunghoon Kwon; Seong-Hyeon Hong,Abstract Yellow-emitting Sr 3-x Eu x SiO 5 (x= 0∼ 0.1) phosphors were synthesized by solid-state reaction method and Pechini process; and the phase; morphology; photoluminescence(PL) properties were investigated. In solid-state method; Sr 3 SiO 5 was obtained with asmall amount of Sr 2 SiO 4; but a single phase Eu-doped Sr 3 SiO 5 was realized at 1600 Cin Pechini process. The phosphor prepared by Pechini process had a rather round shapewith a smooth surface and a smaller size distribution. The obtained Sr 3-x Eu x SiO 5phosphors exhibited a strong emission at 581 nm under the excitation of λ exc= 460 nm. Thehighest PL intensity was observed in Sr 3-x Eu x SiO 5 (x= 0.05) prepared by Pechiniprocess at 1600 C. The obtained PL properties were discussed in terms of phase purity;particle size and shape; surface roughness; and effect of concentration quenching. In …,Journal of the Electrochemical Society,2011,23
Monolithic vertical combdrive actuators for adaptive optics,V Milanovic; Sunghoon Kwon; Luke P Lee,High aspect ratio vertical combdrive actuators are demonstrated which advance thecapabilities and applications of SOI-MEMS by adding additional independent degrees offreedom of operation: both upward and downward vertical pistoning motion as well as bi-directional pure rotation. The methodology for the first time enables monolithic fabrication ofisolated vertical combdrive sets in the SOI device layer; with combfinger self-alignment andpre-engagement (initial overlap). This is demonstrated in a micromirror device; whichexhibits four modes of actuation: bi-directional static optical deflection from-20/spl deg/to+19/spl deg/; and independent bi-directional pistoning motion from-7.5/spl mu/m to+ 8.25/splmu/m. Lowest resonant frequency of the device is 1491 Hz in tilting mode and 2619 Hz inpistoning mode.,Optical MEMs; 2002. Conference Digest. 2002 IEEE/LEOS International Conference on,2002,23
Fabrication of membrane-type microvalves in rectangular microfluidic channels via seal photopolymerization,Wook Park; Sangkwon Han; Sunghoon Kwon,Rectangular fluidic channels have rarely been used in microfluidic devices which use PDMSmembrane-type microvalves; since the rectangular channel shape does not perfectly matchthe round shape of the membrane deformation. We present a polymer sealing method tofabricate PDMS membrane-type microvalves for rectangular microchannels. After fabricatingthe microfluidic device; photocurable oligomer is introduced into the fluidic channel and gaspressure is applied to the pneumatic channel to deform the membrane. The polymer seal isthen locally polymerized by photolithography producing a structure matching the shape ofthe deformed membrane curvature. We compare the flow leakage between the membrane-type microvalve with and without a polymer seal. We also demonstrate a micropump anddroplet generator using this embedded polymer membrane-type microvalve in a …,Lab on a Chip,2010,21
Optofluidic encapsulation and manipulation of silicon microchips using image processing based optofluidic maskless lithography and railed microfluidics,Su Eun Chung; Seung Ah Lee; Jiyun Kim; Sunghoon Kwon,We demonstrate optofluidic encapsulation of silicon microchips using image processingbased optofluidic maskless lithography and manipulation using railed microfluidics.Optofluidic maskless lithography is a dynamic photopolymerization technique of free-floatingmicrostructures within a fluidic channel using spatial light modulator. Using optofluidicmaskless lithographyvia computer-vision aided image processing; polymer encapsulantsare fabricated for chip protection and guiding-fins for efficient chip conveying within a fluidicchannel. Encapsulated silicon chips with guiding-fins are assembled using railedmicrofluidics; which is an efficient guiding and heterogeneous self-assembly system ofmicrocomponents. With our technology; externally fabricated silicon microchips areencapsulated; fluidically guided and self-assembled potentially enabling low cost fluidic …,Lab on a Chip,2009,20
Optofluidic in situ maskless lithography of charge selective nanoporous hydrogel for DNA preconcentration,Hyoki Kim; Junhoi Kim; Eun-Geun Kim; Austen James Heinz; Sunghoon Kwon; Honggu Chun,An optofluidic maskless photopolymerization process was developed for in situ negativelycharged nanoporous hydrogel [poly-AMPS (2-acrylamido-2-methyl-1-propanesulfonic acid)]fabrication. The optofluidic maskless lithography system; which combines a high power UVsource and digital mirror device; enables fast polymerization of arbitrary shaped hydrogelsin a microfluidic device. The poly-AMPS hydrogel structures were positioned near theintersections of two microchannels; and were used as a cation-selective filter for biologicalsample preconcentration. Preconcentration dynamics as well as the fabricated polymershape were analyzed in three-dimensions using fluorescein sample and a confocalmicroscope. Finally; single-stranded DNA preconcentration was demonstrated forpolymerase chain reaction-free signal enhancement.,Biomicrofluidics,2010,19
One-step pipetting and assembly of encoded chemical-laden microparticles for high-throughput multiplexed bioassays,Su Eun Chung; Jiyun Kim; Dong Yoon Oh; Younghoon Song; Sung Hoon Lee; Seungki Min; Sunghoon Kwon,Abstract One quantitative liquid handling method in conventional assay processes ispipetting; which delivers a precise volume of one sample at a time. As this process becomeslaborious and time-consuming as the number of samples increases; researchers inindividual laboratories need a way to conduct large-scale assays in a reasonable amount oftime and at an affordable cost. Here we report a novel handling technique of chemicalsubstances termed 'partipetting'; which allows the one-step pipetting of various chemical-laden hydrogels. We pipette and assemble various types of encoded chemical-ladenmicroparticles in microwell arrays in parallel. The combination of this heterogeneous particlechip and a cell chip induces the release of the chemicals from the hydrogels and; eventually;the chemicals treat the targets. Based on bioassay applications using partipetting; we …,Nature communications,2014,18
Image projection system and method,*,Provided are an image projection system and method; the image projection systemincluding: a light source for providing illumination light; an illumination optics for receivingand illuminating the illumination light; a Spatial Light Modulator (SLM) having 2 rows ofmodulation devices formed to be offset from each other; each of the modulation devicesmodulating the light illuminated from the illumination optics; a frame scanner for scanningthe modulated light from the SLM onto a screen to thereby generate a two-dimensional (2D)image corresponding to one frame on the screen; and a projection optics for projecting andfocusing the modulated light transmitted from the frame scanner onto the screen.,*,2012,18
Sorting directionally oriented microstructures using railed microfluidics,Wook Park; Hosuk Lee; Hyungsung Park; Sunghoon Kwon,We demonstrate the microfluidic sorting of directionally oriented (anisotropic)microstructures by their orientational state in solution using the concept of railedmicrofluidics. After being injected into a microfluidic channel; the microstructures rotate andflip in various directions. In order to sort microstructures in an organized way; we designedthe microstructures and the microchannel to allow for orientation-based control ofmicrostructure movement. In order to sort microstructures based on their rotation; we used awedge shaped fin on the microstructures and a Y-shaped railed microfluidic channel. Forsorting flipped particles; we use a double-railed microfluidic channel that has grooves onboth its top and bottom surfaces. By integrating the two sorting methods we demonstratedhigh throughput; autonomous sorting into four different orientational states: unrotated …,Lab on a chip,2009,17
Fine-tuned grayscale optofluidic maskless lithography for three-dimensional freeform shape microstructure fabrication,Suk-Heung Song; Kibeom Kim; Sung-Eun Choi; Sangkwon Han; Ho-Suk Lee; Sunghoon Kwon; Wook Park,This article presents free-floating three-dimensional (3D) microstructure fabrication in amicrofluidic channel using direct fine-tuned grayscale image lithography. The image isdesigned as a freeform shape and is composed of gray shades as light-absorbing features.Gray shade levels are modulated through multiple reflections of light in a digital micromirrordevice (DMD) to produce different height formations. Whereas conventionalphotolithography has several limitations in producing grayscale colors on photomaskfeatures; our method focuses on a maskless; single-shot process for fabrication of freeform3D micro-scale shapes. The fine-tuned gray image is designed using an 8-bit grayscalecolor; thus; each pixel is capable of displaying 256 gray shades. The pattern of the UV lightreflecting on the DMD is transferred to a photocurable resin flowing through a microfluidic …,Optics letters,2014,16
In situ fabrication and actuation of polymer magnetic microstructures,Su Eun Chung; Jiyun Kim; Sung-Eun Choi; Lily Nari Kim; Sunghoon Kwon,We demonstrate a single-exposure in situ magnetic actuator fabrication technique usingmagnetic nanoparticles (MNs) containing UV curable polymer in a Polydimethylsiloxane(PDMS) channel. Microstructures with a 3-D anchored cantilever as well as free-floatingcomponents are fabricated in a single step at a single site without the use of a sacrificiallayer. By controlling the location of high oxygen concentration area through PDMS substratepatterning; we can create partially bound and free-floating movement-restricted structures.This allows us to create complex magnetic actuators; such as a 3-D anchored cantilever;motor type; and rail-guided magnetic actuators. The actuating performance of UVphotopatterned magnetic microstructures depends on the MN concentration in photopolymerresin and magnetic field intensity. The measured translational velocity of magnetic …,Journal of Microelectromechanical Systems,2011,16
Optimization of nano-magneto-optic sensitivity using dual dielectric layer enhancement,S Wang; A Barman; H Schmidt; JD Maas; AR Hawkins; S Kwon; B Harteneck; S Cabrini; J Bokor,We discuss maximization of the sensitivity of magneto-optical detection of singlenanomagnets. We show that a combination of optimized dielectric coating on the magnetswith an antireflection coated substrate can increase the areal magneto-optic sensitivity byabout three orders of magnitude in the deep nanometer range. A dual layer nanofabricationprocess is developed to implement this approach; and magnetization switching of singlenickel nanomagnets with 50 nm diameter is demonstrated.,Applied physics letters,2007,16
Batch fabrication of nanopillars for autonomous nanofluidic SERS arrays,Michael S Pio; Sunghoon Kwon; Yang-Kyu Choi; Luke P Lee,Abstract We have investigated a nanopillar-based surface enhanced Raman scattering(SERS) for future multiplexed nanofluidic SERS (nanoSERS) arrays. Without using e-beamor focus ion beam method; we have accomplished this simple and batch processednanoSERS arrays on a chip; which is economical and mass producible. The polysiliconnanopillar structures are fabricated on top of a silicon wafer using optical lithography;reactive ion etching and passivation steps. High aspect ratio pillar-like nanostructures andspacing are controlled by the reactive ion etching gas and passivation steps. The heights ofnanopillars ranged from 0.1 μ m to 0.3 mm and their diameters ranged from 20 nm to 100nm. A thin gold (10-20 nm) layer is evaporated on top of the nanopillar surfaces for furthersurface enhancements. The Raman shifts were measured for 10-3 M of 4; 6-diamidino-2 …,MRS Proceedings,2002,16
Magnetochromatic Microactuators for a Micropixellated Color‐Changing Surface,Jiyun Kim; Sung‐Eun Choi; Howon Lee; Sunghoon Kwon,Color-changing materials that respond to external stimuli such as electric; chemical; thermal;or magnetic signals have been widely used in versatile sensors;[1–5] color displays;[6; 7]fabrics;[8; 9] painting or decorative materials; and anticounterfeiting markers.[10] Inparticular; soft chromatic materials based on block copolymers;[3; 4; 7; 11–13] three-dimensional photonic crystal systems;[1; 2; 14–16] and polymeric nanocompositescomprising inorganic nanoparticles [17–23] are currently under investigation; because theyare lightweight; easy to produce; and easily applicable to various microsystems. However;most of the previously developed color-tuning schemes strongly depend on specific polymerproperties or materials in the local environment and require external contact stimuli;[24–26]these hinder efforts to enhance their resolution and result in poor system scalability …,Advanced Materials,2013,15
Water-responsive polymer composites on the move,Hyoki Kim; Sunghoon Kwon,Summary As the power consumption of electronic devices continues to decrease; theamount of energy harvested from the ambient environment can be enough to drivefunctional circuitry. Harvesting such energy may be particularly advantageous inenvironment sensing and surveillance monitoring. For example; replacing the batteries for awireless network monitoring hundreds of remote sensors would likely be difficult; and self-sustained systems could reduce maintenance costs. On page 186 of this issue; Ma et al.(1)report that the energy can be harvested from water gradients in the environment (eg; a wetsurface) by means of a specially designed composite film. The potential energy of a moisturegradient can be converted inside the composite actuator and stored as elastic potentialenergy; and then used to produce mechanical work or to create electricity.,Science,2013,15
Active guidance of 3D microstructures,Sung Hoon Lee; Sung‐Eun Choi; Austen James Heinz; Wook Park; Sangkwon Han; Yoonseok Jung; Sunghoon Kwon,Sung Hoon Lee; Sung-Eun Choi; Austen James Heinz; Wook Park; Sangkwon Han;Yoonseok Jung; and Sunghoon Kwon* maskless lithograpy (OFML) into a variety of 3Dstructures;[17] which can contain DNA;[18; 19] proteins;[20; 21] or small molecules [22] forcell delivery as well as cells themselves.[23; 24] Hydrogel microstructures are soft andflexible and can be easily sorted; unlike droplets; which can undergo unwantedcoalescence.[25] Hydrogel microstructures; which contain picoliter liquid volumes; have thepotential to be used in an analogous manner to how pipets are used today—only on a muchsmaller scale; which would allow for high-density; highthroughput applications. Additionally;since delivery is in the form of a hydrogel; and not a droplet; it is possible to flow and changethe solution for on chip delivery without immediate washout. Therefore microstructures …,small,2010,15
Multilayer deposition on patterned posts using alternating polyelectrolyte droplets in a microfluidic device,Misook Lee; Wook Park; Changkwon Chung; Jaehoon Lim; Sunghoon Kwon; Kyung Hyun Ahn; Seung Jong Lee; Kookheon Char,We demonstrate that polyelectrolyte (PE) multilayer thin films deposited on patterned postswith incredibly large numbers of bilayers; which would not be possible with the conventionalLayer-by-Layer (LbL) deposition methods; can be obtained in a short process time usingalternating polyelectrolyte droplets generated in a microfluidic channel; representing asignificant advantage over the conventional processes based on polyelectrolyte depositionfollowed by the separation of such substrates (typically colloidal particles) with centrifugationand sonication. Positively-and negatively-charged polyelectrolyte droplets were alternativelygenerated in a microfluidic channel by controlling the capillary number (Ca) as well as thefraction of dispersed phase over the continuous phase. Patterned posts; serving as thesubstrates for the PE deposition; were created with photo-curable polymers using the …,Lab on a Chip,2010,15
Strategies for integration of donor electron spin qubits in silicon,T Schenkel; JA Liddle; J Bokor; A Persaud; SJ Park; J Shangkuan; CC Lo; S Kwon; SA Lyon; AM Tyryshkin; IW Rangelow; Y Sarov; DH Schneider; J Ager; R de Sousa,Abstract Spins of electrons bound to donor electrons are attractive candidates for explorationof quantum information processing in silicon. We present results from our development ofdonor electron spin qubit structures. Donors are placed into isotopically enriched 28 Si byion implantation. The coherence properties of donor implants in pre-device structures areprobed by pulsed electron spin resonance (ESR). The spin de-coherence time; T 2; for 121Sb donors implanted into a peak depth of 50 nm from a thermal oxide interface is 0.3 ms at 5K; increasing to 0.75 ms when the silicon surface is passivated with hydrogen. A techniquefor formation of donor arrays by ion implantation with scanning force microscope alignmentis presented; and we discuss coherence limiting factors with respect to the implementation ofa single spin readout scheme.,Microelectronic engineering,2006,13
Multiscale Cues Drive Collective Cell Migration,Ki-Hwan Nam; Peter Kim; David K Wood; Sunghoon Kwon; Paolo P Provenzano; Deok-Ho Kim,Abstract To investigate complex biophysical relationships driving directed cell migration; wedeveloped a biomimetic platform that allows perturbation of microscale geometricconstraints with concomitant nanoscale contact guidance architectures. This permits us toelucidate the influence; and parse out the relative contribution; of multiscale features; anddefine how these physical inputs are jointly processed with oncogenic signaling. Wedemonstrate that collective cell migration is profoundly enhanced by the addition of contractguidance cues when not otherwise constrained. However; while nanoscale cues promotedmigration in all cases; microscale directed migration cues are dominant as the geometricconstraint narrows; a behavior that is well explained by stochastic diffusion anisotropymodeling. Further; oncogene activation (ie mutant PIK3CA) resulted in profoundly …,Scientific Reports,2016,12
Lithographic compartmentalization of emulsion droplet templates for microparticles with multiple nanostructured compartments,Junhoi Kim; Le He; Younghoon Song; Yadong Yin; Sunghoon Kwon,Complicated functional microparticles with complex nanostructured compartments havebeen synthesized from emulsion templates by lithographic compartment allocations. Our 'top-down–bottom-up'hybrid method will provide additional material engineering capability forthe synthesis of advanced functional microparticles.,Chemical Communications,2012,12
A high-throughput optomechanical retrieval method for sequence-verified clonal DNA from the NGS platform,Howon Lee; Hyoki Kim; Sungsik Kim; Taehoon Ryu; Hwangbeom Kim; Duhee Bang; Sunghoon Kwon,Abstract Writing DNA plays a significant role in the fields of synthetic biology; functionalgenomics and bioengineering. DNA clones on next-generation sequencing (NGS) platformshave the potential to be a rich and cost-effective source of sequence-verified DNAs as aprecursor for DNA writing. However; it is still very challenging to retrieve target clonal DNAfrom high-density NGS platforms. Here we propose an enabling technology called 'SniperCloning'that enables the precise mapping of target clone features on NGS platforms and non-contact rapid retrieval of targets for the full utilization of DNA clones. By merging the threecutting-edge technologies of NGS; DNA microarray and our pulse laser retrieval system;Sniper Cloning is a week-long process that produces 5;188 error-free synthetic DNAs in asingle run of NGS with a single microarray DNA pool. We believe that this technology has …,Nature communications,2015,11
Shape-encoded silica microparticles for multiplexed bioassays,Lily Nari Kim; Mira Kim; Keumsim Jung; Hyung Jong Bae; Jisung Jang; Yushin Jung; Jiyun Kim; Sunghoon Kwon,Shape-encoded silica microparticles for use in multiplexed bioassays were fabricated byusing optofluidic maskless lithography (OFML) and tetraethylorthosilicate (TEOS)polymerization. These encoded silica microparticles exhibit excellent bioconjugationproperties and negligible non-specific analyte adsorption. Encoded silica microparticlescould be useful in a wide variety of applications; including DNA-and protein-baseddiagnostics.,Chemical Communications,2015,11
Nanopilllar Substrate for SERS,Gang Logan Liu; Yang-Kyu Choi; Sunghoon Kwon; Luke P Lee,ABSTRACT Silver coated nanoscale pillar structures are fabricated by a batch processmethod to serve as Surface-Enhanced Raman Scattering (SERS) substrates. In comparisonto common SERS method by using colloidal silver particles in a sample solution; nanopillarSERS substrates optimized for various molecules can be fabricated by simply changing thefabrication parameters. Integrated spatially modulated SERS substrates within nanofluidicchannels can be applied for ultrasensitive high-throughput screening bioassays. SERSspectra of Rhodamine 6G molecules are measured and the SERS signal enhancements canbe optimized using particular substrate.,Proceedings of the 7th International Conference on Miniaturized Chemical and Biochemical Analysis Systems,2003,11
Rapid drug susceptibility test of Mycobacterium tuberculosis using microscopic time-lapse imaging in an agarose matrix,Jungil Choi; Jungheon Yoo; Ki-jung Kim; Eun-Geun Kim; Kyung Ock Park; Hyejin Kim; Haeun Kim; Hyunju Jung; Taeyoung Kim; Myungjin Choi; Hee Chan Kim; Sungweon Ryoo; Yong-Gyun Jung; Sunghoon Kwon,Abstract Tuberculosis (TB) is a major global health problem; and multi-drug-resistant TB(MDR-TB) and extensively drug-resistant TB (XDR-TB) are spreading throughout the world.However; conventional drug susceptibility test (DST) methods; which rely on the detection ofthe colony formation on a solid medium; require 1–2 months to the result. A rapid andaccurate DST is necessary to identify patients with drug-resistant TB and treat them withappropriate drugs. Here; we used microscopic imaging of Mycobacterium tuberculosis(MTB) immobilized in an agarose matrix for a rapid DST. The agarose matrix; which wasmolded in a microfluidic chip; was inoculated with MTB; and TB drugs in liquid culturemedium diffused throughout the agarose to reach the MTB immobilized in the agarosematrix. After the responses of MTB to drugs were tracked with an automated microscopic …,Applied microbiology and biotechnology,2016,10
Method of forming microsphere having structural color,*,*,*,2012,10
Potentiometric multichannel cytometer microchip for high-throughput microdispersion analysis,Junhoi Kim; Eun-Geun Kim; Sangwook Bae; Sunghoon Kwon; Honggu Chun,The parallelization of microfluidic cytometry is expected to lead to considerably enhancedthroughput enabling point-of-care diagnosis. In this article; the development of a microfluidicpotentiometric multichannel cytometer is presented. Parallelized microfluidic channelssharing a fluid path inevitably suffer from interchannel signal crosstalk that results fromelectrical coupling within the microfluidic channel network. By employing three planarelectrodes within a single detection channel; we electrically decoupled each channel unit;thereby enabling parallel analysis by using a single cytometer microchip with multiplemicrofluidic channels. The triple-electrode configuration is validated by analyzing the sizeand concentration of polystyrene microbeads (diameters: 1.99; 2.58; 3; and 3.68 μm;concentration range:∼ 2× 105 mL–1 to∼ 1× 107 mL–1) and bacterial microdispersion …,Analytical chemistry,2012,10
Photocurable polymer nanocomposites for magnetic; optical; and biological applications,Seo Woo Song; Yunjin Jeong; Sunghoon Kwon,“Intelligent” polymer nanocomposites have been an intensely popular research topic forseveral decades. These materials are based on combinations of two technologies: 1) thebottom-up synthesis of nanoparticles to assign a novel functionality and 2) the top-downphotolithography of polymers to create desirable microstructures. Such intelligentnanocomposites are comprised of functional nanoparticles embedded in polymer mesh; andthese nanoparticles enable polymers to display functions and properties that naturalpolymers cannot possibly show. Herein; we introduce and categorize intelligent polymernanocomposites according to their functional applications. Three main categories arecovered in this review: polymer nanocomposites with magnetic; optical; and biologicalfunctions. The statuses of this research field are covered; and the future directions of …,IEEE Journal of Selected Topics in Quantum Electronics,2015,9
