Jaql: A scripting language for large scale semistructured data analysis,Kevin S Beyer; Vuk Ercegovac; Rainer Gemulla; Andrey Balmin; Mohamed Eltabakh; Carl-Christian Kanne; Fatma Ozcan; Eugene J Shekita,ABSTRACT This paper describes Jaql; a declarative scripting language for analyzing largesemistructured datasets in parallel using Hadoop's MapReduce framework. Jaql is currentlyused in IBM's InfoS-phere BigInsights [5] and Cognos Consumer Insight [9] products. Jaql'sdesign features are:(1) a flexible data model;(2) reusability;(3) varying levels of abstraction;and (4) scalability. Jaql's data model is inspired by JSON and can be used to representdatasets that vary from flat; relational tables to collections of semistructured documents. AJaql script can start without any schema and evolve over time from a partial to a rigidschema. Reusability is provided through the use of higher-order functions and by packagingrelated functions into modules. Most Jaql scripts work at a high level of abstraction forconcise specification of logical operations (eg; join); but Jaql's notion of physical …,Proceedings of VLDB conference,2011,221
Making Oracle7; Sybase and Adabas D Interoperable through CORBA: MIND Project,Gokhan Ozhan; Asuman Dogac; Ebru Kilic; Fatma Ozcan; Sena Nural; Cevdet Dengi; U Halici; B Arpinar; P Koksal; S Mancuhan; C Evrendilek,Summary METU Interoperable DBMS (MIND) is a multidatabase system which aims atachieving interoperability among heterogeneous; federated DBMSs. The architecture ofMIND is based on OMG1 distributed object management model. It is implemented on top ofa CORBA compliant ORB; namely; ObjectBroker2. In MIND all local databases areencapsulated in a generic database object. The interface of the generic database object isdefined in CORBA IDL and multiple implementations of this interface; one for eachcomponent DBMSs; namely; Oracle73; Sybase4; Adabas D5 and MOOD (METU Object-Oriented Database System)(Asuman Dogac; 1994a-b) are provided. MIND provides itsusers a common data model and a single global query language based on SQL. The maincomponents of MIND are a global query manager; a global transaction manager; a …,Proc. of European Oracle User Group Conference,1996,8
Tutorial: SQL-on-Hadoop Systems,Daniel Abadi; Shivnath Babu; Fatma Ozcan; Ippokratis Pandis,*,Proceedings of the VLDB Endowment,2015,6
A platform for eXtreme Analytics,Andrey Balmin; Kevin Beyer; Vuk Ercegovac; John McPherson; Fatma Oezcan; Hamid Pirahesh; Eugene Shekita; Yannis Sismanis; Sandeep Tata; Yuanyuan Tian,With the rapid increase in the volume of data that enterprises are producing; enterprises areadopting large-scale data processing platforms such as Hadoop® to store; manage; and rundeep analytics to gain actionable insights from their “big data.” At IBM Research-Almaden;we have been helping enterprise customers build solutions exploiting data-intensiveanalytics. Our deep experience with actual users has led to an extensive understanding ofthe platform requirements needed to support these solutions; and our goal is to provide apowerful analytics platform; which we call eXtreme Analytics Platform (XAP); that can beused to create solutions for customer problems that have not been economically feasible tosolve until now. XAP provides Jaql [ie; JavaScript® Object Notation (JSON) query language;a scripting language to specify data flows; tools; and techniques to optimize the runtime …,IBM Journal of Research and Development,2013,6
Search driven analysis of heterogenous XML data,Andrey Balmin; Latha Colby; Emiran Curtmola; Quanzhong Li; Fatma Ozcan,Abstract: Analytical processing on XML repositories is usually enabled by designingcomplex data transformations that shred the documents into a common data warehousingschema. This can be very time-consuming and costly; especially if the underlying XML datahas a lot of variety in structure; and only a subset of attributes constitutes meaningfuldimensions and facts. Today; there is no tool to explore an XML data set; discoverinteresting attributes; dimensions and facts; and rapidly prototype an OLAP solution. In thispaper; we propose a system; called SEDA that enables users to start with simple keyword-style querying; and interactively refine the query based on result summaries. SEDA thenmaps query results onto a set of known; or newly created; facts and dimensions; and derivesa star schema and its instantiation to be fed into an off-the-shelf OLAP tool; for further …,arXiv preprint arXiv:0909.1773,2009,6
Split elimination in mapreduce systems,*,Embodiments of the present invention relate to elimination of blocks such as splits indistributed processing systems such as MapReduce systems using the Hadoop DistributedFiling System (HDFS). In one embodiment; a method of and computer program product foroptimizing queries in distributed processing systems are provided. A query is received. Thequery includes at least one predicate. The query refers to data. The data includes a pluralityof records. Each record comprises a plurality of values in a plurality of attributes. Each recordis located in at least one of a plurality of blocks of a distributed file system. Each block has aunique identifier. For each block of the distributed file system; at least one value cluster isdetermined for an attribute of the plurality of attributes. Each value cluster has a range. Thepredicate of the query is compared with the at least one value cluster of each block. The …,*,2015,5
SQL-on-hadoop systems: tutorial,Daniel Abadi; Shivnath Babu; Fatma Özcan; Ippokratis Pandis,Abstract Enterprises are increasingly using Apache Hadoop; more specifically HDFS; as acentral repository for all their data; data coming from various sources; including operationalsystems; social media and the web; sensors and smart devices; as well as their applications.At the same time many enterprise data management tools (eg from SAP ERP and SAS toTableau) rely on SQL and many enterprise users are familiar and comfortable with SQL. Asa result; SQL processing over Hadoop data has gained significant traction over the recentyears; and the number of systems that provide such capability has increased significantly. Inthis tutorial we use the term SQL-on-Hadoop to refer to systems that provide some level ofdeclarative SQL (-like) processing over HDFS and noSQL data sources; using architecturesthat include computational or storage engines compatible with Apache Hadoop.,Proceedings of the VLDB Endowment,2015,5
Benchmarking sql-on-hadoop systems: Tpc or not tpc?,Avrilia Floratou; Fatma Özcan; Berni Schiefer,Abstract Benchmarks are important tools to evaluate systems; as long as their results aretransparent; reproducible and they are conducted with due diligence. Today; many SQL-on-Hadoop vendors use the data generators and the queries of existing TPC benchmarks; butfail to adhere to the rules; producing results that are not transparent. As the SQL-on-Hadoopmovement continues to gain more traction; it is important to bring some order to this “wildwest” of benchmarking. First; new rules and policies should be defined to satisfy thedemands of the new generation SQL systems. The new benchmark evaluation schemesshould be inexpensive; effective and open enough to embrace the variety of SQL-on-Hadoop systems and their corresponding vendors. Second; adhering to the new standardsrequires industry commitment and collaboration. In this paper; we discuss the problems …,Workshop on Big Data Benchmarks,2014,5
Partitioning activities for agents,Fatma Ozcan; VS Subrahmanian,Abstract There are now numerous agent applications that track interests of thousands ofusers in situations where changes occur continuously.[Shim et al.; 1994] suggested thatsuch agents can be made efficient by merging commonalities in their activities. However;past algorithms cannot merge more than 10 or 20 concurrent activities. We developtechniques so that a large number of concurrent activities (typically over 1000) can bepartitioned into components (groups of activities) of small size (eg 10 to 50) so that eachcomponent's activities can be merged using previously developed algorithms (eg [Shim etal.; 1994]). We first formalize the problem and show that finding optimal partitions is NP-hard.We then develop three algorithms-Greedy; A-based and BAB (branch and bound). A-basedand BAB are both guaranteed to compute optimal solutions. Greedy on the other hand …,INTERNATIONAL JOINT CONFERENCE ON ARTIFICIAL INTELLIGENCE,2001,5
Adaptive caching in Big SQL using the hdfs cache,Avrilia Floratou; Nimrod Megiddo; Navneet Potti; Fatma Özcan; Uday Kale; Jan Schmitz-Hermes,Abstract The memory and storage hierarchy in database systems is currently undergoing aradical evolution in the context of Big Data systems. SQL-on-Hadoop systems share datawith other applications in the Big Data ecosystem by storing their data in HDFS; using openfile formats. However; they do not provide automatic caching mechanisms for storing data inmemory. In this paper; we describe the architecture of IBM Big SQL and its use of the HDFScache as an alternative to the traditional buffer pool; allowing in-memory data to be sharedwith other Big Data applications. We design novel adaptive caching algorithms for Big SQLtailored to the challenges of such an external cache scenario. Our experimental evaluationshows that only our adaptive algorithms perform well for diverse workload characteristics;and are able to adapt to evolving data access patterns. Finally; we discuss our …,Proceedings of the Seventh ACM Symposium on Cloud Computing,2016,4
Wildfire: Concurrent blazing data ingest and analytics,Ronald Barber; Matt Huras; Guy Lohman; C Mohan; Rene Mueller; Fatma Özcan; Hamid Pirahesh; Vijayshankar Raman; Richard Sidle; Oleg Sidorkin; Adam Storm; Yuanyuan Tian; Pinar Tözun,Abstract We demonstrate Hybrid Transactional and Analytics Processing (HTAP) on theSpark platform by the Wildfire prototype; which can ingest up to~ 6 million inserts per secondper node and simultaneously perform complex SQL analytics queries. Here; a simplifiedmobile application uses Wildfire to recommend advertising to mobile customers based upontheir distance from stores and their interest in products sold by these stores; whilecontinuously graphing analytics results as those customers move and respond to the adswith purchases.,Proceedings of the 2016 International Conference on Management of Data,2016,4
SEDA: a system for search; exploration; discovery; and analysis of XML Data,Andrey Balmin; Latha Colby; Emiran Curtmola; Quanzhong Li; Fatma Özcan; Sharath Srinivas; Zografoula Vagena,Abstract Keyword search in XML repositories is a powerful tool for interactive dataexploration. Much work has recently been done on making XML search aware ofrelationship information embedded in XML document structure; but without a clear winner inall data and query scenarios. Furthermore; due to its imprecise nature; search results cannoteasily be analyzed and summarized to gain more insights into the data. We address theseshortcomings with SEDA: a system for Search; Exploration; Discovery; and Analysis of XMLData. SEDA is based on a paradigm of search and user interaction to help users start withsimple keyword-style querying and perform rich analysis of XML data by leveraging both thecontent and structure of the data. SEDA is an interactive system that allows the user to refineher query iteratively to explore the XML data and discover interesting relationships. SEDA …,Proceedings of the VLDB Endowment,2008,4
Heterogeneous Active Agents,VS Subrahmanian; Thomas Eiter; George Pick,Over the years; many different agent programming languages have been proposed. In thispaper; we propose a concept called Agent Programs using which; the way an agent shouldact in various situations can be declaratively specified by the creator of that agent. AgentPrograms may be built on top of arbitrary pieces of software code and may be used tospecify what an agent is obliged to do; what an agent may do; and what an agent may notdo. In this paper; we define several successively more sophisticated and epistemicallysatisfying declarative semantics for agent programs; and study the computation price to bepaid (in terms of complexity) for such epistemic desiderata. We further show that agentprograms cleanly extend well understood semantics for logic programs; and thus are clearlylinked to existing results on logic programming and nonmonotonic reasoning. Last; but …,*,1998,4
Evolving Databases for New-Gen Big Data Applications.,Ronald Barber; Christian Garcia-Arellano; Ronen Grosman; Rene Mueller; Vijayshankar Raman; Richard Sidle; Matt Spilchen; Adam J Storm; Yuanyuan Tian; Pinar Tözün; Daniel C Zilio; Matt Huras; Guy M Lohman; Chandrasekaran Mohan; Fatma Özcan; Hamid Pirahesh,ABSTRACT The rising popularity of large-scale real-time analytics applications (real-timeinventory/pricing; mobile apps that give you suggestions; fraud detection; risk analysis; etc.)emphasize the need for distributed data management systems that can handle fasttransactions and analytics concurrently. Efficient processing of transactional and analyticalrequests; however; require different optimizations and architectural decisions in a system.This paper presents the Wildfire system; which targets Hybrid Transactional and AnalyticalProcessing (HTAP). Wildfire leverages the Spark ecosystem to enable large-scale dataprocessing with different types of complex analytical requests; and columnar dataprocessing to enable fast transactions and analytics concurrently.,CIDR,2017,3
Building a hybrid warehouse: efficient joins between data stored in HDFS and enterprise warehouse,Yuanyuan Tian; Fatma Özcan; Tao Zou; Romulo Goncalves; Hamid Pirahesh,Abstract The Hadoop Distributed File System (HDFS) has become an important datarepository in the enterprise as the center for all business analytics; from SQL queries andmachine learning to reporting. At the same time; enterprise data warehouses (EDWs)continue to support critical business analytics. This has created the need for a newgeneration of a special federation between Hadoop-like big data platforms and EDWs;which we call the hybrid warehouse. There are many applications that require correlatingdata stored in HDFS with EDW data; such as the analysis that associates click logs stored inHDFS with the sales data stored in the database. All existing solutions reach out to HDFSand read the data into the EDW to perform the joins; assuming that the Hadoop side doesnot have efficient SQL support. In this article; we show that it is actually better to do most …,ACM Transactions on Database Systems (TODS),2016,3
A Generic Solution to Integrate SQL and Analytics for Big Data.,Nick R Katsipoulakis; Yuanyuan Tian; Fatma Ozcan; Hamid Pirahesh; Berthold Reinwald,ABSTRACT There is a need to integrate SQL processing with more advanced machinelearning (ML) analytics to drive actionable insights from large volumes of data. As a first steptowards this integration; we study how to efficiently connect big SQL systems (either MPPdatabases or new-generation SQL-on-Hadoop systems) with distributed big ML systems. Weidentify two important challenges to address in the integrated data analytics pipeline: datatransformation; how to efficiently transform SQL data into a form suitable for ML; and datatransfer; how to efficiently handover SQL data to ML systems. For the data transformationproblem; we propose an In-SQL approach to incorporate common data transformations forML inside SQL systems through extended user-defined functions (UDFs); by exploiting themassive parallelism of the big SQL systems. We propose and study a general method for …,EDBT,2015,3
Secure agent programs,VS Subrahmanian; P Bonatti; J Dix; T Eiter; S Kraus; F Ozcan; R Ross,*,Heterogeneous Agent Systems,2000,3
Join algorithms over full text indexes,*,According to one embodiment of the present invention; a method for processing joinpredicates in full-text indexes is provided. The method includes evaluating local predicatesof an outer full text index to generate a first posting list of documents. For each document inthe first posting list; the value of a join attribute is determined and an inner full text index isprobed to obtain a second posting list of documents containing one of the join attributesdetermined for each document. Local predicates of an inner full text index are evaluated togenerate a third posting list of documents; and the second posting list is merged with thethird posting list to generate a merge list of documents. Documents in the first posting listmay be paired up with documents in the merge list.,*,2014,2
SQL-on-Hadoop without compromise,Scott C Gray; Fatma Ozcan; Herbert Pereyra; Bert van der Linden; Adriana Zubiri,*,*,2014,2
Next generation data analytics at IBM research,Oktie Hassanzadeh; Anastasios Kementsietsidis; Benny Kimelfeld; Rajasekar Krishnamurthy; Fatma Özcan; Ippokratis Pandis,IBM Research has a rich history of innovation in information management with severalrevolutionary breakthroughs; including the invention of relational databases; advanced textanalytics demonstrated by Watson; and the first data mining algorithms to name a few. IBMResearch has been committed to contributing to the community via seminal papers;exemplified by several 10-year awards received by IBM researchers. This short abstract isintended as a quick tour of some of the current information management projects; and notmeant to be an exhaustive list by any means. There has been many disruptive technologicaldevelopments over the last decade. The emergence of cloud computing; and several largescale data processing platforms; advances in on-line social media; the explosion of datavolumes; and the advances in hardware have all forced us to rethink the information …,Proceedings of the VLDB Endowment,2013,2
XQuery processors,Torsten Grust; HV Jagadish; Fatma Özcan; Cong Yu,XML access control refers to the practice of limiting access to (parts of) XML data to onlyauthorized users. Similar to access control over other types of data and resources; XMLaccess control is centered around two key problems:(i) the development of formal models forthe specification of access control policies over XML data; and (ii) techniques for efficientenforcement of access control policies over XML data.,*,2009,2
Improving performance of heterogeneous agents,Fatma Özcan; VS Subrahmanian; Jürgen Dix,Abstract Agents provide services not only to humans users but also to agents in one or moremultiagent systems. When agents are confronted with multiple tasks to perform (or requeststo satisfy); the agent can reduce load on itself by attempting to take advantage ofcommonalities between the tasks that need to be performed. In this paper; we develop alogical theory by which such “heavily loaded” agents can merge commonalities amongstsuch tasks. In our framework; agents can be built on top of legacy codebases. We propose alogical formalism called invariants using which agent developers may specify knowncommonalities between tasks–after this; we propose a sound and complete mechanism toderive all possible derived commonalities. An obvious A*-based algorithm may be used tomerge a set of tasks in a way that minimised expected execution cost. Unfortunately the …,Annals of Mathematics and Artificial Intelligence,2004,2
Multidatabase Query Optimization,Asuman Dogac; Sena Nural; Fatman Ozcan,*,Middle East Technical University (METU). Project Number: EEEAG-Yazilim5; by Motorola (USA) and by evgin Holding (Turkey),*,2
Processing Java UDFs in a C++ environment,Viktor Rosenfeld; Rene Mueller; Pinar Tözün; Fatma Özcan,Abstract Many popular big data analytics systems today make liberal use of user-definedfunctions (UDFs) in their programming interface and are written in languages based on theJava Virtual Machine (JVM). This combination creates a barrier when we want to integrateprocessing engines written in a language that compiles down to machine code with a JVM-based big data analytics ecosystem. In this paper; we investigate efficient ways of executingUDFs written in Java inside a data processing engine written in C++. While it is possible tocall Java code from machine code via the Java Native Interface (JNI); a naiveimplementation that applies the UDF one row at a time incurs a significant overhead; up toan order of magnitude.,Proceedings of the 2017 Symposium on Cloud Computing,2017,1
Hybrid Transactional/Analytical Processing: A Survey,Fatma Özcan; Yuanyuan Tian; Pinar Tözün,Abstract The popularity of large-scale real-time analytics applications (real-timeinventory/pricing; recommendations from mobile apps; fraud detection; risk analysis; IoT;etc.) keeps rising. These applications require distributed data management systems that canhandle fast concurrent transactions (OLTP) and analytics on the recent data. Some of themeven need running analytical queries (OLAP) as part of transactions. Efficient processing ofindividual transactional and analytical requests; however; leads to different optimizationsand architectural decisions while building a data management system. For the kind of dataprocessing that requires both analytics and transactions; Gartner recently coined the termHybrid Transactional/Analytical Processing (HTAP). Many HTAP solutions are emergingboth from the industry as well as academia that target these new applications. While …,Proceedings of the 2017 ACM International Conference on Management of Data,2017,1
Adaptive Caching Algorithms for Big Data Systems,Avrilia Floratou; Nimrod Megiddo; Navneet Potti; Fatma Özcan; Uday Kale; Jan Schmitz-Hermes,Abstract Today's Big Data platforms have enabled the democratization of data by allowingdata sharing among various data processing frameworks and applications that run in thesame platform. This data and resource sharing; combined with the fact that most applicationstend to access a hot set of the data has led to the development of external; in-memory;distributed caching frameworks. In this paper; we develop online; adaptive algorithms forexternal caches. Our caching algorithms take into account the workload access pattern; andthe cost of insertions in the external caching framework when making cache insertion andreplacement decisions. We provide both a detailed simulation study as well as clusterexperiments on IBM Big SQL; and show that only our adaptive algorithms perform well fordifferent workload characteristics; are able to adapt to evolving workload access patterns …,*,2015,1
CDMW 2012-city data management workshop: workshop summary,Veli Bicer; Thanh Tran; Fatma Ozcan; Opher Etzion,Abstract Cities today have become highly dense; dynamic living areas for the majority ofplanet's population and also focal points of innovation; commerce; and growth in a highlymodernized world. Due to its intensifying importance; cities need to transform intosustainable; smarter and credible places to enable a tenantable and comfortable life for theircitizens. City data; which is the source of our digitized knowledge about the cities; is a highlyimportant element to achive this goal as it is the main input to build complex city ecosystemsand to solve particular problems that are encountered in the cities today. In this respect; thisworkshop will provide a major forum to identify the challenges and opportunities in terms ofbetter managing city data and to reveal its discriminating importance in various applicationsin a city ecosystem. As city data becomes more widespread and prevailing; it poses novel …,Proceedings of the 21st ACM international conference on Information and knowledge management,2012,1
Optimal Agent Selection.,Fatma Ozcan; VS Subrahmanian; Leana Golubchik,Abstract. The Internet contains a vast array of sources that provide identical or similarservices. When an agent needs to solve a problem; it may split the problem into“subproblems” and find an agent to solve each of the subproblems. Later; it may combinethe results of these subproblems to solve the original problem. In this case; the agent isfaced with the task of determining to which agents to assign the subproblems. We call thisthe agent selection problem (ASP for short). Solving ASP is complex because it must takeinto account several different parameters. For instance; different agents might take differentamounts of time to process a request. Different agents might provide varying “qualities” ofanswers. Network latencies associated with different agents might vary. In this paper; we firstformalize the agent selection problem and show that it is NP-hard. We then propose a …,KI/ÖGAI,2001,1
Transforming an ontology query to an sql query,*,Abstract A computer-implemented method according to one embodiment includes receivingan ontology language query; receiving a mapping of an ontology to a relational database;and generating a structured query language (SQL) query; utilizing the ontology languagequery and the mapping of the ontology to the relational database.,*,2018,*
Dynamic query optimization with pilot runs,*,Abstract In one embodiment; a computer-implemented method includes selecting one ormore sub-expressions of a query during compile time. One or more pilot runs are performedby one or more computer processors. The one or more pilot runs include a pilot runassociated with each of one or more of the selected sub-expressions; and each pilot runincludes at least partial execution of the associated selected sub-expression. The pilot runsare performed during execution time. Statistics are collected on the one or more pilot runsduring performance of the one or more pilot runs. The query is optimized based at least inpart on the statistics collected during the one or more pilot runs; where the optimizationincludes basing cardinality and cost estimates on the statistics collected during the pilotruns.,*,2017,*
Caching policies for selection and replacement of objects,*,In one embodiment; a computer-implemented method includes inserting a set of accessedobjects into a cache; where the set of accessed objects varies in size. An object includes aset of object components; and responsive to receiving a request to access the object; it isdetermined that the object does not fit into the cache given the set of accessed objects and atotal size of the cache. A heuristic algorithm is applied; by a computer processor; to identifyin the set of object components one or more object components for insertion into the cache.The heuristic algorithm considers at least a priority of the object compared to priorities of oneor more objects in the set of accessed objects. The one or more object components areinserted into the cache.,*,2017,*
Parallel data streaming between cloud-based applications and massively parallel systems,*,Embodiments relate to parallel data streaming between a first computer system and asecond computer system. Aspects include transmitting a request to establish anauthenticated connection between a processing job on the first computer system and aprocess on the second computer system and transmitting a query to the process on thesecond computer system over the authenticated connection. Aspects further include creatingone or more tasks on the first computer system configured to receive data from the secondcomputer system in parallel and reading data received by the one or more tasks by theprocessing job on the first computer system.,*,2017,*
No data left behind: real-time insights from a complex data ecosystem,Manos Karpathiotakis; Avrilia Floratou; Fatma Özcan; Anastasia Ailamaki,Abstract The typical enterprise data architecture consists of several actively updated datasources (eg; NoSQL systems; data warehouses); and a central data lake such as HDFS; inwhich all the data is periodically loaded through ETL processes. To simplify queryprocessing; state-of-the-art data analysis approaches solely operate on top of the local;historical data in the data lake; and ignore the fresh tail end of data that resides in theoriginal remote sources. However; as many business operations depend on real-timeanalytics; this approach is no longer viable. The alternative is hand-crafting the analysis taskto explicitly consider the characteristics of the various data sources and identify optimizationopportunities; rendering the overall analysis non-declarative and convoluted. Based on ourexperiences operating in data lake environments; we design System-PV; a real-time …,Proceedings of the 2017 Symposium on Cloud Computing,2017,*
Joining data across a parallel database and a distributed processing system,*,Embodiments relate to joining data across a parallel database and a distributed processingsystem. Aspects include receiving a query on data stored in parallel database T and datastored in distributed processing system L; applying local query predicates and projection todata T to create T′; and applying local query predicates and projection to L to create L′.Based on determining that a size of L′ is less than a size of T′ and that the size of L′ isless than a first threshold; transmitting L′ to the parallel database and executing a joinbetween T′ and L′. Based on determining that a number of the nodes distributedprocessing system n multiplied by the size of T′ is less than the size of L′ and that the sizeof T′ is less than a second threshold; transmitting T′ to the distributed processing systemand executing a join between T′ and L′.,*,2017,*
Creation and interaction with large-scale domain-specific knowledge bases,S Bharadwaj; L Chiticariu; M Danilevsky; S Dhingra; S Divekar; A Carreno-Fuentes; H Gupta; N Gupta; S-D Han; M Hernández; H Ho; P Jain; S Joshi; H Karanam; S Krishnan; R Krishnamurthy; Y Li; S Manivannan; A Mittal; F Özcan; A Quamar; P Raman; D Saha; K Sankaranarayanan; J Sen; P Sen; S Vaithyanathan; M Vasa; H Wang; H Zhu,Abstract The ability to create and interact with large-scale domain-specific knowledge basesfrom unstructured/semi-structured data is the foundation for many industry-focused cognitivesystems. We will demonstrate the Content Services system that provides cloud services forcreating and querying high-quality domain-specific knowledge bases by analyzing andintegrating multiple (un/semi) structured content sources. We will showcase an instantiationof the system for a financial domain. We will also demonstrate both cross-lingual naturallanguage queries and programmatic API calls for interacting with this knowledge base.,Proceedings of the VLDB Endowment,2017,*
Assignment of Data Within File Systems,*,The embodiments relate to assigning data to processors of a file system. Metadataassociated with respective blocks of data; and an initial batch of the blocks is assigned tonodes of a file system based on the metadata. Unassigned blocks are selectively assignedto one or more of the nodes. The selective assignment includes constructing a linearregression model based on node data; and determining a value for each node based on thelinear regression model. Each value is associated with a predicted load corresponding to anew assignment of one or more unassigned blocks.,*,2017,*
Adaptive fragment assignment for processing file data in a database,*,Scheduling mechanisms for assigning data in a distributed file system to database workersare provided. In one embodiment; a method of and computer program product forassignment of data blocks to database workers are provided. A request for table data isreceived. Metadata for a plurality of blocks in a file system is retrieved from a metadata store.Each of the plurality of blocks contains a subset of the table data. A request for work isreceived from a requestor. An assignment of one or more of the plurality of blocks isprovided to the requestor.,*,2017,*
Encyclopedia of Database Systems: A Springer Live Reference,Simonas Šaltenis; Ugur Cetintemel; Fatma Özcan; M Tamer Özsu; Peter Øhrstrøm; Ali Ünlü; Daniel Abadi; Alberto Abello; Serge Abiteboul; Ioannis Aekaterinidis,*,*,2011,*
Grouping and Optimization of XPath Expressions in System RX,Andrey Balmin; Fatma Ozcan; Ashutosh Singh; Edison Ting,Several XML DBMS support XQuery and/or SQL/XML languages; which are based onnavigational primitives in the form of XPath expressions. Typically; these systems eithermodel each XPath step as a separate query plan operator; or employ holistic approachesthat can evaluate multiple steps of a single XPath expression. There have also beenproposals to execute as many XPath expressions as possible within a single FLWOR blocksimultaneously in a data streaming context. We observe in our System-RX prototype thatblindly combining all possible XPath expressions for concurrent execution can result insignificant performance degradation. We identify two main problems. First; the simplestrategy of grouping all XPath expressions on a single document does not always work if thequery involves more than one data source or has nested query blocks. Second; merging …,Data Engineering; 2008. ICDE 2008. IEEE 24th International Conference on,2008,*
Number One (G321-0160) On demand platform for online games 7 A. Shaikh; S. Sahu; M.-C. Rosu; M. Shea; and D. Saha Running Quake II on a grid 21,G Deen; M Hammer; J Bethencourt; I Eiron; J Thomas; JH Kaufman; M Ye; L Cheng; AE Eichenberger; JK O’Brien; KM O’Brien; P Wu; T Chen; PH Oden; DA Prener; JC Shepherd; B So; Z Sura; A Wang; T Zhang; P Zhao; MK Gschwind; R Archambault; Y Gao; R Koo; M Ohara; H Inoue; Y Sohda; H Komatsu; T Nakatani; B D’Amora; K Magerlein; A Binstock; A Nanda; B Yee; G Myles; S Nusser; L Luo; J Liu; L Shao; W Lu; CE Sharp; M Rowe; R Hirschheim; A Schwarz; P Todd; E Perkins; M Matsa; MG Kostoulas; A Heifets; N Mendelsohn; F Ozcan; D Chamberlin; K Kulkarni; JE Michels; K Beyer; R Cochrane; M Hvizdos; V Josifovski; J Kleewein; G Lapis; G Lohman; R Lyle; M Nicola; H Pirahesh; N Seemann; A Singh; T Truong; RC Van der Linden; B Vickery; C Zhang; G Zhang; A Balmin; T Eliaz; J Hornibrook; L Lim; GM Lohman; D Simmen; M Wang; CC Kanne; G Moerkotte; S Amer-Yahia; C Botev; J Dörre; J Shanmugasundaram; XML Enhancing; P Case; A Shabo; S Rabinovici-Cohen; P Vortman; S Hinkelman; D Buddenbaum; LJ Zhang,Page 1. Contents of Volume 45; 2006 & Number One (G321-0160) On demand platform foronline games 7 A. Shaikh; S. Sahu; M.-C. Rosu; M. Shea; and D. Saha Running Quake II ona grid 21 G. Deen; M. Hammer; J. Bethencourt; I. Eiron; J. Thomas; and JH KaufmanSystem-performance modeling for massively multiplayer online role-playing games 45 M. Yeand L. Cheng Using advanced compiler technology to exploit the performance of the CellBroadband Enginee architecture 59 AE Eichenberger; JK O'Brien; KM O'Brien; P. Wu; T. Chen;PH Oden; DA Prener; JC Shepherd; B. So; Z. Sura; A. Wang; T. Zhang; P. Zhao; MK Gschwind;R. Archambault; Y. Gao; and R. Koo MPI microtask for programming the Cell Broadband Engineeprocessor 85 M. Ohara; H. Inoue; Y. Sohda; H. Komatsu; and T. Nakatani High-performanceserver systems and the next generation of online games 103 …,IBM Systems Journal,2006,*
Improving Performance of Agents by Activity Partitioning,Fatma Ozcan; VS Subrahmanian,There is growing interest in software agents that provide a variety of services to humans;other agents; and third party software applications. Some of these agents are engaged inhundreds of activities at any given time point. In such cases; agents may try to examine a setA of activities and leverage commonalities between them in order to reduce their load. Wecall this activity merging. Unfortunately; in most application domains; activity merging turnsout to be NP-complete. Thus; for each application domain; there is an integer k (which variesfrom domain to domain) such that activity merging can merge up to k activities whilesatisfying the application's performance expectations. In this paper; we consider the problemof what to do when the set of activities exceeds k. Our approach partitions A into disjoint setsA1 union A2 union... union An such that each Ai contains at most k activities in it (thus the …,*,2002,*
Probabilistic Temporal Databases; II: Calculus and Query Processing,Alex Dekhtyar; Fatma Ozcan; Robert Ross; VS Subrahmanian,There is a vast class of applications in which we know that a certain event occurred; but donot know exactly when it occurred. However; as studied by Dyreson and Snodgrass\cite{ds98}; there are many natural scenarios where probability distributions exist and quantifythis uncertainty. Dekhtyar et. al. extended Dyreson and Snodgrass's work and defined anextension of the relational algebra to handle such data. The first contribution of this paper isa declarative temporal probabilistic (TP for short) calculus which we show is equivalent inexpressive power to the temporal probabilistic algebra of Dekhtyar et. al. Our second majorcontribution is a set of equivalence and containment results for the TP-algebra. Our thirdcontribution is the development of cost models that may be used to estimate the cost of TP-algebra operations. Our fourth contribution is an experimental evaluation of the accuracy …,*,2001,*
Optimal Agent Section,Fatma Özcan; VS Subrahmanian; Leana Golubchik,Abstract The Internet contains a vast array of sources that provide identical or similarservices. When an agent needs to solve a problem; it may split the problem into“subproblems” and find an agent to solve each of the subproblems. Later; it may combinethe results of these subproblems to solve the original problem. In this case; the agent isfaced with the task of determining to which agents to assign the subproblems. We call thisthe agent selection problem (ASP for short). Solving ASP is complex because it must takeinto account several different parameters. For instance; different agents might take differentamounts of time to process a request. Different agents might provide varying “qualities” ofanswers. Network latencies associated with different agents might vary. In this paper; we firstformalize the agent selection problem and show that it is NP-hard. We then propose a …,Annual Conference on Artificial Intelligence,2001,*
Improving the performance of heterogeneous databases and agents,Fatma Ozcan,Abstract Today's applications require the ability to access and query multiple heterogeneousdata sources. Heterogeneous databases (HDB) and heterogeneous agent systems providethe necessary means to attain this goal. A common characteristics of such HDB and agentsystems is that they simultaneously process large numbers of queries/requests. The ability toefficiently handle large volumes of simultaneous queries is critical in many suchapplications. In this thesis; we present various query optimization techniques to improve theperformance of such heavily loaded HDB and agent systems. Since cost models play a keyrole in query optimization; we first propose a framework through which a heterogeneoussystem can obtain cost and cardinality information required for optimization. Our approach isthe first to adapt a traditional System-R style optimizer to perform costing in a …,*,2001,*
