Structure; function and diversity of the healthy human microbiome,Curtis Huttenhower; Dirk Gevers; Rob Knight; Sahar Abubucker; Jonathan H Badger; Asif T Chinwalla; Heather H Creasy; Ashlee M Earl; Michael G FitzGerald; Robert S Fulton; Michelle G Giglio; Kymberlie Hallsworth-Pepin; Elizabeth A Lobos; Ramana Madupu; Vincent Magrini; John C Martin; Makedonka Mitreva; Donna M Muzny; Erica J Sodergren; James Versalovic; Aye M Wollam; Kim C Worley; Jennifer R Wortman; Sarah K Young; Qiandong Zeng; Kjersti M Aagaard; Olukemi O Abolude; Emma Allen-Vercoe; Eric J Alm; Lucia Alvarado; Gary L Andersen; Scott Anderson; Elizabeth Appelbaum; Harindra M Arachchi; Gary Armitage; Cesar A Arze; Tulin Ayvaz; Carl C Baker; Lisa Begg; Tsegahiwot Belachew; Veena Bhonagiri; Monika Bihan; Martin J Blaser; Toby Bloom; Vivien Bonazzi; J Paul Brooks; Gregory A Buck; Christian J Buhay; Dana A Busam; Joseph L Campbell; Shane R Canon; Brandi L Cantarel; Patrick SG Chain; I-Min A Chen; Lei Chen; Shaila Chhibba; Ken Chu; Dawn M Ciulla; Jose C Clemente; Sandra W Clifton; Sean Conlan; Jonathan Crabtree; Mary A Cutting; Noam J Davidovics; Catherine C Davis; Todd Z DeSantis; Carolyn Deal; Kimberley D Delehaunty; Floyd E Dewhirst; Elena Deych; Yan Ding; David J Dooling; Shannon P Dugan; Wm Michael Dunne; A Scott Durkin; Robert C Edgar; Rachel L Erlich; Candace N Farmer; Ruth M Farrell; Karoline Faust; Michael Feldgarden; Victor M Felix; Sheila Fisher; Anthony A Fodor; Larry J Forney; Leslie Foster; Valentina Di Francesco; Jonathan Friedman; Dennis C Friedrich; Catrina C Fronick; Lucinda L Fulton; Hongyu Gao; Nathalia Garcia; Georgia Giannoukos; Christina Giblin; Maria Y Giovanni; Jonathan M Goldberg; Johannes Goll; Antonio Gonzalez; Allison Griggs; Sharvari Gujja; Susan Kinder Haake; Brian J Haas; Holli A Hamilton; Emily L Harris; Theresa A Hepburn; Brandi Herter; Diane E Hoffmann; Michael E Holder; Clinton Howarth; Katherine H Huang; Susan M Huse; Jacques Izard; Janet K Jansson; Huaiyang Jiang; Catherine Jordan; Vandita Joshi; James A Katancik; Wendy A Keitel; Scott T Kelley; Cristyn Kells; Nicholas B King; Dan Knights; Heidi H Kong; Omry Koren; Sergey Koren; Karthik C Kota; Christie L Kovar; Nikos C Kyrpides; Patricio S La Rosa; Sandra L Lee; Katherine P Lemon; Niall Lennon; Cecil M Lewis; Lora Lewis; Ruth E Ley; Kelvin Li; Konstantinos Liolios; Bo Liu; Yue Liu; Chien-Chi Lo; Catherine A Lozupone; R Dwayne Lunsford; Tessa Madden; Anup A Mahurkar; Peter J Mannon; Elaine R Mardis; Victor M Markowitz; Konstantinos Mavromatis; Jamison M McCorrison,Abstract Studies of the human microbiome have revealed that even healthy individuals differremarkably in the microbes that occupy habitats such as the gut; skin and vagina. Much ofthis diversity remains unexplained; although diet; environment; host genetics and earlymicrobial exposure have all been implicated. Accordingly; to characterize the ecology ofhuman-associated microbial communities; the Human Microbiome Project has analysed thelargest cohort and set of distinct; clinically relevant body habitats so far. We found thediversity and abundance of each habitat's signature microbes to vary widely even amonghealthy subjects; with strong niche specialization both within and among individuals. Theproject encountered an estimated 81–99% of the genera; enzyme families and communityconfigurations occupied by the healthy Western microbiome. Metagenomic carriage of …,Nature,2012,3070
Bifidobacteria exhibit social behavior through carbohydrate resource sharing in the gut,Christian Milani; Gabriele Andrea Lugli; Sabrina Duranti; Francesca Turroni; Leonardo Mancabelli; Chiara Ferrario; Marta Mangifesta; Arancha Hevia; Alice Viappiani; Matthias Scholz; Stefania Arioli; Borja Sanchez; Jonathan Lane; Doyle V Ward; Rita Hickey; Diego Mora; Nicola Segata; Abelardo Margolles; Douwe van Sinderen; Marco Ventura,Abstract Bifidobacteria are common and frequently dominant members of the gut microbiotaof many animals; including mammals and insects. Carbohydrates are considered keycarbon sources for the gut microbiota; imposing strong selective pressure on the complexmicrobial consortium of the gut. Despite its importance; the genetic traits that facilitatecarbohydrate utilization by gut microbiota members are still poorly characterized. Here;genome analyses of 47 representative Bifidobacterium (sub) species revealed the genespredicted to be required for the degradation and internalization of a wide range ofcarbohydrates; outnumbering those found in many other gut microbiota members. Theglycan-degrading abilities of bifidobacteria are believed to reflect available carbon sourcesin the mammalian gut. Furthermore; transcriptome profiling of bifidobacterial genomes …,Scientific reports,2015,41
Metagenomic sequencing with strain-level resolution implicates uropathogenic E. coli in necrotizing enterocolitis and mortality in preterm infants,Doyle V Ward; Matthias Scholz; Moreno Zolfo; Diana H Taft; Kurt R Schibler; Adrian Tett; Nicola Segata; Ardythe L Morrow,Summary Necrotizing enterocolitis (NEC) afflicts approximately 10% of extremely preterminfants with high fatality. Inappropriate bacterial colonization with Enterobacteriaceae isimplicated; but no specific pathogen has been identified. We identify uropathogenic E. coli(UPEC) colonization as a significant risk factor for the development of NEC and subsequentmortality. We describe a large-scale deep shotgun metagenomic sequence analysis of theearly intestinal microbiome of 144 preterm and 22 term infants. Using a pan-genomicapproach to functionally subtype the E. coli; we identify genes associated with NEC andmortality that indicate colonization by UPEC. Metagenomic multilocus sequence typinganalysis further defined NEC-associated strains as sequence types often associated withurinary tract infections; including ST69; ST73; ST95; ST127; ST131; and ST144. Although …,Cell reports,2016,39
Machine learning meta-analysis of large metagenomic datasets: tools and biological insights,Edoardo Pasolli; Duy Tin Truong; Faizan Malik; Levi Waldron; Nicola Segata,Shotgun metagenomic analysis of the human associated microbiome provides a rich set ofmicrobial features for prediction and biomarker discovery in the context of human diseasesand health conditions. However; the use of such high-resolution microbial features presentsnew challenges; and validated computational tools for learning tasks are lacking. Moreover;classification rules have scarcely been validated in independent studies; posing questionsabout the generality and generalization of disease-predictive models across cohorts. In thispaper; we comprehensively assess approaches to metagenomics-based prediction tasksand for quantitative assessment of the strength of potential microbiome-phenotypeassociations. We develop a computational framework for prediction tasks using quantitativemicrobiome profiles; including species-level relative abundances and presence of strain …,PLoS computational biology,2016,36
Microbial strain-level population structure and genetic diversity from metagenomes,Duy Tin Truong; Adrian Tett; Edoardo Pasolli; Curtis Huttenhower; Nicola Segata,Abstract Among the human health conditions linked to microbial communities; phenotypesare often associated with only a subset of strains within causal microbial groups. Although ithas been critical for decades in microbial physiology to characterize individual strains; thishas been challenging when using culture-independent high-throughput metagenomics. Weintroduce StrainPhlAn; a novel metagenomic strain identification approach; and apply it tocharacterize the genetic structure of thousands of strains from more than 125 species inmore than 1500 gut metagenomes drawn from populations spanning North and SouthAmerican; European; Asian; and African countries. The method relies on per-sampledominant sequence variant reconstruction within species-specific marker genes. It identifiedprimarily subject-specific strain variants (< 5% inter-subject strain sharing); and we …,Genome research,2017,29
MetaRef: a pan-genomic database for comparative and community microbial genomics,Katherine Huang; Arthur Brady; Anup Mahurkar; Owen White; Dirk Gevers; Curtis Huttenhower; Nicola Segata,ABSTRACT Microbial genome sequencing is one of the longeststanding areas of biologicaldatabase development; but high-throughput; low-cost technologies have increased itsthroughput to an unprecedented number of new genomes per year. Several thousandmicrobial genomes are now available; necessitating new approaches to organizinginformation on gene function; phylogeny and microbial taxonomy to facilitate downstreambiological interpretation. MetaRef; available at http://metaref. org; is a novel online resourcesystematically cataloguing a comprehensive pan-genome of all microbial clades withsequenced isolates. It organizes currently available draft and finished bacterial and archaealgenomes into quality-controlled clades; reports all core and pan gene families at multiplelevels in the resulting taxonomy; and it annotates families' conservation; phylogeny and …,Nucleic acids research,2014,29
Toward an Efficient Method of Identifying Core Genes for Evolutionary and Functional Microbial Phylogenies,Nicola Segata; Curtis Huttenhower,Microbial community metagenomes and individual microbial genomes are becomingincreasingly accessible by means of high-throughput sequencing. Assessing organismalmembership within a community is typically performed using one or a few taxonomic markergenes such as the 16S rDNA; and these same genes are also employed to reconstructmolecular phylogenies. There is thus a growing need to bioinformatically catalog stronglyconserved core genes that can serve as effective taxonomic markers; to assess theagreement among phylogenies generated from different core gene; and to characterize thebiological functions enriched within core genes and thus conserved throughout largemicrobial clades. We present a method to recursively identify core genes (ie genesubiquitous within a microbial clade) in high-throughput from a large number of complete …,PloS one,2011,29
Gut microbiome: westernization and the disappearance of intestinal diversity,Nicola Segata,Summary The environment shapes our intestinal microbiome. By contrasting the gutmicrobiomes of African hunter-gatherer and European subjects; a new study reveals thaturbanization is associated with a loss of microbial organisms and genes. What will be theconsequences of the lost biodiversity in the sanitized; western-diet world?,Current Biology,2015,28
Fast local support vector machines for large datasets,Nicola Segata; Enrico Blanzieri,Abstract Local SVM is a classification approach that combines instance-based learning andstatistical machine learning. It builds an SVM on the feature space neighborhood of thequery point in the training set and uses it to predict its class. There is both empirical andtheoretical evidence that Local SVM can improve over SVM and k NN in terms ofclassification accuracy; but the computational cost of the method permits the application onlyon small datasets. Here we propose FastLSVM; a classifier based on Local SVM thatdecreases the number of SVMs that must be built in order to be suitable for large datasets.FastLSVM precomputes a set of local SVMs in the training set and assigns to each model allthe points lying in the central neighborhood of the k points on which it is trained. Theprediction is performed applying to the query point the model corresponding to its nearest …,Machine Learning and Data Mining in Pattern Recognition,2009,27
Host and gut microbiota symbiotic factors: lessons from inflammatory bowel disease and successful symbionts,Sonia A Ballal; Carey Ann Gallini; Nicola Segata; Curtis Huttenhower; Wendy S Garrett,Summary Humans are colonized by a diverse collection of microbes; the largest numbers ofwhich reside in the distal gut. The vast majority of humans coexist in a beneficial equilibriumwith these microbes. However; disruption of this mutualistic relationship can manifest itself inhuman diseases such as inflammatory bowel disease. Thus the study of inflammatory boweldisease and its genetics can provide insight into host pathways that mediate host–microbiota symbiosis. Bacteria of the human intestinal ecosystem face numerous challengesimposed by human dietary intake; the mucosal immune system; competition from fellowmembers of the gut microbiota; transient ingested microbes and invading pathogens.Considering features of human resident gut bacteria provides the opportunity to understandhow microbes have achieved their symbiont status. While model symbionts have …,Cellular microbiology,2011,26
Evaluation of bifidobacterial community composition in the human gut by means of a targeted amplicon sequencing (ITS) protocol,Christian Milani; Gabriele A Lugli; Francesca Turroni; Leonardo Mancabelli; Sabrina Duranti; Alice Viappiani; Marta Mangifesta; Nicola Segata; Douwe van Sinderen; Marco Ventura,Abstract The precise appraisal of the composition of the human gut microbiota stillrepresents a challenging task. The advent of next generation sequencing approaches hasopened new ways to dissect the microbial biodiversity of this ecosystem through the use of16S rRNA gene-based microbiota analysis approaches. However; the detailedrepresentation of specific groups or members of the human gut microbiota; for exampleBifidobacteria; may be skewed by the PCR primers employed in the amplification step of the16S rRNA gene-based microbial profiling pipeline and by the limited resolution of the 16SrRNA gene variable regions. Here; we define the internal transcribed spacer (ITS)sequences of all currently known Bifidobacterium taxa; providing a Bifidobacterium-specificprimer pair that targets a hypervariable region within the ITS suitable for precise …,FEMS microbiology ecology,2014,23
High-specificity targeted functional profiling in microbial communities with ShortBRED,James Kaminski; Molly K Gibson; Eric A Franzosa; Nicola Segata; Gautam Dantas; Curtis Huttenhower,Profiling microbial community function from metagenomic sequencing data remains acomputationally challenging problem. Mapping millions of DNA reads from such samples toreference protein databases requires long run-times; and short read lengths can result inspurious hits to unrelated proteins (loss of specificity). We developed ShortBRED (Short;Better Representative Extract Dataset) to address these challenges; facilitating fast; accuratefunctional profiling of metagenomic samples. ShortBRED consists of two components:(i) amethod that reduces reference proteins of interest to short; highly representative amino acidsequences (“markers”) and (ii) a search step that maps reads to these markers to quantifythe relative abundance of their associated proteins. After evaluating ShortBRED on syntheticdata; we applied it to profile antibiotic resistance protein families in the gut microbiomes of …,PLoS computational biology,2015,21
Expression profiling of archival tumors for long-term health studies,Levi Waldron; Shuji Ogino; Yujin Hoshida; Kaori Shima; Amy E McCart Reed; Peter T Simpson; Yoshifumi Baba; Katsuhiko Nosho; Nicola Segata; Ana Cristina Vargas; Margaret C Cummings; Sunil R Lakhani; Gregory J Kirkner; Edward Giovannucci; John Quackenbush; Todd R Golub; Charles S Fuchs; Giovanni Parmigiani; Curtis Huttenhower,Purpose: More than 20 million archival tissue samples are stored annually in the UnitedStates as formalin-fixed; paraffin-embedded (FFPE) blocks; but RNA degradation duringfixation and storage has prevented their use for transcriptional profiling. New and highlysensitive assays for whole-transcriptome microarray analysis of FFPE tissues are nowavailable; but resulting data include noise and variability for which previous expressionarray methods are inadequate. Experimental Design: We present the two largest whole-genome expression studies from FFPE tissues to date; comprising 1;003 colorectal cancer(CRC) and 168 breast cancer samples; combined with a meta-analysis of 14 new andpublished FFPE microarray datasets. We develop and validate quality control (QC) methodsthrough technical replication; independent samples; comparison to results from fresh …,Clinical cancer research,2012,21
The metagenomics and metadesign of the subways and urban biomes (MetaSUB) international consortium inaugural meeting report,MetaSUB International Consortium,Abstract The Metagenomics and Metadesign of the Subways and Urban Biomes (MetaSUB)International Consortium is a novel; interdisciplinary initiative comprised of experts acrossmany fields; including genomics; data analysis; engineering; public health; and architecture.The ultimate goal of the MetaSUB Consortium is to improve city utilization and planningthrough the detection; measurement; and design of metagenomics within urbanenvironments. Although continual measures occur for temperature; air pressure; weather;and human activity; including longitudinal; cross-kingdom ecosystem dynamics can alterand improve the design of cities. The MetaSUB Consortium is aiding these efforts bydeveloping and testing metagenomic methods and standards; including optimized methodsfor sample collection; DNA/RNA isolation; taxa characterization; and data visualization …,*,2016,18
Empirical assessment of classification accuracy of Local SVM,Nicola Segata; Enrico Blanzieri,The combination of maximal margin classifiers and k-nearest neighbors rule constructing anSVM on the neighborhood of the test sample in the feature space (called kNNSVM); waspresented as a promising way of improving classification accuracy. Since no extensivevalidation of the method was performed yet; in this work we test the kNNSVM method on 13widely used datasets using four different kernels obtaining good classification results.Moreover we present two artificial datasets in which kNNSVM performs substantially betterthan SVM with RBF kernel. Statistically significant testing of the method as well as the resultson the artificial datasets; lead us to conclude that kNNSVM performs sensibly better thanSVM.,*,2008,18
Clinical populations of Pseudomonas aeruginosa isolated from acute infections show a wide virulence range partially correlated with population structure and virule...,Hussnain A Janjua; Nicola Segata; Paola Bernabo; Sabrina Tamburini; Albert Ellen; Olivier Jousson,Pseudomonas aeruginosa is a ubiquitous environmental bacterium responsible for a varietyof infections in humans; as well as in animal hosts. While the evolution of virulence in P.aeruginosa strains isolated from chronic lung infection in cystic fibrosis (CF) patients hasbeen extensively studied; the virulence phenotype of P. aeruginosa isolated from otherinfection types or from the environment is currently not well characterized. Here we report anextensive analysis of the virulence of P. aeruginosa strains isolated from acute infectionscompared with population structure. Virulence profiles of individual strains were alsocompared with the expression levels of the rhlR gene; the transcriptional regulator of the rhlquorum-sensing system; and the gene encoding Crc; a global regulator controllingcatabolite repression and carbon metabolism. Additionally; the presence/absence of the …,Microbiology,2012,17
A scalable noise reduction technique for large case-based systems,Nicola Segata; Enrico Blanzieri; Pádraig Cunningham,Abstract Because case-based reasoning (CBR) is instance-based; it is vulnerable to noisydata. Other learning techniques such as support vector machines (SVMs) and decision treeshave been developed to be noise-tolerant so a certain level of noise in the data can becondoned. By contrast; noisy data can have a big impact in CBR because inference isnormally based on a small number of cases. So far; research on noise reduction has beenbased on a majority-rule strategy; cases that are out of line with their neighbors areremoved. We depart from that strategy and use local SVMs to identify noisy cases. This ismore powerful than a majority-rule strategy because it explicitly considers the decisionboundary in the noise reduction process. In this paper we provide details on how such alocal SVM strategy for noise reduction can be made scale to very large datasets (> …,Case-Based Reasoning Research and Development,2009,17
Studying Vertical Microbiome Transmission from Mothers to Infants by Strain-Level Metagenomic Profiling,Francesco Asnicar; Serena Manara; Moreno Zolfo; Duy Tin Truong; Matthias Scholz; Federica Armanini; Pamela Ferretti; Valentina Gorfer; Anna Pedrotti; Adrian Tett; Nicola Segata,ABSTRACT The gut microbiome becomes shaped in the first days of life and continues toincrease its diversity during the first months. Links between the configuration of the infant gutmicrobiome and infant health are being shown; but a comprehensive strain-levelassessment of microbes vertically transmitted from mother to infant is still missing. Wecollected fecal and breast milk samples from multiple mother-infant pairs during the first yearof life and applied shotgun metagenomic sequencing followed by computational strain-levelprofiling. We observed that several specific strains; including those of Bifidobacteriumbifidum; Coprococcus comes; and Ruminococcus bromii; were present in samples from thesame mother-infant pair; while being clearly distinct from those carried by other pairs; whichis indicative of vertical transmission. We further applied metatranscriptomics to study the …,mSystems,2017,16
FaLKM-lib v1. 0: A library for fast local kernel machines,Nicola Segata,FaLKM-lib v1. 0 is a library for fast local kernel machine implemented in C++. It contains afast implementation of kernel k-nearest neighbors (kNN) using the Cover Tree data-structurecalled FkNN; the local support vector machine (LSVM) algorithm called FkNNSVM; a noisereduction technique based on a probabilistic version of LSVM called FkNNSVM-nr; a fastand scalable version of LSVM called FaLK-SVM (subdivided in the two modules: FaLK-SVM-train and FaLK-SVM-predict) and a fast and scalable noise reduction technique calledFaLKNR. The library contains tools for model selection; local model selection and automatictuning of kernel parameters. This document introduces the formulation of the algorithms inthe software library; for a comprehensive discussion on the implemented techniques pleaserefer to the papers cited in this document and for the use of the software refer to the …,*,2009,15
Enhanced microbial diversity in the saliva microbiome induced by short-term probiotic intake revealed by 16S rRNA sequencing on the IonTorrent PGM platform,Erik Dassi; Annalisa Ballarini; Giuseppina Covello; Alessandro Quattrone; Olivier Jousson; Veronica De Sanctis; Roberto Bertorelli; Michela Alessandra Denti; Nicola Segata,Abstract Microbial communities populating several human body habitats are importantdeterminants of human health. Cultivation-free community-wide approaches like bacterial16S rRNA sequencing recently revolutionized the study of such human-associated microbialdiversity; and the continuously decreasing cost/throughput ratio of current sequencingplatforms is further enhancing the availability and effectiveness of microbiome research. TheIonTorrent PGM platform is among the latest available commercial high-throughputsequencing tools; but it is just starting to be used for 16S rRNA surveys with only episodicassessments of its performance. We present here the first IonTorrent profiling of the humansaliva microbiome collected from 12 healthy individuals. In this cohort; a subset of thevolunteers was asked to assume a probiotic product; in order to investigate its impact on …,Journal of biotechnology,2014,14
Simultaneous quantification of multiple bacteria by the BactoChip microarray designed to target species-specific marker genes,Annalisa Ballarini; Nicola Segata; Curtis Huttenhower; Olivier Jousson,Bacteria are ubiquitous throughout the environment; the most abundant inhabitants of thehealthy human microbiome; and causal pathogens in a variety of diseases. Theiridentification in disease is often an essential step in rapid diagnosis and targetedintervention; particularly in clinical settings. At present; clinical bacterial detection anddiscrimination is primarily culture-based; requiring both time and microbiological expertise;especially for bacteria that are not easily cultivated. Higher-throughput molecular methodsbased on PCR amplification or; recently; microarrays are reaching the clinic as well.However; these methods are currently restricted to a small set of microbes or based onconserved phylogenetic markers such as the 16S rRNA gene; which are difficult to resolve atthe species or strain levels. Here; we designed and experimentally validated the …,PloS one,2013,14
MetaMLST: multi-locus strain-level bacterial typing from metagenomic samples,Moreno Zolfo; Adrian Tett; Olivier Jousson; Claudio Donati; Nicola Segata,Abstract Metagenomic characterization of microbial communities has the potential tobecome a tool to identify pathogens in human samples. However; software tools able toextract strain-level typing information from metagenomic data are needed. Low-throughputmolecular typing schema such as Multilocus Sequence Typing (MLST) are still widely usedand provide a wealth of strain-level information that is currently not exploited bymetagenomic methods. We introduce MetaMLST; a software tool that reconstructs the MLSTloci of microorganisms present in microbial communities from metagenomic data. Tested onsynthetic and spiked-in real metagenomes; the pipeline was able to reconstruct the MLSTsequences with> 98.5% accuracy at coverages as low as 1×. On real samples; the pipelineshowed higher sensitivity than assembly-based approaches and it proved successful in …,Nucleic acids research,2016,13
The reproductive tracts of two malaria vectors are populated by a core microbiome and by gender-and swarm-enriched microbial biomarkers,Nicola Segata; Francesco Baldini; Julien Pompon; Wendy S Garrett; Duy Tin Truong; Roch K Dabiré; Abdoulaye Diabaté; Elena A Levashina; Flaminia Catteruccia,Abstract Microbes play key roles in shaping the physiology of insects and can influencebehavior; reproduction and susceptibility to pathogens. In Sub-Saharan Africa; two majormalaria vectors; Anopheles gambiae and An. coluzzii; breed in distinct larval habitatscharacterized by different microorganisms that might affect their adult physiology andpossibly Plasmodium transmission. We analyzed the reproductive microbiomes of male andfemale An. gambiae and An. coluzzii couples collected from natural mating swarms inBurkina Faso. 16S rRNA sequencing on dissected tissues revealed that the reproductivetracts harbor a complex microbiome characterized by a large core group of bacteria sharedby both species and all reproductive tissues. Interestingly; we detected a significantenrichment of several gender-associated microbial biomarkers in specific tissues; and …,Scientific reports,2016,13
Keyphrases extraction from scientific documents: improving machine learning approaches with natural language processing,Mikalai Krapivin; Aliaksandr Autayeu; Maurizio Marchese; Enrico Blanzieri; Nicola Segata,Abstract In this paper we use Natural Language Processing techniques to improve differentmachine learning approaches (Support Vector Machines (SVM); Local SVM; RandomForests) to the problem of automatic keyphrases extraction from scientific papers. For theevaluation we propose a large and high-quality dataset: 2000 ACM papers from theComputer Science domain. We evaluate by comparison with expert-assigned keyphrases.Evaluation shows promising results that outperform state-of-the-art Bayesian learningsystem KEA improving the average F-Measure from 22%(KEA) to 30%(Random Forest) onthe same dataset without the use of controlled vocabularies. Finally; we report a detailedanalysis of the effect of the individual NLP features and data set size on the overall quality ofextracted keyphrases.,International Conference on Asian Digital Libraries,2010,13
Shotgun metagenomics; from sampling to analysis,Christopher Quince; Alan W Walker; Jared T Simpson; Nicholas J Loman; Nicola Segata,Abstract Diverse microbial communities of bacteria; archaea; viruses and single-celledeukaryotes have crucial roles in the environment and in human health. However; microbesare frequently difficult to culture in the laboratory; which can confound cataloging ofmembers and understanding of how communities function. High-throughput sequencingtechnologies and a suite of computational pipelines have been combined into shotgunmetagenomics methods that have transformed microbiology. Still; computationalapproaches to overcome the challenges that affect both assembly-based and mapping-based metagenomic profiling; particularly of high-complexity samples or environmentscontaining organisms with limited similarity to sequenced genomes; are needed.Understanding the functions and characterizing specific strains of these communities …,Nature Biotechnology,2017,12
Genomic characterization of nontuberculous mycobacteria,Tarcisio Fedrizzi; Conor J Meehan; Antonella Grottola; Elisabetta Giacobazzi; Giulia Fregni Serpini; Sara Tagliazucchi; Anna Fabio; Clotilde Bettua; Roberto Bertorelli; Veronica De Sanctis; Fabio Rumpianesi; Monica Pecorari; Olivier Jousson; Enrico Tortoli; Nicola Segata,Abstract Mycobacterium tuberculosis and Mycobacterium leprae have remained; for manyyears; the primary species of the genus Mycobacterium of clinical and microbiologicalinterest. The other members of the genus; referred to as nontuberculous mycobacteria(NTM); have long been underinvestigated. In the last decades; however; the number ofreports linking various NTM species with human diseases has steadily increased andtreatment difficulties have emerged. Despite the availability of whole genome sequencingtechnologies; limited effort has been devoted to the genetic characterization of NTM species.As a consequence; the taxonomic and phylogenetic structure of the genus remains unsettledand genomic information is lacking to support the identification of these organisms in aclinical setting. In this work; we widen the knowledge of NTMs by reconstructing and …,Scientific Reports,2017,12
Maternal inheritance of bifidobacterial communities and bifidophages in infants through vertical transmission,Sabrina Duranti; Gabriele Andrea Lugli; Leonardo Mancabelli; Federica Armanini; Francesca Turroni; Kieran James; Pamela Ferretti; Valentina Gorfer; Chiara Ferrario; Christian Milani; Marta Mangifesta; Rosaria Anzalone; Moreno Zolfo; Alice Viappiani; Edoardo Pasolli; Ilaria Bariletti; Rosarita Canto; Rosanna Clementi; Marina Cologna; Tiziana Crifò; Giuseppina Cusumano; Sabina Fedi; Stefania Gottardi; Claudia Innamorati; Caterina Masè; Daniela Postai; Daniela Savoi; Massimo Soffiati; Saverio Tateo; Anna Pedrotti; Nicola Segata; Douwe van Sinderen; Marco Ventura,The correct establishment of the human gut microbiota represents a crucial developmentthat commences at birth. Different hypotheses propose that the infant gut microbiota isderived from; among other sources; the mother's fecal/vaginal microbiota and human milk.The composition of bifidobacterial communities of 25 mother-infant pairs was investigatedbased on an internal transcribed spacer (ITS) approach; combined with cultivation-mediatedand genomic analyses. We identified bifidobacterial strains/communities that are sharedbetween mothers and their corresponding newborns. Notably; genomic analyses togetherwith growth profiling assays revealed that bifidobacterial strains that had been isolated fromhuman milk are genetically adapted to utilize human milk glycans. In addition; we identifiedparticular bacteriophages specific of bifidobacterial species that are common in the …,Microbiome,2017,11
Characterization of 17 strains belonging to the Mycobacterium simiae complex and description of Mycobacterium paraense sp. nov.,Ana R Fusco Da Costa; Tarcisio Fedrizzi; Maria L Lopes; Monica Pecorari; Wana L Oliveira Da Costa; Elisabetta Giacobazzi; Jeann R da Costa Bahia; Veronica De Sanctis; Karla V Batista Lima; Roberto Bertorelli; Antonella Grottola; Anna Fabio; Alessandro Mariottini; Pamela Ferretti; Francesca Di Leva; Giulia Fregni Serpini; Sara Tagliazucchi; Fabio Rumpianesi; Olivier Jousson; Nicola Segata; Enrico Tortoli,Fourteen mycobacterial strains isolated from pulmonary samples of independent patients inthe state of Pará (Brazil); and three strains isolated in Italy; were characterized using apolyphasic approach. Thorough genetic investigation; including whole-genome sequencing;demonstrated that the strains belong to the M. simiae complex; being most closely related toMycobacterium interjectum. For 14 of the strains; evidence emerged supporting theirinclusion in a previously unreported species of the genus Mycobacterium; for which thename Mycobacterium paraense sp. nov. is proposed (type strain; IEC26T= DSM 46749T=CCUG 66121T). The novel species is characterized by slow growth; unpigmented or paleyellow scotochromogenic colonies; and a HPLC mycolic acid profile different from otherknown mycobacteria. In different genetic regions; high sequence microheterogeneity was …,International journal of systematic and evolutionary microbiology,2015,11
Two-stage microbial community experimental design,Timothy L Tickle; Nicola Segata; Levi Waldron; Uri Weingart; Curtis Huttenhower,Abstract Microbial community samples can be efficiently surveyed in high throughput bysequencing markers such as the 16S ribosomal RNA gene. Often; a collection of samples isthen selected for subsequent metagenomic; metabolomic or other follow-up. Two-stagestudy design has long been used in ecology but has not yet been studied in-depth for high-throughput microbial community investigations. To avoid ad hoc sample selection; wedeveloped and validated several purposive sample selection methods for two-stage studies(that is; biological criteria) targeting differing types of microbial communities. These methodsselect follow-up samples from large community surveys; with criteria including samplestypical of the initially surveyed population; targeting specific microbial clades or rare species;maximizing diversity; representing extreme or deviant communities; or identifying …,The ISME journal,2013,11
Profiling instances in noise reduction,Sarah Jane Delany; Nicola Segata; Brian Mac Namee,Abstract The dependency on the quality of the training data has led to significant work innoise reduction for instance-based learning algorithms. This paper presents an empiricalevaluation of current noise reduction techniques; not just from the perspective of theircomparative performance; but from the perspective of investigating the types of instancesthat they focus on for removal. A novel instance profiling technique known as RDCL profilingallows the structure of a training set to be analysed at the instance level categorising eachinstance based on modelling their local competence properties. This profiling approachoffers the opportunity of investigating the types of instances removed by the noise reductiontechniques that are currently in use in instance-based learning. The paper also considersthe effect of removing instances with specific profiles from a dataset and shows that a very …,Knowledge-Based Systems,2012,11
Operators for transforming kernels into quasi-local kernels that improve SVM accuracy,Nicola Segata; Enrico Blanzieri,Abstract Motivated by the crucial role that locality plays in various learning approaches; wepresent; in the framework of kernel machines for classification; a novel family of operators onkernels able to integrate local information into any kernel obtaining quasi-local kernels. Thequasi-local kernels maintain the possibly global properties of the input kernel and theyincrease the kernel value as the points get closer in the feature space of the input kernel;mixing the effect of the input kernel with a kernel which is local in the feature space of theinput one. If applied on a local kernel the operators introduce an additional level of localityequivalent to use a local kernel with non-stationary kernel width. The operators accept twoparameters that regulate the width of the exponential influence of points in the locality-dependent component and the balancing between the feature-space local component …,Journal of Intelligent Information Systems,2010,11
