Experimental quantum key distribution with decoy states,Yi Zhao; Bing Qi; Xiongfeng Ma; Hoi-Kwong Lo; Li Qian,Abstract To increase dramatically the distance and the secure key generation rate ofquantum key distribution (QKD); the idea of quantum decoys—signals of different intensities—has recently been proposed. Here; we present the first experimental implementation ofdecoy state QKD. By making simple modifications to a commercial quantum key distributionsystem; we show that a secure key generation rate of 165 bit/s; which is 1/4 of the theoreticallimit; can be obtained over 15 km of a telecommunication fiber. We also show that with thesame experimental parameters; not even a single bit of secure key can be extracted with anon-decoy-state protocol. Compared to building single photon sources; decoy state QKD isa much simpler method for increasing the distance and key generation rate ofunconditionally secure QKD.,Physical review letters,2006,319
A clinical study of treating advanced gastric cancer with the combination of Kangai injection and chemotherapy [J],WU Li; YANG Yi,Objective: To explore the effect of treating advanced gastric cancer with the combination ofKangai injection and chemotherapy. Methods: Eighty patients with advanced gastric cancerwere randomly divided into treatment group (chemotherapy+ Kangai injection) and controlgroup (chemotherapy only). Observation was conducted on cellular immunization; short-term effect; life quality improvement; and toxic side-effect in both groups. Results: In thetreatment group; both NK cellular activity and CD4/CD8 ratio were higher after the treatment(P0. 01). CD3 and CD4 were both increased (P0. 05). In the control group; the NK cellularactivity; CD3; CD4; CD4/CD8 ratio were all lower after the treatment (P0. 05). The short-termefficacy rate was 45% in the treatment group and 40% in the control group. The differencewas not significant. The treatment group was apprarently lower than the control group in …,Proceeding of Clinical Medicine,2009,3
Multi-fibre-channel wavelength converter based on passive ultrafast switch,Darren Wu; Li Qian; Waleed S Mohammed; PWE Smith,Demonstrated is 40 Gbit/s multiple-fibre-channel wavelength conversion using a passiveultrafast reflective switch; and a 2D Fresnel lens array aligned to a fibre array. Input pulses of1-2 ps duration and 0.3 nJ energy are wavelength converted to multiple channels with atunable wavelength range of 20 nm and an extinction ratio better than 6 dB. Simultaneous 1-to-N conversion is also demonstrated.,Electronics Letters,2008,3
Multipoint chemical gas sensing system based on frequency-shifted interferometry,Fei Ye; Li Qian; Bing Qi,Air monitoring has drawn a lot of interest lately; because of its wide applications in pollution control[1]; industrial process control [2]; health and safety [3]; and medical diagnostics [4]. Fiber opticsensors are advantages as they are immune to electromagnetic interference; safe in dangerousor hazardous environments; and they facilitate remote sensing. In many occasions; multipointmeasurement is desired in order to reduce the cost per sensing point. This can also easily bedone with fiber optic sensors by using various readily available fiber optic components. Manyfiber optic multipoint gas sensing techniques have been developed; such as spatial divisionmultiplexing (SDM) [3]; time division multiplexing (TDM) [5]; wavelength division multiplexing(WDM) [6]; and intra-cavity spectroscopic technique [6]. However; SDM is in general notcost-effective. TDM does not use the laser power efficiently; and may suffer from …,Optical Fiber communication/National Fiber Optic Engineers Conference; 2008. OFC/NFOEC 2008. Conference on,2008,3
Preparation of tetrandrine alginate calcium sustained release gel pellets,Yan Ma; WZ Li; DW Chen,OBJECTIVE: To prepare tetrandrine alginate calcium sustained release gel pellets twicedaily with Eudragit RS 30D and Eudragit RL 30D. METHODS: The sustained release gelpellets were prepared by fluid bed technique and release in vitro was selected as theevaluate index. The formulation was optimized by full design test based on the studies ofcoating factors. RESULTS: The optimal coating formulation was shown at the ratio ofEudragit RS 30D and Eudragit RL 30D to 5: 1; the loading weight of polymers of 45%; theplasticizer concentration of 20% and 35% talcum powder. CONCLUSION: The perfectsustained release of tetrandrine pellets can be obtained by adjusting the ratio of Eudragit RS30D and Eudragit RL 30D and the loading weight of polymers.,Zhong yao cai= Zhongyaocai= Journal of Chinese medicinal materials,2008,3
Measuring the velocity of ultrasonic wave in liquid based on Talbot effect [J],Cheng-yi ZHANG; Chuan-qi LI; Guo-sheng CHENG,The order of self-imaging is adjusted in the longitudinal direction by simply changing thelocation of positive lens. The ultrasonic wavelength in liquid is given by measuring thedistance between two Talbot images; the velocity of ultrasonic waves in liquid is thencomputed with the wavelength obtained. It is concluded that quasi-Talbot-effect can be usedto measuring the velocity of ultrasonic waves in liquid. The results extend the application ofself-imaging.,Physics Experimentation,2008,3
Considerations on the establishment of clinical guide to traditional Chinese medicine,J Li,*,Shanghai Zhong Yi Yao Za Zhi,2006,3
A low-cost technique for broadband gain and noise figure characterization of optical amplifiers using a broadband source and a filter,Sanjay Gupta; Li Qian,Abstract We report a unique low-cost technique for broadband gain and noise figurecharacterization of erbium-doped fiber amplifiers using an amplified-spontaneous-emissionsource and a wavelength filter with multiple steep slopes. Gain and noise figure of theamplifier can be obtained by extracting the slope and intercept of output versus input powerspectral density at filter slopes. Based on this technique; we present two methods of gainand noise figure measurements: one by using a fixed filter with multiple steep slopes at themeasured wavelengths; and the other using a tunable filter with one or more steep slopes.The required filter depth is about 35 dB. The results obtained over a 20 dB total input powerrange using both methods are in good agreement with those obtained using conventionalspectral-interpolation technique employing multiple DFB lasers at 100 GHz spacing. The …,Optical Fiber Technology,2005,3
Polaronic correction to the first excited electronic energy level in an anisotropic semiconductor quantum dot,DH Feng; ZZ Xu; TQ Jia; XX Li; CB Li; HY Sun; SZ Xu,Abstract. Within the framework of second-order Rayleigh-Schrödinger perturbation theory;the polaronic correction to the first excited state energy of an electron in an quantum dot withanisotropic parabolic confinements is presented. Compared with isotropic confinements;anisotropic confinements will make the degeneracy of the excited states to be totally or partlylifted. On the basis of a three-dimensional Fröhlich's Hamiltonian with anisotropicconfinements; the first excited state properties in two-dimensional quantum dots as well asquantum wells and wires can also be easily obtained by taking special limits. Calculationsshow that the first excited polaronic effect can be considerable in small quantum dots.,The European Physical Journal B-Condensed Matter and Complex Systems,2005,3
Anti-hypertensive effect of rosiglitazone in non-diabetic essential hypertension,GW Li; JP Wang; CM Li; YY Chen; WY Yang; XY Xing; KL Liu; YL Tang; H Li,OBJECTIVE: To investigate blood pressure-lowering effect of rosiglitazone inoverweight/obese non-diabetic patients with hypertension to explore the therapeutic role ofinsulin sensitizers in the management of essential hypertension. METHODS: 89 cases ofoverweight/obese non-diabetics with essential hypertension were enrolled in a 4 weeksopen label clinical trial. Rosiglitazone 8 mg/day were started 2 weeks after withdrawingpreviously used anti-hypertensive medications. Blood pressure was measured at the 2ndand 4th week. Plasma glucose and insulin levels during oral glucose tolerance test (OGTT)at baseline and at 4th week were also determined. RESULTS: After 4 weeks treatment withrosiglitazone; the mean systolic and diastolic blood pressure reduced by 17 mm Hg (1mmHg= 0.133 kPa) and 11 mm Hg; respectively. Plasma insulin levels at fasting; 1 and 2 …,Zhonghua nei ke za zhi,2004,3
Effects of smoke inhalation injury on the phagocytic function of rat alveolar macrophage and on neutrophil apoptosis,WJ Li; ZC Yang; EH Li; B Zhang; H Zhang; XD Yang; TP Ji,OBJECTIVE: To investigate the effects of smoke inhalation injury on the phagocytic functionof rat alveolar macrophages and neutrophil apoptosis. METHODS: Wistar rats inflicted withsmoke inhalation injury were employed in the study. Fifty-four Wistar rats were randomlydivided into normal control (N; n= 6) and inhalation injury (I; n= 48) groups. Alveolarmacrophages were harvested from the BALF (bronchoalveolar lavage fluid) in I group of ratsat 2; 6; 12 and 24 postburn hours (PBHs) and on 2; 3; 4 and 5 postburn days (PBDs). Thedynamic change in the phagocytosis of chicken erythrocytes by alveolar macrophages invitro was observed. The positive rate of myeloperoxidase (MPO) staining of alveolarmacrophages (AMs) by MPO staining method was observed; so as to indirectly reflectneutrophil apoptosis and the phagocytosis o apoptotic neutrophils by AMs. Furthermore …,Zhonghua shao shang za zhi= Zhonghua shaoshang zazhi= Chinese journal of burns,2003,3
Construction and expression of anti-Hantavirus N protein single chain Fv antibody fragment in Escherichia coli,Jiandong Li; Tao Wang; Chuan Li; Yan Ji; Mifang Liang,Abstract The nucleocapsid (N) protein of Hantaviruses plays an important role in theformation of RNP complex of each genomic segment of vRNA and the assembly of the RNPsinto virion. Previous studies showed that the RNA binding domain (RBD) of N proteinspecifically interacts with vRNA located at amino acids 175 to 217; nonspecific RBD waslocalized at the carboxyl-terminal amino acids of the N protein. To elucidate the function of Nprotein in vivo; we develoepd single chain Fv antibodies (scFv) with different binding sites atN protein. By using phage display technology; we isolated the heavy and light chain genesof both group specific (L13D3) and Hantann virus (HTNV) type specific (H34) antibodies toHTN virus N protein from mouse hybridoma cell lines and human peripheral lymphocytesrespectively; and expressed them in form of Fab in Escherichia coli. The epitope on the N …,Chinese journal of virology,2003,3
Influence of the Oxygen Stoichiometry on the Structures and Ferroelectric Properties of BaTiO 3 Thin Films,DF Cui; CL Li; YL Zhou; M He; ZH Chen,We have investigated the influence of the oxygen stoichiometry on the structures; dielectricand ferroelectric properties of the BaTiO 3 thin films. The oxygen content in the films has asignificant effect on lattice parameters; crystalline phase; crystallographic orientation;dielectric constant; dissipation factor; spontaneous polarization and polarization-electric fieldcurves.,Ferroelectrics,2002,3
Research on methodology of measurement for the adhesion strength between AgCu/Ti sunstrate and bilayer films,Guangtian SHI; Zongli SHI; Huanran YU; Chongan LI; Yanping WANG,This paper presents the methodology to test the adhesion strength between AgCu/Tisubstrate and bilayer film; called composite systems; and compares; analyzes anddiscusses the experimental data. The results show that adhesive method can only be usedto test the strength of thin film of medium and low adhesion strength because of the limitationof adhesive strength; but the scratch method can be effectively used to measure theadhesion strength of soft metallic thin film; especially the high adhesion strength of coatingfilm; and it can also be used to measure the bonding strength of each boundary layer forbilayer and mutilayer thin films.,Journal of Lanzhou University (Natural Science Edition),2002,3
Assessment of therapeutic efficacy of chloroquine against falciparum malaria in an outbreak area in Xishuangbanna; Yunnan.,ZX Zhang; CZ Li; GZ Huang; YM Yang; S Zhou; XD Sun; L Li,OBJECTIVE: To investigate the failure of treatment with chloroquine in Yunnan in order tohelp formulate adequate antimalarial drug policy. METHODS: A World Health Organization28-day in vivo test on therapeutic response for uncomplicated falciparum malaria in areawith low or moderate transmission was adopted. Patients of age> or= 6 months old wereadmitted without limitation in density of parasitaemia and body temperature. Clinical andparasitological observation was conducted for patients on day 0; 1; 2; 3; 4; 7; 14; 21; 28 and35. RESULTS: Of 62 patients identified as malaria cases infected by Plasmodium falciparumonly; Plasmodium vivax only or by both species; 52 cases infected by Plasmodiumfalciparum only were included in the study. The overall treatment failure rate was 40.7%;with early treatment failure (ETF) rate of 1.8% and late treatment failure rate (LTF) of 38.9 …,Zhongguo ji sheng chong xue yu ji sheng chong bing za zhi= Chinese journal of parasitology & parasitic diseases,2002,3
3-D simulation of the temperature field of laser-assisted machining with FEM,H-y Wang; C-x Li; X-y Ruan,*,JOURNAL-SHANGHAI JIAOTONG UNIVERSITY-CHINESE EDITION-,2001,3
Effects of Yi qi tong mai oral liquid on acute myocardial ischemia in dogs,J Chen; S Cai; S Li; Y Feng; R Xie,Abstract The objective of this study was to assess the prophylactic and therapeutic effects ofYi Qi Tong Mai Oral Liquid (YQTMOL) on acute myocardial ischemia. The models ofischemia were made; in which the anterior coronary arteries of anesthetized dogs wereligated. Four groups of dogs were examined and compared. We determined the extent oftheir myocardial ischemia and infarction by means of epicardial mapping and N-BT staining.The results showed that in the treatment groups; the increase of sigma-ST was inhibited 30-180 minutes after the oral administration of YQTMOL (compared with control group; P<0.01); and the sigma-ST was decreased (P< 0.05). Furthermore; in the group dosed withYQTMOL (10 g/kg); the ratios of" area of infarction/heart weight" and" area ofinfarction/ventricle weight" both decreased (compared with control group; P< 0.05). These …,Hua xi yi ke da xue xue bao= Journal of West China University of Medical Sciences= Huaxi yike daxue xuebao,1999,3
High speed random number generation based on measuring phase noise of a single mode diode laser,B Qi; YM Chi; L Qian; HK Lo,*,9th Asian Conference on Quantum Information Science,*,3
Doppler Effect-Based Optical Fiber Vibration Sensor Using Frequency-Shifted Interferometry Demodulation,Ciming Zhou; Tao Tian; Li Qian; Dian Fan; Weilong Liang; Yiwen Ou,A novel optic-fiber vibration sensing system based on frequency-shifted interferometry (FSI)is proposed and demonstrated in this paper. The sensor is based on the phenomenon thatthe light frequency transmitted through a segment of bent fiber can be Doppler shifted byvibration. The Doppler frequency shift is measured using FSI demodulation. Compared totraditional fiber Bragg grating vibration sensor; the proposed sensor is easy to fabricate; oflow cost and without directional dependency. The application of FSI demodulation allows forcustom tailoring of measurement sensitivity; and has superior signal stability due to its same-path interference nature. The measured Doppler frequency shift using the FSI system agreeswell with the calculated one; derived from strain measurements. The results show that thesystem has a high sensitivity and wide frequency range; limited only by the excitation …,Journal of Lightwave Technology,2017,2
Thermal poling of femtosecond laser-written waveguides in fused silica,Jason C Ng; Li Qian; Peter R Herman,Thermal poling of femtosecond laser written waveguides was investigated using second-harmonic microscopy under three approaches:(1) pre-poling and (2) post-poling in whichfused silica substrates were poled before or after waveguide formation; respectively; and (3)double poling in which poling was applied both before and after laser writing. Effectivenonlinear waveguide interaction strength was assessed relative to the mode profile and theassessments demonstrated an erasure effect of 81% in pre-poling and an ion migrationblocking effect of 26% in post-poling. Double poling was found to recover the nonlinearityover the modal zone; overcoming prior difficulties with combining laser processing andthermal poling; opening up a future avenue for creating active devices through femtosecondlaser writing of nonlinear optical circuits in fused silica.,Optics letters,2016,2
Performance of a double-layer guided mode resonance filter with non-subwavelength grating period at oblique incidence,Linyong Qian; Dawei Zhang; Yuanshen Huang; Chunxian Tao; Ruijin Hong; Songlin Zhuang,Abstract A double-layer guided-mode resonance (GMR) filter with a non-subwavelengthgrating period is proposed for light reflection at oblique incidence. A zinc oxide coated photo-resist grating GMR filter was fabricated; which exhibits good filter properties. For atransverse magnetic-polarized wave; the grating period is larger than the resonancewavelength; which will reduce the difficulties associated with pattern production. The gratingstructure with a 750 nm period was fabricated utilizing a low cost two-beam interferencesystem; with resonance obtained at 659.76 nm. In addition; the fabrication toleranceconcerning the fill factor and the grating thickness were discussed. The device wasdesigned utilizing numerical methods based on a rigorous coupled-wave analysis. Ourdesign may promote the practical application of GMR filters.,Optics & Laser Technology,2015,2
Edelta: A Word-Enlarging Based Fast Delta Compression Approach.,Wen Xia; Chunguang Li; Hong Jiang; Dan Feng; Yu Hua; Leihua Qin; Yucheng Zhang,Abstract Delta compression; a promising data reduction approach capable of finding thesmall differences (ie; delta) among very similar files and chunks; is widely used foroptimizing replicate synchronization; backup/archival storage; cache compression; etc.However; delta compression is costly because of its time-consuming wordmatchingoperations for delta calculation. Our indepth examination suggests that there exists strongwordcontent locality for delta compression; which means that contiguous duplicate wordsappear in approximately the same order in their similar versions. This observation motivatesus to propose Edelta; a fast delta compression approach based on a word-enlargingprocess that exploits word-content locality. Specifically; Edelta will first tentatively find amatched (duplicate) word; and then greedily stretch the matched word boundary to find a …,HotStorage,2015,2
Simulation of instantaneous light transmission in wheat/maize intercropping canopy in Hetao region; China,ZK Wang; PT Wu; XN Zhao; XL Chen; ZZ Li; RH Chai,Abstract The leaf distribution in intercropping canopy is usually laterally and verticallyheterogeneous; which makes continuous measurement of light interception very difficult. Inorder to quantify the light interception by wheat/maize intercropping during different growthstages; a geometrical model was developed in this study to simulate photosyntheticallyactive radiation (PAR) transmission in this system. Measured PAR values in fieldexperiments were used to validate the geometrical model. Results showed that thegeometrical model efficiently simulated the PAR transmitted on soil surface underintercropping canopy. The determination coefficients of linear regression between estimatedand measured values were 0.947 and 0.950 for 6: 2 intercropping (I62) and 12: 4intercropping (I124); respectively. The values of PAR intercepted by I62 intercropping …,Ying yong sheng tai xue bao= The journal of applied ecology,2015,2
Self-calibrating fiber spectrometer for the measurement of broadband downconverted photon pairs,EY Zhu; C Corbari; PG Kazansky; L Qian,Abstract: We experimentally demonstrate a simple method to measure the biphoton jointspectrum by mapping the spectral information onto the temporal domain using a dispersivemedium. Various top-hat spectral filters are used to limit the spectral (and hence; temporal)extent of the broadband downconversion photons measured. The sharp edges of thespectral filters are utilized as spectral markers for dispersion characterization of thedispersive medium. This method allows dispersion characterization and joint spectralmeasurement to be completed simultaneously. The joint spectrum (which extends beyond100 nm; centered about 1.5 micron) of the type-II downconverted photon pairs generatedfrom a poled optical fiber is obtained with this method.,arXiv preprint arXiv:1505.01226,2015,2
Changes in plant-to-Plant variability among maize individuals and their relationships with plant density and grain yield,J Li; RZ Xie; KR Wang; P Hou; B Ming; YQ Guo; YL Sun; GQ Zhang; RL Zhao; SK Li,*,PHILIPPINE AGRICULTURAL SCIENTIST,2015,2
Immune complex negatively regulates Toll‐like receptor 9‐mediated immune responses in B cells through the inhibitory Fc‐gamma receptor IIb,Li Qian; Wenyan Chen; Hongchao Qin; Chenglei Rui; Xiaoqin Jia; Yi Fu; Weijuan Gong; Fang Tian; Mingchun Ji,ABSTRACT Because inappropriate activation of Toll-like receptor 9 (TLR9) may inducepathological damage; negative regulation of the TLR9-triggered immune response hasattracted considerable attention. Nonpathogenic immune complex (IC) has beendemonstrated to have beneficial therapeutic effects in some kinds of autoimmune diseases.However; the role of IC in the regulation of TLR9-triggered immune responses and theunderlying mechanisms remain unclear. In this study; it was demonstrated that IC stimulationof B cells not only suppresses CpG-oligodeoxynucleotide (CpG-ODN)-induced pro-inflammatory IL-6 and IgM κ production; but also attenuates CD40 and CD80 expression.Furthermore; our results suggest that the receptor for the Fc portion of IgG (FcγR) IIb isinvolved in the suppressive effect of IC on TLR9-mediated CD40; CD80 and IL-6 …,Microbiology and immunology,2015,2
The differences between three distinct locations of colorectal cancers based on clinicopathological characteristics and molecular features,C Li; Z Wang; J Zhao; S Cai; Y Xu; F Liu,OBJECTIVE: To investigate the differences of clinical characteristics and molecular featuresamong colorectal cancer subsides and provide evidence for colorectal cancer protection;diagnosis and treatment. METHODS: All of 4 316 colorectal patients from Shanghai cancercenter were selected for clinical character analysis; among which; 2 224 subjects formolecular feature analysis. Clinic pathological characteristics like age; gender; tumor types;histological types; differentiation and T-stage; as well as molecular features like hMLH1;hMSH2; CD44; p21; p53; COX2; E-cadherin; Her2 and Ki-67; were involved into thisresearch. RESULTS: It showed that compared with left-sided colon and rectal cancers; right-sided cancers occurred more in women (46.0%(541/1 176); 39.2%(424/1 083); 41.2%(848/2057); respectively; χ²= 11.85; P< 0.01); had more mucinous or signet-ring carcinoma (12.0 …,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine],2014,2
Low-coherence virtual reference interferometry for dispersion analysis,Michael A Galle; Li Qian,We present low-coherence virtual reference interferometry (LC-VRI) for short length (<; 1 m)fiber dispersion characterization using a broadband LED source and a low-resolutionspectrometer or spectrum analyzer. The LC-VRI is a simple and convenient alternative tobalanced spectral interferometry (BSI); capable of measuring both first-and second-orderdispersion directly from the interference pattern. The main advantage of using LC-VRIinstead of BSI is that full characterization can be performed from a single spectral scan;without the need for precision control of the reference path. The technique is demonstratedfor the characterization of SMF28 fiber and the results are compared with the manufacturer'sspecifications and to measurements obtained using BSI. The standard deviation of the first-and second-order dispersion is found to be on the order of 10-3 ps and 10-4 ps/nm …,IEEE Photonics Technology Letters,2014,2
High-purity; Broadband; Entangled Photon Pairs Generated in Poled Silica Fibers,Eric Y Zhu; Li Qian; Costantino Corbari; Alexey Gladyshev; Peter G Kazansky,Quantum entanglement is a fundamental resource in quantum optics and the field of quantuminformation in general. The most widely used entangled photon pair sources to date are basedon bulk nonlinear crystals or waveguides formed in periodically poled crystals; but these sourceseither require bulky free-space optics; or precision fiber-to- waveguide coupling. To make quantumtechnologies more practical and accessible; low-cost and easily-fabricated sources must bedeveloped. In this talk; we focus on a fiber-based polarization-entangled photon source. It iscompatible with telecom fiber networks; and therefore highly desirable for applications such asquantum key distribution and fiber-optic quantum networks. Our fiber-based polarization-entangledphoton pair source is based on the periodically-poled silica fiber (PPSF). To fabricate such adevice; we start with a step-index fiber whose core is sandwiched between two large air …,Bragg Gratings; Photosensitivity; and Poling in Glass Waveguides,2014,2
Frequency-shifted interferometry—a versatile fiber-optic sensing technique,Fei Ye; Yiwei Zhang; Bing Qi; Li Qian,Abstract: Fiber-optic sensing is a field that is developing at a fast pace. Novel fiber-opticsensor designs and sensing principles constantly open doors for new opportunities. In thispaper; we review a fiber-optic sensing technique developed in our research group calledfrequency-shifted interferometry (FSI). This technique uses a continuous-wave light source;an optical frequency shifter; and a slow detector. We discuss the operation principles ofseveral FSI implementations and show their applications in fiber length and dispersionmeasurement; locating weak reflections along a fiber link; fiber-optic sensor multiplexing;and high-sensitivity cavity ring-down measurement. Detailed analysis of FSI systemparameters is also presented.,*,2014,2
Protective effect of ischaemic preconditioning in total knee arthroplasty,Y Sha; YQ Xu; WQ Zhao; H Tang; FB Li; X Li; CX Li,Abstract.–OBJECTIVE: To investigate the ge-nomic response induced by ischaemicpreconditioning (IPC) in muscle biopsies taken from the operative leg of total kneearthroplasty patients. MATERIALS AND METHODS: The gene expression profile GSE21164was extracted from Gene Expression Omnibus (GEO) database. Patients undergoingprimary knee arthroplasty were randomized to control and treatment (IPC) groups. Musclebiopsies were taken from the quadriceps muscle of the operative knee at the immediateonset of surgery (T0) and at 1 hour into surgery (T1). Limma package of R language wasused to identify the differentially expressed genes (DEGs) between control and treatmentgroup. To find out specific genes; DEGs at T0 were compared with DEGs at T1. Scansite wasused to find out the binding domain for specific DEGs. Functional enrichment analysis …,Eur Rev Med Pharmacol Sci,2014,2
Microstructure and self-sharpening of the magnetite cap in chiton tooth,C Wang; QY Li; SN Wang; SX Qu; XX Wang,Abstract The magnetite cap of chiton tooth (Acanthochiton rubrolineatus) was studied withSEM. Three microstructurally distinct regions were recognized: Region I; close to the anteriorsurface of the cusp and composed of thick rod microstructure units; Region III; close to theposterior surface and composed of fine fibers; and Region II; sandwiched between Regions Iand II and composed of thin sheets. The microstructure units in the three regions constitute acontinuous and integrated architecture component. The hardness of Regions I and II wasmeasured to be Hv270 and Hv490; respectively. Based on these microstructure observationand hardness data; the abrasive behavior and microstructural mechanism of self-sharpeningof the chiton tooth were discussed in the paper. The self-sharpening was attributed to thecombined effect of the hardness and the texture orientation of the microstructure units in …,Materials Science and Engineering: C,2014,2
Tilted and axis-shift Lloyd's mirror system for recording low-density and large-area holographic grating,Lin-yong Qian; Bin Sheng; Yuan-shen Huang; Jin-zhong Ling; Rui-jin Hong; Da-wei Zhang; Bang-lian Xu; Bai-cheng Li; Zheng-ji Ni; Song-lin Zhuang,Abstract It is difficult to record holographic gratings of low density (< 100 lines/mm) and largearea simultaneously using traditional holographic system. In order to produce both low-density and large-area holographic gratings; a tilted and axis-shift (TAS) Lloyd's mirrorsystem was designed for recording such holographic gratings. The recording area willincrease largely especially for gratings of low density; by setting the angle between theLloyd's mirror and the substrate larger than 90°; and meanwhile; by enlarging theintersection angle of incident light and mirror surface. Insuring the projected area onto thesubstrate by reflex equal to the incident area directly onto the substrate; the optical axis wasshifted to realize the maximization of utilization of interference area. The contrast of fringepattern was analyzed by the coherence for the laser beam in the space and time scale …,Optik-International Journal for Light and Electron Optics,2014,2
Blood glucose control and its influencing factors in elderly type 2 diabetics under different health care levels,H Xiao; H Tian; Y Lu; C Li; F Fang; X Miao; Y He; X Li,Abstract To compare the status of blood glucose control in elderly type 2 diabetics underdifferent health care levels and analyze its influencing factors. Using cross-sectional andfield survey methods; 688 elderly type 2 diabetics aged over 60 years undergoing long-termannual physical examination at PLA General Hospital in May 2009 (veteran group) wererecruited. And 409 patients aged over 60 years with type 2 diabetes were selected from acommunity health survey in Beijing from September 2009 to June 2010 (community group).According to the diabetic control standards of Chinese Type 2 Diabetes Prevention Guide(2010); a comparison of blood glucose control status between two groups were conducted.The mean HbA1c level was 6.6%±1.0% in the veteran group. And there were 50.6% patientswith HbA1c< 6.5% and 76.3% with HbA1c< 7%. In the community group; the mean HbA1c …,Zhonghua yi xue za zhi,2014,2
Highly efficient broadly tunable Four-wave mixing in AlGaAs Nanowires,Ksenia Dolgaleva; Peyman Sarrafi; Pisek Kultavewuti; J Stewart Aitchison; Li Qian; Maite Volatier; Richard Ares; Vincent Aimez,Abstract: We report what we believe to be the first experimental demonstration of four-wave mixingin AlGaAs nanowires with the efficiency b38 dB and conversion range 100 nm. cO2013 OpticalSociety of America OCIS codes: (230.3120) Integrated optics devices; (190.3270) Kerr effect;(130.7405) Wavelength conversion devices … For efficient manipulation of high-bit-rate opticalsignals with the modulation speed beyond 40 Gbit/sec; one has to rely on all-optical signalprocessing; which is unachievable without nonlinear optical interactions. It is; therefore; extremelyimportant to consider building integrated optical circuits of the future on a material platform withan exceptionally high nonlinear opti- cal performance. Chalcogenide glass has exhibited a decentnonlinear optical performance; demonstrating demultiplexing of 640 Gbit/sec optical signalsand tunable FWM [1]. It is also considered important to investigate the opportunities to …,CLEO: Science and Innovations,2013,2
Anti-tumor activity and immunogenicity of a mutated staphylococcal enterotoxin C2,J Zhang; YM Cai; MK Xu; ZH Song; CY Li; HR Wang; HH Dai; ZP Zhang; CX Liu,In this study; a novel SEC2 mutant with lower toxic activity; named 2M-118(H118A/T20L/G22E); was engineered by site-directed mutagenesis of structural domainsthat are responsible for MHC class II molecule binding and TCR binding; respectively.Stimulating activity on murine splenocytes; anti-tumor effect and immunogenicity of 2M-118were investigated in BALB/c mice. 2M-118 not only remained splenocyte stimulation activity;but also effectively inhibited the growth of S180 sarcoma in the BALB/c mice. Even thoughantibodies to 2M-118 could be induced after repeated administration; the action of 2M-118was hardly neutralized or cross neutralized. Like other superantigens; immunosuppressioncould happen when 2M-118 was given at a greater dose. In conclusion; 2M-118 is apromising anti-tumor drug candidate for its acceptable toxicity and satisfying anti-tumour …,Die Pharmazie-An International Journal of Pharmaceutical Sciences,2013,2
High efficiency vanadium-metal hydride hybrid flow battery: importance in ion transport and membrane selectivity,Guo-Ming Weng; Chi-Ying Vanessa Li; Kwong-Yu Chan,Here; we combine the vanadium redox flow battery and the acid/alkaline hybrid batteryconcepts; and propose a novel flow Vanadium-Metal Hydride (V-MH) hybrid rechargeablebattery. This V-MH flow battery system consists of graphite felt electrode (+ ve) and a metalhydride electrode (-ve); operating in flowing V4+/V5+-H2SO4 aqueous solution and flowingKOH aqueous solution; respectively via a piece of membrane/separator (as shown in Fig. 1).This membrane should serve well as an ionic conductor and barrier. In principle; this hybridbattery system can provide an overall cell capacity of 110 mAh/g; cell voltage of 1.8 V; and amuch higher energy density of 200 Wh/kg than that of the conventional all vanadium redoxflow battery (60.5 Wh/kg as shown in Fig. 2). These promising characteristics prompt anexcellent opportunity to apply this hybrid system as an effective energy storage system …,Meeting Abstracts,2013,2
NAPOLI 1: Randomized phase 3 study of MM-398 (nal-IRI); with or without 5-fluorouracil and leucovorin; versus 5-fluorouracil and leucovorin; in metastatic pancreati...,D Von Hoff; CP Li; A Wang-Gillam; G Bodoky; A Dean; G Jameson; T Macarulla; KH Lee; D Cunningham; JF Blanc; R Hubner; CF Chiu; G Schwartsmann; J Siveke; F Braiteh; V Moyo; B Belanger; N Dhindsa; E Bayever; LT Chen16,*,Br J Cancer,2013,2
Egyszerűsített; alacsony költségű génexpressziós teszt az emlődaganatos betegségek kimenetelének előrejelzésére rutin patológiai blokkok felhasználásával,Attila Marcell Szász; Balázs Ács; Emese Ágoston; Zsófia Sztupinszki; Anna-Mária Tőkés; Szittya Liliána; Borbála Székely; Miklós Szendrői; Li Quiyuan; László Harsányi; József Tímár; Szállási Zoltán; Swanton Charles; Balázs Győrffy; Janina Kulka,Background: Grade 2 breast carcinomas do not form a uniform prognostic group. Aim: Toextend the number of patients and the investigated genes of a previously identifiedprognostic signature described by the authors that reflect chromosomal instability in order torefine characterization of grade 2 breast cancers and identify driver genes. Methods: Usingpublicly available databases; the authors selected 9 target and 3 housekeeping genes thatare capable to divide grade 2 breast carcinomas into prognostic groups. Gene expressionwas investigated by polymerase chain reaction in 249 formalin-fixed; paraffin-embeddedbreast tumors. The results were correlated with relapse-free survival. Results: Histologicallygrade 2 carcinomas were split into good and a poor prognosis groups. Centroid-basedranking showed that 3 genes; FOXM1; TOP2A and CLDN4 were able to separate the …,*,2013,2
