Synthesizing an integrated ontology,Domenico Beneventano; Sonia Bergamaschi; Francesco Guerra; Maurizio Vincini,The Semantic Web exploits semantic markups to provide Web pages with machine-readabledenitions. It thus relies on the a priori existence of ontologies that represent the domains associatedwith the given information sources. This approach relies on the selected reference ontologysaccuracy; but we nd that most ontologies in common use are generic and that the annotationphase (in which semantic annotations connect Web page parts to ontology items) causes a lossof semantics. By involving the sources themselves; our approach builds an ontology that moreprecisely represents the domain. Moreover; the GVV is annotated according to a lexicalontology; which provides an easily understandable meaning to content … In this article; weuse Web documents as a representative information source to describe the Momis methodologysgeneral application. We explore the frameworks main elements and discuss how the …,IEEE Internet Computing,2003,127
COOPERATIVE INFORMATION AGENTS: BEST PAPERS OF CIA 2001 GUEST EDITORS'INTRODUCTION,Matthias Klusch; Franco Zambonelli,This special issues contains a selection of the best papers presented at the FifthInternational Workshop on Cooperative Information Agents; held in Modena; Italy;September 6–8; 2001. Information agent technology has become one of the major keytechnologies for the Internet and the World Wide Web. 2; 5 It mainly emerged as a responseto the challenges of cyberspace from both the technological and human user perspective.Development of information agents requires expertise from different research disciplinessuch as Artificial Intelligence (AI); advanced databases and knowledge base systems;distributed information systems; information retrieval; and Human Computer Interaction(HCI). The Fifth International Workshop on Cooperative Information Agents (CIA) continuedthe tradition by capturing the intrinsic interdisciplinary nature of the above research area …,International Journal of Cooperative Information Systems,2002,4
Agents Supporting Information Integration: The MIKS Framework.,Gionata Gelati; Francesco Guerra; Maurizio Vincini,Abstract During past years we have developed the MOMIS (Mediator envirOnment forMultiple Information Sources) system for the integration of data from structured and semi-structured data sources. In this paper we propose a new system; MIKS (Mediator agent forIntegration of Knowledge Sources); which enriches the MOMIS architecture exploiting theintelligent and mobile agent features.,WOA,2001,4
Supporting image search with tag clouds: a preliminary approach,Francesco Guerra; Giovanni Simonini; Maurizio Vincini,Abstract Algorithms and techniques for searching in collections of data address achallenging task; since they have to bridge the gap between the ways in which usersexpress their interests; through natural language expressions or keywords; and the ways inwhich data is represented and indexed. When the collections of data include images; thetask becomes harder; mainly for two reasons. From one side the user expresses his needsthrough one medium (text) and he will obtain results via another medium (some images).From the other side; it can be difficult for a user to understand the results retrieved; that iswhy a particular image is part of the result set. In this case; some techniques for analyzingthe query results and giving to the users some insight into the content retrieved are needed.In this paper; we propose to address this problem by coupling the image result set with a …,Advances in Multimedia,2015,3
Keyword search and evaluation over relational databases: an outlook to the future,Sonia Bergamaschi; Nicola Ferro; Francesco Guerra; Gianmaria Silvello,Abstract This position paper discusses the need for considering keyword search overrelational databases in the light of broader systems; where keyword search is just one of thecomponents and which are aimed at better supporting users in their search tasks. Thesemore complex systems call for appropriate evaluation methodologies which go beyond whatis typically done today; ie measuring performances of components mostly in isolation or notrelated to the actual user needs; and; instead; able to consider the system as a whole; itsconstituent components; and their inter-relations with the ultimate goal of supporting actualuser search tasks.,Proceedings of the 7th International Workshop on Ranking in Databases,2013,3
Understanding linked open data through keyword searching: the KEYRY approach,Sonia Bergamaschi; Francesco Guerra; Silvia Rota; Yannis Velegrakis,Abstract We introduce KEYRY; a tool for translating keyword queries over structured datasources into queries formulated in their native query language. Since it is not based onanalysis of the data source contents; KEYRY finds application in scenarios where sourceshold complex and huge schemas; apt to frequent changes; such as sources belonging to thelinked open data cloud. KEYRY is based on a probabilistic approach that provides the top-kresults that better approximate the intended meaning of the user query.,Proceedings of the 1st International Workshop on Linked Web Data Management,2011,3
A New Type of Metadata for Querying Data Integration Systems.,Sonia Bergamaschi; Francesco Guerra; Mirko Orsini; Claudio Sartori,Abstract. Research on data integration has provided languages and systems able toguarantee an integrated intensional representation of a given set of data sources. Asignificant limitation common to most proposals is that only intensional knowledge isconsidered; with little or no consideration for extensional knowledge. In this paper wepropose a technique to enrich the intension of an attribute with a new sort of metadata: the“relevant values”; extracted from the attribute values. Relevant values enrich schemata withdomain knowledge; moreover they can be exploited by a user in the interactive process ofcreating/refining a query. The technique; fully implemented in a prototype; is automatic;independent of the attribute domain and it is based on data mining clustering techniquesand emerging semantics from data values. It is parametrized with various metrics for …,SEBD,2007,3
Toward a unified view of data and services,Matteo Palmonari; Francesco Guerra; Andrea Turati; Andrea Maurino; Domenico Beneventano; Emanuele Della Valle; A Sala; D Cerizza,We propose an approach for describing a unified view of dataand services in a peer-to-peerenvironment. The researchareas of data and services are usually represented with dif-ferentmodels and queried by different tools with differentrequirements. Our approach aims atproviding the user witha “complete” knowledge (in terms of data and services) ofa domain.Our proposal is not alternative to the techniquesdeveloped for representing and queryingintegrated data anddiscovering services; but works in conjunction with them byimproving theuser knowledge. We are experimenting the approach within the ItalianFIRB project NeP4B(Networked Peers for Business); whichaims at developing an advanced technologicalinfrastruc-ture to enable companies to search for partners; exchangedata; negotiate andcollaborate without limitations and con-straints.,first International International Workshop on Semantic Data and Service Integration,2007,3
Synthesizing an integrated ontology with MOMIS,Roberta Benassi; Domenico Beneventano; Sonia Bergamaschi; Francesco Guerra; Maurizio Vincini,Abstract–The Mediator EnvirOnment for Multiple Information Sources (MOMIS) aims atconstructing synthesized; integrated descriptions of the information coming from multipleheterogeneous sources; in order to provide the user with a global virtual view of the sourcesindependent from their location and the level of heterogeneity of their data. Such a globalvirtual view is a conceptualization of the underlying domain and then may be thought of asan ontology describing the involved sources. In this article we explore the framework's mainelements and discuss how the output of the integration process can be exploited to create aconceptualization of the underlying domain,International Conference on Knowledge Engineering and Decision Support (ICKEDS). Porto; Portugal,2004,3
SI-Web: a Web Based Interface for the MOMIS Project.,Domenico Beneventano; Sonia Bergamaschi; D Bianco; Francesco Guerra; Maurizio Vincini,Abstract. The MOMIS project (Mediator envirOnment for Multiple Information Sources)developed in the past years allows the integration of data from structured and semi-structured data sources. SI-Designer (Source Integrator Designer) is a designer support toolimplemented within the MOMIS project for semi-automatic integration of heterogeneoussources schemata. It is a java application where all modules involved are available asCORBA Object and interact using established IDL interfaces. The goal of this demonstrationis to present a new tool: SI-Web (Source Integrator on Web); it offers the same features of SI-Designer but it has got the great advantage of being usable on Internet through a webbrowser.,SEBD,2002,3
Towards a Comprehensive Methodological Framework for Integration.,Diego Calvanese; Silvana Castano; Francesco Guerra; Domenico Lembo; Michele Melchiori; Giorgio Terracina; Domenico Ursino; Maurizio Vincini,ЃЯгж д жи аан зйддгжи н ХЭЪЫЬ ж ви йв ж и джг и ОС К г вги к дж з зижй ийж в и ггд ж игв в и йв гжб иж иб ви г ги зижй ийж в з б Йзижй ийж и згйж з бйзи й ж ви Д Е джгк зйддгжигж мдж зз в ей ж з в и жбз г аг а к лз гк ж йв жан в и згйж зИ в гв к б в збз гж и ж гжбйа и гвв Лгж взл ж в г зй ей ж з в и жбз г и и зигж в и згйж зК Ь а ии ж джг а б з вглв в и а и ж ийжз к лЙ з ей жн джг зз в И в з в зий к жн и к ан в и ж ви н жз О И Н И НО℄ К Св и з д д жИ лж зз и гк джг а бз в л з ж и в и а ж зйаиз жж гв л и в в гв г в Си а в в и гв а ж з ж джг иИ ааОС ДСви ж и гвИ Я ж гйз в И в Х в в г Р и жг в гйз и Ыгйж зЕК Ь г а г и з джг и з и Ќв и гв ггбдж вз к б и г гаг а ж б лгж гж и ви ж и гвИ л ж гйз в И в б в в г и жг в гйз згйж з в и к агдб виг зд Ќ ж зйаиз гж и гаагл в и ж и з з Д Е з б ви ви ж и гв г и гб в жгб и жг в гйз згйж зИ Д Е ил ж гйз з в в ей жн в И в Д Е и б в в К Св и з д д ж л гв виж и гв и Ќжзи и з И в л з ж и в и …,KRDB,2001,3
Discovering the topics of a data source: a statistical approach,Sonia Bergamaschi; Davide Ferrari; Francesco Guerra; Giovanni Simonini,Abstract. In this paper; we present a preliminary approach for automatically discovering thetopics of a structured data source with respect to a reference ontology. Our technique relieson a signature; ie; a weighted graph that summarizes the content of a source. Graph-basedapproaches have been already used in the literature for similar purposes. In theseproposals; the weights are typically assigned using traditional information-theoreticalquantities such as entropy and mutual information. Here; we propose a novel data-driventechnique based on composite likelihood to estimate the weights and other main features ofthe graphs; making the resulting approach less sensitive to overfitting. By means of acomparison of signatures; we can easily discover the topic of a target data source withrespect to a reference ontology. This task is provided by a matching algorithm that …,Proceedings of the Workshop on Surfacing the Deep and the Social Web Co-located with the 13th International Semantic Web Conference,2014,2
Relevant values: New metadata to provide insight on attribute values at schema level.,Sonia Bergamaschi; Mirko Orsini; Francesco Guerra; Claudio Sartori,Abstract: Research on data integration has provided languages and systems able toguarantee an integrated intensional representation of a given set of data sources. Asignificant limitation common to most proposals is that only intensional knowledge isconsidered; with little or no consideration for extensional knowledge. In this paper wepropose a technique to enrich the intension of an attribute with a new sort of metadata: the“relevant values”; extracted from the attribute values. Relevant values enrich schemata withdomain knowledge; moreover they can be exploited by a user in the interactive process ofcreating/refining a query. The technique; fully implemented in a prototype; is automatic;independent of the attribute domain and it is based on data mining clustering techniquesand emerging semantics from data values. It is parametrized with various metrics for …,ICEIS (1),2007,2
An agent framework for supporting the MIKS integration process.,Domenico Beneventano; Sonia Bergamaschi; Gionata Gelati; Francesco Guerra; Maurizio Vincini,Abstract—Providing an integrated access to multiple hetero-geneous sources is achallenging issue in global information systems for cooperation and interoperability. In thepast; companies have equipped themselves with data storing systems building upinformative systems containing data that are related one another; but which are oftenredundant; not homogeneous and not always semantically consistent. Moreover; to meet therequirements of global; Internet-based information systems; it is important that the toolsdeveloped for supporting these activities are semi-automatic and scalable as much aspossible. To face the issues related to scalability in the large-scale; in this paper we proposethe exploitation of mobile agents in the information integration area; and; in particular; theroles they play in enhancing the feature of the MOMIS infrastructure. MOMIS (Mediator …,WOA,2002,2
Using big data to support automatic Word Sense Disambiguation,Giovanni Simonini; Francesco Guerra,Word Sense Disambiguation (WSD) usually relies on data structures built upon the words tobe disambiguated. This is a time-consuming process that requires a huge computationaleffort. In this paper; we propose an approach to automatically build a generic senseinventory (called iSC) to be used as a reference for disambiguation. The sense inventory isbuilt extracting insight from Big Data exploiting a community detection algorithm. Sincegenerate taking into account large corpora of data; the iSC is independent of the domain ofapplication and of predefined target words.,High Performance Computing & Simulation (HPCS); 2014 International Conference on,2014,1
Introduction to the special issue on semantic web data management,Roberto De Virgilio; Fausto Giunchiglia; Francesco Guerra; Letizia Tanca; Yannis Velegrakis,*,*,2012,1
Understanding the Semantics of Keyword Queries on Relational Data Without Accessing the Instance,Sonia Bergamaschi; Elton Domnori; Francesco Guerra; Silvia Rota; Raquel Trillo Lado; Yannis Velegrakis,Abstract The simplicity of keyword queries has made them particularly attractive to thetechnically unskilled user base; tending to become the de facto standard for querying on theweb. Unfortunatelly; alongside its simplicity; came also the loose semantics. Researchershave; for a long time; studied ways to understand the keyword query semantics and retrievethe most relevant data artifacts. For the web; these artifacts were documents; thus; anysemantics discovering effort was based mainly on statistics about the appearance of thekeywords in the documents. Recently; there has been an increasing interest in publishingstructural data on the web; allowing users to exploit valuable resources that have so farbeen kept private within companies and organizations. These sources support onlystructural queries. If they are to become available on the web and be queried; the queries …,*,2012,1
Searching for data and services,Francesco Guerra; Andrea Maurino; Matteo Palmonari; Gabriella Pasi; Antonio Sala,Abstract. The increasing availability of data and eServices on the Web allows users tosearch for relevant information and to perform operations through eServices. Currenttechnologies do not support users in the execution of such activities as a unique task; thususers have first to find interesting information; and then; as a separate activity; to find anduse eServices. In this paper we present a framework able to query an integrated view ofheterogeneous data and to search for eServices related to retrieved data.,Camogli (Genova); Italy June 25th; 2009 Co-located with SEBD,2009,1
SOAP-enabled web services for knowledge management,Ilario Benetti; Francesco Guerra; Maurizio Vincini; Sonia Bergamaschi,The widespread diffusion of the World Wide Web among medium/small companies yields ahuge amount of information to make business available online. Nevertheless theheterogeneity of that information; forces even trading partners involved in the same businessprocess to face daily interoperability issues. The challenge is the integration of distributedbusiness processes; which; in turn; means integration of heterogeneous data coming fromdistributed sources. This paper presents the new web services-based architecture of theMOMIS (Mediator envirOnment for Multiple Information Sources) framework that enhancesthe semantic integration features of MOMIS; leveraging new technologies such as XML webservices and the SOAP protocol. The new architecture decouples the different MOMISmodules; publishing them as XML web services. Since the SOAP protocol used to access …,International journal of Web engineering and technology,2004,1
The WINK project for Virtual Enterprise and Integration,D Beneventano; S Bergamaschi; D Gazzotti; G Gelati; F Guerra; M Vincini,*,*,2002,1
Exploiting extensional knowledge for query reformulation and object fusion in a data integration system,Domenico Beneventano; Sonia Bergamaschi; Francesco Guerra; Maurizio Vincini,Query processing in global information systems integrating multiple heterogeneous sourcesis a challenging issue in relation to the effective extraction of information available on-line. Inthis paper we propose intelligent; tool-supported techniques for querying global informationsystems integrating both structured and semistructured data sources. The techniques havebeen developed in the environment of a data integration; wrapper/mediator based system;MOMIS; and try to achieve two main goals: optimized query reformulation wrt local sourcesand object fusion; ie grouping together information (from the same or different sources)about the same real-world entity. The developed techniques rely on the availability ofintegrationknowledge; ie local source schemata; a virtual mediated schema and its mappingdescriptions; that is semantic mappings wrt the underlying sources both at the intensional …,Sistemi Evoluti per Basi di Dati (SEBD 2001),2001,1
Mobile Agents for Information Integration,Sonia Bergamaschi; Giacomo Cabri; Francesco Guerra; Letizia Leonardi; M Vincini; Franco Zambonelli,Abstract. The large amount of information that is spread over the Internet is an importantresource for all people but also introduces some issues that must be faced. The dynamismand the uncertainty of the Internet; along with the heterogeneity of the sources of informationare the two main challanges for the today's technologies. This paper proposes an approachbased on mobile agents integrated in an information integration infrastructure. Mobileagents can significantly improve the design and the development of Internet applicationsthanks to their characteristics of autonomy and adaptability to open and distributedenvironments; such as the Internet. MOMIS (Mediator envirOnment for Multiple InformationSources) is an infrastructure for semi-automatic information integration that deals with theintegration and query of multiple; heterogeneous information sources (relational; object …,*,2001,1
The Prosumer Paradigm for Life Cycle Assessment Services,Francesco Guerra; Maurizio Vincini,ABSTRACT Enterprises; governments; and government agencies have started to publishtheir data on the Internet; especially in the form of open structured data sources. The realexploitation of these free; large open data sources is more and more becoming a crucialactivity for obtaining information and knowledge (ie competitive elements) in severalbusiness sectors. In addition; with the proliferation of Web 2.0 techniques and applicationssuch as blogs; wikis; tagging systems; and mashups; the notion of user-centricity has gaineda significant momentum to put ordinary users in the leading role of delivering exciting andpersonalized content and services. The term “prosumer;” coined by the futurist Alvin Tofflerin 1980; has been often referenced in business-related contexts to identify this situation. Thechapter describes the application of the “prosumer paradigm” to a real data integration …,*,2014,*
The Editorial Board of International Orthopaedics together with Springer Publishing wish to acknowledge the following colleagues who by their commitment and har...,Aaron Biing Ng; Alan Ivković; Aleksi Reito; Ales Iglic; An Sermon; Andreas Leithner; Andrew Quaile; Anthony John Hall; BM Jolles; Bartolomeo Allende; Bernd Wegener; Bin Yu; Boris Hollinger; Carsten Englert; Chen Yh; Chi-Chuan Wu; Christian Bahrs; Christian Luering; Christian Merle; Christian Wurnig; Christian Heisel; Christian-Dominik Peterlein; Christof A Müller; Christoph EIngartner; Christoph von Schulze Pellengahr; Chunlin Zhang; Claudio Dora; Claus Johansen; Corne van Loon; Cyril Mauffrey; Cyril Toma; Daisuke Araki; Damir Hudetz; Dario Sambunjak; Dario Perugia; David Aronsson; David Backstein; David DeJour; Dean Pakvis; Dieter Rosenbaum; Dirk Wähnert; Dirk Boehm; Domagoj Delimar; Elizaveta Kon; Emmanuel A Audenaert; Enrique Saavedra; Enrique Guerado; Erhan Basad; Francesco Cenni; Francesco Oliva; Francesco Falez; Frederic P Jacquot; Frédéric A Schuind; Fritz Thorey; Galal Z Said; Georg Gradl; Gerhon Volpin; Gerold Labek; Giles R Scuderi; Giuseppe Musumeci; Goetz Welsch; Goran Augustin; Goran Bicanic; Grey Giddins; Guillaume Demey; Gunther H Sandmann; Hans van den Wyngaert; Helmut Lill; Henrica Maria Jannetta van der Linden; Herbert Resch; Hisashi Oishi; Hsiao-Li Ma; Ian McDermott; Ian J Leslie; Igor Boric; Jacques Caton; Jake Heiney; James P Waddell; Jean Legaye; Jean-Pierre Courpied; Jean-Yves Jenny,The Editorial Board of International Orthopaedics together with Springer Publishing wish toacknowledge the following colleagues who by their commitment and hard work in reviewingpapers submitted to International Orthopaedics in 2012 have contributed to the maintenanceof the quality of the journal's published articles and to speeding of the editorial process:,International Orthopaedics (SICOT),2013,*
Agents and Peer-to-Peer Computing: 7th International Workshop; AP2PC 2008; Estoril; Portugal; May 13; 2008 and 8th International Workshop; AP2PC 2009; Buda...,Domenico Beneventano; Zoran Despotovic; Francesco Guerra; Sam Joseph; Gianluca Moro; Adrian Perreau de Pinninck,This book constitutes the thoroughly refereed post-workshop proceedings of the 7thInternational Workshop on Agents and Peer-to-Peer Computing; AP2PC 2008; held inEstoril; Portugal; in May 2008 and the 8th International Workshop on Agents and Peer-to-Peer Computing; AP2PC 2009; held in Budapest; Hungary; May 2009; co-located with theInternational Joint Conference on Autonomous Agents and Multi-Agent Systems; AAMAS.The 13 revised full papers presented were carefully reviewed and selected from numeroussubmissions. The volume is organized in topical sections on social welfare; distributedinformation sharing; and network organization and efficiency.,*,2012,*
Storing and Indexing Massive RDF Datasets,George Fletcher; Jan Hidders; Yongming Luo; Francois Picalausa; Stijn Vansummeren; Roberto De Virgilio; Francesco Guerra; Yannis Velegrakis,Résumé: In this chapter we present a general survey of the currentstate of the art in RDFstorage and indexing. In the flurry ofresearch on RDF data management in the last decade;we can identifythree different perspectives on RDF:(1) a relational perspective;(2) an entityperspective; and (3) a graph-based perspective. Eachof these three perspectives has drawnfrom ideas and results inthree distinct research communities to propose solutionsformanaging RDF data: relational databases (for the relationalperspective); informationretrieval (for the entity perspective); and graph theory and graph databases (for the graph-basedperspective). Our goal in this chapter is to give an up-to-dateoverview ofreprespentative solutions within each perspective.,Semantic Search over the Web,2012,*
Working in a dynamic environment: the nep4b approach as a MAS,Sonia Bergamaschi; Francesco Guerra; Federica Mandreoli; Maurizio Vincini,Abstract Integration of heterogeneous information in the context of Internet is becoming akey activity to enable a more organized and semantically meaningful access to several kindsof information in the form of data sources; multimedia documents and web services. InNeP4B (Networked Peers for Business); a project funded by the Italian Ministry of Universityand Research; we developed an approach for providing a uniform representation of data;multimedia and services; thus allowing users to obtain sets of data; multimedia documentsand lists of webservices as query results. NeP4B is based on a P2P network of semanticpeers; connected one with each other by means of automatically generated mappings. Inthis paper we present a new architecture for NeP4B; based on a Multi-Agent System. Weclaim that such a solution may be more efficient and effective; thanks to the agents …,*,2012,*
Keyword-based Search in Data Integration Systems.,Sonia Bergamaschi; Elton Domnori; Francesco Guerra; Raquel Trillo Lado; Yannis Velegrakis,Abstract. In this paper we describe Keymantic; a framework for translating keyword queriesinto SQL queries by assuming that the only available information is the source metadata; ie;schema and some external auxiliary information. Such a framework finds application whenonly intensional knowledge about the data source is available like in Data IntegrationSystems.,SEBD,2011,*
Semantic Analysis for an Advanced ETL framework,Sonia Bergamaschi; Francesco Guerra; Mirko Orsini; Claudio Sartori; Maurizio Vincini,Abstract. In this paper we propose a system supporting the semi-automatic definition of inter-attribute mappings and transformation functions used as ETL tool in a data warehouseproject. The tool supports both schema level analysis; exploited for the mapping definitionsamongst the data sources and the data warehouse; and instance level operations; exploitedfor defining transformation functions that integrate in a common representation data comingfrom multiple sources.,Camogli (Genova); Italy June 25th; 2009 Co-located with SEBD,2009,*
Searching for Data and Services,A Sala; G Pasi; M Palmonari; A Maurino; F Guerra,Attenzione: i dati modificati non sono ancora stati salvati. Per confermare inserimenti ocancellazioni di voci è necessario confermare con il tasto SALVA/INSERISCI in fondo alla paginaIRIS logo nascondi/visualizza icone a destra nascondi/visualizza menu in alto. Aiuto. Login …,International Workshop on Service and Data Integration,2009,*
The SEWASIE MAS for semantic search,Domenico Beneventano; Sonia Bergamaschi; Francesco Guerra; Maurizio Vincini,The capillary diffusion of the Internet has made available access to an overwhelmingamount of data; allowing users having benefit of vast information. However; information isnot really directly available: internet data are heterogeneous and spread over differentplaces; with several duplications; and inconsistencies. The integration of suchheterogeneous inconsistent data; with data reconciliation and data fusion techniques; maytherefore represent a key activity enabling a more organized and semantically meaningfulaccess to data sources. Some issues are to be solved concerning in particular the discoveryand the explicit specification of the relationships between abstract data concepts and theneed for data reliability in dynamic; constantly changing network. Ontologies provide a keymechanism for solving these challenges; but the web's dynamic nature leaves open the …,Digital Information Management; 2007. ICDIM'07. 2nd International Conference on,2007,*
An Incremental Method for Meaning Elicitation of a Domain Ontology.,Sonia Bergamaschi; Laura Po; Maurizio Vincini; Paolo Bouquet; Daniel Giacomuzzi; Francesco Guerra,Abstract—Internet has opened the access to an overwhelming amount of data; requiring thedevelopment of new applications to automatically recognize; process and manageinformation available in web sites or web-based applications. The standard Semantic Webarchitecture exploits ontologies to give a shared (and known) meaning to each web sourceelements. In this context; we developed MELIS (Meaning Elicitation and Lexical IntegrationSystem). MELIS couples the lexical annotation module of the MOMIS system with somecomponents from CTXMATCH2. 0; a tool for eliciting meaning from several types of schemasand match them. MELIS uses the MOMIS',SWAP,2006,*
The WINK Project for Virtual Enterprise Networking and Integration.,Domenico Beneventano; Sonia Bergamaschi; Davide Gazzotti; Gionata Gelati; Francesco Guerra; Maurizio Vincini; VIA MATTEOTTI,Abstract To stay competitive (or sometimes simply to stay) on the market companies andmanufacturers more and more often have to join their forces to survive and possibly flourish.Among other solutions; the last decade has experienced the growth and spreading of anoriginal business model called Virtual Enterprise. To manage a Virtual Enterprise moderninformation systems have to tackle technological issues as networking; integration andcooperation. The WINK project; born form the partnership between University of Modenaand Reggio Emilia and Gruppo Formula; addresses these problems. The ultimate goal is todesign; implement and finally test on a pilot case (provided by Alenia); the WINK system; ascombination of two existing and promising software systems (the WHALES and MIKSsystems); to provide the Virtual Enterprise requirement for data integration and …,SEBD,2002,*
WI 2012 Non-PC Reviewers,Abdulmohsen Algarni; Zahra Amin Nayeri; Hongbo Chen; Gianluigi Folino; Sebastien FOURNIER; Bin Gao; Marco Gori; Francesco Guerra; Kevin Ho; Sorn Jarukasemratana; Hong Jia; Danielle Lee; Yicong Liang; Jennifer Lin; Yuanchao Ma; Zongyang Ma; Xudong Mao; Elio Masciari; Jacopo Mauro; Takeshi Morita; Aslam Muhammad; Dinh-Khoa Nguyen; Gianvito Pio; Supaporn Spanurattana; Xuhong Zhang; Tingting Zhong,A not-for-profit organization; IEEE is the world's largest technical professional organization dedicatedto advancing technology for the benefit of humanity. © Copyright 2017 IEEE - All rightsreserved. Use of this web site signifies your agreement to the terms and conditions.,*,*,*
Component Based Software Engineering has now emerged as a discipline for system development. After years of battle between component platforms; the need for...,B Henderson-Sellers; J Ralyté; P De Meo; G Terracina; D Ursino; D Beneventano; S Bergamaschi; F Guerra; M Vincini; K Kotis; A Papasalouros; G Vouros; N Pappas; K Zoumpatianos,P. Poizat; J.-C. Royer: A Formal Architectural Description Language based on Symbolic TransitionSystems and Temporal Logic Component Based Software Engineering has now emerged asa discipline for system development. After years of battle between component platforms; the needfor means to abstract away from specific implementation details is now recognized. This …B. Henderson-Sellers; J. Ralyté: Situational Method Engineering: State-of-the-Art Review Thesituational method engineering (SME) literature is surveyed and a synoptic evaluation presentedin the context of formalizing and regularizing the conceptual framework and underpinningtheory. Metamodels proposed for use in SME are … P. De Meo; G. Terracina; D. Ursino:X-Global: a System for the "Almost Automatic" and Semantic Integration of XML Sources at VariousFlexibility Levels In this paper we propose … D. Beneventano; S. Bergamaschi; F …,*,*,*
B. Henderson-Sellers; J. Ralyté,I Navas-Delgado; JF Aldana-Montes; V Di Lecce; M Calabrese; D Soldo; D Beneventano; S Bergamaschi; F Guerra; M Vincini; L Borzemski,B. Henderson-Sellers; J. Ralyté: Situational Method Engineering: State-of-the-Art Review Thesituational method engineering (SME) literature is surveyed and a synoptic evaluation presentedin the context of formalizing and regularizing the conceptual framework and underpinningtheory. Metamodels proposed for use in SME are … I. Navas-Delgado; JFAldana-Montes: Extending SD-Core for Ontology-based Data Integration This paper describesthe main elements of a functional platform for building Semantic Web Applications; the SemanticDirectory (additional information can be found at http://khaos.uma.es/SD-Core). A Semantic Directoryprovides a resource directory … V. Di Lecce; M. Calabrese; D. Soldo: Fingerprinting LexicalContexts over the Web In this paper a novel technique for identifying lexical contexts in web resourcesis presented. The basic idea is to consider web site anchortexts as lexicalized …,*,*,*
Organization Committee,Denilson Barbosa; Rachel Pottinger; Grigoris Antoniou; ICS FORTH; Greece Smriti Bhagat; Vanessa Braganholo; Diego Calvanese; Paolo Cappellari; Roberto De Virgilio; Irini Fundulaki; Greece James Geller; Fausto Giunchiglia; Claudio Gutierrez; Andreas Harth; Zachary Ives; Solmaz Kolahi; Spyros Kotoulas; Carlos Eduardo Santos Pires; Kai-Uwe Sattler; Martin Theobald; Thanh Tran; Cong Yu; Francesco Guerra; Yannis Velegrakis,The Data Engineering Meets the Semantic Web (DESWEB) workshop series aims atbringing together researchers; developers and practitioners working in the intersectionbetween Databases and the Semantic Web. DESWEB welcomes work related to:(1) the useof Semantics in data management (eg; semanticaware schema matching; and he use ofsemantics in annotation; lineage and provenance of data);(2) Management of Semantic WebData (eg; languages; tools; and methodologies for representing and managing SemanticWeb data); and (3) Semantic Search and Linked Open Data (eg; Searching for and rankingontologies; Social Networking and the Semantic Web; and Semantic-aware searchengines). This third edition of DESWEB features a keynote presentation and four peer-reviewed articles (selected out of twelve submissions). In the keynote “Making the …,*,*,*
DQMST 2012 Workshop Organizing Committee,Mouzhi Ge; Christian Fuerber; Martin Hepp; Ismael Caballero; Markus Helfert; Yang Lee; Andy Koronios; Dietmar Jannach; Cinzia Cappiello; Andrea Maurino; Paolo Missier; Owen Foley; Ying Su; Lorena Etcheverry; Maria Madlberger; Vojtech Svatek; Francesco Guerra; César Guerra; Adriana Marota; Bene Rodriguez-Castro; María Espona; Thoa Pham; Leena Suhl; Mielke Michael,Workshop Chairs Mouzhi Ge; Universitaet der Bundeswehr; Munich; Germany ChristianFuerber; Universitaet der Bundeswehr; Munich; Germany Martin Hepp; Universitaet derBundeswehr; Munich; Germany … Program Committee Ismael Caballero; University ofCastilla-La Mancha; Spain Markus Helfert; Dublin City University; Ireland Yang Lee; NortheasternUniversity; USA Andy Koronios; University of South Australia; Australia Dietmar Jannach; TechnicalUniversity Dortmund; Germany Cinzia Cappiello; Politecnico di Milano; Italy AndreaMaurino; University of Milano Bicocca; Italy Paolo Missier; Newcastle University; UK OwenFoley; Galway Mayo Institute of Technology; Ireland Ying Su; Institute of Scientific and TechnicalInformation of China; China Lorena Etcheverry; Universidad de La República; Uruguay MariaMadlberger; Webster Vienna Private University; Austria Vojtech Svatek; University of …,*,*,*
