Service-oriented computing,M. P Papazoglou; D Georgakopoulos,*,Communications of the ACM,2003,3766
Dynamic configuration of sensors using mobile sensor hub in internet of things paradigm,Charith Perera; Prem Jayaraman; Arkady Zaslavsky; Peter Christen; Dimitrios Georgakopoulos,Internet of Things (IoT) envisions billions of sensors to be connected to the Internet. Bydeploying intelligent low-level computational devices such as mobile phones in-betweensensors and cloud servers; we can reduce data communication with the use of intelligentprocessing such as fusing and filtering sensor data; which saves significant amount ofenergy. This is also ideal for real world sensor deployments where connecting sensorsdirectly to a computer or to the Internet is not practical. Most of the leading IoT middlewaresolutions require manual and labour intensive tasks to be completed in order to connect amobile phone to them. In this paper we present a mobile application called Mobile SensorHub (MoSHub). It allows variety of different sensors to be connected to a mobile phone andsend the data to the cloud intelligently reducing network communication. Specifically; we …,Intelligent Sensors; Sensor Networks and Information Processing; 2013 IEEE Eighth International Conference on,2013,30
Sensor discovery and configuration framework for the internet of things paradigm,Charith Perera; Prem Prakash Jayaraman; Arkady Zaslavsky; Dimitrios Georgakopoulos; Peter Christen,Internet of Things (IoT) will comprise billions of devices that can sense; communicate;compute and potentially actuate. The data generated by the Internet of Things are valuableand have the potential to drive innovative and novel applications. The data streams comingfrom these devices will challenge the traditional approaches to data management andcontribute to the emerging paradigm of big data. One of the most challenging tasks beforecollecting and processing data from these devices (eg sensors) is discovering andconfiguring the sensors and the associated data streams. In this paper; we propose a toolcalled SmartLink that can be used to discover and configure sensors. Specifically;SmartLink; is capable of discovering sensors deployed in a particular location despite theirheterogeneity (eg different communication protocols; communication sequences …,Internet of Things (WF-IoT); 2014 IEEE World Forum on,2014,28
Do-it-Yourself Digital Agriculture applications with semantically enhanced IoT platform,Prem Prakash Jayaraman; Doug Palmer; Arkady Zaslavsky; Dimitrios Georgakopoulos,Internet of Things (IoT) enables various applications (crop growth monitoring and selection;irrigation decision support; etc) in Digital Agriculture domain. Semantic enhancements to IoTplatforms address challenges of interoperability; data fusion; integration of heterogeneousIoT silos; annotation of data streams; just to name a few. This paper discusses the recentlydeveloped OpenIoT platform which demonstrated its applicability and efficiency in a numberof use cases; including a Digital Agriculture use case (Phenonet). An ontology to representPhenonet domain concepts in order to facilitate smart collection; annotation; validation;processing and storing of data streams from sensors in the field has been proposed and theresults of experimental study; related semantic queries and reasoning using the ontologyare presented. A Do-It-Yourself principle-driven zero-programming enabling Phenonet …,Intelligent Sensors; Sensor Networks and Information Processing (ISSNIP); 2015 IEEE Tenth International Conference on,2015,26
Supporting cooperation in enterprise scale distributed object systems,Frank Manola; Dimitrios Georgakopoulos; Sandra Heiler; Benjamin Hurwitz; Gail Mitchell; Farshad Nayeri,*,Cooperative Information Systems: Trends and Directions. Academic Press; London,1998,26
Report from the NSF workshop on workflow and process automation in information systems,Amit Sheth; Dimitrios Georgakopoulos; Stef MM Joosten; Marek Rusinkiewicz; Walt Scacchi; Jack Wileden; Alexander L Wolf,Abstract An interdisciplinary research community needs to address challenging issuesraised by applying workflow management technology in information systems. Thisconclusion results from the NSF workshop on Workflow and Process Automation inInformation Systems which was held at the State Botanical Garden of Georgia during May 8-10; 1996. The workshop brought together active researchers and practitioners from severalcommunities; with significant representation from database and distributed systems;software process and software engineering; and computer supported cooperative work. Thepresentations given at the workshop are available in the form of an electronic proceedings ofthis workshop at http://lsdis. cs. uga. edu/activities/). This report is the joint work of selectedrepresentatives from the workshop and it documents the results of significant group …,ACM SIGSOFT Software Engineering Notes,1997,25
Semantic-driven configuration of internet of things middleware,Charith Perera; Arkady Zaslavsky; Michael Compton; Peter Christen; Dimitrios Georgakopoulos,We are currently observing emerging solutions to enable the Internet of Things (IoT).Efficient and feature rich IoT middeware platforms are key enablers for IoT. However; due tocomplexity; most of these middleware platforms are designed to be used by IT experts. Inthis paper; we propose a semantics-driven model that allows non-IT experts (eg plantscientist; city planner) to configure IoT middleware components easier and faster. Such toolsallow them to retrieve the data they want without knowing the underlying technical details ofthe sensors and the data processing components. We propose a Context Aware SensorConfiguration Model (CASCoM) to address the challenge of automated context-awareconfiguration of filtering; fusion; and reasoning mechanisms in IoT middleware according tothe problems at hand. We incorporate semantic technologies in solving the above …,Semantics; Knowledge and Grids (SKG); 2013 Ninth International Conference on,2013,24
IOTSim: A simulator for analysing IoT applications,Xuezhi Zeng; Saurabh Kumar Garg; Peter Strazdins; Prem Prakash Jayaraman; Dimitrios Georgakopoulos; Rajiv Ranjan,Abstract A disruptive technology that is influencing not only computing paradigm but everyother business is the rise of big data. Internet of Things (IoT) applications are considered tobe a major source of big data. Such IoT applications are in general supported throughclouds where data is stored and processed by big data processing systems. In order toimprove the efficiency of cloud infrastructure so that they can efficiently support IoT big dataapplications; it is important to understand how these applications and the corresponding bigdata processing systems will perform in cloud computing environments. However; given thescalability and complex requirements of big data processing systems; an empiricalevaluation on actual cloud infrastructure can hinder the development of timely and costeffective IoT solutions. Therefore; a simulator supporting IoT applications in cloud …,Journal of Systems Architecture,2017,22
Internet of things: from internet scale sensing to smart services,Dimitrios Georgakopoulos; Prem Prakash Jayaraman,Abstract The internet of things (IoT) is the latest web evolution that incorporates billions ofdevices (such as cameras; sensors; RFIDs; smart phones; and wearables); that are ownedby different organizations and people who are deploying and using them for their ownpurposes. Federations of such IoT devices (we refer to as IoT things) can deliver theinformation needed to solve internet-scale problems that have been too difficult to obtainand harness before. To realize this unprecedented IoT potential; we need to develop IoTsolutions for discovering the IoT devices each application needs; collecting and integratingtheir data; and distilling the high value information each application needs. We also need toprovide solutions that permit doing these tasks in real-time; on the move; in the cloud; andsecurely. In this paper we present an overview of a collection of IoT solutions (which we …,Computing,2016,22
Transaction management in multidatabase systems,Dimitrios Georgakopoulos,Abstract The concept of Multidatabase Systems (MDBS) was introduced to supportapplications that access data stored in multiple databases; controlled by autonomous andpossibly heterogeneous Local Database Systems (LDBSs). The autonomy and theheterogeneity of the LDBSs causes several new problems in multidatabase transactionmanagement that do not exist in other distributed database systems. The primary difficulty inenforcing global serializability in a multidatabase environment is due to the fact thattransaction execution and serialization orders can be different. To determine theserialization order of global transactions the MDBS must take into account conflicts causedby local transactions. However; due to the autonomy of the LDBSs such information is notavailable. A serious problem in multidatabase recovery is that MDBS recovery actions …,*,1991,21
Internet of Things (IoT): Smart and Secure Service Delivery,Elisa Bertino; Kim-Kwang Raymond Choo; D Georgakopoulos; Surya Nepal,Abstract The Internet of Things (IoT) is the latest Internet evolution that incorporates adiverse range of things such as sensors; actuators; and services deployed by differentorganizations and individuals to support a variety of applications. The information capturedby IoT present an unprecedented opportunity to solve large-scale problems in thoseapplication domains to deliver services; example applications include precision agriculture;environment monitoring; smart health; smart manufacturing; and smart cities. Like all otherInternet based services in the past; IoT-based services are also being developed anddeployed without security consideration. By nature; IoT devices and services are vulnerableto malicious cyber threats as they cannot be given the same protection that is received byenterprise services within an enterprise perimeter. While IoT services will play an …,ACM Transactions on Internet Technology,2016,20
Privacy protection for wireless medical sensor data,Xun Yi; Athman Bouguettaya; Dimitrios Georgakopoulos; Andy Song; Jan Willemson,In recent years; wireless sensor networks have been widely used in healthcare applications;such as hospital and home patient monitoring. Wireless medical sensor networks are morevulnerable to eavesdropping; modification; impersonation and replaying attacks than thewired networks. A lot of work has been done to secure wireless medical sensor networks.The existing solutions can protect the patient data during transmission; but cannot stop theinside attack where the administrator of the patient database reveals the sensitive patientdata. In this paper; we propose a practical approach to prevent the inside attack by usingmultiple data servers to store patient data. The main contribution of this paper is securelydistributing the patient data in multiple data servers and employing the Paillier and ElGamalcryptosystems to perform statistic analysis on the patient data without compromising the …,IEEE transactions on dependable and secure computing,2016,20
MediaWise cloud content orchestrator,Rajiv Ranjan; Karan Mitra; Dimitrios Georgakopoulos,Abstract The growing ubiquity of Internet and cloud computing is having significant impacton media-related industries. These industries are using the Internet and cloud as a mediumto enable creation; search; management and consumption of their content. Primarily;Content Delivery Networks (CDNs) are deployed for distributing multimedia content to theend-users. However; existing approaches to architecting CDNs have several limitations.Firstly; they do not harness multiple public cloud services for optimizing cost to performanceratio. Secondly; they lack support for dynamic and personalized content creation anddistribution. Finally; they do not support end-to-end content lifecycle operations (production;deployment; consumption; personalization; and distribution). To overcome these limitations;in this paper; we propose; develop and validate a novel system called MediaWise Cloud …,Journal of Internet Services and Applications,2013,20
An iterative hierarchical key exchange scheme for secure scheduling of big data applications in cloud computing,Chang Liu; Xuyun Zhang; Chengfei Liu; Yun Yang; Rajiv Ranjan; Dimitrios Georgakopoulos; Jinjun Chen,As the new-generation distributed computing platform; cloud computing environments offerhigh efficiency and low cost for data-intensive computation in big data applications. Cloudresources and services are available in pay-as-you-go mode; which brings extraordinaryflexibility and cost-effectiveness as well as zero investment in their own computinginfrastructure. However; these advantages come at a price-people no longer have directcontrol over their own data. Based on this view; data security becomes a major concern inthe adoption of cloud computing. Authenticated Key Exchange (AKE) is essential to asecurity system that is based on high efficiency symmetric-key encryption. With virtualizationtechnology being applied; existing key exchange schemes such as Internet Key Exchange(IKE) becomes time-consuming when directly deployed into cloud computing …,Trust; Security and Privacy in Computing and Communications (TrustCom); 2013 12th IEEE International Conference on,2013,20
Teamware: An evaluation of key technologies and open problems,Dimitrios Georgakopoulos,Abstract Tools and technologies aiming to support electronic teamwork are constantlyimproving. However; the landscape of supporting technologies and tools is fragmented; andcomprehensive solutions that fully realize the promises of electronic collaboration remain anelusive goal. In this paper; we describe and relate the capabilities of workflow systems;groupware tools; and content management system by introducing a framework that providescommon concepts and reference architectures. To evaluate these technologies from theperspective of teamwork and collaboration; we discuss the requirements of a specificapplication domain and describe which requirements each of these technologies canaddress. In addition; we identify currently unsupported requirements and proposecorresponding areas for additional research.,Distributed and Parallel Databases,2004,19
Process-based e-service composition for modeling and automating zero latency supply chains,Dimitrios Georgakopoulos; Hans Schuster; Andrzej Cichocki; Donald Baker,Abstract E-services are teams of applications and humans (participating electronically) thatwork together to provide a service or a product. Virtual Enterprises (VEs) are business ororganizations that provide products or services that are created and managed by combiningand wrapping e-services provided by multiple independent enterprises. To operateefficiently VEs must form supply chains that utilize and manage e-services. In this paper; wepropose a Service Oriented Process model (SOP) and describe the architecture and thebasic design principles of the Collaboration Management Infrastructure (CMI); a system thatsupports SOP. SOP permits modeling of e-services and provides for e-service integration toconstruct efficient multi-enterprise supply chains. This is accomplished by modelingcomposite e-services as Multi-Enterprise Processes (MEPs). In particular; SOP supports …,Information Systems Frontiers,2002,19
Internet of things platform for smart farming: Experiences and lessons learnt,Prem Prakash Jayaraman; Ali Yavari; Dimitrios Georgakopoulos; Ahsan Morshed; Arkady Zaslavsky,Improving farm productivity is essential for increasing farm profitability and meeting therapidly growing demand for food that is fuelled by rapid population growth across the world.Farm productivity can be increased by understanding and forecasting crop performance in avariety of environmental conditions. Crop recommendation is currently based on datacollected in field-based agricultural studies that capture crop performance under a variety ofconditions (eg; soil quality and environmental conditions). However; crop performance datacollection is currently slow; as such crop studies are often undertaken in remote anddistributed locations; and such data are typically collected manually. Furthermore; the qualityof manually collected crop performance data is very low; because it does not take intoaccount earlier conditions that have not been observed by the human operators but is …,Sensors,2016,18
MOSDEN: a scalable mobile collaborative platform for opportunistic sensing applications,Prem Prakash Jayaraman; Charith Perera; Dimitrios Georgakopoulos; Arkady Zaslavsky,Abstract: Mobile smartphones along with embedded sensors have become an efficientenabler for various mobile applications including opportunistic sensing. The hi-techadvances in smartphones are opening up a world of possibilities. This paper proposes amobile collaborative platform called MOSDEN that enables and supports opportunisticsensing at run time. MOSDEN captures and shares sensor data across multiple apps;smartphones and users. MOSDEN supports the emerging trend of separating sensors fromapplication-specific processing; storing and sharing. MOSDEN promotes reuse and re-purposing of sensor data hence reducing the efforts in developing novel opportunisticsensing applications. MOSDEN has been implemented on Android-based smartphones andtablets. Experimental evaluations validate the scalability and energy efficiency of …,arXiv preprint arXiv:1405.5867,2014,18
Collaboration management infrastructure in crisis response situations,Dimitrios Georgakopoulos; Hans Schuster; Andrzej Cichocki; Donald Baker,*,Proc. 16th Int. Conference on Data Engineering (ICDE’2000),2000,18
Connecting mobile things to global sensor network middleware using system-generated wrappers,Charith Perera; Arkady Zaslavsky; Peter Christen; Ali Salehi; Dimitrios Georgakopoulos,Abstract Internet of Things (IoT) will create a cyberphysical world where all the things aroundus are connected to the Internet; sense and produce" big data" that has to be stored;processed and communicated with minimum human intervention. With the ever increasingemergence of new sensors; interfaces and mobile devices; the grand challenge is to keepup with this race in developing software drivers and wrappers for IoT things. In this paper; weexamine the approaches that automate the process of developing middlewaredrivers/wrappers for the IoT things. We propose ASCM4GSN architecture to address thischallenge efficiently and effectively. We demonstrate the proposed approach using GlobalSensor Network (GSN) middleware which exemplifies a cluster of data streaming engines.The ASCM4GSN architecture significantly speeds up the wrapper development and …,Proceedings of the eleventh ACM international workshop on data engineering for wireless and mobile access,2012,17
Technologies for E-Services: Second International Workshop; TES 2001; Rome; Italy; September 14-15; 2001. Proceedings,Fabio Casati; Dimitrios Georgakopoulos,Welcome to Free Convection Film Flows and Heat Transfer! Free convection? lm? ows occurin many industrial processes. However; engineers still have to deal with many unresolvedproblems. This book systematically summarizes my recent research results that have beenreferred to and cited by many other researchersinthis? eld. Thepurposeofthisbookistoprovideapractical…to university students; graduate students; design engineers; researchers; and scientistswhowishtofurtherunderstandthech…? lm? ows and heat transfer. I hope this book will serve as a useful tool for them; as well as aguide to future research. This book includes three related parts (1) accelerating convectivebou-ary layers of Newtonian? uids;(2) accelerating? lm boiling and condensation ofNewtonian? uids; and (3) accelerating? lm? ows of non-Newtonian pow-law? uids. Thesephenomena are all caused by buoyancy or gravity; and can be summed up in terms of the …,*,2001,17
Internet of Things and edge cloud computing roadmap for manufacturing,Dimitrios Georgakopoulos; Prem Prakash Jayaraman; Maria Fazia; Massimo Villari; Rajiv Ranjan,The manufacturing industry is exploring the use of Internet of Things and cloud computing toenhance the efficiency of manufacturing plant operations; improve product quality; increasemanufacturers' ability to respond to changing customer demands; and expand to newmarkets. Productivity; quality; safety; and the ability to respond quickly to changingconditions are essential to maintaining the industry's competitiveness.,IEEE Cloud Computing,2016,16
Cross-layer multi-cloud real-time application qos monitoring and benchmarking as-a-service framework,Khalid Alhamazani; Rajiv Ranjan; Prem Prakash Jayaraman; Karan Mitra; Fethi Rabhi; Dimitrios Georgakopoulos; Lizhe Wang,Cloud computing provides on-demand access to affordable hardware (eg; multi-core CPUs;GPUs; disks; and networking equipment) and software (eg; databases; application serversand data processing frameworks) platforms with features such as elasticity; pay-per-use; lowupfront investment and low time to market. This has led to the proliferation of businesscritical applications that leverage various cloud platforms. Such applications hosted onsingle/multiple cloud provider platforms have diverse characteristics requiring extensivemonitoring and benchmarking mechanisms to ensure run-time Quality of Service (QoS)(eg;latency and throughput). This paper proposes; develops and validates CLAMBS—Cross-Layer Multi-Cloud Application Monitoring and Benchmarking as-a-Service for efficient QoSmonitoring and benchmarking of cloud applications hosted on multi-clouds environments …,IEEE Transactions on Cloud Computing,2015,16
Workflow and process automation in Information Systems,Amit Sheth; Dimitrios Georgakopoulos; Stef MM Joosten; Marek Rusinkiewicz; Walt Scacchi; Jack Wileden; Alexander Wolf,*,NSF Workshop,1996,16
An Overview of Cloud Based Content Delivery Networks: Research Dimensions and State-of-the-Art,Meisong Wang; Prem Prakash Jayaraman; Rajiv Ranjan; Karan Mitra; Miranda Zhang; Eddie Li; Samee Ullah Khan; Pathan Mukkaddim; Dimitrios Georgakopoulos,Abstract Content distribution networks (CDNs) using cloud resources such as storage andcompute have started to emerge. Unlike traditional CDNs hosted on private data centers;cloud-based CDNs take advantage of the geographical availability and the pay-as-you-gomodel of cloud platforms. The Cloud-based CDNs (CCDNs) promote content-delivery-as-a-service cloud model. Though CDNs and CCDNs share similar functionalities; introduction ofcloud impose additional challenges that have to be addressed for a successful CCDNdeployment. Several papers have tried to address the issues and challenges around CDNwith varying degree of success. However; to the best of our knowledge there is no cleararticulation of issues and challenges problems within the context of cloud-based CDNs.Hence; this paper aims to identify the open challenges in cloud-based CDNs. In this …,*,2015,15
Collaboration process management for advanced applications,Dimitrios Georgakopoulos,Collaboration management involves capturing collaboration processes; coordinating theactivities of the applications and human participants; and/or providing awareness bycommunicating collaboration-related information to participants. The CollaborationManagement Infrastructure (CMI) has been developed at MCC to manage collaborationprocesses and provide combined process and situation awareness. CMI technologydevelopment is driven by the requirements of many advanced applications provided by thecompanies that are members of the consortial CMI project. Such advanced applicationsinclude crisis mitigation; command control; logistics; service provisioning in virtualenterprises; and collaborative process design. These applications are not effectivelysupported by existing workflow and groupware technologies. Specific requirements …,International Process Technology Workshop,1999,15
Query Processing in a Heterogeneous Multidatabase Environment,M. M. Rusinkiewicz; R. Elmasri; B Czejdo; D. Georgakopoulos; G. Karabatis; A. Jamoussi; K Loa; Y. Li,*,1st Annual IEEE Symposium on Parallel and Distributed Processing,1989,15
A Service Computing Manifesto: The Next 10 Years,Athman Bouguettaya; Munindar Singh; Michael Huhns; Quan Z. Sheng; Hai Dong; Qi Yu; Azadeh Ghari Neiat; Sajib Mistry; Boualem Benatallah; Brahim Medjahed; Mourad Ouzzani; Fabio Casati; Xumin Liu; Hongbing Wang; Dimitrios Georgakopoulos; Liang Chen; Surya Nepal; Zaki Malik; Abdelkarim Erradi; Yan Wang; Brian Blake; Schahram Dustdar; Frank Leymann; Michael Papazoglou,Y GUI JUN PENG shifts the focus from infrastructure and operations to services. But; as weargue here; service computing has not fully reached its potential. Technological advancesprovide an increasing opportunity for service computing. To avoid the mistakes of the past;we propose a manifestoa—a community declaration of objectives and approaches—as away to establish common ground among researchers in the field and to guide its futuredevelopment. 3 a This manifesto is the culmination of a workshop that was organized atRMIT University (Melbourne; Australia) on Dec 8–9; 2014. A number of experts in servicecomputing from around the world attended. The document was also circulated among otherkey leaders for further input; giving rise to this manifesto. This manifesto first takes stock ofthe current state of service computing and then maps out a strategy for leveraging …,Communications of the ACM,2017,14
Using tickets to enforce the serializability of multidatabase transactions,Dimitrios Georgakopoulos; Marek Rusinkiewicz; Amit Sheth,Abstract| To enforce global serializability in a multidatabase environment the multidatabasetransaction manager must take into account the indirect (transitive) conicts betweenmultidatabase transactions caused by local transactions. Such con icts are di cult to resolvebecause the behavior or even the existence of local transactions is not known to themultidatabase system. To overcome these di culties; we propose to incorporate additionaldata manipulation operations in the subtransactions of each multidatabase transaction. Weshow that if these operations create direct con icts between subtransactions at eachparticipating local database system; indirect con icts can be resolved even if themultidatabase system is not aware of their existence. Based on this approach; we introduceoptimistic and conservative multidatabase transaction management methods that require …,IEEE Transactions on Knowledge and Data Engineering,1993,14
Transaction management in multidatabase systems,Dimitrios Georgakopoulos; Marek Rusinkiewicz,*,*,1989,13
From coordination of workflow and group activities to composition and management of virtual enterprises,Marek Rusinkiewicz; Dimitrios Georgakopoulos,The objective of the Collaboration Management Infrastructure (CMI) project at MCC is thedevelopment of technologies that support a wide class of advanced applications requiringsynchronous and asynchronous coordination of activities executed by human and softwareagents. CMI integrates a number of technologies having their origin in workflow and processmanagement; groupware; and document management and provides additional solutions tothe problems of dynamic process modification at run time; customizable awareness of theprocess status; and integration of external services. We describe the CollaborationManagement Model and describe briefly its implementation using a collection of commercialtools augmented with new components providing the advanced functionality. We alsodescribe briefly further extension to the model needed to provide support for a new class …,Database Applications in Non-Traditional Environments; 1999.(DANTE'99) Proceedings. 1999 International Symposium on,1999,12
Privacy preserving Internet of Things: From privacy techniques to a blueprint architecture and efficient implementation,Prem Prakash Jayaraman; Xuechao Yang; Ali Yavari; Dimitrios Georgakopoulos; Xun Yi,Abstract The Internet of Things (IoT) is the latest web evolution that incorporates billions ofdevices that are owned by different organisations and people who are deploying and usingthem for their own purposes. IoT-enabled harnessing of the information that is provided byfederations of such IoT devices (which are often referred to as IoT things) providesunprecedented opportunities to solve internet-scale problems that have been too big andtoo difficult to tackle before. Just like other web-based information systems; IoT must alsodeal with the plethora of Cyber Security and privacy threats that currently disruptorganisations and can potentially hold the data of entire industries and even countries forransom. To realise its full potential; IoT must deal effectively with such threats and ensure thesecurity and privacy of the information collected and distilled from IoT devices. However …,Future Generation Computer Systems,2017,11
Internet of things: challenges and state-of-the-art solutions in internet-scale sensor information management and mobile analytics,Arkady Zaslavsky; Dimitrios Georgakopoulos,This paper describes an advanced seminar presented at the 16th IEEE InternationalConference on Mobile Data Management. The advanced seminar presents the state-of-the-art in the Internet of Things; which is fast emerging as the disruptive technology for years tocome. The seminar focusses on the Internet-scale sensor information management; relatedmobile analytics and open source IoT technologies and emerging standards.,Mobile Data Management (MDM); 2015 16th IEEE International Conference on,2015,11
Recent advances in autonomic provisioning of big data applications on clouds,Rajiv Ranjan; Lizhe Wang; Albert Y Zomaya; Dimitrios Georgakopoulos; Xian-He Sun; Guojun Wang,Cloud computing assembles large networks of virtualised ICT services such as hardwareresources (such as CPU; storage; and network); software resources (such as databases;application servers; and web servers) and applications. Big Data applications have becomea common phenomenon in domain of science; engineering; and commerce. Large-scale;heterogeneous; and uncertain Big Data applications are becoming increasingly common;yet current cloud resource provisioning methods do not scale well and nor do they performwell under highly unpredictable conditions (data volume; data variety; data arrival rate; etc.).Much research effort have been paid in the fundamental understanding; technologies; andconcepts related to autonomic provisioning of cloud resources for Big Data applications; tomake cloud-hosted Big Data applications operate more efficiently; with reduced financial …,IEEE Transactions on Cloud Computing,2015,11
Process-based e-service integration.,Dimitrios Georgakopoulos; Andrzej Cichocki; Hans Schuster; Donald Baker,*,TES,2000,11
Specification and management of interdependent data in operational systems and data warehouses,Dimitrios Georgakopoulos; George Karabatis; Sridhar Gantimahapatruni,Abstract (Inter) Dependent objectsinclude data replicated or cached in multiple databasesystems; datacollected and summarized in data warehouses for analysis; planning; anddecision support; as well as any other category of objects whosestates are related and theyare maintained in different informationsystems. In this paper we discuss dependenciesbetween objects in anenvironment consisting of operational systems and a data warehouse;and describe their specification and enforcement. To specify objectdependencies weintroduce Object∖ Dependency∖ Descriptors (ObjectDDs). These describe the relationshipsbetween dependent objects; and define howmuch inconsistency between original objectsand theirreplicas/collections/summaries can be tolerated before it isnecessary to restoretheir consistency. Object dependencies areenforced by extended∖ transactions designed …,Distributed and Parallel Databases,1997,11
A note on resource orchestration for cloud computing,Rajiv Ranjan; Rajkumar Buyya; Surya Nepal; Dimitrios Georgakopoulos,Welcome to the special issue of Concurrency and Computation: Practice and Experience(CCPE) journal. This special issue compiles a number of excellent technical contributionsthat significantly advance the state-of-the-art in the areas of orchestrating cloud resources;composing new cloud services from existing ones; increasing energy efficiency via cloudresource orchestration; and developing cloud-based image processing solutions. Over thepast few years; cloud computing [1–4] has emerged as the latest and most dominant utilitycomputing solution offering both hardware and software resources as virtualization-enabledservices. Cloud computing providers such as Amazon Web Services and Microsoft Azurecurrently provide application owners the option of deploying their applications over anetwork of a virtually infinite resource pool with practically no up-front capital investment …,Concurrency and Computation: Practice and Experience,2015,10
A note on resource orchestration for cloud computing,Rajiv Ranjan; Rajkumar Buyya; Surya Nepal; Dimitrios Georgakopoulos,Welcome to the special issue of Concurrency and Computation: Practice and Experience(CCPE) journal. This special issue compiles a number of excellent technical contributionsthat significantly advance the state-of-the-art in the areas of orchestrating cloud resources;composing new cloud services from existing ones; increasing energy efficiency via cloudresource orchestration; and developing cloud-based image processing solutions. Over thepast few years; cloud computing [1–4] has emerged as the latest and most dominant utilitycomputing solution offering both hardware and software resources as virtualization-enabledservices. Cloud computing providers such as Amazon Web Services and Microsoft Azurecurrently provide application owners the option of deploying their applications over anetwork of a virtually infinite resource pool with practically no up-front capital investment …,Concurrency and Computation: Practice and Experience,2015,10
Event-driven video awareness providing physical security,Dimitrios Georgakopoulos; Donald Baker; Marian Nodine; Andrzej Cichoki,Abstract The Video Event Awareness Workbench (VEAW) analyzes surveillance video fromthousands of video cameras and automatically detects complex events in near-real-time-atpace with their input video streams. For events of interest to security personnel; VEAWgenerates and routes alerts and related video evidence to subscribing security personnel.Complex event processing in VEAW is driven by user-authored awareness specificationscomprised of inter-connected spatio-temporal stream and statistical operators that consumeand produce events described in VEAW's surveillance ontology. In this paper we introduceVEAW's event driven architecture and describe its solutions for automating videosurveillance; including the orchestration of continuous and tasked video analysis algorithms(eg; for entity tracking and identification); fusion of events from multiple sources in an …,World Wide Web,2007,9
Contaas: An approach to internet-scale contextualisation for developing efficient internet of things applications,Ali Yavari; Prem Prakash Jayaraman; Dimitrios Georgakopoulos; Surya Nepal,Abstract The Internet of Things (IoT) is a new internet evolution that involves connectingbillions of sensors and other devices to the Internet. Such IoT devices or IoT things cancommunicate directly. They also allow Internet users and applications to access and distiltheir data; control their functions; and harness the information and functionality provided bymultiple IoT devices to offer novel smart services. IoT devices collectively generate massiveamounts of data with an incredible velocity. Processing IoT device data and distilling high-value information from them presents an Internetscale computational challenge.Contextualisation of IoT data can help improve the value of information extracted from IoT.However; existing contextualisation techniques can only handle small datasets from amodest number of IoT devices. In this paper; we propose a general-purpose architecture …,*,2017,8
SensorDB: a virtual laboratory for the integration; visualization and analysis of varied biological sensor data,Ali Salehi; Jose Jimenez-Berni; David M Deery; Doug Palmer; Edward Holland; Pablo Rozas-Larraondo; Scott C Chapman; Dimitrios Georgakopoulos; Robert T Furbank,To our knowledge; there is no software or database solution that supports large volumes ofbiological time series sensor data efficiently and enables data visualization and analysis inreal time. Existing solutions for managing data typically use unstructured file systems orrelational databases. These systems are not designed to provide instantaneous response touser queries. Furthermore; they do not support rapid data analysis and visualization toenable interactive experiments. In large scale experiments; this behaviour slows researchdiscovery; discourages the widespread sharing and reuse of data that could otherwiseinform critical decisions in a timely manner and encourage effective collaboration betweengroups. In this paper we present SensorDB; a web based virtual laboratory that can managelarge volumes of biological time series sensor data while supporting rapid data queries …,Plant methods,2015,8
Analyze EEG signals with extreme learning machine based on PMIS feature selection,Dimitrios Georgakopoulos Huanyu Zhao; Xueyan Guo; Mingwei Wang; Tongliang Li; Chaoyi Pang,*,International Journal of Machine Learning and Cybernetics,2015,8
A note on software tools and technologies for delivering smart media-optimized big data applications in the cloud,Rajiv Ranjan; Dimitrios Georgakopoulos; Lizhe Wang,Welcome to the special issue of Springer Computing on Software Tools and Technologiesfor Delivering Smart Media-Optimized Applications in the Cloud. This special issue dealswith the intersection of big media data and it needs for exploiting elastic cloud computingservices for efficiently processing and analysing such big data to support emerging media-optimised applications. Big data and cloud computing are big news around the world. Forexample; studies by CISCO [1] and IBM [2] found we now generate 2.5 quintillion bytes ofdata per day. According to IDC [3]; the data universe is set to explode to 40 yottabytes by2020—5;200 gigabytes for every person on earth. Together with the rapidly increasingvolume of data being generated; opportunities for analysing such data to distil knowledgethat can help solve problems that benefit individuals; the industry and government; and …,*,2016,7
An Environment for Specification and Management of Extended Transactions and Workflows in DOMS,Dimitrios Georgakopoulos; Mark F Hornick,*,*,1992,7
Social media data aggregation and mining for internet-scale customer relationship management,Stephen Wan; Cecile Paris; Dimitrios Georgakopoulos,Industry and government organisations across the world increasingly use social media forCustomer Relationship Management (CRM) activities that include communicating withcustomers about their services/products and distilling customer opinions for assessing theireffectiveness. In this paper; we explore the exploitation of social media for CRM; anddescribe the development and functionality of VIZIE-a social media monitoring systemdesigned to help media monitors to distill the perception of potential and actual customers ofthe value of existing products and services; identify and correct customer misinformation;discover how to better meeting customer expectations; and (if needed) communicate directlywith the customers by using the customers' preferred social media forum. VIZIE monitors themost popular social media networks and mines their content in real time independently of …,Information Reuse and Integration (IRI); 2015 IEEE International Conference on,2015,6
