Superplume Metasomatism: Evidence from Siberian mantle xenoliths,Geoffrey Howarth; Peter Barry; John Pernet-Fisher; Ioannis Baziotis; Nikolay Pokhilenko; Lyudmila Pokhilenko; Robert Bodnar; Lawrence Taylor,Abstract The Siberian craton contains> 1000 kimberlite intrusions of various ages (Silurianto Jurassic); making it an ideal locality for a craton-wide study on the evolution of the sub-continental lithospheric mantle (SCLM). The primary objective of this study is to characterizethe temporal and spatial metasomatic effects on the Siberian SCLM; focusing on themetasomatic imprint rendered by the Siberian superplume. We report new major-and trace-element mineral data for mantle peridotite xenoliths; obtained from the Late DevonianUdachnaya and the Late Jurassic Obnazhennaya kimberlites; which bracket the thermalclimax of the Siberian superplume.,Lithos,2014,50
Amphibole chemistry from the Penteli metamorphic core complex: implication for the metamorphic evolution of eastern Attica,I. Baziotis; E Mposkos; G. Leontakianakos,The amphiboles represent one of the predominant minerals of HP/LT metabasites. Theircomposition depends on the effective bulk composition; the solid solution's gaps and the PTconditions during the various metamorphic stages. The distribution of the cations Si; Al andNa; at the crystal sites of the amphibole crystals is mainly controlled by the physicochemicalconditions during their crystallization. The Al2O3 content is tightly connected with pressureand temperature increase. The AlIV and NaA increase are related with temperature increasewhereas that of AlV I and NaB with pressure one. In particular; the Na-rich amphibolezonation is expressed in terms of AlIV; AlV I; Fe+ 2; Fe+ 3; NaB and (Na+ K) A. Increase ofSi+ 4 and decrease of AlV I and (NaA+ NaB) is concurrent with pressure decrease. The NaAand Ti increase is associated with temperature increase; whereas the AlV I and NaB are …,European Mineralogical Conference,2012,1
Tissint Meteorite: A fresh piece of Martian lava with new discoveries,IP Baziotis; Y Liu; HY McSween; R Bodner; LA Taylor,Abstract The Tissint olivine-phyric lherzolite; a July 2011 fall of a shergottite; presents aunique opportunity to recreate the source of this martian meteorite; based upon the major-and trace-element chemistry of its mineralogy.,Meteoritics and Planetary Science Supplement,2012,1
Petrology and geochemistry of eclogites from the Kechros Metamorphic Complex in eastern Rhodope (NE Greece),Evripides Mposkos; Ioannis Baziotis; Paul Asimow,The Rhodope Metamorphic Province (RMP) is one of the major tectonic units in northernGreece. It consists of different tectonometamorphic complexes involved in the Alpinecollisional history between the Eurasian and African plates. In eastern Rhodope a JurassicUHP metamorphism is documented in the uppermost Kimi Complex by the presence ofmicrodiamond inclusions in garnets from pelitic gneisses (Mposkos and Kostopoulos 2001).Partially or completely amphibolitized eclogites are common recording PT conditions> 1.8GPa and 7500C for the eclogitic stage and 1.5 GPa and 8200C for an early stage ofexhumation (Bauer et al. 2007).,Geophysical Research Abstracts,2010,1
Ca (OH) 2 pre‐treated bentonite for phosphorus removal and recovery from synthetic and real wastewater,Giorgos Markou; Dimitris Mitrogiannis; Vassilis Inglezakis; Koenraad Muylaert; Nikolaos Koukouzas; Nikolaos Tsoukalas; Efstratios Kamitsos; Dimitrios Palles; Ioannis Baziotis,Abstract The performance of chemically pre-treated bentonite with Ca (OH) 2 towards ortho-phosphate phosphorus (OPP) removal efficiency in synthetic (inorganic) and real(anaerobically digested effluents) wastewater (WW) was evaluated. The Ca (OH) 2 pre-treated bentonite displayed a significant increase of OPP uptake (qe; mg P g–1 bentonite) of40 and 15 times; reaching about 14 and 5.5 mg P g–1 for synthetic and real WW;respectively. The optimum pH for OPP sorption was 7; while at higher pH values; althoughOPP removal was high due to the precipitation in the liquid phase; the OPP removal in solidphase; ie sorption onto bentonite surface was less compared to pH 7. Scanning electronmicroscopy (SEM) and X-ray diffraction (XRD) analysis showed that OPP formed variouscomplexes with co-existing ions in WW; such as apatite (with Ca 2+) and struvite (with NH …,CLEAN–Soil; Air; Water,2018,*
Geochemistry of the Serifos calc-alkaline granodiorite pluton; Greece: constraining the crust and mantle contributions to I-type granitoids,C Stouraiti; I Baziotis; PD Asimow; H Downes,Abstract The Late Miocene (11.6–9.5 Ma) granitoid intrusion on the island of Serifos(Western Cyclades; Aegean Sea) is composed of syn-to post-tectonic granodiorite withquartz monzodiorite enclaves; cut by dacitic and aplitic dikes. The granitoid; a typical I-typemetaluminous calcic amphibole-bearing calc-alkaline pluton; intruded the CycladicBlueschists during thinning of the Aegean plate. Combining field; textural; geochemical andnew Sr–Nd–O isotope data presented in this paper; we postulate that the Serifos intrusion isa single-zoned pluton. The central facies has initial 87 Sr/86 Sr= 0.70906 to 0.7106; ε Nd(t)=− 5.9 to− 7.5 and δ 18 Ο qtz=+ 10 to+ 10.6‰; whereas the marginal zone (or borderfacies) has higher initial 87 Sr/86 Sr= 0.711 to 0.7112; lower ε Nd (t)=− 7.3 to− 8.3; andhigher δ 18 Ο qtz=+ 10.6 to+ 11.9‰. The small range in initial Sr and Nd isotopic values …,International Journal of Earth Sciences,2017,*
Ultramafic lavas and high-Mg basaltic dykes from the Othris ophiolite complex; Greece,Ioannis Baziotis; Maria Economou-Eliopoulos; Paul D Asimow,Abstract We evaluate the petrography and geochemistry of an unusual suite of subduction-related Phanerozoic high-MgO rocks from the Othris ophiolite complex in Greece; some ofwhich have previously been described as komatiitic lavas. In particular; we study ultramafic;olivine-phyric lavas from the Agrilia area and high-Mg basaltic dykes from the Pournari area.We seek to define primary magmatic MgO contents and initial liquidus temperatures as wellas the differentiation sequence and cooling rates experienced by the lavas and dykes. Oneof our goals is to relate the Othris case to known komatiite and boninite occurrences and toaddress whether Othris documents an important new constraint on the temporal evolution ofambient mantle temperature; plume-related magmatism; and subduction of oceaniclithosphere. We conclude that; despite whole-rock MgO contents of 31–33 wt%; the …,Lithos,2017,*
Phosphorus zoning as a recorder of crystal growth kinetics: application to second-generation olivine in mantle xenoliths from the Cima Volcanic Field,I Baziotis; PD Asimow; T Ntaflos; JW Boyce; FM McCubbin; A Koroneos; D Perugini; S Flude; M Storey; YS Liu; S Klemme; J Berndt,Abstract Composite mantle xenoliths from the Cima Volcanic Field (CA; USA) contain glassyveins that cross-cut lithologic layering and preserve evidence of lithospheric melt infiltrationevents. Compositions and textures of minerals and glasses from these veins have thepotential to place constraints on the rates and extents of reaction during infiltration. Westudied glass-bearing regions of two previously undescribed composite xenoliths; includingoptical petrography and chemical analysis for major and trace elements by electron probemicroanalysis and laser-ablation inductively coupled plasma mass spectrometry. Thepetrogenetic history of each vein involves melt intrusion; cooling accompanied by both wall-rock reaction and crystallization; quench of melt to a glass; and possibly later modifications.Exotic secondary olivine crystals in the veins display concentric phosphorus (P)-rich …,Contributions to Mineralogy and Petrology,2017,*
Geochemical models of melting and magma storage conditions for basalt lava from Santorini Volcano; Greece,Ioannis Baziotis; Jun-Ichi Kimura; Avgoustinos Pantazidis; Stephan Klemme; Jasper Berndt; Paul Asimow,Abstract Santorini volcano sits 150 km above the Wadati-Benioff zone of the Aegean arc;where the African plate subducts northward beneath the Eurasian continent (Papazachos etal. 2000). Santorini volcano has a long history: activity started ca. 650 ka (mainly rhyolitesand rhyodacites); with active pulses following ca. 550 ka (basalt to rhyodacite) and ca. 360ka (large explosive eruptions of andesite to rhyodacite and minor basalt); culminating in thecaldera-forming Bronze-age Minoan event (Druitt et al. 1999). As in many arc volcanoes;scenarios of fractional crystallization with or without mixing between felsic and maficmagmas have been proposed to explain the compositions; textures; and eruptive styles ofSantorini products (eg; Huijsmans & Barton 1989; Montazavi & Sparks 2004; Andújar et al.2015). Here we focus on a basalt lava from the southern part of Santorini volcano (Balos …,EGU General Assembly Conference Abstracts,2017,*
Ultramafic lavas and pyroxene-spinifex high-Mg basaltic dykes from the Othris ophiolite complex; Greece,Ioannis Baziotis; Maria Economou-Eliopoulos; Paul Asimow,Abstract This study aims to constrain the physico-chemical conditions and processesassociated with the origin of ultramafic lavas of the Agrilia formation and high-Mg basalticdykes in the Pournari area within the Othris ophiolite complex; a supra-subduction zoneophiolite of Mesozoic age (Paraskevopoulos & Economou; 1986; Barth et al.; 2008). Hand-sample-scale spinifex texture is lacking from the ultramafic lavas and; despite whole-rockMgO contents greater than 31 wt.%; we infer an upper bound of 17 wt.% MgO for the eruptedliquid; and thus identify these lavas as picrites containing accumulated olivine. We usetextural and compositional criteria to divide the crystals within the Agrilia lavas between pre-eruptive and post-eruptive growth phases. The high-Mg basaltic dyke margins display adistinctive thin-section-scale micro-spinifex texture of skeletal and plumose Al-and Fe-rich …,EGU General Assembly Conference Abstracts,2017,*
New Findings of High-Pressure Polymorphs in the L6 Ordinary Chondrite Château-Renard,IP Baziotis; L Ferrière; S Klemme; J Berndt; F Brandstätter; D Topa; D Palles; E Kamitsos; PD Asimow,Abstract Here; we report on the first HP polymorphs; ringwoodite; majorite; and wadsleyiteobserved in Château-Renard ordinary chondrite; a French fall from 1841.,Lunar and Planetary Science Conference,2017,*
New: Perple_x modelling results and geodynamic implicationsp–t: Perple_x modelling results and geodynamic implications constraints on the Tamayen glaucophan...,I Baziotis; WG Ernst; Y Iizuka,Abstract unavailable for this article.,Journal of Metamorphic Geology,2017,*
Betaasalts from Santorini Volcano: A New Candidate Martian Analogue,A Pantazidis; I Baziotis; E Manoutsoglou; A Solomonidou; F Schwander; D Palles; E Kamitsos; N Koukouzas; N Keklikoglou; C Arvanitidis; J Martinez-Frias; PD Asimow,Abstract We compared volcanic rocks from Santorini Volcano and ISAR basalts from Iceland;South Africa and Norway; which are considered as strong candidates for martian analogues.We conclude that Santorini expands the list of terrestrial Mars-like sites.,79th Annual Meeting of the Meteoritical Society,2016,*
Rapid growth of phosphorus-rich olivine in mantle xenolith from Middle Atlas Mountains (Morocco; Africa),Ioannis Baziotis; Konstantinos Mavrogonatos; Stamatios Flemetakis; Angeliki Papoutsa; Stephan Klemme; Jasper Berndt; Paul Asimow,Abstract Phosphorus (P)-rich zones in olivine may reflect incorporation of P in excess ofequilibrium partitioning during rapid growth (eg Milman-Barris et al. 2008). We investigateda mantle xenolith from Middle Atlas Mountains (Morocco) by optical microscopy and electronmicroprobe. It contains spinel-bearing lherzolite and orthopyroxenite layers; cross-cut byveins dominated by glass and secondary phases including P-rich olivines. The host lava;presumed to be alkali basalt (El Messbahi et al. 2015); is present on the margins of the handsample but not included in our thin section. The studied melt veins (MV) generally containOl+ Gl+ Cpx+ Pl+ Spl±Ap. Olivines in the MV have (Fo72. 1-83.4) with 0.02-0.3 wt.% P2O5;olivines with P2O5> 0.1 wt.% are Fo75. 3-82.8. Some olivine grains are inclusion-free;others contain rounded glass inclusions or subhedral spinel or ilmenite inclusions …,EGU General Assembly Conference Abstracts,2016,*
Shock Metamorphism in Ordinary Chondrites: Examples from Chelyabinsk (LL5) and Chantonnay (L6) Meteorites.,Ioannis Baziotis; Ludovic Ferrière; Franz Brandstätter; Dan Topa; Paul D. Asimow,Abstract Pyroxene glass and chromite exsolutions in Chelyabinsk; and jadeite inChantonnay suggests minimum pressure at~ 7 GPa.,Lunar and Planetary Science Conference,2016,*
P-Rich Olivines in the Impact Melt Lithology of the Chelyabinsk Meteorite. In,Ioannis Baziotis; Ludovic Ferrière; Paul D. Asimow; Dan Topa; Franz Brandstätter,Introduction: There has recently been widespread interest in the use of phosphorus (P); amoderately incompatible and very slowly diffusing element; to constrain the history ofmineral growth and timescales of petrogenetic processes. The low diffusivity of P in meltleads to complex growth zoning in olivine; and the low diffusivity in olivine then allows thepreservation of such zoning over magmatic residence times and high temperatures. P-richsilicates; especially olivine; have been found in many terrestrial and extraterrestrial rocks.However; various factors can affect P concentration in silicates; including (among others)nonequilibrium incorporation; melt composition; temperature; oxygen fugacity; and apatitesaturation. Here we present results obtained from a sample of an impact melt lithology of theChelyabinsk meteorite. We provide textural and compositional data and infer constraints …,Lunar and Planetary Science Conference,2016,*
PHOSPHORUS ZONING FROM SECONDARY OLIVINE IN MANTLE XENOLITH FROM MIDDLE ATLAS MOUNTAINS (MOROCCO; AFRICA): IMPLICATIONS FOR...,K Mavrogonatos; S Flemetakis; A Papoutsa; S Klemme; J Berndt; G Economou; A Pantazidis; I Baziotis; PD Asimow,Abstract Mantle xenolith samples in contact with basalt flows were collected from theTafraoute maar in Morocco. Discrete melt veins are present in one xenolith sample;crosscutting primary layering and foliation. We used both optical microscopy and electronmicroprobe analysis to characterize the glasses and minerals in the melt veins. The meltveins consist of glass and crystals of olivine; clinopyroxene; plagioclase; spinel and apatite.The olivine in the melt veins is quite distinct from the same mineral within the matrix due toits characteristic P-enriched rims (up to 0.3 wt.%). Correlations between Al and P; as well asexperimentally determined partition coefficient for P; point towards non-equilibriumpartitioning during rapid crystal growth at the end of crystallization.,Bulletin of the Geological Society of Greece,2016,*
Phosphorus and other trace elements from secondary olivine in composite mantle xenoliths (CMX) from Cima Volcanic Field (CVF; California; USA): implications for...,Ioannis Baziotis; Paul Asimow; Theodoros Ntaflos; Jeremy Boyce; Antonios Koroneos; Diego Perugini; Yongsheng Liu; Jasper Klemme; Stephan; Berndt,Abstract Phosphorus (P)-rich zones in olivine may reflect excess incorporation of P duringrapid growth; zoning patterns may then record growth rate variations (Milman-Barris et al.;2008; Stolper et al.; 2009). We report data on interior cuts of two CMX from alkali basalt flows(Mukasa & Wilshire; 1997) in the CVF with second-generation P-rich olivines. In Ci-1-196; adark layer (~ 200 mum wide) between lherzolite and websterite is interpreted as a rapidlycrystallized melt layer (ML); consisting of Ol+ Gl+ Pl+ Spl+ Cpx+ Ap+ Ilm. Glass (~ 15 vol%)is variable in composition (P2O5<= 1.2 wt%; Li 8.22-20.0 ppm). Olivines in the layer have0.03-0.62 wt% P2O5; P-rich Ol (P2O5> 0.1 wt%) are Fo85-89.3. The lowest P concentrationsare consistent with equilibrium with liquid parental to Gl; but the higher concentrations arenot. Li concentrations; zoned from 3.84 to 4.90 ppm (core-rim); indicate equilibrium …,EGU General Assembly 2015,2015,*
Phosphorus zoning as a recorder of crystal growth  kinetics:implications from secondary olivine and pyroxene in mantle  xenoliths from Cima Volcanic Field,Ioannis Baziotis; Paul D. Asimow; Theodoros Ntaflos; Jeremy Boyce; Francis McCubbin; Antonios Koroneos; Diego Perugini; Stephanie Flude; Michael Storey; YongSheng Liu; Ed. Stolper,*,6th Orogenic Lherzolite Conference,2014,*
P-rich olivines in a melt vein of a composite mantle xenolith: implications for crystal growth and kinetics,Ioannis Baziotis; Paul D. Asimow; Theodoros Ntaflos; Antonios Koroneos; Diego Perugini; Edward M. Stolper,Abstract The mineral chemistry of mantle xenoliths; and in particular the presence ofphosphorus (P)-a moderately incompatible and slowly diffusing element-may preserve thehistory of mineral growth and constrain timescales of pre-eruption petrogenetic processes(Boesenberg & Hewins 2010). P-rich zones in olivine may reflect incorporation of P inexcess of equilibrium partitioning during rapid growth; in which case zoning patternsprimarily record crystal growth rate variations (Milman-Barris et al. 2008; Stolper et al. 2009).We investigated using EMP analyses and X-ray maps a composite amphibole-bearing;mantle xenolith (sample: Ci-1-196) from Cima Volcanic Field (California; USA) that containssecond generation P-rich olivines. The xenolith contains multiple lherzolite; websterite; anddunite layers. The host magma (not preserved in our hand-specimen) is thought to be a …,Geophysical Research Abstracts,2014,*
Superplume Metasomatism: Evidence from Siberian mantle xenoliths,LA Taylor; GH Howarth; PH Barry; JF Pernet-Fisher; IP Baziotis; LN Pokhilenko; RJ Bodnar; NP Pokhilenko,Abstract The Siberian craton has been subjected to numerous stages of Superplume-relatedmagmatism; including several pre-and post-temporal stages of kimberlite emplacementrelative to the extrusion of the Siberian Flood basalts (SFB; 250 Ma). The primary objectiveof this study is to characterize the metasomatic imprints rendered on the sub-continentallithospheric mantle (SCLM) by percolating Superplume related fluids. Mantle xenolithsbrought to the surface by kimberlites provide rare windows into the SCLM. Here; we presentmajor-and trace-element mineral data for peridotite xenoliths of the Late DevonianUdachnaya (360 Ma) and Jurassic Obnazhennaya (180 Ma) kimberlites. These xenolithswere selected in order to better characterize the temporal evolution of metasomaticprocesses affecting the SCLM over the life cycle of the Siberian Superplume; they …,AGU Fall Meeting Abstracts,2013,*
High- to low- pressure features of compound xenoliths: implications from Fe-Ti-Ca metasomatism and glass formation,Ioannis Baziotis; Paul Asimow; Theodoros Ntaflos; Antonios Koroneos; Giampero Poli,*,Goldschmidt 2013,2013,*
THEORICAL OBSERVATIONS OF THE ICE FILLED CRATERS ON MARTIAN MOON DEIMOS,Ioannis P. Baziotis,Abstract: For decades mankind has envisioned a manned mission to Mars. Some plansinitiated the concept that using Martian Moon Deimos as a possible stepping stone to Mars.However; within the last several decades one of the questions that has evaded scientists is:”Does Deimos have any ice upon it's surface and/or in it's craters?” Why? Because ice is aform of water; and water as far as outer space is concerned in the number one most preciousresource. Not only because water is a fundamental essential for sustaining life; but it is alsonecessary for producing rocket fuel. However; one of the foremost problems in being able toascertain if there is any water on Deimos is the fact that the closest images ever taken ofDeimos last occurred when the Voyager 2 Orbiter mission was able to take some images ofthe surface of Deimos as close as 30 km. However; at even this close a distance to the …,Pluralidade,2013,*
Impact Excavation of Martian Meteorites: Index from Shock Formed Minerals,Y Liu; LA Taylor; IP Baziotis; HY McSeen; RJ Bodnar; PS DeCarli; HJ Melosh,Abstract Discovery of additional large high-P minerals in olivine-phyric shergottites; theimplication of impact launch and effect on radiometric ages of the samples.,Lunar and Planetary Science Conference,2013,*
To cite this article,I Baziotis; P Asimow; A Koroneos; G Poli; T Ntaflos,Abstract The compound mantle xenoliths from Cima Volcanic Field and Chino Valley(Western USA) represent outstanding candidates to illustrate the processes that occur priorto their delivery to the surface by alkali-basaltic volcanism. The xenoliths sharecharacteristics like pyroxene zonation; amphibole breakdown and formation of glass andarmalcolite. Their petrogenetic evolution involved partial melting of the silicate minerals;infiltration of reactive melts and dissociation of minerals en route to the surface; suggestingthat these rocks followed multi-stage histories that initiated deep in the mantle (> 1.0 GPa)and proceeded during a very short period of time.,*,2013,*
A mineralogical study of pigments used in two Iakovidis paintings: Verification of artwork authenticity using Raman micro-spectroscopy method.,I Kougemitrou; G Economou; J Giovanopoulos; I Baziotis; G Leontakianakos; V Stathopoulos,Abstract For the purpose of the current study; we examined two paintings; an original and afake one; entitled “Still life with grapes”; and claimed both to be created from the GreekPainter G. Iakovidis. The current Research Project has been carried out at the Centre Nikias;an innovative Research Centre specialised on certification; maintenance and restoration ofart works. Raman spectroscopic analysis has been carried to verify the authenticity of theused pigments and also the originality of the two paintings. The Raman spectra acquiredconfirmed four different colours in both paintings pigments: red; blue; white and yellow. Forthe first painting Cinnabar for the red pigment; Ultramarine for the blue pigment; White earthsfor the white pigment and Yellow ochre for the yellow pigment. In the second painting thecolours used verified as synthetic pigments. We identified the presence of Cadmium red …,Bulletin of the Geological Society of Greece,2013,*
Multi-stage history of compound mantle xenoliths from western USA: implications for metasomatic processes in the deep mantle,I Baziotis; PD Asimow; A Koroneos; G Poli; T Ntaflos,Abstract The compound mantle xenoliths from Cima Volcanic Field and Chino Valley(Western USA) represent outstanding candidates to illustrate the processes that occur priorto their delivery to the surface by alkali-basaltic volcanism. The xenoliths sharecharacteristics like pyroxene zonation; amphibole breakdown and formation of glass andarmalcolite. Their petrogenetic evolution involved partial melting of the silicate minerals;infiltration of reactive melts and dissociation of minerals en route to the surface; suggestingthat these rocks followed multi-stage histories that initiated deep in the mantle (> 1.0 GPa)and proceeded during a very short period of time.,Bulletin of the Geological Society of Greece,2013,*
A Dynamic study of Mantle processes applying In-situ Methods to Compound Xenoliths: implications for small to intermediate scale heterogeneity,Ioannis Baziotis; Paul Asimow; Antonios Koroneos; Theodoros Ntaflos; Giampero Poli,Abstract The mantle is the major geochemical reservoir of most rock-forming elements in theEarth. Convection and plate-tectonic driven processes act to generate local and regionalheterogeneity within the mantle; which in turn through thermal and chemical interactionsmodulates ongoing geophysical processes; this feedback shapes the dynamics of the deepinterior. Consequently; these processes contribute to the evolution of the earth throughout itsgeological history. Up to now; the heterogeneity of the mantle has been extensively studiedin terms of conventional methods using basalt chemistry; bulk rock and mineral major andtrace element analysis of isolated xenolith specimens of varying lithology; and massifexposures. The milestone of the present study; part of an ongoing research project; is theapplication of in-situ analytical methods such as microprobe; LA-ICP-MS and high …,EGU General Assembly,2013,*
UHP metamorphism in Greece: Petrologic data from the Rhodope Mountains,IP Baziotis; E Mposkos; A Krohe; NH Wawrzenitz; Y Liu; LA Taylor,Abstract Metamorphic rocks contain invaluable information for understanding the orogenicmechanisms of a tectonic regime. It is now well recorded and recognized that subduction ofoceanic lithosphere and collision of continental blocks can result in sinking of subductedrocks to deeper levels than normal (> 100 km). Further; the discovery of coesite anddiamond in apparently regionally metamorphosed rocks provoked issues; for returning theserocks to the surface relatively fast; thereby preserving the UHP conditions. These UHPMterrains have been identified in more than twenty provinces worldwide. In Greece; UHPMrocks occur in the Rhodope area; one of the major tectono-metamorphic units located in NEGreece. This region consists of different metamorphic complexes involved in the Alpinecollisional history between the Eurasian and African plates (eg; Krohe & Mposkos; 2002 …,AGU Fall Meeting Abstracts,2012,*
Superplume Under the Siberian Craton: Evidence from Metasomatic Signatures in Kimberlitic Xenoliths,N Pokhilenko; LA Taylor; AM Agashev; L Pokhilenko; IP Baziotis; L Carmody; GB Smith,Abstract A superplume is proposed to have existed under the Siberian Craton from the mid-Paleozoic to the late Mesozoic. The most dramatic result of this was the eruption of 17million km3 of the Siberian trap magma at 250±2 Ma. However; the effects of this plumewere recorded earlier in Devonian (~ 360 Ma) kimberlitic peridotites; as minor" basaltic"metasomatic overprinting. Indeed; peridotites from later kimberlites (~ 145 Ma) showevidence for similar; yet extensive; metasomatism; thereby bracketing the major plumeclimax with possible effects both prior and after this extensive activity. Indeed; a comparativeanalysis of petrological; mineralogical; and geochemical results from these early and late;Devonian versus Jurassic; peridotites have shown that the thickness of lithosphere of North-Eastern part of Siberian Platform was around 230 km at Middle Paleozoic time and …,AGU Fall Meeting Abstracts,2012,*
THE SUBCONTINENTAL LITHOSPHERIC MANTLE OF THE NE SIBERIAN CRATON: PERIDOTITES FROM OBNAZHENNAYA,Brianne SMITH; I BAZIOTIS; L CARMODY; Y LIU; LA TAYLOR; N POKHILENKO; L POKHILENKO,© Copyright 2012 The Geological Society of America (GSA); all rights reserved. Permissionis hereby granted to the author (s) of this abstract to reproduce and distribute it freely; fornoncommercial purposes. Permission is hereby granted to any individual scientist todownload a single copy of this electronic file and reproduce up to 20 paper copies fornoncommercial purposes advancing science and education; including classroom use;providing all reproductions include the complete content shown here; including the authorinformation. All other forms of reproduction and/or transmittal are prohibited without writtenpermission from GSA Copyright Permissions.,2012 GSA Annual Meeting in Charlotte,2012,*
Slag of Greek provenance uses in materials science and geophysics: implications for a highly potential material in the service of the development of Greek economy,G Leontakianakos; I Baziotis; K Sotiriadis; G Goulas; S Liakopoulos; V Karastathis,Abstract Ground granulated blast-furnace slag (GGBS) is a secondary raw material that canbe used as an alternative low energy binder. Hydraulic properties can be occurred throughits alkali activation. GGBS is characterized by the glassy to crystalline ratio and by itschemical and mineralogical composition. Acidic slag cannot easily get crystallized in opposeto the basic one. Crystalline phases show very low reactivity with Ca (OH) 2; whileamorphous phases can easily react in the presence of basic substances. The aim of thepresent study was to study the evolution of new advanced silicate materials presenting highdurability at high temperature environments. Specimens were produced using two types ofslag of Greek origin. The first type was a ferrous slag; while the second one was calcareous.Their maximum particle size was 4 mm and 0.07 mm respectively. Specimens were …,EGU General Assembly Conference Abstracts,2012,*
Study the Critical Role of Admixtures in Cement Production: The Optimum State of Cassiterite (SnO2) Addition as a Natural Mineralizer-Oxide Influencing the Cemen...,Ioannis Baziotis; Andreas Chandrinos,Abstract In this work we evaluate the role of a natural mineralizer-oxide like cassiterite(SnO2) on the cement properties. In particular; we study the effect of different quantities ofSnO2 with 0.5; 1.0; 1.5 and 2.0 wt% on burnability of industrial raw mix by free limeevaluation. We obtain four datasets; with successive increase of temperature at 1250 C;1350 C; 1400 C and 1450 C. We study the produced cassiterite-added clinker with X-raydiffraction (XRD); thermal analysis (DTA) and scanning electron microscopy (SEM). Though;we characterize the new phases formed and whether; adding excess SnO2 is promote formsof C3S; C2S influencing the final quality of cement.,Advances in Chemical Engineering and Science,2011,*
Tertiary eclogites in the lower tectonic unit of East Rhodope (Kechros Complex; NE Greece),E Mposkos; I Baziotis,The Rhodope Metamorphic Province is one of the major tectonic units in northern Greece. Itconsists of different tectonometamorphic complexes involved in the Alpine collisional historybetween the Eurasian and African plates. In eastern Rhodope a Jurassic UHPmetamorphism is documented in the uppermost Kimi Complex by the presence ofmicrodiamond inclusions in garnets from pelitic gneisses [1]. Partially or completelyamphibolitized eclogites are common recording PT conditions> 1.8 GPa and 750 C for theeclogitic stage [2]. In the underlying Kechros Complex lenses of kyanite eclogites inorthogneisses with Permian ages of their gabbroic protoliths [3] and of common eclogiteswithin metapelites associated with serpentinized peridotites occur. The mineral assemblageof the kyanite eclogites is Grt+ Omp (Jd35-55)+ Ky+ Tr+ Hbl+ Zo/Czo+ Phg+ Qtz+ Rt …,20th General Meeting of the International Mineralogical Association,2010,*
Study of the metamorphic evolution of a carbonate-bearing metaperidotite from the Sidironero complex (Central Rhodope; Greece) using PT and P (T)-Xco2 pseudo...,E Mposkos; I Baziotis,*,Proceedings of the 12th International Congress,2010,*
An integrated study of limestone behavior during calcination and hydration processes,George Leontakianakos; Ioannis Baziotis; George Kiousis; Dimitrios Giavis; Stamatios Tsimas,Abstract One of the most important processes in industrial scale; represents the dissociationof carbonates to lime and CO2. This process; called calcination; occur at relative hightemperatures (> 9000C). Lime rapidly reacts with the water; liberating high amounts of heatproducing Ca (OH) 2. For the purpose of the present study five samples of differentlimestones from different quarries from Greece were collected. The aim of the study was toanalyze the behavior of the limestones during calcination and test the hydraulic properties ofthe quick lime. Limestone particles (1.6-2 cm) were reacted in a pre-heated oven at threedifferent temperatures (900; 1050 and 1200oC) for 30 min in order to produce quick lime.Petrographic features of studied limestones were done using secondary electronmicroscopy (SEM). X-ray diffractometry and Raman micro-spectroscopy were applied in …,EGU General Assembly Conference Abstracts,2010,*
A case study of different limestones during quick lime and slaked-lime production,G Leontakianakos; I Baziotis; G Ekonomou; G Delagrammatikas; CT Galbenis; S Tsimas,Abstract We have examined 5 different limestones in order to study their behavior i) duringcalcination at different temperatures (900; 1050 and 1200 C for 30 min) and ii) afterhydration of quick limes derived to slaked lime. Quick limes calcined at 900 C show thelower reactivity values. This could be related to the low calcination temperature or to theshort calcination time of 30 min which was unable to produce enough lime. The samplescalcined at temperatures of 1200 C are less reactive compared to the hydrated limes whichwere prepared by hydration of quick lime calcined at 1050 C; indicating by parameters suchas the (CaO+ MgO) Lime; the time required to become the temperature maximum and thereactivity rate. These; probably could be due to crystal growth at relative high temperatures.,*,2010,*
RECORD OF TW O ALPINE HIGH-P M ETAM ORPHIC EVENTS IN THE TITAROS OPHIOLITE COM PLEX OF THE PELAGONIAN ZONE (GREECE),E Mposkos; I Baziotis; A andKrohe,Abstract: W e present new petrological data of the Titaros ophiolite complex and discusstheir significance for the Alpine geodynamic evolution in the Pelagonian realm. There aretwo Alpine high-P metamorphic stages. The first stage; at pressures between 0.8-1.4 GPaand minimum temperatures 570-6100C occurred in late Jurassic/early Cretaceous and isassociated with the obduction of the ophiolite complexes onto the Pelagonian crust. At thisstage the Titaros ophiolite was subducted together with crustal rocks of the Pelagonian zoneas a result of tectonic erosion of the ophiolite margin. The second stage occurred in theEocene at much lower temperatures (about 4000C and minimum pressure~ 0.7 GPa). It isinterpreted to reflect the final closure of the Vardar-Axios ocean and collision/underthrustingof the Apulia microcontinent under Europe.,*,2010,*
