マイクロブログにおける対話ネットワークと投稿内容を併用したユーザ推薦に関する一考察,岡本大輝， 豊田正史， 喜連川優,岡本 大輝† 豊田 正史† 喜連川 優†;††† 東京大学大学院情報理工学系研究科†東京大学大学院情報理工学系研究科† 東京大学大学院情報理工学系研究科; 国立情報学研究所E-mail:† hokamoto@ tkl. iis. u-tokyo. ac. jp あらまし ソーシャルネットワーク上でユーザに他のユーザを推薦するユーザ推薦は; 多くのソーシャルメディアにおいて提供されている. ユーザ推薦は;ユーザ間のコネクション形成を促進するうえで重要であり; ユーザは多くのユーザとコミュニケーションを取り; 効率的な情報収集を行うことが可能になる. ユーザ推薦はグラフにおけるリンク予測問題の一種であり; ソーシャルネットワークのグラフ構造に着目した手法; 発言内容に基づく手法等が提案されているが; これらを併用することでさらなる精度向上が期待される. 本論文では;マイクロブログサービスの 1 つである Twitter 上において; ユーザ間の対話関係を表すグラフ構造を用いた Random Walk 手法と; 発言内容の類似度を併用した手法を 2 種類提案しその精度を …,研究報告データベースシステム (DBS),2013,1
アウトオブオーダ型データベースエンジン OoODE の試作実装と小規模実験環境におけるソフトウェア実行挙動の観測,合田和生， 豊田正史， 喜連川優,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,日本 データベース 学会 論文誌= DBSJ journal,2013,1
大規模仮想化環境におけるオンライントランザクション処理の詳細解析,石田渉， 横山大作， 中野美由紀， 豊田正史， 喜連川優,近年 Amazon EC2 [2]; Google Compute Engine [3] といったクラウドサービスが広く利用されている. クラウドコンピューティングは計算資源を動的に増減できるエラスティシティ (伸縮性)が大きな特色となっている. e コマースやオンラインゲームなどのウェブサービスアプリケーションは利用者数の変動; アクセスされるデータ量の変動が大きく; 処理負荷が容易に予測できない. 一方;これらのアプリケーションでは OLTP (オンライントランザクション処理) が必要不可欠であり;クライアントアプリケーションに加えてデータベース等のミドルウェアと連携したエラスティックな計算環境の提供が強く望まれている. 本論文では大規模なオンライントランザクション処理を行うアプリケーションのエラスティシティを効率良く実現する手法を検討する. クラウドコンピューティングでは KVM [4] などの仮想化技術を利用して; エラスティシティを実現している [1].しかしながらクライアントアプリケーションの負荷のみを考慮して VM ライブマイグレーションを …,第 75 回全国大会講演論文集,2013,1
時系列テキストを用いた恒久性と一意性に基づく関係の分類,高久陽平， 吉永直樹， 鍜治伸裕， 豊田正史， 喜連川優,ウェブに存在する膨大な量のテキストを知識源として; 固有表現間の関係知識を獲得する研究が盛んに行われている. しかしながら; 現実世界は刻一刻と変化しているため; テキストに含まれる関係知識の中には; 現在では既に成り立たない (現在成立していても将来的に成り立たなくなる)関係が存在する. そのため; テキストから得られた関係を整合性のとれた知識として集積する際に問題が生じる. このような問題を解決するために; 本研究では恒久性と一意性に基づく関係の分類を提案する. 我々は; 大規模時系列テキストから得られる時系列頻度情報と言語情報に基づく素性を導出し; 機械学習の分類問題として各分類問題を定式化する. 提案手法を用いて実験を行った結果;時系列頻度情報が恒久性の分類において再現率; 一意性の分類において精度の向上にそれぞれ有効であることを確認した.,電子情報通信学会論文誌 D,2013,1
時系列テキストを用いた恒久性と一意性に基づく関係の分類,高久陽平， 吉永直樹， 鍜治伸裕， 豊田正史， 喜連川優,ウェブに存在する膨大な量のテキストを知識源として; 固有表現間の関係知識を獲得する研究が盛んに行われている. しかしながら; 現実世界は刻一刻と変化しているため; テキストに含まれる関係知識の中には; 現在では既に成り立たない (現在成立していても将来的に成り立たなくなる)関係が存在する. そのため; テキストから得られた関係を整合性のとれた知識として集積する際に問題が生じる. このような問題を解決するために; 本研究では恒久性と一意性に基づく関係の分類を提案する. 我々は; 大規模時系列テキストから得られる時系列頻度情報と言語情報に基づく素性を導出し; 機械学習の分類問題として各分類問題を定式化する. 提案手法を用いて実験を行った結果;時系列頻度情報が恒久性の分類において再現率; 一意性の分類において精度の向上にそれぞれ有効であることを確認した.,電子情報通信学会論文誌 D,2013,1
聞き手の感情を喚起する発話の分類と生成,長谷川貴之， 鍛治伸裕， 吉永直樹， 豊田正史,長谷川貴之† 鍜治 伸裕†† 吉永 直樹†† 豊田 正史††† 東京大学大学院情報理工学系研究科〒113–8654 東京都文京区本郷 7–3–1†† 東京大学生産技術研究所〒 153–8505東京都目黒区駒場 4–6–1 E-mail:†{hasegawa; kaji; ynaga; toyoda}@ tkl. iis. u-tokyo. ac. jpあらまし 聞き手の感情を推し量ることは; 自然な対話を行うためには必要不可欠な作業である.本論文では; 聞き手の感情を考慮した発話生成の実現に向けた足がかりとして;(1)聞き手にどのような感情を喚起させるのかという観点に基づく発話分類;(2) 聞き手に特定の感情を喚起させるような発話生成; という 2 つのタスクを提案する. 加えて; いずれのタスクに対しても;マイクロブログ上の大規模対話データを用意し; 少数の感情表現で対話に聞き手の感情カテゴリをタグ付けした. そのコーパスに基づく統計的手法を提案し; 実験を通して有効性を示す.,電子情報通信学会技術研究報告. NLC; 言語理解とコミュニケーション,2012,1
Visualizing flows of images in social media,Masahiko Itoh; Masashi Toyoda; Tetsuya Kamijo; Masaru Kitsuregawa,Mass and social media provide flows of images for real world events. It is sometimes difficultto represent realities and impressions of events using only text. However; even a singlephoto might remind us complex events. Along with events in the real world; there arerepresentative images; such as design of products and commercial pictures. We cantherefore recognize changes in trends of people's ideas; experiences; and interests throughobserving the flows of such representative images. This paper presents a novel 3Dvisualization system to explore temporal changes in trends using images associating withdifferent topics; called Image Bricks. We show case studies using images extracted from oursix-year blog archive. We first extract clusters of images as topics related to given keywords.We then visualize them on multiple timelines in a 3D space. Users can visually read …,Visual Analytics Science and Technology (VAST); 2012 IEEE Conference on,2012,1
A Study on Relationships between Information Cascades and Popular Topics in Twitter,Geerajit Rattanaritnont; Masashi Toyoda; Masaru Kitsuregawa,Abstract In this paper; we perform a research on Twitter's user network to understandpatterns of information cascade and behaviors of participating users in various topics byexploiting three measures; which are cascade ratio; tweet ratio; and time of tweet. We showthat hashtags in different topics have different cascade patterns in term of these measures.However; some hashtags even in the same topic have different cascade patterns. Forinstance; the earthquake hashtags can be divided into the hashtags directly related to theGreat East Japan Earthquake; the media-related hashtags; and the political-relatedhashtags or the hashtags about the nuclear power plant. We surprisingly discover that suchkind of hidden relationship between topics can be revealed by using only three measuresrather than considering tweet contents.,DEIM forum,2012,1
CGM 画像の時系列トレンド可視化システム,上條哲也， 伊藤正彦， 豊田正史,ブログなどの Å ÓÒ× ÙÑ Ö Ò Ö Ø Å µ 上には; 商品や Å などその時々の話題が数多く取り上げられている. Å を用いることでユーザが自身の意見を自由に記述できることから;マーケティング調査のための情報源として注目を集めている. ブログなどの画像は;ブロガーが愛着を持つものを撮影したものであることが多く; 商品の普及や; 広報の効果などを測定する重要な情報となりうる. 本論文ではこうした調査を可能にするため; 与えられた話題に関連した記事と画像を抽出した上で; 画像をクラスタリングして適合度の高いクラスターを抽出し;各クラスターの画像の遷移を時間軸上で可視化するシステムを提案する. 提案手法により;クラスターに属する画像の時系列変化を観測することで; 実世界の商品; Å; イベントなどの話題の変遷が閲覧可能となる.,第 73 回全国大会講演論文集,2011,1
A study of link farm evolution using a time-series of web snapshots,Young-joo Chung; Masashi Toyoda; Masaru Kitsuregawa,抄録 Web spamming has emerged to deceive search engines and obtain a higher ranking insearch result lists which brings more traffic and profits to web sites. Link farm is one of themajor spamming techniques; which creates a large set of densely inter-linked spam pagesto deceive link-based ranking algorithms that regard incoming links to a page asendorsements to it. Those link farms need to be eliminated when we are searching;analyzing and mining the Web; but they are also interesting social activities in thecyberspace. Our purpose is to understand dynamics of link farms; such as; how much theyare growing or shrinking; and how their topics change over time. Such information is helpfulin developing new spam detection techniques and tracking spam sites for observing theirtopics. Especially; we are interested in where we can find emerging spam sites that is …,Information and Media Technologies,2011,1
Detecting Hijacked Sites by Web Spammer Using Link-Based Algorithms,Young-joo Chung; Masashi Toyoda; Masaru Kitsuregawa,In this paper; we propose a method for finding web sites whose links are hijacked by webspammers. A hijacked site is a trustworthy site that points to untrustworthy sites. To detecthijacked sites; we evaluate the trustworthiness of web sites; and examine how trustworthysites are hijacked by untrustworthy sites in their out-neighbors. The trustworthiness isevaluated based on the difference between the white and spam scores that calculated bytwo modified versions of PageRank. We define two hijacked scores that measure how likelya trustworthy site is to be hijacked based on the distribution of the trustworthiness in its out-neighbors. The performance of those hijacked scores are compared using our large-scaleJapanese Web archive. The results show that a better performance is obtained by the scorethat considers both trustworthy and untrustworthy out-neighbors; compared with the one …,IEICE TRANSACTIONS on Information and Systems,2010,1
A Method for Detecting Hijacked Sites by Web Spammer using Link-based Algorithms,Young-joo CHUNG; Masashi TOYODA,SUMMARY In this paper; we propose a method for finding web sites whose links arehijacked by web spammers. A hijacked site is a trustworthy site that points to untrustworthysites. To detect hijacked sites; we evaluate the trustworthiness of web sites; and examinehow trustworthy sites are hijacked by untrustworthy sites in their out-neighbors. Thetrustworthiness is evaluated based on the difference between the white and spam scoresthat calculated by two modified versions of PageRank. We define two hijacked scores thatmeasure how likely a trustworthy site is to be hijacked based on the distribution of thetrustworthiness in its out-neighbors. The performance of those hijacked scores arecompared using our large-scale Japanese Web archive. The results show that a betterperformance is obtained by the score that considers both trustworthy and untrustworthy …,IEICE Tran-sactions on Information and Systems,2010,1
なぜソフトウェア論文を書くのは難しい (と感じる) のか,権藤克彦， 明石修， 伊知地宏， 岩崎英哉， 河野健二， 豊田正史， 上田和紀,抄録 「ソフトウェア開発で得られる経験や知見を成果とする論文 (= ソフトウェア論文)を書くことは難しい」 とよく言われますが;「なぜ難しいのか」 の分析はこれまで十分にはなされていません. 本論文では本誌のソフトウェア論文特集を編集した経験から;「ソフトウェア論文を書くことがなぜ難しい (と感じる) のか」 の分析を試みます. 問題は 「著者の作文の問題」 だけではなく;ソフトウェア自体; ソフトウェア工学; 査読者; 社会状況にも要因があることを示します.,コンピュータ ソフトウェア,2009,1
A combination of active learning and semi-supervised learning starting with positive and unlabeled examples for word sense disambiguation: an empirical study on...,Makoto Imamura; Yasuhiro Takayama; Nobuhiro Kaji; Masashi Toyoda; Masaru Kitsuregawa,Abstract This paper proposes to solve the bottleneck of finding training data for word sensedisambiguation (WSD) in the domain of web queries; where a complete set of ambiguousword senses are unknown. In this paper; we present a combination of active learning andsemi-supervised learning method to treat the case when positive examples; which have anexpected word sense in web search result; are only given. The novelty of our approach is touse" pseudo negative examples" with reliable confidence score estimated by a classifiertrained with positive and unlabeled examples. We show experimentally that our proposedmethod achieves close enough WSD accuracy to the method with the manually preparednegative examples in several Japanese Web search data.,Proceedings of the ACL-IJCNLP 2009 Conference Short Papers,2009,1
特集 「ソフトウェア論文」 の編集にあたって,明石修， 伊知地宏， 岩崎英哉， 河野健二， 権藤克彦， 豊田正史,『コンピュータソフトウェア』 誌上で初めての 「ソフトウェア論文」 特集をお送りいたします. 前号 (Vol.24; No. 3) の 「ソフトウェア論文の掲載開始にあたって」 で紹介したとおり;『コンピュータソフトウェア』 の論文カテゴリとして 「ソフトウェア論文」 を 2006 年 4 月に新設しました. このソフトウェア論文の特集が本特集であり; 2007 年 1 月を締切として論文募集を行いました. 本特集の目的は;ソフトウェア論文の周知と普及; および良いソフトウェア論文の実例をコミュニティに提示することです.,コンピュータ ソフトウェア,2007,1
3 次元情報をもつ地球観測衛星データの一つである AIRS データにおける可視化システムの開発,安川雅紀， 野本卓也， 小池俊雄， 喜連川優,Abstract Recently; the sensor with high resolution and high accuracy about not onlyhorizontal direction but also perpendicular direction is used in the earth observation by thesatellite remote sensing. AIRS (Atmospheric Infrared Sounder) is one of the sensor. Thoughthe researchers who try to clarify the earth environment by using the data have variousproblems to handle the two-dimensional data up to now; a new problem about effective useof the three-dimensional data also occurred. Then we are developing the visualizationsystem of AIRS data including the three-dimensional visualization; the fusion of variousproducts; and cutting out of demanded arbitrary surface. By this system; a new finding canbe discovered from the AIRS data. Moreover; this system is being improved by the feedbackfrom the researchers of earth environment engineering.,情報処理学会,2005,1
大域ウェブアクセスログを用いたユーザ行動の分析,大塚真吾， 豊田正史， 喜連川優,要 旨検索語はサイバー空間におけるユーザの目的や意思を表す重要な要素であり;ウェブページを閲覧する人々の行動を把握するために有用である. 本稿ではテレビ視聴率調査と同様; 統計的に偏りなく抽出された人 (パネル) を対象に URL 履歴の収集を行ったログ (パネルログ)を解析し; ユーザが入力した検索語と関連する語の発見方法の検討を行う. 先行研究では;検索語を入力した後に閲覧した URL を基にしているが; 我々は; コミュニティ技術とウェブページの形態素解析から得られる名詞空間を用いる手法を提案する. 実験結果より; 提案手法は URLだけを用いた手法よりも精度が良好な結果が得られた.,情報処理学会研究報告データベースシステム (DBS),2004,1
大域ウェブアクセスログを用いたユーザ行動の分析,大塚真吾， 豊田正史， 喜連川優,要 旨検索語はサイバー空間におけるユーザの目的や意思を表す重要な要素であり;ウェブページを閲覧する人々の行動を把握するために有用である. 本稿ではテレビ視聴率調査と同様; 統計的に偏りなく抽出された人 (パネル) を対象に URL 履歴の収集を行ったログ (パネルログ)を解析し; ユーザが入力した検索語と関連する語の発見方法の検討を行う. 先行研究では;検索語を入力した後に閲覧した URL を基にしているが; 我々は; コミュニティ技術とウェブページの形態素解析から得られる名詞空間を用いる手法を提案する. 実験結果より; 提案手法は URLだけを用いた手法よりも精度が良好な結果が得られた.,情報処理学会研究報告データベースシステム (DBS),2004,1
ウェブコミュニティチャートとウェブディレクトリの比較に関する一考察,豊田正史， 吉田聡， 喜連川優,ウェブ上には; 同じ話題に興味を持つ人々によって作成されたページの集合が数多く存在する.それらの多くはハイパーリンクで密に結合されることでウェブコミュニティを形成しているため;リンク解析を用いた様々な抽出手法が提案されてきている. 我々はこれまでに; 大規模なウェブのアーカイブからすべてのウェブコミュニティを抽出するとともに; それらの間の関連度を算出し;ウェブコミュニティチャートと呼ばれる連関図を作成する手法を開発してきた. この手法は膨大なページを自動的に分類できるが; 妥当な質が得られているかどうかを評価するのは容易ではない.また; ウェブコミュニティの性質についての; 大規模かつ詳細な調査はいまだに行われていない.本論文では; この評価へ向けての第一歩として; 我々のウェブコミュニティチャートと;人手で分類されたウェブディレクトリとの詳細な比較を行い; 分類の類似点および相違点について検討する.,情報処理学会論文誌データベース (TOD),2004,1
サイト間グラフの最小カットを用いたウェブ上のコミュニティ発見法,浅野泰仁， 吉田雄介， 西関隆夫， 豊田正史， 喜連川優,概要近年; ウェブのハイパーリンク構造を利用した情報発見手法の研究が進められているが;これに対してサイトを用いた新しい枠組みが提案され; trawling などを用いてこの枠組みの有効性が示されている. 一方; ユーザーによって指定されたページに関連するページの集合;すなわちコミュニティ; を求める手法として; Flake らによって最小カット法が提案されている. しかし;この手法はリンクのグラフ構造に対して最小カットを見つけて; コミュニティを求めており;サイトを用いた枠組みが最小カット法にどれだけ有用であるかはわかっていない. 本論文では;浅野らによって提案されたサイト識別の方法と豊田; 喜連川らによって収集; 作成された 2003 年 2月の日本語ページからなる URL とリンクのデータを用いて; 既存のページを単位とした枠組みとサイトを用いた枠組み双方で最小カット法によって様々なトピックに関してコミュニティを得る実験をすることによって; 双方の性能を評価した. 結果として; サイトを用いた枠組みを用いた最小カット法 …,情報処理学会研究報告アルゴリズム (AL),2004,1
電子掲示板からの評価表現及び評価情報の抽出,藤村滋， 豊田正史， 喜連川優,*,人工知能学会全国大会 (第 18 回),2004,1
ウェブコミュニティとウェブディレクトリの比較に関する一考察,吉田聡， 豊田正史， 喜連川優,Abstract In recent years; various methods for extracting a set of web pages with a commoninterest on a specific topic have been developed. The set of web pages is called as webcommunity. We have been developed a method to extract web communities from webarchives. Although these methods enable us to classify a huge amount of web pagesautomatically; it is difficult to verify the accuracy. On the other hand; since web directorieslike Yahoo! Japan classify web pages manually; we can expect them to have high accuracy.But they can classify fewer pages than web communities. In this paper we compare a set ofweb communities with a web directory and to clarify differences between them.,DEWS,2003,1
Web リンクの可視化によるグラフ構造の発見,浅野泰仁， 今井浩， 豊田正史， 喜連川優,概要近年; Web 上の情報発見手法として; Web のリンク構造を用いた手法が研究されてきている.代表的なものとして HITs; Trawling などがあげられるが; これらの手法で用いているグラフ構造は;グラフ理論的見地に立てば; 非常に小さいグラフの性質しか用いていないため;さらに有用なグラフ構造を見つけることが重要だと考えられる. このようなグラフ構造を発見するためには; Web リンクのグラフ構造をわかりやすく可視化する手法が有効であると考えられるが;既存の手法は基本的にブラウジング支援が目的であり; 全ての Web ページを対等に扱っているなどの理由により; グラフ構造の判別が困難である. 本論文では; Web のリンクをローカルリンクとグローバルリンクに分け; 両者を明確に区別しながら同じ空間上に配置できるように 3 次元球面上にグローバルリンクを; その外側に広がる円錐内にローカルリンクを表示するシステム Web-LinkageViewer を作成した. このシステムを用いて; jp ドメインの URL データから構築された Web 部分 …,第 13 回データ工学ワークショップ (DEWS2002),2002,1
リンク解析を用いた地球環境ポータルサイト構築の試み,豊田正史,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,データ工学ワークショップ,2001,1
Design issues of visual languages for supporting software evolution,Etsuya Shibayama; Masashi Toyoda; Buntarou Shizuki; Shin Takahashi,We describe issues in design of visual languages that can provide a support for softwareevolution and lessons learned from our experience in the development of a visual languageenvironment called KLIEG. In this paper; we put emphasis on general frameworks for visualsyntax; interaction supports and aspect visualization. We also describe several specifictechniques and design decisions of KLIEG.,Principles of Software Evolution; 2000. Proceedings. International Symposium on,2000,1
Mochi Sheet: 大規模なビジュアルプログラムの効率的編集を支援するズーミングインタフェース,豊田正史， 高橋伸， 柴山悦哉,本稿では大規模なビジュアルプログラム (VP) の効率的な編集を支援する複数フォーカスのズーミングインタフェース Mochi Sheet を提案する. VP の効率的な編集を行うには; ユーザが;編集に必要なレイアウトを少ない手数で得られること; および次の編集に必要なレイアウトへすばやく移行できることが必要となる. Mochi Sheet は入れ子状の階層構造図式をフイッシュアイビューを用いて表示し; ズーミングのアニメーションを行う手法を基にしている. この手法を用いたエディタにおいて効率的なレイアウト編集を支援するために Mochi Sheet では; 複数のフォーカスの同時拡大; ズーム操作のアンドウおよび選択的なアンドウ; および図形の重なりの自動回避の各機能を提供している. 我々はこのインタフェースを汎用のズーミングライブラリとして Amulet GUIツールキット上に実装した. さらに Mochi Sheet を用いてビジュアルプログラムのエデイタを実装しその有効性を確認した.,情報処理学会論文誌,1998,1
並列ビジュアルプログラミング環境 KLIEG: プロセスネットワークパターンによる柔軟な再利用機構の導入,豊田正史， 志築文太郎， 高橋伸， 柴山悦哉,In design of parallel programs; we 11S11ally use network diagrams COInpOSed ofprocesses (the unitS of parallelexecution) and cornmunication channels. It is COmplicatedWork to translate network diagrarI1stO textual prograIIIS during the iInplernentation;moreover; it is difficult to read Such textual prOgramS. To Solve these problems variousvisual programming environmentS have been developed Such as HeNCE {1} and CODE2.06]; in whichaparallel pro-gram is a data-flow diagram and each node in it Iepresents aSequential proceSS. TheSeenvironments. allow using diagrams directly as prograrns;hOwever; they Still have the reusability problem of programs. That is; although it is possibleto reuse Concrete nodes and diagrams; in practice partially Specified diagrams are oftenmore reusable in parallel pro-graIns. NOW We diSCuSS this problem in InOre detail. In …,情報処理学会研究報告プログラミング (PRO),1996,1
Optimal viewpoint finding for 3D visualization of spatio-temporal vehicle trajectories on caution crossroads detected from vehicle recorder big data,Masahiko Itoh; Daisaku Yokoyama; Masashi Toyoda; Masaru Kitsuregawa,Traffic accidents are still troubling our society. The number of drive recorders sold hasincreased; and therefore we can collect large-scale vehicle recorder data to be used tosupport traffic safety. We have developed a system for detecting potentially risky crossroadson the basis of vehicle recorder data; road shapes; and weather information. Visualizationcombining space and time in a single display called a “space time cube (STC)” helps us tounderstand and analyze spatio-temporal mobility data on caution crossroads. The STCenables us to simultaneously explore not only shapes and positions of vehicle trajectoriesbut also their temporal distributions. However; it is difficult for users to manually find goodviewpoints for understanding such characteristics of trajectories. In this paper; we proposean optimal viewpoint selection method for visualizing spatio-temporal characteristics of …,Big Data (Big Data); 2017 IEEE International Conference on,2017,*
ニューラル機械翻訳における埋め込み層の教師なし事前学習,根石将人， 佐久間仁， 遠田哲史， 石渡祥之佑， 吉永直樹， 豊田正史,休止期間中にいただいたお問い合わせフォームおよびメールによるお問い合わせは; 1 月 4日以降順次回答させていただきますのでご了承ください.,研究報告自然言語処理 (NL),2017,*
Optimal viewpoint finding for space time cube to explore spatio-temporal characteristics of vehicle trajectories on crossroads,Masahiko Itoh; Daisaku Yokoyama; Masashi Toyoda; Masaru Kitsuregawa,*,2017 IEEE 7th Symposium on Large Data Analysis and Visualization (LDAV),2017,*
Can Cross-Lingual Information Cascades Be Predicted on Twitter?,Hongshan Jin; Masashi Toyoda; Naoki Yoshinaga,Abstract Social network services (SNSs) have provided many opportunities for sharinginformation and knowledge in various languages due to their international popularity.Understanding the information flow between different countries and languages on SNSs cannot only provide better insights into global connectivity and sociolinguistics; but is alsobeneficial for practical applications such as globally-influential event detection and globalmarketing. In this study; we characterized and attempted to detect influential cross-lingualinformation cascades on Twitter. With a large-scale Twitter dataset; we conducted statisticalanalysis of the growth and language distribution of information cascades. Based on thisanalysis; we propose a feature-based model to detect influential cross-lingual informationcascades and show its effectiveness in predicting the growth and language distribution of …,International Conference on Social Informatics,2017,*
An Efficient Map-Reduce Framework to Mine Periodic Frequent Patterns,Alampally Anirudh; R Uday Kiran; P Krishna Reddy; M Toyoda; Masaru Kitsuregawa,Abstract Periodic Frequent patterns (PFPs) are an important class of regularities that exist ina transactional database. In the literature; pattern growth-based approaches to mine PFPshave be proposed by considering a single machine. In this paper; we propose a Map-Reduce framework to mine PFPs by considering multiple machines. We have proposed aparallel algorithm by including the step of distributing transactional identifiers among themachines. Further; the notion of partition summary has been proposed to reduce the amountof data shuffled among the machines. Experiments on Apache Spark's distributedenvironment show that the proposed approach speeds up with the increase in number ofmachines and the notion of partition summary significantly reduces the amount of datashuffled among the machines.,International Conference on Big Data Analytics and Knowledge Discovery,2017,*
Discovering Partial Periodic Itemsets in Temporal Databases,R Uday Kiran; Haichuan Shang; Masashi Toyoda; Masaru Kitsuregawa,Abstract A temporal database is a collection of transactions; ordered by their timestamps.Discovering partial periodic itemsets in temporal databases has numerous applications.However; to the best of our knowledge; no work has considered finding these itemsets intemporal databases; despite that this type of data is very common in real-life. Discoveringpartial periodic itemsets in temporal databases is challenging. It requires defining (i) anappropriate measure to assess the periodic interestingness of itemsets; and (ii) an algorithmto efficiently find all partial periodic itemsets. While a pattern-growth algorithm can beemployed for the second sub-task; the first sub-task has not been addressed. Moreover; howthese two tasks are combined has significant implications. In this paper; we address thischallenge. We introduce a model to find partial periodic itemsets in temporal databases. A …,Proceedings of the 29th International Conference on Scientific and Statistical Database Management,2017,*
Understanding Drivers’ Safety by Fusing Large Scale Vehicle Recorder Dataset and Heterogeneous Circumstantial Data,Daisaku Yokoyama; Masashi Toyoda; Masaru Kitsuregawa,Abstract We present a method of analyzing the relationships between driver characteristicsand driving behaviors on the basis of fusing heterogeneous datasources with large-scalevehicle recorder data. It can be used; for example; by fleet managers to classify drivers bytheir skill level; safety; physical/mental fatigue; aggressiveness; and so on. Previous studiesrelied on precise data obtained in only critical driving situations and did not consider theircircumstances; such as road width and weather. In contrast; our approach takes into accountnot only a large-scale (over 100 fleet drivers) and long-term (one year's worth) records ofdriving operations; but also their circumstances. In this study; we focused on classifyingdrivers by their accident history and examined the correlation between having an accidentand driving behavior. Our method was able to reliably predict whether a driver had …,Pacific-Asia Conference on Knowledge Discovery and Data Mining,2017,*
A Bag of Useful Tricks for Practical Neural Machine Translation: Embedding Layer Initialization and Large Batch Size,Masato Neishi; Jin Sakuma; Satoshi Tohda; Shonosuke Ishiwatari; Naoki Yoshinaga; Masashi Toyoda,Abstract In this paper; we describe the team UTIIS's system and results for the WAT 2017translation tasks. We further investigated several tricks including a novel technique forinitializing embedding layers using only the parallel corpus; which increased the BLEUscore by 1.28; found a practical large batch size of 256; and gained insights regardinghyperparameter settings. Ultimately; our system obtained a better result than the state-of-the-art system of WAT 2016. Our code is available on https://github. com/nem6ishi/wat17.,Proceedings of the 4th Workshop on Asian Translation (WAT2017),2017,*
Modeling Situations in Neural Chat Bots,Shoetsu Sato; Naoki Yoshinaga; Masashi Toyoda; Masaru Kitsuregawa,Abstract Social media accumulates vast amounts of online conversations that enabledatadriven modeling of chat dialogues. It is; however; still hard to utilize the neural network-based SEQ2SEQ model for dialogue modeling in spite of its acknowledged success inmachine translation. The main challenge comes from the high degrees of freedom of outputs(responses). This paper presents neural conversational models that have generalmechanisms for handling a variety of situations that affect our responses. Responseselection tests on massive dialogue data we have collected from Twitter confirmed theeffectiveness of the proposed models with situations derived from utterances; users or time.,Proceedings of ACL 2017; Student Research Workshop,2017,*
優秀論文賞受賞 文脈語間の対訳関係を用いた単語の意味ベクトルの翻訳 (人工知能学会創設 30 周年記念論文特集),石渡祥之佑， 鍜治伸裕， 吉永直樹， 豊田正史， 喜連川優,CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …,人工知能: 人工知能学会誌: journal of the Japanese Society for Artificial Intelligence,2017,*
文脈語間の対訳関係を用いた単語の意味ベクトルの翻訳,石渡祥之佑， 鍜治伸裕， 吉永直樹， 豊田正史， 喜連川優,抄録 While vector-based representations of word meanings (word vectors) have been widelyused in a variety of natural language processing applications; they are not meant forcapturing the similarity between words in different languages. This prevents using wordvectors in multilingual-applications such as cross-lingual information retrieval and machinetranslation. To solve this problem; we propose a method that learns a cross-lingualprojection of word representations from one language into another. Our method utilizestranslatable context pairs obtained from a bilingual dictionary and surface similarity asbonus terms of the objective function. In the experiments; we evaluated the effectiveness ofthe proposed method in four languages; Japanese; Chinese; English and Spanish.Experiments shows that our method outperformed existing methods without any …,人工知能学会論文誌,2016,*
25th International World Wide Web Conference (WWW 2016),武田英明， 鈴木優， 諏訪博彦， 豊田正史， 鳥海不二夫， 森純一郎,1. 会 議 概 要 WWW (International World Wide Web Conference) は; Web 分野のトップカンファレンスで; 近年は毎年; 開催地をおおよそヨーロッパ→ 北米→ それ以外の地区という順で変えて開催されている. 25 回目にあたる WWW 2016 は; カナダのモントリオールで開催された.参加者は 55 か国から約 1 000 名であった. Technical Peper の発表は 31 セッションに分かれ;115 件であった. なお投稿は 700 件強あった (採択率約 15%). また Poster とデモ展示が合計 100件程度であった. 日本からの参加者は 10 数名であった. WWW 会議のトピックは多岐にわたる.セッション名と発表件数は表 1 に示す. これらが 3 日にわたって発表された. 最初の 2 日は Tutorialと Workshop が開催され; 21 の Workshop が開催された.,人工知能,2016,*
マイクロブログからの社会的影響力を持つ情報カスケードの検知手法,川本貴史， 豊田正史， 吉永直樹,概要: マイクロブログではユーザ間での情報共有が連鎖することによる情報カスケードがしばしば観測され; その中には商品の回収につながりうる風評の拡散や災害への対処方法の共有など社会的影響力を持つものも存在する. このような情報カスケードに迅速に対応するために;本稿では教師あり学習に基づく分類器を用いて Twitter における情報カスケードから社会的影響力のある情報カスケードを検知するタスクを新たに提案し; これを機械学習に基づく分類器により解く手法を提案する. 我々はまず; 社会的影響力を有する情報カスケードの性質を理解するため;実際に拡散した社会的に影響力を持つ情報カスケードの内容の分析を行った. その知見をもとに;本文に含まれるテキスト情報や情報カスケードのグラフ構造の特徴量; 情報カスケードごとのユーザ分布など; 社会的影響力の有無の早期検知に有効であると考えられる多様な特徴量を設計した.実験では; 実際のツイートデータセットにおいて検知する対象の情報カスケードのサイズ (初期 …,情報処理学会論文誌データベース (TOD),2016,*
