MonetDB/XQuery: a fast XQuery processor powered by a relational engine,Peter Boncz; Torsten Grust; Maurice van Keulen; Stefan Manegold; Jan Rittinger; Jens Teubner,Abstract Relational XQuery systems try to re-use mature relational data managementinfrastructures to create fast and scalable XML database technology. This paper describesthe main features; key contributions; and lessons learned while implementing such asystem. Its architecture consists of (i) a range-based encoding of XML documents intorelational tables;(ii) a compilation technique that translates XQuery into a basic relationalalgebra;(iii) a restricted (order) property-aware peephole relational query optimizationstrategy; and (iv) a mapping from XML update statements into relational updates. Thus; thissystem implements all essential XML database functionalities (rather than a single feature)such that we can learn from the full consequences of our architectural decisions. Whileimplementing this system; we had to extend the state-of-the-art with a number of new …,Proceedings of the 2006 ACM SIGMOD international conference on Management of data,2006,360
Moa and the multi-model architecture: a new perspective on NF2,Maurice van Keulen; Jochem Vonk; Arjen P de Vries; Jan Flokstra; Henk Ernst Blok,Abstract Advanced non-traditional application domains such as geographic informationsystems and digital library systems demand advanced data management support. In aneffort to cope with this demand; we present the concept of a novel multi-model DBMSarchitecture which provides evaluation of queries on complexly structured data withoutsacrificing efficiency. A vital role in this architecture is played by the Moa language featuringa nested relational data model based on XNF 2; in which we placed renewed interest.Furthermore; extensibility in Moa avoids optimization obstacles due to black-box treatment ofADTs. The combination of a mapping of queries on complexly structured data to an efficientphysical algebra expression via a nested relational algebra; extensibility open tooptimization; and the consequently better integration of domain-specific algorithms …,International Conference on Database and Expert Systems Applications,2003,6
Bridging the GAP between relational and native XML storage with staircase join,Jens Teubner; Maurice van Keulen; Torsten Grust,Several mapping schemes have recently been proposed to store XML data in relationaltables. Relational database systems are readily available and can handle vast amounts ofdata very efficiently; taking advantage of physical properties that are specific to the relationalmodel; like sortedness or uniqueness. Tables that originate from XML documents; however;carry some further properties that cannot be exploited by current relational query processors.We propose a new join algorithm that is specifically designed to operate on XML datamapped to relational tables. The staircase join is fully aware of the underlying tree propertiesand allows for I/O and cache optimal query execution. As a local change to the databasekernel; it can easily be plugged into any relational database and allows for variousoptimization strategies; eg selection pushdown. Experiments with our prototype; based on …,15. GI Workshop on Foundations of Database Systems,2003,6
The TM Manual; version 2.0; revision e,René Bal; Herman Balsters; RA de By; Alexander Bosschaart; Jan Flokstra; Maurice van Keulen; J Skowronek; B Termorshuizen,This is the TM language manual; describing version 2.0 of the database specificationlanguage TM. This document is a working document; which means that not all (althoughmany) of our ideas concerning the construction of the language have been thoroughlyevaluated. Most importantly; we lack a fine set of application case studies; which wouldundoubtedly result in further enhancements and tuning of the language. This is obviously acyclic problem; because how can we obtain good case studies if there is no manual? Thus;the main goal of this document is to get some people out in the field of databasespecification use TM; and report on their findings. We use TM as a high-level language forthe design and specification of object-oriented database schemas in an efficient andeffective manner. The TM language and its accompanying design tools enable users to …,*,1995,6
Generic knowledge-based analysis of social media for recommendations,Victor de Graaff; Anne van de Venis; Maurice van Keulen; RA de By,Abstract Recommender systems have been around for decades to help people find the bestmatching item in a pre-defined item set. Knowledge-based recommender systems are usedto match users based on information that links the two; but they often focus on a single;specific application; such as movies to watch or music to listen to. In this presentation; wepresent our Interest-Based Recommender System (IBRS). This knowledge-basedrecommender system provides recommendations that are generic in three dimensions: IBRSis (1) domain-independent;(2) language-independent; and (3) independent of the usedsocial medium. To match user interests with items; the first are derived from the user's socialmedia profile; enriched with a deeper semantic embedding obtained from the genericknowledge base DBpedia. These interests are used to extract personalized …,*,2015,5
Named Entity Extraction and Linking Challenge: University of Twente at# Microposts2014,Mena B Habib; Maurice van Keulen; Zhemin Zhu,Abstract Twitter is a potentially rich source of continuously and instantly updated information.Shortness and informality of tweets are challenges for Natural Language Processing (NLP)tasks. In this paper; we present a hybrid approach for Named Entity Extraction (NEE) andLinking (NEL) for tweets. Although NEE and NEL are two topics that are well studied inliterature; almost all approaches treated the two problems separately. We believe thatdisambiguation (linking) could help improving the extraction process. We call this potentialfor mutual improvement; the reinforcement effect. It mimics the way humans understandnatural language. Furthermore; our proposed approaches handles uncertainties involved inthe two processes by considering possible alternatives.,*,2014,5
Point of interest to region of interest conversion,Victor de Graaff; Rolf A de By; Maurice van Keulen; Jan Flokstra,Abstract Trajectories of people contain a vast amount of information on users' interests andpopularity of locations. To obtain this information; the places visited by the owner of thedevice on such a trajectory need to be recognized. However; the location information on apoint of interest (POI) in a database is normally limited to an address and a coordinate pair;rather than a polygon describing its boundaries. A region of interest can be used to intersecttrajectories to match trajectories with objects of interest. In the absence of expensive andoften not publicly available detailed spatial data like cadastral data; we need to approximatethis ROI. In this paper; we present several approaches to approximate the size and shape ofROIs; by integrating data from multiple public sources; a validation technique; and avalidation of these approaches against the cadastral data of the city of Enschede; The …,Proceedings of the 21st ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems,2013,5
Compression of probabilistic XML documents,Irma Veldman; Ander De Keijzer; Maurice Van Keulen,Abstract Database techniques to store; query and manipulate data that contains uncertaintyreceives increasing research interest. Such UDBMSs can be classified according to theirunderlying data model: relational; XML; or RDF. We focus on uncertain XML DBMS with asrepresentative example the Probabilistic XML model (PXML) of [10; 9]. The size of a PXMLdocument is obviously a factor in performance. There are PXML-specific techniques toreduce the size; such as a push down mechanism; that produces equivalent but morecompact PXML documents. It can only be applied; however; where possibilities aredependent. For normal XML documents there also exist several techniques for compressinga document. Since Probabilistic XML is (a special form of) normal XML; it might benefit fromthese methods even more. In this paper; we show that existing compression mechanisms …,International Conference on Scalable Uncertainty Management,2009,5
User feedback in probabilistic xml,Ander de Keijzer; Maurice van Keulen,Abstract Data integration is a challenging problem in many application areas. Approachesmostly attempt to resolve semantic uncertainty and conflicts between information sources aspart of the data integration process. In some application areas; this is impractical or evenprohibitive; for example; in an ambient environment where devices on an ad hoc basis haveto exchange information autonomously. We have proposed a probabilistic XML approachthat allows data integration without user involvement by storing semantic uncertainty andconflicts in the integrated XML data. As a consequence; the integrated information sourcerepresents all possible appearances of objects in the real world; the so-called possibleworlds. In this paper; we show how user feedback on query results can resolve semanticuncertainty and conflicts in the integrated data. Hence; user involvement is effectively …,*,2007,5
TwitterNEED: A hybrid approach for named entity extraction and disambiguation for tweet,Mena B Habib; Maurice van Keulen,Abstract Twitter is a rich source of continuously and instantly updated information. Shortnessand informality of tweets are challenges for Natural Language Processing tasks. In thispaper; we present TwitterNEED; a hybrid approach for Named Entity Extraction and NamedEntity Disambiguation for tweets. We believe that disambiguation can help to improve theextraction process. This mimics the way humans understand language and reduces errorpropagation in the whole system. Our extraction approach aims for high extraction recall first;after which a Support Vector Machine attempts to filter out false positives among theextracted candidates using features derived from the disambiguation phase in addition toother word shape and Knowledge Base features. For Named Entity Disambiguation; weobtain a list of entity candidates from the YAGO Knowledge Base in addition to top-ranked …,Natural Language Engineering,2015,4
Need4tweet: a twitterbot for tweets named entity extraction and disambiguation,Mena Habib; Maurice van Keulen,Abstract In this demo paper; we present NEED4Tweet; a Twitterbot for named entityextraction (NEE) and disambiguation (NED) for Tweets. The straightforward application ofstate-of-the-art extraction and disambiguation approaches on informal text widely used inTweets; typically results in significantly degraded performance due to the lack of formalstructure; the lack of sufficient context required; and the seldom entities involved. In thispaper; we introduce a novel framework that copes with the introduced challenges. We relyon contextual and semantic features more than syntactic features which are less informative.We believe that disambiguation can help to improve the extraction process. This mimics theway humans understand language.,Proceedings of ACL-IJCNLP 2015 System Demonstrations,2015,4
Increasing NER recall with minimal precision loss,Jasper Kuperus; Cor J Veenman; Maurice van Keulen,Named Entity Recognition (NER) is broadly used as a first step toward the interpretation oftext documents. However; for many applications; such as forensic investigation; recall iscurrently inadequate; leading to loss of potentially important information. Entity classambiguity cannot be resolved reliably due to the lack of context information or theexploitation thereof. Consequently; entity classification introduces too many errors; leadingto severe omissions in answers to forensic queries. We propose a technique based onmultiple candidate labels; effectively postponing decisions for entity classification to querytime. Entity resolution exploits user feedback: a user is only asked for feedback on entitiesrelevant to his/her query. Moreover; giving feedback can be stopped anytime when queryresults are considered good enough. We propose several interaction strategies that …,Intelligence and Security Informatics Conference (EISIC); 2013 European,2013,4
To use or not to use: guidelines for researchers using data from online social networking sites,Aimee van Wynsberghe; Henry Been; Maurice van Keulen,*,*,2013,4
Improving toponym extraction and disambiguation using feedback loop,Mena B Habib; Maurice van Keulen,Abstract This paper addresses two problems with toponym extraction and disambiguation.First; almost no existing works examine the extraction and disambiguation interdependency.Second; existing disambiguation techniques mostly take as input extracted toponymswithout considering the uncertainty and imperfection of the extraction process. It is the aim ofthis paper to investigate both avenues and to show that explicit handling of the uncertainty ofannotation has much potential for making both extraction and disambiguation more robust.,International Conference on Web Engineering,2012,4
Indeterministic handling of uncertain decisions in duplicate detection,Fabian Panse; Maurice van Keulen; Norbert Ritter,Abstract In current research; duplicate detection is usually considered as a deterministicapproach in which tuples are either declared as duplicates or not. However; most often it isnot completely clear whether two tuples represent the same real-world entity or not. Indeterministic approaches; however; this uncertainty is ignored; which in turn can lead tofalse decisions. In this paper; we present an indeterministic approach for handling uncertaindecisions in a duplicate detection process by using a probabilistic target schema. Thus;instead of deciding between multiple possible worlds; all these worlds can be modeled inthe resulting data. This approach minimizes the negative impacts of false decisions.Furthermore; the duplicate detection process becomes almost fully automatic and humaneffort can be reduced to a large extent. Unfortunately; a full-indeterministic approach is by …,*,2010,4
Supporting positional predicates in efficient XPath axis evaluation for DOM data structures,Torsten Grust; Jan Hidders; Philippe Michiels; Roel Vercammen; Maurice Van Keulen,Abstract In this technical report we propose algorithms for implementing the axes for elementnodes in XPath given a DOM-like representation of the document. First; we constructalgorithms for evaluating simple step expressions; withoout any (positional) predicates. Thetime complexity of these algorithms is at most O (l+ m) where l is the size of the input list andm the size of the output list. This improves upon results in [6] where also algorithms withlinear time complexity are presented; but these are linear in the size of the entire documentwhereas our algorithms are linear in the size of the intermediate results which are oftenmuch smaller. In a second phase we give a description of how the support for positionalpredicates can be added to the algorithms with a focus on maintaining the efficiency ofevaluation. Each algorithm assumes an input list that is sorted in document order and …,*,2004,4
Relational Approach to Logical Query Optimization of XPath.,Maurice van Keulen,ABSTRACT To be able to handle the ever growing volumes of XML documents; effectiveand efficient data management solutions are needed. Managing XML data in a relationalDBMS has great potential. Recently; effective relational storage schemes and indexstructures have been proposed as well as special-purpose join operators to speed upquerying of XML data using XPath/XQuery. In this paper; we address the topic of query planconstruction and logical query optimization. The claim of this paper is that standardrelational algebra extended with special-purpose join operators suffices for logical queryoptimization. We focus on the XPath accelerator storage scheme and associated staircasejoin operators; but the approach can be generalized easily.,TDM,2004,4
Two video analysis applications using foreground/background segmentation,Zoran Zivkovic; Milan Petkovic; R Van Mierlo; M van Keulen; F van der Heijden; W Jonker; E Rijnierse,Probably the most frequently solved problem when videos are analyzed is segmenting aforeground object from its background in an image. After some regions in an image aredetected as the foreground objects; some features are extracted that describe thesegmented regions. These features together with the domain knowledge are often enoughto extract the needed high-level semantics from the video material. In this paper we presenttwo automatic systems for video analysis and indexing. In both systems the segmentation ofthe foreground objects is the basic processing step. The extracted features are then used tosolve the problem. One system analyses traffic videos; the other tennis games.,Visual Information Engineering; 2003. VIE 2003. International Conference on,2003,4
Revisiting the formal foundation of probabilistic databases,Brend Wanders; Maurice van Keulen,Abstract One of the core problems in soft computing is dealing with uncertainty in data. Inthis paper; we revisit the formal foundation of a class of probabilistic databases with thepurpose to (1) obtain data model independence;(2) separate metadata on uncertainty andprobabilities from the raw data;(3) better understand aggregation; and (4) create moreopportunities for optimization. The paper presents the formal framework and validates datamodel independence by showing how to a obtain probabilistic Datalog as well as aprobabilistic relational algebra by applying the framework to their non-probabilisticcounterparts. We conclude with a discussion on the latter three goals.,*,2015,3
Uncertain Groupings: Probabilistic combination of grouping data,Brend Wanders; Maurice van Keulen; PE van der Vet,Abstract Probabilistic approaches for data integration have much potential [7]. We view dataintegration as an iterative process where data understanding gradually increases as thedata scientist continuously refines his view on how to deal with learned intricacies like dataconflicts. This paper presents a probabilistic approach for integrating data on groupings. Wefocus on a bio-informatics use case concerning homology. A bio-informatician has a largenumber of homology data sources to choose from. To enable querying combined knowledgecontained in these sources; they need to be integrated. We validate our approach byintegrating three real-world biological databases on homology in three iterations.,*,2014,3
Computer assisted extraction; merging and correlation of identities with tracks inspector,Jop Hofste; Hans Henseler; Maurice van Keulen,Abstract With the pervasiveness of computers and mobile devices; digital forensics becomesmore important in law enforcement. Detectives increasingly depend on the scarce support ofdigital specialists which impedes efficiency of criminal investigations. Tracks Inspector is acommercial solution that enables non-technical investigators to easily investigate digitalevidence using a web browser. We will demonstrate how Tracks Inspector can be used todiscover the most important persons and groups in case data by investigators withoutrequiring the help of digital forensics experts.,Proceedings of the Fourteenth International Conference on Artificial Intelligence and Law,2013,3
Named Entity Extraction and Disambiguation: The Missing Link,Mena B Habib; Maurice van Keulen,*,*,2013,3
Improving named entity disambiguation by iteratively enhancing certainty of extraction,Mena Badieh Habib; Maurice van Keulen,Abstract Named entity extraction and disambiguation have received much attention in recentyears. Typical fields addressing these topics are information retrieval; natural languageprocessing; and semantic web. This paper addresses two problems with named entityextraction and disambiguation. First; almost no existing works examine the extraction anddisambiguation interdependency. Second; existing disambiguation techniques mostly takeas input extracted named entities without considering the uncertainty and imperfection of theextraction process. It is the aim of this paper to investigate both avenues and to show thatexplicit handling of the uncertainty of annotation has much potential for making bothextraction and disambiguation more robust. We conducted experiments with a set of holidayhome descriptions with the aim to extract and disambiguate toponyms as a representative …,*,2011,3
Run-time Optimization for Pipelined Systems,R Abdel Kader; Maurice Van Keulen; Peter Boncz; Stefan Manegold,Abstract Traditional optimizers fail to pick good execution plans; when faced withincreasingly complex queries and large data sets. This failure is even more acute in thecontext of XQuery; due to the structured nature of the XML language. To overcome thevulnerabilities of traditional optimizers; we have previously proposed ROX; a Run-timeOptimizer for XQueries; which interleaves optimization and execution of full tables. ROX hasproved to be robust; even in the presence of strong correlations; but it has one limitation: ituses full materialization of intermediate results making it unsuitable for pipelined systems.Therefore; this paper proposes ROX-sampled; a variant of ROX; which executes small datasamples; thus generating smaller intermediates. We conduct extensive experiments whichproved that ROX-sampled is comparable to ROX in performance; and that it is still robust …,*,2010,3
Onzekere databases,Maurice van Keulen,Maurice van Keulen 'fact of life'. De uitdaging is om informatiesystemen soepeler metonvolkomenheden om te kunnen laten gaan. Dat is niet alleen een kwestie van controles endata cleaning; maar ook van robuustheid en flexibiliteit. Alle bovengenoemde soortenonvolkomenheden zijn te zien als onzekerheid: we weten simpelweg op een bepaaldmoment niet hoe het werkelijk zit. Door eerlijk en expliciet met die onzekerheid om te gaan;kan een informatiesysteem zich daaraan aanpassen en goed genoeg functioneren ondanksdat niet alle gegevens precies en correct beschikbaar zijn. Onzekere databases maken hetmogelijk om eerlijk en expliciet met onzekerheid om te gaan; zonder dat het de complexiteitvan de informatiesystemen significant verhoogt. Kort gezegd; een onzekere database maakthet mogelijk om niet alleen de data maar ook de onzekerheid over die data expliciet op te …,DB/M: database magazine,2010,3
Qualitative effects of knowledge rules in probabilistic data integration,Maurice van Keulen; Ander de Keijzer,Abstract One of the problems in data integration is data overlap: the fact that different datasources have data on the same real world entities. Much development time in dataintegration projects is devoted to entity resolution. Often advanced similarity measurementtechniques are used to remove semantic duplicates from the integration result or solve othersemantic conflicts; but it proofs impossible to get rid of all semantic problems in dataintegration. An often-used rule of thumb states that about 90% of the development effort isdevoted to solving the remaining 10% hard cases. In an attempt to significantly decreasehuman effort at data integration time; we have proposed an approach that stores anyremaining semantic uncertainty and conflicts in a probabilistic database enabling it toalready be meaningfully used. The main development effort in our approach is devoted to …,*,2008,3
Information Integration-the process of integration; evolution and versioning,Ander Keijzer; Maurice Keulen,Abstract At present; many information sources are available wherever you are. Most of thetime; the information needed is spread across several of those information sources.Gathering this information is a tedious and time consuming job. Automating this processwould assist the user in its task. Integration of the information sources provides a globalinformation source with all information needed present. All of these information sources alsochange over time. With each change of the information source; the schema of this sourcecan be changed as well. The data contained in the information source; however; cannot bechanged every time; due to the huge amount of data that would have to be converted inorder to conform to the most recent schema. In this report we describe the current methods toinformation integration; evolution and versioning. We distinguish between integration of …,*,2005,3
A probabilistic database extension,Ander Keijzer; Maurice Keulen,Abstract Data exchange between embedded systems and other small or large computingdevices increases. Since data in different data sources may refer to the same real worldobjects; data cannot simply be merged. Furthermore; in many situations; conflicts in dataabout the same real world objects need to be resolved without interference from a user. Inthis report; we report on an attempt to make a RDBMS probabilistic; ie; data in a relationrepresents all possible views on the real world; in order to achieve unattended dataintegration. We define a probabilistic relational data model and review standard SQL queryprimitives in the light of probabilistic data. It appears that thinking in terms of 'possible worlds'is powerful in determining the proper semantics of these query primitives. 1,*,2004,3
An architecture and methodology for the design and development of Technical Information Systems,R Capobianchi; M Mautref; Maurice van Keulen; Herman Balsters,Abstract In order to meet demands in the context of Technical Information Systems (TIS)pertaining to reliability; extensibility; maintainability; etc.; we have developed an architecturalframework with accompanying methodological guidelines for designing such systems. Withthe framework; we aim at complex multiapplication information systems using a repository toshare data among applications. The framework proposes to keep a strict separationbetween Man-Machine-Interface and Model data; and provides design and implementationsupport to do this effectively. The framework and methodological guidelines have beendeveloped in the context of the ESPRIT project IMPRESS. The project also provided for“testing grounds” in the form of a TIS for the Spanish Electricity company Iberdrola.,International Symposium on Methodologies for Intelligent Systems,1996,3
A framework for representation; validation and implementation of database application semantics,Maurice van Keulen; Jacek Skowronek; Peter MG Apers; Herman Balsters; Henk M Blanken; RA de By; Jan Flokstra,Abstract New application domains in data-processing environments pose new requirementson the methodologies; techniques and tools used to design them. The applications'semantics should be fully represented at an increasingly high level; and the representationshould be subject to rigorous validation and verification. We present a semanticrepresentation framework (including the language; methods and tools) for design of data-processing applications. The new features of the framework include a small number ofprecisely defined domain-independent concepts; high-level possibilities for describingbehavioural semantics (methods and constraints) and the validation and verification toolsincluded in the framework. We present examples of the use of the framework; including theuse of its tools.,*,1995,3
Towards complete coverage in focused web harvesting,Mohammadreza Khelghati; Djoerd Hiemstra; Maurice van Keulen,Abstract With the goal of harvesting all information about a given entity; in this paper; we tryto harvest all matching documents for a given query submitted on a search engine. Theobjective is to retrieve all information about for instance" Michael Jackson";" Islamic State";or" FC Barcelona" from indexed data in search engines; or hidden data behind web forms;using a minimum number of queries. Policies of web search engines usually do not allowaccessing all of the matching query search results for a given query. They limit the number ofreturned documents and the number of user requests. These limitations are also applied indeep web sources; for instance in social networks like Twitter. In this work; we propose anew approach which automatically collects information related to a given query from asearch engine; given the search engine's limitations. The approach minimizes the …,Proceedings of the 17th International Conference on Information Integration and Web-based Applications & Services,2015,2
Spatiotemporal Behavior Profiling: A Treasure Hunt Case Study,Victor de Graaff; Dieter Pfoser; Maurice van Keulen; Rolf A De By,Abstract Trajectories have been providing us with a wealth of derived information such astraffic conditions and road network updates. This work focuses on deriving user profilesthrough spatiotemporal analysis of trajectory data to provide insight into the quality ofinformation provided by users. The presented behavior profiling method assesses userparticipation characteristics in a treasure-hunt type event. Consisting of an analysis and aprofiling phase; analysis involves a timeline and a stay-point analysis; as well as a semantictrajectory inspection relating actual and expected paths. The analysis results are thengrouped around profiles that can be used to estimate the user performance in the activity.The proposed profiling method is evaluated by means of a student orientation treasure-huntactivity at the University of Twente; The Netherlands. The profiling method is used to …,*,2015,2
Hadoop for EEG Storage and Processing: A Feasibility Study,Ghita Berrada; Maurice van Keulen; Mena B Habib,Abstract Lots of heterogeneous complex data are collected for diagnosis purposes. Suchdata should be shared between all caregivers and; often at least partly automaticallyprocessed; due to its complexity; for its full potential to be harnessed. This paper is afeasibility study that assesses the potential of Hadoop as a medical data storage andprocessing platform using EEGs as example of medical data.,International Conference on Brain Informatics and Health,2014,2
Designing A General Deep Web Access Approach Based On A Newly Introduced Factor; Harvestability Factor (HF),Mohammadreza Khelghati; Maurice Keulen; Djoerd Hiemstra,Abstract The growing need of accessing more and more information draws attentions tohuge amount of data hidden behind web forms defined as deep web. To make this dataaccessible; harvesters have a crucial role. Targeting different domains and websitesenhances the need to have a general-purpose harvester which can be applied to differentsettings and situations. To develop such a harvester; a number of issues should beconsidered. Among these issues; business domain features; targeted websites' features;and the harvesting goals are the most influential ones. To consider all these elements in onebig picture; a new concept; called harvestability factor (HF); is introduced in this paper. TheHF is defined as an attribute of a website (HF_w) or a harvester (HF_h) representing theextent to which the website can be harvested or the harvester can harvest. The …,*,2014,2
Digital-forensics based pattern recognition for discovering identities in electronic evidence,Hans Henseler; Jop Hofsté; Maurice van Keulen,With the pervasiveness of computers and mobile devices; digital forensics becomes moreimportant in law enforcement. Detectives increasingly depend on the scarce support ofdigital specialists which impedes efficiency of criminal investigations. This paper proposesand algorithm to extract; merge and rank identities that are encountered in the electronicevidence during processing. Two experiments are described demonstrating that ourapproach can assist with the identification of frequently occurring identities so thatinvestigators can prioritize the investigation of evidence units accordingly.,*,2013,2
08421 Abstracts Collection--Uncertainty Management in Information Systems,Christoph Koch; Birgitta König-Ries; Volker Markl; Maurice van Keulen,Abstract From October 12 to 17; 2008 the Dagstuhl Seminar 08421'Uncertainty Managementin Information Systems''was held in Schloss Dagstuhl~--~ Leibniz Center for Informatics. Theabstracts of the plenary and session talks given during the seminar as well as those of theshown demos are put together in this paper.,Dagstuhl Seminar Proceedings,2009,2
Operating Systems,AL Schoute; M van Keulen,Schoute; AL (2007). Operating Systems. In TMA Bemelmans; M. van Keulen; RJ Kusters; &M. Looijen (Eds.); ICT-Zakboek (pp. 761-770). (PBNA Polyzakboekjes; No. Chapter VI.1.7). DenHaag: Reed Business Information … ICT-Zakboek. ed. / TMA Bemelmans; Maurice vanKeulen; RJ Kusters; M. Looijen. Den Haag : Reed Business Information; 2007. p. 761-770 (PBNAPolyzakboekjes; No. Chapter VI.1.7) … Schoute; AL 2007; Operating Systems. in TMABemelmans; M van Keulen; RJ Kusters & M Looijen (eds); ICT-Zakboek. PBNAPolyzakboekjes; no. Chapter VI.1.7; Reed Business Information; Den Haag; pp. 761-770 …ICT-Zakboek. ed. / TMA Bemelmans; Maurice van Keulen; RJ Kusters; M. Looijen. Den Haag: Reed Business Information; 2007. p. 761-770 (PBNA Polyzakboekjes; No. Chapter VI.1.7) …Schoute AL. Operating Systems. In Bemelmans TMA; van Keulen M; Kusters RJ; Looijen …,*,2007,2
Effectiveness Bounds for Non-Exhaustive Schema Matching Systems,Marko Smiljanic; Maurice van Keulen; Willem Jonker,Semantic validation of the effectiveness of a schema matching system is traditionallyperformed by comparing system-generated mappings with those of human evaluators. Thehuman effort required for validation quickly becomes huge in large scale environments. Theperformance of a matching system; however; is not solely determined by the quality of themappings; but also by the efficiency with which it can produce them. Improving efficiencyquickly leads to a trade-off between efficiency and effectiveness. Establishing or obtaining alarge test collection for measuring this trade-off is often a severe obstacle. In this paper; wepresent a technique for determining lower and upper bounds for effectiveness measures fora certain class of schema matching system improvements in order to lower the requiredvalidation effort. Effectiveness bounds for a matching system improvement are solely …,Data Engineering Workshops; 2006. Proceedings. 22nd International Conference on,2006,2
The Dodo query flattening system,Joeri Ruth; Maarten Fokkinga; Maurice Keulen,*,*,2004,2
CIRQUID: complex information retrieval queries in a database,Djoerd Hiemstra; Arjen P Vries; Henk Ernst Blok; Maurice Keulen; Willem Jonker; Martin L Kersten,Abstract The CIRQUID project plans to design and build a DBMS that seemlessly integratesrelevance-oriented querying of semi-structured data (XML) with traditional querying of thisdata. The project is funded by the Netherlands Organisation of Scientific Research (NWOproject number 612.061. 210).,*,2003,2
Deep Physiological Arousal Detection in a Driving Simulator using Wearable Sensors,Aaqib Saeed; Stojan Trajanovski; Maurice van Keulen; Jan van Erp,Abstract—Driving is an activity that requires considerable alertness. Insufficient attention;imperfect perception; inadequate information processing; and sub-optimal arousal arepossible causes of poor human performance. Understanding of these causes and theimplementation of effective remedies is of key importance to increase traffic safety andimprove driver's wellbeing. For this purpose; we used deep learning algorithms to detectarousal level; namely; under-aroused; normal and overaroused for professional truck driversin a simulated environment. The physiological signals are collected from 11 participants bywrist wearable devices. We presented a cost effective groundtruth generation scheme forarousal based on a subjective measure of sleepiness and score of stress stimuli. On thisdataset; we evaluated a range of deep neural network models for representation learning …,IEEE International Conference on Data Miningworkshop: Data Mining in Biomedical Informatics and Healthcare (DMBIH),2017,1
Efficient web harvesting strategies for monitoring deep web content,Mohammad Khelghati; Djoerd Hiemstra; Maurice van Keulen,Abstract Web content changes rapidly [18]. In Focused Web Harvesting [17] which aim it is toachieve a complete harvest for a given topic; this dynamic nature of the web createsproblems for users who need to access a set of all the relevant web data to their topics ofinterest. Whether you are a fan following your favorite idol or a journalist investigating atopic; you may need not only to access all the relevant information but also the recentchanges and updates. General search engines like Google apply several techniques toenhance the freshness of their crawled data. However; in focused web harvesting; we lackan efficient approach that detects changes for a given topic over time. In this paper; we focuson techniques that can keep the relevant content to a given query up-to-date. To do so; wetest four different approaches to efficiently harvest all the changed documents matching a …,Proceedings of the 18th International Conference on Information Integration and Web-based Applications and Services,2016,1
Lazy Evaluation for Concurrent OLTP and Bulk Transactions,Lesley Wevers; Marieke Huisman; Maurice van Keulen,Abstract Existing concurrency control systems cannot execute transactions with overlappingupdates concurrently. This is especially problematic for bulk updates; which usually overlapwith all concurrent transactions. To solve this; we have developed a concurrency controlmechanism based on lazy evaluation; which moves evaluation of operations from the writerto the reader. This allows readers to prioritize evaluation of those operations in which theyare interested; without loss of atomicity of transactions. To handle bulk operations; wedynamically split large transactions into transactions on smaller parts of the data. In thispaper we present an abstract lazy index structure for lazy transactions; and show howtransactions can be encoded to effectively use this data structure. Moreover; we discussevaluation strategies for lazy transactions; where trade-offs can be made between latency …,Proceedings of the 20th International Database Engineering & Applications Symposium,2016,1
JudgeD: a Probabilistic Datalog with Dependencies,B Wanders; M van Keulen; Jan Flokstra,Abstract We present JudgeD; a probabilistic datalog. A JudgeD program defines adistribution over a set of traditional datalog programs by attaching logical sentences toclauses to implicitly specify traditional data programs. Through the logical sentences;JudgeD provides a novel method for the expression of complex dependencies between bothrules and facts. JudgeD is implemented as a proof-of-concept in the language Python. Theimplementation allows connection to external data sources; and features both a Monte Carloprobability approximation as well as an exact solver supported by BDDs. Several directionsfor future work are discussed and the implementation is released under the MIT license.,*,2016,1
Analysis of the blocking behaviour of schema transformations in relational database systems,Lesley Wevers; Matthijs Hofstra; Menno Tammens; Marieke Huisman; Maurice van Keulen,Abstract In earlier work we have extended the TPC-C benchmark with basic and complexschema transformations. This paper uses this benchmark to investigate the blockingbehaviour of online schema transformations in PostgreSQL; MySQL and Oracle 11g. Firstwe discuss experiments using the data definition language of the DBMSs; which show thatall complex operations are blocking; while we have mixed results for basic transformations.Second; we look at a technique for online schema transformations by Ronström; based ontriggers. Our experiments show that pt-online-schema-change for MySQL andDBMS_REDEFINITION for Oracle can perform basic transformations without blocking;however; support for complex transformations is missing. To conclude; we provide a solutionoutline for complex non-blocking transformations.,East European Conference on Advances in Databases and Information Systems,2015,1
Harvesting all matching information to a given query from a deep website,Mohammadreza Khelghati; Djoerd Hiemstra; Maurice van Keulen,Abstract In this paper; the goal is harvesting all documents matching a given (entity) queryfrom a deep web source. The objective is to retrieve all information about for instance"Denzel Washington";" Iran Nuclear Deal"; or" FC Barcelona" from data hidden behind webforms. Policies of web search engines usually do not allow accessing all of the matchingquery search results for a given query. They limit the number of returned documents and thenumber of user requests. In this work; we propose a new approach which automaticallycollects information related to a given query from a search engine; given the search engine'slimitations. The approach minimizes the number of queries that need to be sent by applyinginformation from a large external corpus. The new approach outperforms existingapproaches when tested on Google; measuring the total number of unique documents …,*,2015,1
