A generic framework for monitoring continuous spatial queries over moving objects,Haibo Hu; Jianliang Xu; Dik Lun Lee,Abstract This paper proposes a generic framework for monitoring continuous spatial queriesover moving objects. The framework distinguishes itself from existing work by being the firstto address the location update issue and to provide a common interface for monitoringmixed types of queries. Based on the notion of safe region; the client location updatestrategy is developed based on the queries being monitored. Thus; it significantly reducesthe wireless communication and query reevaluation costs required to maintain the up-to-date query results. We propose algorithms for query evaluation/reevaluation and for saferegion computation in this framework. Enhancements are also proposed to take advantageof two practical mobility assumptions: maximum speed and steady movement. Theexperimental results show that our framework substantially outperforms the traditional …,Proceedings of the 2005 ACM SIGMOD international conference on Management of data,2005,336
Diabetes and its chronic complications in the she ethnic minority group of China,Yinghua Lin; Yuan Xu; Gang Chen; Xiaolan Lai; Baoying Huang; Zichun Chen; Longteng Yao; Shaoheng Zhu; Jin Yao; Junping Wen; Huibin Huang; Caijing Lin,Abstract Objective: According to recent reports; the development of type 2 diabetes in Chinahas soared at an alarming rate. However; most of the investigations were based on Hanpeople; who account for the majority of people in China. Little is known about the prevalenceof diabetes its chronic complications in the She people; who have their own traditionallifestyle and hereditable background; different from other Asian population. The presentstudy investigated the prevalence of type 2 diabetes and associated risk factors in the adultpopulation of She nationals. Subjects and Methods: A total of 5;385 participants entered intothe analysis eventually; including 2;308 men and 3;077 women. An oral glucose tolerancetest was performed in subjects without diagnosed diabetes. Liver function; cardiovascularrisk (brachial–ankle pulse wave velocity; estimated glomerular filtration rate; and …,Diabetes technology & therapeutics,2012,14
StableBuffer: optimizing write performance for DBMS applications on flash devices,Yu Li; Jianliang Xu; Byron Choi; Haibo Hu,Abstract Flash devices have been widely used in embedded systems; laptop computers; andenterprise servers. However; the poor random writes have been an obstacle to running write-intensive DBMS applications on flash devices. In this paper; we exploit the recentlydiscovered; efficient write patterns of flash devices to optimize the performance of DBMSapplications. Specifically; motivated by a focused write pattern; we propose to write pagestemporarily to a small; pre-allocated storage space on the flash device; called StableBuffer;instead of directly writing to their actual destinations. We then recognize and flush efficientwrite patterns of the buffer to achieve a better write performance. In contrast to prior log-based techniques; our StableBuffer solution does not require modifying the driver of flashdevices and hence works well for commodity flash devices. We discuss the detailed …,Proceedings of the 19th ACM international conference on Information and knowledge management,2010,14
Regional variations in the prevalence and misdiagnosis of air flow obstruction in China: baseline results from a prospective cohort of the China Kadoorie Biobank (C...,Om P Kurmi; Liming Li; Margaret Smith; Mareli Augustyn; Junshi Chen; Rory Collins; Yu Guo; Yabin Han; Jingxin Qin; Guanqun Xu; Jian Wang; Zheng Bian; Gang Zhou; Kourtney Davis; Richard Peto; Zhenming Chen; China Kadoorie Biobank Collaborative Group,Background Despite the great burden of chronic respiratory diseases in China; few largemulticentre; spirometry-based studies have examined its prevalence; rate of underdiagnosisregionally or the relevance of socioeconomic and lifestyle factors. Methods We analyseddata from 512 891 adults in the China Kadoorie Biobank; recruited from 10 diverse regionsof China during 2004–2008. Air flow obstruction (AFO) was defined by the lower limit ofnormal criteria based on spirometry-measured lung function. The prevalence of AFO wasanalysed by region; age; socioeconomic status; body mass index (BMI) and smoking historyand compared with the prevalence of self-reported physician-diagnosed chronic bronchitisor emphysema (CB/E) and its symptoms. Findings The prevalence of AFO was 7.3% in men(range 2.5–18.2%) and 6.4% in women (1.5–18.5%). Higher prevalence of AFO was …,BMJ open respiratory research,2014,13
FD-buffer: a buffer manager for databases on flash disks,Sai Tung On; Yinan Li; Bingsheng He; Ming Wu; Qiong Luo; Jianliang Xu,Abstract We design and implement FD-Buffer; a buffer manager for database systemsrunning on flash-based disks. Unlike magnetic disks; flash media has an inherent read-writeasymmetry: writes involve expensive erase operations and as a result are usually muchslower than reads. Therefore; we address this asymmetry in FD-Buffer. Specifically; we usethe average I/O cost per page access as opposed to the traditional miss rate as theperformance metric for a buffer. We develop a new replacement policy in which we separateclean and dirty pages into two pools. The size ratio of the two pools is automatically adaptedto the read-write asymmetry and the runtime workload. We evaluate FD-Buffer with trace-driven experiments on real flash disks. Our evaluation results show that our algorithmachieves up to 33% improvement on the overall performance on commodity flash disks; in …,Proceedings of the 19th ACM international conference on Information and knowledge management,2010,13
A series of models of non-thermal high voltage electrical injuries,Wei-Ping Li; Mei-Shu Zhu; Zhi-Xiang Zhu; Jin-Chao Guan; Xiao-Guang Xu,Abstract Although many models of electrical injury have been established; none of them arecompletely typical of the clinical features of electrical injury. As a result; research based onthese models were incapable of explaining many clinical phenomena such as continuoustissue necrosis and also were unable to cope with high ratio of amputation of extremities. Inorder to investigate the mechanism of electrical injuries and better model the condition withsimilar clinical characteristics we developed a new model. Seventy-five New Zealand rabbitswere employed in this study; of them 45 were used in a preliminary experiment including theselection of the size of electrode plate area; damaged extent; time length of electrical injuryand interval length between two injuries and so on. Another 30 rabbits were equally dividedinto five groups with electrical injury times of 6; 12; 18; 24 and 30 cycles; respectively …,Burns,2006,13
Research challenges in information access and dissemination in a mobile environment,Jianliang Xu; Baihua Zheng; Manli Zhu; Dik Lun Lee,ABSTRACT A wireless environment has both benefits and limitations when it is used as amedium for information access and dissemination. In a wireless environment; we can accessto not only information anytime and anywhere as if we were connected to the Internet butinformation tailored to our particular needs depending on where we are located. This leadsto location-dependent information services (eg; querying for local traffic; restaurants; etc.).The capability of the system is also enhanced by the fact that genuine broadcast (asopposed to multicast) can be realized in a wireless environment; making massive broadcastof commonly requested data a simple and inexpensive task. On the other hand; we have toovercome a lot of limitations such as the limited bandwidth; high-cost of data transmission(both in terms of power consumption on the client devices and system bandwidth). In this …,Proceedings of the Pan-Yellow-Sea International Workshop on Information Technologies for Network Era,2002,13
Nasobiliary drainage after endoscopic papillary balloon dilatation may prevent postoperative pancreatitis,Xiao-Dan Xu; Jian-Jun Dai; Jian-Qing Qian; Wei-Jun Wang,AIM: To evaluate the necessity of endoscopic nasobiliary drainage (ENBD) catheterplacement after clearance of common bile duct (CBD) stones. METHODS: Patients enrolledin this study were randomly divided into two groups; according to whether or not theyreceived ENBD after the removal of CBD stones. Group 1 (ENBD group) was thensubdivided into three groups: G1a patients received an endoscopic papillary balloondilatation (EPBD); G1b patients received an endoscopic sphincterotomy (EST); and G1cpatients received neither. Group 2 (non-ENBD group) patients were also subdivided intothree groups (G2a; G2b; and G2c); similar to Group 1. The maximum CBD diameter; the timefor C-reactive protein (CRP) to normalize; levels of serum amylase; total serum bilirubin (TB)and alanine aminotransferase (ALT); and postoperative hospitalization duration (PHD) …,World Journal of Gastroenterology: WJG,2015,12
Study of GFRP steel buckling restraint braces,Kailai Deng; Peng Pan; Xin Nie; Xiaoguang Xu; Peng Feng; Lieping Ye,Abstract Buckling-restraint braces (BRBs) are used extensively in seismic-resistantstructures. They consist of a core energy dissipation and external restraining component. Anovel glass fiber–reinforced polymer (GFRP) steel BRB is proposed. In the GFRP steel BRB;four GFRP pultruded tubes; which are tied together by GFRP wrapping layers; are used torestrict core steel component buckling instead of conventional steel tube and infilledconcrete or mortar. This GFRP steel BRB is extremely lightweight. Techniques formanufacturing GFRP steel BRB were developed for convenient large-scale industrializedproduction. Quasi-static tests were carried out to validate the performance of the GFRP steelBRB under cyclic loading. The tests focused mainly on energy dissipation capacity andultimate failure mode of the proposed GFRP steel BRB. The effect of applying additional …,Journal of Composites for Construction,2015,12
Spatial-aware interest group queries in location-based social networks,Yafei Li; Dingming Wu; Jianliang Xu; Byron Choi; Weifeng Su,Abstract With the recent advances in positioning and smartphone technologies; a number ofsocial networks such as Twitter; Foursquare and Facebook are acquiring the dimension oflocation; thus bridging the gap between the physical world and online social networkingservices. Most of the location-based social networks released check-in services that allowusers to share their visiting locations with their friends. In this paper; users' interests aremodeled by check-in actions. We propose a new type of Spatial-aware Interest Group (SIG)query that retrieves a user group of size k where each user is interested in the querykeywords and they are close to each other in the Euclidean space. We prove that the SIGquery problem is NP-complete. A family of efficient algorithms based on the IR-tree is thusproposed for the processing of SIG queries. Experiments on two real datasets show that …,Data & Knowledge Engineering,2014,12
Flash-optimized B+-tree,Sai Tung On; Haibo Hu; Yu Li; Jianliang Xu,Abstract With the rapid increasing capacity of flash memory; flash-aware indexingtechniques are highly desirable for flash devices. The unique features of flash memory; suchas the erase-before-write constraint and the asymmetric read/write cost; severely deterioratethe performance of the traditional B+-tree algorithm. In this paper; we propose an optimizedindexing method; called lazy-update B+-tree; to overcome the limitations of flash memory.The basic idea is to defer the committing of update requests to the B+-tree by buffering themin a segment of main memory. They are later committed in groups so that the cost of eachwrite operation can be amortized by a bunch of update requests. We identify a victimselection problem for the lazy-update B+-tree and develop two heuristic-based commitpolicies to address this problem. Simulation results show that the proposed lazy-update …,Journal of Computer Science and Technology,2010,12
Fine-grained scalable video caching for heterogeneous clients,Jianliang Liu; Jianliang Xu; Xiaowen Chu,Much research has focused on caching adaptive videos to improve system performance forheterogeneous clients with diverse access bandwidths. However; existing rate-adaptivecaching systems; which are based on layered coding or transcoding; often suffer from acoarse adaptation and/or a high computation overhead. In this paper; we propose aninnovative rate-adaptive caching framework that enables low-cost and fine-grainedadaptation by using MPEG-4 fine-grained scalable videos. The proposed framework is bothnetwork-aware and media-adaptive; ie; the clients can be of heterogeneous streaming rates;and the backbone bandwidth consumption can be adaptively controlled. We developefficient cache management schemes to determine the best contents to cache and theoptimal streaming rate to each client under the framework. We demonstrate via …,IEEE transactions on multimedia,2006,12
Mutations in TUBB8 cause a multiplicity of phenotypes in human oocytes and early embryos,Ruizhi Feng; Zheng Yan; Bin Li; Min Yu; Qing Sang; Guoling Tian; Yao Xu; Biaobang Chen; Ronggui Qu; Zhaogui Sun; Xiaoxi Sun; Li Jin; Lin He; Yanping Kuang; Nicholas J Cowan; Lei Wang,Background TUBB8 is a primate-specific β-tubulin isotype whose expression is confined tooocytes and the early embryo. We previously found that mutations in TUBB8 caused oocytematuration arrest. The objective was to describe newly discovered mutations in TUBB8 andto characterise the accompanying spectrum of phenotypes and modes of inheritance.Methods and results Patients with oocyte maturation arrest were sequenced with respect toTUBB8. We investigated the effects of identified mutations in vitro; in cultured cells and inmouse oocytes. Seven heterozygous missense and two homozygous mutations wereidentified. These mutations cause a range of folding defects in vitro; different degrees ofmicrotubule disruption upon expression in cultured cells and interfere to varying extents inthe proper assembly of the meiotic spindle in mouse oocytes. Several of the newly …,Journal of medical genetics,2016,11
Social-aware top-k spatial keyword search,Dingming Wu; Yafei Li; Byron Choi; Jianliang Xu,The boom of the spatial web has enabled spatial keyword queries that take a user locationand multiple search keywords as arguments and return the objects that are spatially andtextually relevant to these arguments. Recently; utilizing social data to improve searchresults; normally by giving a higher rank to the content generated or consumed by thesearcher's friends in the social network; has been studied in the information retrieval (IR)community. However; little attention has been drawn to the integration of social factors intospatial keyword query processing. In this paper; we propose a novel spatial keyword query;Social-aware top-k Spatial Keyword (SkSK) query; which enriches the semantics of theconventional spatial keyword query by introducing a new social relevance attribute. A hybridindex structure; called Social Network-aware IR-tree (SNIR-tree); is proposed for the …,Mobile Data Management (MDM); 2014 IEEE 15th International Conference on,2014,11
Geo-social group queries with minimum acquaintance constraints,Qijun Zhu; Haibo Hu; Cheng Xu; Jianliang Xu; Wang-Chien Lee,Abstract The prosperity of location-based social networking has paved the way for newapplications of group-based activity planning and marketing. While such applicationsheavily rely on geo-social group queries (GSGQs); existing studies fail to produce acohesive group in terms of user acquaintance. In this paper; we propose a new family ofGSGQs with minimum acquaintance constraints. They are more appealing to users as theyguarantee a worst-case acquaintance level in the result group. For efficient processing ofGSGQs on large location-based social networks; we devise two social-aware spatial indexstructures; namely SaR-tree and SaR*-tree. The latter improves on the former by consideringboth spatial and social distances when clustering objects. Based on SaR-tree and SaR*-tree; novel algorithms are developed to process various GSGQs. Extensive experiments …,The VLDB Journal,2017,10
Mutations in PADI6 cause female infertility characterized by early embryonic arrest,Yao Xu; Yingli Shi; Jing Fu; Min Yu; Ruizhi Feng; Qing Sang; Bo Liang; Biaobang Chen; Ronggui Qu; Bin Li; Zheng Yan; Xiaoyan Mao; Yanping Kuang; Li Jin; Lin He; Xiaoxi Sun; Lei Wang,Early embryonic arrest is one of the major causes of female infertility. However; because ofdifficulties in phenotypic evaluation; genetic determinants of human early embryonic arrestare largely unknown. With the development of assisted reproductive technology; thephenotype of early human embryonic arrest can now be carefully evaluated. Here; wedescribe a consanguineous family with a recessive inheritance pattern of female infertilitycharacterized by recurrent early embryonic arrest in cycles of in vitro fertilization (IVF) andintracytoplasmic sperm injection (ICSI). We have identified a homozygous PADI6 nonsensemutation (c. 1141C> T [p. Gln381∗]) that is responsible for the phenotype. Mutationalanalysis of PADI6 in a cohort of 36 individuals whose embryos displayed developmentalarrest identified two affected individuals with compound-heterozygous mutations (c …,The American Journal of Human Genetics,2016,10
Asymmetric optimal-velocity car-following model,Xihua Xu; John Pang; Christopher Monterola,Abstract Taking the asymmetric characteristic of the velocity differences of vehicles intoaccount; we present an asymmetric optimal velocity model for a car-following theory. Theasymmetry between the acceleration and the deceleration is represented by the exponentialfunction with an asymmetrical factor; which agrees with the published experiment. Thismodel avoids the disadvantage of the unrealistically high acceleration appearing in previousmodels when the velocity difference becomes large. This model is simple and only has twoindependent parameters. The linear stability condition is derived and the phase transition ofthe traffic flow appears beyond the critical density. The strength of interaction betweenclusters is shown to increase with the asymmetry factor in our model.,Physica A: Statistical Mechanics and its Applications,2015,10
Selectivity estimation of twig queries on cyclic graphs,Yun Peng; Byron Choi; Jianliang Xu,Recent applications including the Semantic Web; Web ontology and XML have sparked arenewed interest on graph-structured databases. Among others; twig queries have been apopular tool for retrieving subgraphs from graph-structured databases. To optimize twigqueries; selectivity estimation has been a crucial and classical step. However; the majority ofexisting works on selectivity estimation focuses on relational and tree data. In this paper; weinvestigate selectivity estimation of twig queries on possibly cyclic graph data. To facilitateselectivity estimation on cyclic graphs; we propose a matrix representation of graphs derivedfrom prime labeling-a scheme for reachability queries on directed acyclic graphs. With thisrepresentation; we exploit the consecutive ones property (C1P) of matrices. As aconsequence; a node is mapped to a point in a two-dimensional space whereas a query …,Data Engineering (ICDE); 2011 IEEE 27th International Conference on,2011,10
Analysis of a loss-resilient proactive data transmission protocol in wireless sensor networks,Yingqi Xu; W-C Lee; Jianliang Xu,Many of sensor network applications require reliable data communication such that datapackets can be delivered to the destination without loss. However; existing reliabletransmission techniques either are too costly for resource-constrained sensor networks orhave limited capabilities for achieving desirable reliability. In this paper; an effective codingscheme that exploits the tradeoff between redundant data transmission andencoding/decoding complexity is proposed; with an in-depth study on two key designparameters; the degree of repair packets and the number of repair packets. Furthermore; theexpected probability of a destination obtaining all data packets under recoverable andpermanent failure model for proactive transmission is analyzed; respectively. Simulationshave been conducted to verify our theoretical results. The simulation results reveal …,INFOCOM 2007. 26th IEEE International Conference on Computer Communications. IEEE,2007,10
Fracture risk and bone mineral density levels in patients with systemic lupus erythematosus: a systematic review and meta-analysis,X Wang; S Yan; C Liu; Y Xu; L Wan; Y Wang; W Gao; S Meng; Y Liu; R Liu; D Xu,Abstract Previous studies suggested possible bone loss and fracture risk in patients withsystemic lupus erythematosus (SLE). The aim of this systematic review and meta-analysiswas to assess the strength of the relationship of SLE with fracture risk and the meandifference of bone mineral density (BMD) levels between SLE patients and controls.Literature search was undertaken in multiple indexing databases on September 26; 2015.Studies on the relationship of SLE with fracture risk and the mean difference of BMD levelsbetween SLE patients and controls were included. Data were combined using standardmethods of meta-analysis. Twenty-one studies were finally included into the meta-analysis;including 15 studies on the mean difference of BMD levels between SLE patients andcontrols; and 6 studies were on fracture risk associated with SLE. The meta-analysis …,*,2016,9
Subtenon Vs Intravitreal Triamcinolone injection in Diabetic Macular Edema; A prospective study in Chinese population,Dawei Luo; Bijun Zhu; Zhi Zheng; Haidong Zhou; Xiaodong Sun; Xun Xu,Objective: Purpose of this study was to validate that Subtenon (SB) Triamcinolone (TA)injection is an alternative to Intravitreal (IV) Triamcinolone (TA) injection for the treatment ofdiabetic macular edema (DME). Methods: Forty eyes were selected having DME due to type1 or type 2 diabetes. All the patients were treated with photocoagulation. IVTA wasadministered in one eye and SBTA in following eye of same patient. Improvement in visualacuity; macular edema and intraocular pressure was assessed before treatment and on 2nd; 4 th; 8 th and 12 th week after treatment. Results: After administration of IVTA; MVA wasreduced from baseline value (0.805±0.069 Log/MAR) to (0.577±0.091 Log/MAR; p<. 001) atthe end of treatment. Similar results were observed after SBTA administration. MVA wasreduced from (0.814±0.082 Log/MAR) to (0.49±0.080 Log/MAR; p<. 001) at 12 th week …,Pakistan journal of medical sciences,2014,9
Effects of a thrombomodulin-derived peptide on monocyte adhesion and intercellular adhesion molecule-1 expression in lipopolysaccharide-induced endothelial cells,Yan Xu; Xun Xu; Huiyi Jin; Xiaolu Yang; Qing Gu; Kun Liu,Purpose It has been documented that GC31; a 31-animo acid peptide from humanthrombomodulin; has potent anti-inflammatory properties in endotoxin-induced uveitis andlipopolysaccharide (LPS)-induced RAW264. 7 cells; while the role of GC31 in theendothelial cells has not yet been fully understood. Therefore; the aim of this study was toexplore the effect of GC31 on intercellular adhesion molecule-1 (ICAM-1) expression in LPS-activated endothelial cells. Methods Human umbilical vein endothelial cells (HUVECs) wereincubated with LPS (1 μg/ml) and peptide GC31 or control peptide VP30 simultaneously.ICAM-1 messenger RNA and protein levels were evaluated with real-time PCR and westernblot. The adhesion of U937 cells labeled with CM-H2DCFDA to HUVECs was examined withﬂuorescence microscope. Extracellular signal-regulated kinase-1/2 (ERK1/2) and p38 …,Molecular vision,2013,9
Authentication of range query results in mapreduce environments,Ziwei Yang; Shen Gao; Jianliang Xu; Byron Choi,Abstract Authenticated query processing has been an important problem in outsourced andcloud databases. However; all existing works on query authentication are confined to asingle server. In this paper; we present a scalable authentication solution for range queriesbased on the MapReduce framework. To address the problem; we propose two algorithmsfor mapping an authentication task to a set of sub-tasks that can be executed on distributedservers in parallel. We also develop an optimization technique for concurrent queries toimprove system performance by shared execution. The efficiency of the proposed algorithmsand techniques is shown through a set of simulation experiments.,Proceedings of the third international workshop on Cloud data management,2011,9
High pressure phase transition and phonon-dispersion relations of BeO calculated by first-principles method,Peng-Fei Yuan; Wen-Jun Zhu; Ji-An Xu; Shao-Jun Liu; Fu-Qian Jing,++ 采用第 «性原理方法计算了 S: j 在零温时的高压相变和三种结构在零温零压时的声子谱 8相变的计算表明; 在# $ $ R/G 左右的压力下 S: j 会发生从纤锌矿 (SJ) 结构到氯化钠 (S#)结构的相变; 而闪锌矿 (S') 结构在零温零压下是 «种可能的亚稳态结构 8 采用冷声子方法计算了这三种结构的 S: j 在零温零压下的声子谱 8 计算结果表明: S# 结构在零温零压下是«种不稳定的结构; 尽管 SJ 结构和 S'结构具有明显的相似性; 仍然可以通过声子谱来很好的区分8 最后根据准简谐近似理论计算得到了 S: j 的高温高压相图 8,*,2010,9
Energy-aware and time-critical geo-routing in wireless sensor networks,Yingqi Xu; Wang-Chien Lee; Jianliang Xu; Gail Mitchell,Volunteer forwarding; as an emerging routing idea for large scale; location-aware wirelesssensor networks; has recently received significant attention. However; several criticalresearch issues raised by volunteer forwarding; including communication collisions;communication voids; and time-critical routing; have not been well addressed by the existingwork. In this paper; we propose a priority-based stateless geo-routing (PSGR) protocol thataddresses these issues. Based on PSGR; sensor nodes are able to locally determine theirpriority to serve as the next relay node using dynamically estimated network density. Thiseffectively suppresses potential communication collisions without prolonging routing delays.PSGR also overcomes the communication void problem using two alternative statelessschemes; rebroadcast and bypass. Meanwhile; PSGR supports routing of time-critical …,International Journal of Distributed Sensor Networks,2008,9
CS cache engine: data access accelerator for location-based service in mobile environments,Ken CK Lee; Wang-Chien Lee; Julian Winter; Baihua Zheng; Jianliang Xu,Abstract Location-based services (LBS) have emerged as one of the killer applications formobile and pervasive computing environments. Due to limited bandwidth and scarce clientresources; client-side data caching plays an important role of enhancing the data availabilityand improving the response time. In this demonstration; we present CS Cache Enginesuitable for LBS. The underlying caching model is Complementary Space Caching (CScaching) scheme that we have recently presented in [citation]. Different from conventionaldata caching schemes; CS caching preserves a global view of the database by maintainingphysical objects and capturing those objects in the server but not in the cache asComplementary Regions (CRs) in the cache. As a result; with the CS Cache Engineimplementing CS caching; client assertiveness on their own answered queries is …,Proceedings of the 2006 ACM SIGMOD international conference on Management of data,2006,9
Theoretical studies on nonvolatile two-step; two-color holographic recording sensitivity for LiNbO3: Fe,Yan Shen; Guoquan Zhang; Bo Fu; Qingjun Xu; Jingjun Xu,Abstract The effects of material and experimental parameters on the nonvolatile two-step;two-color holographic recording sensitivity for LiNbO 3: Fe have been studied theoreticallybased on a two-center model. We have taken into account the direct electron transferbetween the deep-trap center Fe 2+/Fe 3+ and the shallow-trap center Nb Li 4+/Nb Li 5+due to the tunneling effect. The results show that the direct electron transfer between the Fe2+/Fe 3+ and the Nb Li 4+/Nb Li 5+ centers plays a key role in the improvement of two-step;two-color holographic recording sensitivity. The near-stoichiometric LiNbO 3: Fe has beenconfirmed theoretically to be of higher recording sensitivity and larger dynamic range thanthe congruent one in the low intensity region. A further improvement of the recordingsensitivity can be achieved by employing appropriate doping concentration and thermal …,Optics communications,2005,9
Towards social-aware ridesharing group query services,Yafei Li; Rui Chen; Lei Chen; Jianliang Xu,With the deep penetration of smartphones and geo-locating devices; ridesharing isenvisioned as a promising solution to transportation-related problems in metropolitan cities;such as traffic congestion and air pollution. Despite the potential to provide significantsocietal and environmental benefits; ridesharing has not so far been as popular asexpected. Notable barriers include social discomfort and safety concerns when travelingwith strangers. To overcome these barriers; in this paper; we propose a new type of Social-aware Ridesharing Group (SaRG) queries which retrieve a group of riders by taking intoaccount their social connections and spatial proximities. While SaRG queries are of practicalusefulness; we prove that; however; the SaRG query problem is NP-hard. Thus; we designan efficient algorithm with a set of powerful pruning techniques to tackle this problem. We …,IEEE Transactions on Services Computing,2017,8
A light‐emitting diode (LED)‐based multispectral imaging system in evaluating retinal vein occlusion,Yupeng Xu; Xiaoxiao Liu; Lu Cheng; Li Su; Xun Xu,Materials and Methods Fifty-six eyes of 28 patients with RVO disease were evaluated byMSI; FP; FFA; and spectral domain OCT. All images were analyzed by an experiencedreading center grader. Nonperfusion area; occlusion area; and intraretinal edema fromocclusions and FP abnormalities (presence of cotton-wool spots; epiretinal membrane; hardexudates; and retinal hemorrhage) were documented. The diagnostic power of MSI wasevaluated by the area under receiver operating characteristic (ROC) curve (AUC). Results Ofthe 56 eyes; 15 had branch RVO (BRVO); 13 had central RVO (CRVO); and 28 were normal.The ROC curve analysis showed that MSI was a better discriminator of RVO than FP (AUC=0.911 vs. 0.768; P= 0.0318). The sensitivity (and 95% confidence intervals) of MSI fornonperfusion area was 42.3%(18.8–70.4); 80.0%(51.4–94.7) for retinal hemorrhage; 90.0 …,Lasers in surgery and medicine,2015,8
Authenticated online data integration services,Qian Chen; Haibo Hu; Jianliang Xu,Abstract Data integration involves combining data from multiple sources and providing userswith a unified query interface. Data integrity has been a key problem in online dataintegration. Although a variety of techniques have been proposed to address the dataconsistency and reliability issues; there is little work on assuring the integrity of integrateddata and the correctness of query results. In this paper; we take the first step to proposeauthenticated data integration services to ensure data and query integrity even in thepresence of an untrusted integration server. We develop a novel authentication code calledhomomorphic secret sharing seal that can aggregate the inputs from individual sourcesfaithfully by the untrusted server for future query authentication. Based on this; we designtwo authenticated index structures and authentication schemes for queries on multi …,Proceedings of the 2015 ACM SIGMOD International Conference on Management of Data,2015,8
Retrospective and comparative study of inflammatory myofibroblastic tumor of the liver,Xiaobo Yang; Ruoyu Miao; Huayu Yang; Tianyi Chi; Chao Jiang; Xueshuai Wan; Yiyao Xu; Haifeng Xu; Shunda Du; Xin Lu; Yilei Mao; Shouxian Zhong; Haitao Zhao; Xinting Sang,Methods A total of 11 patients with pathologically confirmed IMTL receiving treatment over a15-year period were reviewed retrospectively. The analysis included demographicsinformation and pertinent clinical data. Results obtained from patients with hepatocellularcarcinoma (HCC); intrahepatic cholangiocarcinoma (IHCC); and metastatic liver cancer(MLC) receiving surgical resection were compared. Results In comparison to HCC; IHCC;and MLC; IMTL has an earlier onset (P< 0.001). IMTL patients had significantly loweraspartate aminotransferase (P= 0.003) and higher alkaline phosphatase (P= 0.034) thanHCC patients; and higher gamma-glutamyl transpeptidase (P= 0.010) than MLC patients.Increased serum α-fetoprotein level was detected in only one patient. Serum α-fetoproteinwas significantly lower in patients with IMTL (P= 0.000) than in those with HCC but not …,Journal of gastroenterology and hepatology,2015,8
The potential of CXCL5 as a target for liver cancer–what do we know so far?,Jinglin Xia; Xiaojing Xu; Peixin Huang; Mingyan He; Xiangdong Wang,CXCL5; epithelial cell derived neutrophil attractant 78; is a CXC chemokine predominantlyexpressed on epithelial cells. It has specificity for CXCR2 receptors and is involved in therecruitment and activation of neutrophils. CXCL5 is considered a therapeutic target in livercancer; since treatment with small-interfering RNAs or antibodies against CXCL5 cansuppress tumor growth; proliferation; migration and invasion. Experimental evidencedemonstrated that CXCL5 antibodies could reduce the tumor growth and synergisticallyincrease the efficiency of the tyrosine kinase inhibitor; Gefitinib; without the addition oftoxicity. A number of challenges are encountered and should be considered during thedevelopment and clinical application of CXCL5 target-specific drugs. The specificity ofCXCL5 as a therapeutic target for certain types and duration of cancer should be more …,*,2015,8
The genetics of brown coat color and white spotting in domestic yaks (Bos grunniens),M‐Q Zhang; X Xu; S‐J Luo,Summary Domestic yaks (Bos grunniens) exhibit two major coat color variations: a brown vs.wild-type black pigmentation and a white spotting vs. wild-type solid color pattern. Thegenetic basis for these variations in color and distribution remains largely unknown and maybe complicated by a breeding history involving hybridization between yaks and cattle. Here;we investigated 92 domestic yaks from China using a candidate gene approach. Sequencevariations in MC1R; PMEL and TYRP1 were surveyed in brown yaks; TYRP1 wasunassociated with the coloration and excluded. Recessive mutations from MC1R; or p.Gln34*; p. Met73Leu and possibly p. Arg142Pro; are reported in bovids for the first time andaccounted for approximately 40% of the brown yaks in this study. The remaining 60% ofbrown individuals correlated with a cattle-derived deletion mutation from PMEL (p …,Animal genetics,2014,8
Private proximity detection and monitoring with vicinity regions,Xin Lin; Haibo Hu; Hong Ping Li; Jianliang Xu; Byron Choi,Abstract Proximity detection is an important location-based service (LBS) that helps mobileusers find nearby friends. However; this service usually requires users to submit theirlocations to the server; which raises privacy concerns. In this paper; we propose symmetricproximity detection on vicinity regions as a fair and privacy-preserving solution to thisproblem. Specifically; each user can specify a nearby area as vicinity region; and two usersare considered to be in proximity only if they are located in each other's vicinity region. Toenable efficient detection; we design a shift-and-compare protocol for one-shot proximityqueries without revealing users' locations or vicinity regions. Furthermore; for continuousproximity monitoring; we propose an alert-area-based location update strategy with minimalupdate frequency; thereby saving communication cost. Experimental results demonstrate …,Proceedings of the 12th International ACM Workshop on Data Engineering for Wireless and Mobile Acess,2013,8
Determination of sinomenine sustained-release capsules in healthy Chinese volunteers by liquid chromatography–tandem mass spectrometry,Meng-Xiang Su; Min Song; De-Zhu Sun; Hua Zhao; Xiao Gu; Ling Zhu; Xiao-Le Zhan; Zhong-Nan Xu; Ai-Dong Wen; Tai-Jun Hang,Abstract A sensitive and selective liquid chromatographic tandem mass spectrometricmethod was developed and validated for the determination of sinomenine in human plasma.Plasma samples were precipitated using methanol with metronidazole as internal standard.Separation was carried out on an Inertsil ODS-3 column using a mixture of 0.2% ammoniumacetate solution (A) and methanol (B) as the mobile phase with linear gradient elution asfollows: 0 min (50% B)→ 1.5 min (80% B)→ 4.5 min (80% B)→ 4.6 min (50% B)→ 6.0 min(50% B). All mass data were obtained in the positive ion mode; and the fragmentationtransitions for the selective multiple reaction monitoring were m/z 330→ 181 and 172→ 128for sinomenine and metronidazole; respectively. The method was fully validated to beaccurate and precise with a linear range of 0.5–500 ng/mL and applied to a single-and …,Journal of Chromatography B,2012,8
