Introduction to Automata Theory; Languages; and Computation,Larry Ullman,*,*,2006,18258
Worst-case analysis of memory allocation algorithms,Michael R Garey; Ronald L Graham; Jeffrey D Ullman,Abstract Various memory allocation problems can be modeled by the following abstractproblem. Given a list A &equil;(&agr; 1; &agr; 2;... &agr; n;) of real numbers in the range (0;1]; place these in a minimum number of “bins” so that no bin holds numbers summing tomore than 1. We let A* be the smallest number of bins into which the numbers of list A maybe placed. Since a general placement algorithm for attaining A* appears to be impractical; itis important to determine good heuristic methods for assigning numbers of bins. Weconsider four such simple methods and analyze the worst-case performance of each; closelybounding the maximum of the ratio of the number of bins used by each method applied to listA to the optimal quantity A*.,Proceedings of the fourth annual ACM symposium on Theory of computing,1972,165
Bottom-up beats top-down for datalog,Jeffrey D Ullman,Abstract We show that for any safe datalog program P 1 and any query Q (predicate of P 1with some bound arguments); there is another safe datalog program P 2 that produces theanswer to Q and takes no more time when evaluated by semi-naive evaluation than when P1 is evaluated topdown.,Proceedings of the eighth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1989,160
Efficient tests for top-down termination of logical rules,Jeffrey D Ullman; Allen Van Gelder,Abstract Considered is the question of whether top-down (Prolog-like) evaluation of a set oflogical rules can be guaranteed to terminate. The NAIL! system is designed to processprograms consisting of logical rules and to select; for each fragment of the program; the bestfrom among many possible strategies for its evaluation. In the context of such a system; it isessential that termination tests be fast. Thus; the “uniqueness” property of logical rules isintroduced. This property is satisfied by many of the common examples of rules and is easilyrecognized. For rules with this property; a set of inequalities; whose satisfaction is sufficientfor termination of the rules; can be generated in polynomial time. Then a polynomial test forsatisfaction of constraints generated by this process is given.,Journal of the ACM (JACM),1988,160
Estructuras de datos y algoritmos,Alfred V Aho; John E Hopcroft; Jeffrey D Ullman,1.1 De los problemas a los programas 1 1.2 Tipos de datos abstractos 10 1.3 Tipos dedatos; estructuras de datos y tipos de datos abstractos 13 1.4 Tiempo de ejecución de unprograma 16 1.5 Cálculo del tiempo de ejecución de un programa 21 1.6 Buenas prácticasde programación 28 1.7 Súper Pascal 30,*,1988,158
Optimal partial-match retrieval when fields are independently specified,Alfred V Aho; Jeffrey D Ullman,Abstract This paper considers the design of a system to answer partial-match queries from afile containing a collection of records; each record consisting of a sequence of fields. Apartial-match query is a specification of values for zero or more fields of a record; and theanswer to a query is a listing of all records in the file whose fields match the specified values.A design is considered in which the file is stored in a set of bins. A formula is derived for theoptimal number of bits in a bin address to assign to each field; assuming the probability thata given field is specified in a query is independent of what other fields are specified.Implications of the optimality criterion on the size of bins are also discussed.,ACM Transactions on Database Systems (TODS),1979,153
The performance of a memory allocation algorithm,Princeton University. Department of Electrical Engineering. Computer Science Laboratory; JD Ullman,*,*,1971,149
High-probability parallel transitive-closure algorithms,Jeffrey D Ullman; Mihalis Yannakakis,There is a straightforward algorithm for computing the transitive-closure of an n-node graphin O(\log^2n) time on an EREW-PRAM; using n^3/\logn processors; or indeed withM(n)/\logn processors if serial matrix multiplication in M(n) time can be done. This algorithmis within a log factor of optimal in work (processor-time product); for solving the all-pairstransitive-closure problem for dense graphs. However; this algorithm is far from optimalwhen either (a) the graph is sparse; or (b) we want to solve the single-source transitive-closure problem. It would be ideal to have an NC algorithm for transitive-closure that tookabout e processors for the single-source problem on a graph with n nodes and e\geqqnarcs; or about en processors for the all-pairs problem on the same graph. While an algorithmthat good cannot be offered; algorithms with the following performance can be offered.(1) …,SIAM Journal on Computing,1991,148
System/U: a database system based on the universal relation assumption,Henry F Korth; Gabriel M Kuper; Joan Feigenbaum; Allen Van Gelder; Jeffrey D Ullman,Abstract System/U is a universal relation database system under development at StandfordUniversity which uses the language C on UNIX. The system is intended to test the use of theuniversal view; in which the entire database is seen as one relation. This paper describesthe theory behind System/U; in particular the theory of maximal objects and the connectionbetween a set of attributes. We also describe the implementation of the DDL (DataDescription Language) and the DML (Data Manipulation Language); and discuss in detailhow the DDL finds maximal objects and how the DML determines the connection betweenthe attributes that appear in a query.,ACM Transactions on Database Systems (TODS),1984,145
Answering queries using limited external query processors,Alon Y Levy; Anand Rajaraman; Jeffrey D Ullman,Abstract When answering queries using external information sources; the contents of thequeries can be described by views. To answer a query; we must rewrite it using the set ofviews presented by the sources. When the external information sources also have the abilityto answer some (perhaps limited) sets of queries that require performing operations on theirdata; the set of views presented by the source may be infinite (albeit encoded in some finitefashion). Previous work on answering queries using views has only considered the casewhere the set of views is finite. In order to exploit the ability of information sources to answermore complex queries; we consider the problem of answering conjunctive queries usinginfinite sets of conjunctive views. Our first result is that an infinite set of conjunctive views canbe partitioned into a finite number of equivalence classes; such that picking one view from …,Journal of Computer and System Sciences,1999,138
Computing capabilities of mediators,Ramana Yerneni; Chen Li; Hector Garcia-Molina; Jeffrey Ullman,Abstract Existing data-integration systems based on the mediation architecture employ avariety of mechanisms to describe the query-processing capabilities of sources. However;these systems do not compute the capabilities of the mediators based on the capabilities ofthe sources they integrate. In this paper; we proposed a framework to capture a rich varietyof query-processing capabilities of data sources and mediators. We present algorithms tocompute the set of supported queries of a mediator; based on the capability limitations of itssources. Our algorithms take into consideration a variety of query-processing techniquesemployed by mediators to enhance the set of supported queries.,ACM Sigmod Record,1999,127
Equivalence of relational database schemes,Catriel Beeri; Alberto O Mendelzon; Yehoshua Sagiv; Jeffrey D Ullman,We investigate the question of when two database schemes embody the same information.We argue that this question reduces to the equivalence of the sets of fixed points of theproject-join mappings associated with the two database schemes in question. When datadependencies are given; we need only consider those fixed points that satisfy thedependencies. A polynomial algorithm to test the equivalence of database schemes; whenthere are no dependencies; is given. We also provide an exponential algorithm to handlethe case where there are functional and/or multivalued dependencies. Furthermore; we givea polynomial time test to determine whether a project-join mapping preserves a set offunctional dependencies; and a polynomial time algorithm for equivalence of databaseschemes whose project-join mappings do preserve the given set of functional …,SIAM Journal on Computing,1981,127
Polynomial complete scheduling problems,Jeffrey D Ullman,Abstract We show that the problem of finding an optimal schedule for a set of jobs ispolynomial complete even in the following two restricted cases.(1) All jobs require one timeunit.(2) All jobs require one or two time units; and there are only two processors. As aconsequence; the general preemptive scheduling problem is also polynomial complete.These results are tantamount to showing that the scheduling problems mentioned areintractable.,ACM SIGOPS Operating Systems Review,1973,127
Fast algorithms for the elimination of common subexpressions,Jeffrey D Ullman,Summary We give two algorithms for computing the set of available expressions at entranceto the nodes of a flow graph. The first takes O (mn) isteps on a program flow graph (one inwhich no node has more than two successors); where n is the number of nodes and m thenumber of expressions which are ever computed. A modified version of this algorithmrequires O (n 2) steps of an extended type; where bit vector operations are regarded as onestep. We present another algorithm which works only for reducible flow graphs. It requires O(n log n) extended steps.,Acta Informatica,1973,125
Information translation; mediation; and mosaic-based browsing in the TSIMMIS system,Joachim Hammer; Hector Garcia-Molina; Kelly Ireland; Yannis Papakonstantinou; Jeffrey Ullman; Jennifer Widom,Information Translation; Mediation; and Mosaic-Based Browsing in the TSIMMIS SystemJoachim Hammer; Hector Garcia-Molina; Kelly Ireland; Yannis Papakonstantinou; JeffreyUllman; Jennifer Widom Department of Computer Science Stanford University; Stanford; CA94305-2140; USA E-mail: joachim@ cs. stanford. edu The tsimmis project [1] provides anarchitecture and tools for accessing multiple heterogeneous information sources bytranslating source information into a common self-describing object model; called the ObjectExchange Model (OEM)[2]. tsimmis provides integrated access to heterogeneous sourcesthrough a layer of source specific translators as well as" intelligent" modules; calledmediators. Translators (wrappers) convert queries over information in the common del(OEM) into requests the source can execute. The data returned by the source is converted …,*,1995,124
A communication-time tradeoff,Christos H Papadimitriou; Jeffrey D Ullman,We show a nontrivial tradeoff between the communication c and time t required to compute acollection of values whose dependencies form a grid; ie; value (i;j) depends on the values (i-1;j) and (i;j-1). No matter how we share the responsibility for computing the nodes of the n*ngrid among processors; the law (c+n)t=Ω(n^3) must hold. Further; there must be a singlepath through the grid along which there are t communication steps; where (d+1)t=Ω(n^2).Depending on the machine organization; either law may be the more significant.,SIAM Journal on Computing,1987,122
Some results on tape-bounded Turing machines,John E Hopcroft; Jeffrey D Ullman,Abstract Classes of tape-bounded Turing machines similar to the on-line and off-line Turingmachines; but without the restrictions that each machine halt and be deterministic; arestudied. It is shown that the lower bounds on tape complexity of [1] depend on neither thehalting assumption nor determinism. The existence of a dense hierarchy of complexityclasses likewise does not depend on the halting assumption; and it is shown that below logn tape complexity there exists a dense hierarchy of complexity classes for two-waynondeterministic devices. It is also shown that the complexity classes of one-way;nondeterministic machines below linear large complexity are not closed undercomplementation and are larger that the corresponding deterministic complexity class.,Journal of the ACM (JACM),1969,119
Upper and lower bounds on the cost of a map-reduce computation,Anish Das Sarma; Foto N Afrati; Semih Salihoglu; Jeffrey D Ullman,Abstract In this paper we study the tradeoff between parallelism and communication cost in amap-reduce computation. For any problem that is not" embarrassingly parallel;" the finer wepartition the work of the reducers so that more parallelism can be extracted; the greater willbe the total communication between mappers and reducers. We introduce a model ofproblems that can be solved in a single round of map-reduce computation. This modelenables a generic recipe for discovering lower bounds on communication cost as a functionof the maximum number of inputs that can be assigned to one reducer. We use the model toanalyze the tradeoff for three problems: finding pairs of strings at Hamming distance d;finding triangles and other patterns in a larger graph; and matrix multiplication. For findingstrings of Hamming distance 1; we have upper and lower bounds that match exactly. For …,Proceedings of the VLDB Endowment,2013,118
Compilerbau,Ravi Sethi Alfred V Aho; Jeffrey D Ullmann; Ravi Sethi; Alfred Vaino Aho; Jeffrey David Ullman,*,*,1999,116
Database systems: Achievements and opportunities,Avi Silberschatz; Michael Stonebraker; Jeffrey D Ullman,Abstract The history of database system research in the US is one of exceptional productivityand startling economic impact. Barely twenty years old as a basic science research field;database research conducted with Federal support in the nation's universities and in itsindustrial research laboratories has fueled an information services industry estimated at $10billion per year in the US alone. This industry has grown at an average rate of 20 percent peryear since 1965 and is continuing to expand at this rate. Achievements in database researchunderpin fundamental advances in communications systems; transportation and logistics;financial management; knowledge-based systems; accessibility to scientific literature; and ahost of other civilian and defense applications. They also serve as the foundation forconsiderable progress in basic science in various fields ranging from computing to …,ACM Sigmod Record,1990,116
Database theory—past and future,Jeffrey D Ullman,Abstract We briefly sketch the development of the various branches of database theory. Oneimportant branch is the theory of relational databases; including such areas as dependencytheory; universal-relation theory; and hypergraph theory. A second important branch is thetheory of concurrency control and distributed databases. Two other branches have not in thepast been given the attention they deserve. One of these is “logic and databases;” and thesecond is “object-oriented database systems;” which to my thinking includes systems basedon the network or hierarchical data models. Both these areas are going to be moreinfluential in the future.,Proceedings of the sixth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1987,116
Teoría de autómatas; lenguajes y computación,John E Hopcroft; Rajeev Motwani; Jeffrey D Ullman,En el prefacio de la anterior edición de 1979 de este libro; Hopcroft y Ullman semaravillaban del hecho de que el tema de los autómatas hubiese alcanzado tanto auge; alcomparar con su estado en la época en que escribieron su primer libro; en 1969.Realmente; el libro editado en 1979 contenía muchos temas que no se abordaban en lostrabajos anteriores; por lo que su tamaño era prácticamente el doble. Si compara este librocon el de 1979; comprobará que; como con los automóviles de los años setenta; este libro“es más grande por fuera; pero más pequeño por dentro”. Esto parece como un paso haciaatrás; sin embargo; nosotros estamos satisfechos de los cambios que hemos incorporadopor diversas razones. En primer lugar; en 1979; la teoría sobre los autómatas y loslenguajes todavía se encontraba en una fase de investigación activa. Uno de los …,*,2008,114
Efficient evaluation of right-; left-; and multi-linear rules,Jeffrey F Naughton; Raghu Ramakrishnan; Yehoshua Sagiv; Jeffrey D Ullman,Abstract We present an algorithm for the efficient evaluation of a useful subset of recursivequeries. Like the magic sets transformation; the algorithm consists of a rewriting phasefollowed by semi-naive bottom-up evaluation of the resulting rules. We prove that on a widerange of recursions; this algorithm achieves a factor of &Ogr;(n) speedup over magic sets.Intuitively; the transformations in this algorithm achieve their performance by reducing thearity of the recursive predicates in the transformed rules.,ACM SIGMOD Record,1989,113
Flexible relation: An approach for integrating data from multiple; possibly inconsistent databases,Shailesh Agarwal; Arthur M Keller; Gio Wiederhold; Krishna Saraswat,In this work we address the problem of dealing with data inconsistencies while integratingdata sets derived from multiple autonomous relational databases. The fundamentalassumption in the classical relational model is that data is consistent and hence no supportis provided for dealing with inconsistent data. Due to this limitation of the classical relationalmodel; the semantics for detecting; representing; and manipulating inconsistent data have tobe explicitly encoded in the applications by the application developer. In this paper; wepropose the flexible relational model; which extends the classical relational model byproviding support for inconsistent data. We present a flexible relation algebra; whichprovides semantics for database operations in the presence of potentially inconsistent data.Finally; we discuss issues raised for query optimization when the data may be …,Data Engineering; 1995. Proceedings of the Eleventh International Conference on,1995,112
A model of statistical database their security,John B Kam; Jeffrey D Ullman,Abstract Considered here; for a particular model of databases in which only informationabout relatively large sets of records can be obtained; is the question of whether one canfrom statistical information obtain information about individuals. Under the assumption thatthe data in the database is taken from arbitrary integers; it is shown that essentially nothingcan be inferred. It is also shown that when the values are known to be imprecise in somefixed range; one can often deduce the values of individual records.,ACM Transactions on Database Systems (TODS),1977,107
Universal single transition time asynchronous state assignments,Arthur D Friedman; Ronald L Graham; Jeffrey D Ullman,In this paper we consider the problem of deriving upper bounds on the number of statevariables required for an n-state universal asynchronous state assignment (ie; a stateassignment which is valid for any n-state asynchronous sequential function). We willconsider a special class of state assignments called SST assignments which were firstderived by Liu [1] and later extended by Tracey [2]. In these assignments all variables whichmust change in a given transition are allowed to change simultaneously without criticalraces. The best universal bound known so far has been developed by Liu and requires 2so-1 state variables; where S0=[log2n]; n being the number of states; and [x] being the leastinteger> x. We shall show how this bound can be substantially improved. We further showthat; by generalizing the state assignment to allow multiple codings for states; the bounds …,IEEE Transactions on Computers,1969,106
Compilateurs: principes; techniques et outils: cours et exercices,Alfred V Aho; Ravi Sethi; Jeffrey D Ullman; Pierre Boullier,*,*,1991,101
Optimal wiring between rectangles,Danny Dolev; Kevin Karplus; Alan Siegel; Alex Strong; Jeffrey D Ullman,Abstract We consider the problem of wiring together two parallel rows of points under avariety of conditions. The options include whether we allow the rows to slide relative to oneanother; whether we use only rectilinear wires or arbitrary wires; and whether we can usewires in one layer or several layers. In almost all of these combinations of conditions; we canprovide a polynomial-time algorithm to minimize the distance between the parallel rows ofpoints. We also compare two fundamentally different wiring approaches; where one and twolayers are used. We show that although the theoretical model implies that there can be greatgains for the two-layer strategy; even in cases where no crossovers are required; when weconsider typical design rules for laying out VLSI circuits there is no substantial advantage tothe two-layer approach over the one-layer approach.,Proceedings of the thirteenth annual ACM symposium on Theory of computing,1981,100
Compilerbau Teil 1,Alfred V Aho; Ravi Sethi; Jeffrey D Ullman,*,Bonn; München usw.: Addison-Wesley,1988,97
On protection in operating systems,Michael A Harrison; Walter L Ruzzo; Jeffrey D Ullman,Abstract A model of protection mechanisms in computing systems is presented and itsappropriateness is demonstrated. The “safety” problem for protection systems under ourmodel is to determine in a given situation whether a subject can acquire a particular right toan object. In restricted cases; one can show that this problem is decidable; ie; there is analgorithm to determine whether a system in a particular configuration is safe. In general; andunder surprisingly weak assumptions; one cannot decide if a situation is safe. Variousimplications of this fact are discussed.,ACM SIGOPS Operating Systems Review,1975,96
The design and analysis of computer algorithms,Jeffrey D Ullman; Alfred V Aho; John E Hopcroft,*,Addison-Wesley; Reading,1974,95
Time and tape complexity of pushdown automaton languages,Alfred V Aho; John E Hopcroft; Jeffrey D Ullman,A pushdown store is a list in which information can be accessed only on a last-in first-outprinciple of operation. The use of pushdown stores is an important technique in theconstruction of compilers and other language processing devices. Of particular interest fromboth practical and theoretical considerations is how the time and memory required toprocess a language is functionally related to the length of the input sentence underconsideration. In this paper we consider languages defined by pushdown store systems andwe investigate how much time and memory is needed in order to determine whether anarbitrary input sentence belongs or does not belong to some language in this class.,Information and Control,1968,95
The UR strikes back,Jeffrey D Ullman,Abstract In this paper; we try to put to rest many of the objections to the universal relationconcept that have appeared in the literature. First; we shall taxonomize the varieties of ideasthat are sometimes called the" universal relation assumption." Then; we consider some ofthe arguments pro and con. In some cases; the arguments against were expressedprematurely; and solutions to the problems they expose have since been found. In othercases; the arguments against are simply fallacious. In still other cases; the problems pointedout are real; but simply serve to point out that the advantages of the universal relation are notgotten for free. We shall conclude the paper with a description of the algorithm used tointerpret queries in System/U; and the reasoning behind it.,Proceedings of the 1st ACM SIGACT-SIGMOD symposium on Principles of database systems,1982,93
Algorytmy+ struktury danych,Niklaus Wirth; Michał Iglewski,*,*,1980,91
An approach to a unified theory of automata,John E Hopcroft; Jeffrey D Ullman,An automaton called the balloon automaton is defined. The balloon automaton comes infour varieties; depending on whether the device is deterministic or nondeterministic; andwhether the input head can move in one or two directions. Subsets of the balloon automataof each variety; called closed classes are defined. Almost all the known types of automataare equivalent to some closed class of balloon automata. Properties of closed classes aregiven. For example; whatever the variety; the languages accepted by a closed class areclosed under intersection with a regular set. For a given organization of storage; closedclasses of the four varieties can be defined. These four classes are said to form a family. Aclass may be recursive or not; and the emptiness problem may be solvable or unsolvable.Some surprising relationships exist between the recursiveness and solvability of …,Switching and Automata Theory; 1967. SWAT 1967. IEEE Conference Record of the Eighth Annual Symposium on,1967,89
A comparison between deductive and object-oriented database systems,Jeffrey D Ullman,Abstract The author will not pretend to be unbiased in the matter of comparing the deductiveand object-oriented approaches to new database systems; he believes that despite someimportant concepts originating with the object-oriented approach; the deductive family ofsystems will ultimately dominate. We shall explore some of the reasons why the twoapproaches do not mix well. Fortunately; most of the features of object-oriented databasesystems can be incorporated in deductive systems (but not vice-versa). Then we argue thatdeclarativeness is important for at least some of the new applications; and that declarativelanguages cannot be object-oriented in a nontrivial way. We next contrast the approacheswith regard to the way they classify data elements. We close with an examination of theprospects for “classless” data; which is motivated by the prospect of databases where the …,International Conference on Deductive and Object-Oriented Databases,1991,87
Deadlock-free packet switching networks,Sam Toueg; Jeffrey D Ullman,Deadlock states have been observed in existing computer networks; emphasizing the needfor carefully designed flow control procedures (controllers) to avoid deadlocks. Such adeadlock-free controller is readily found if we allow it global information about the overallnetwork state. Generally; this assumption is not realistic; and we must resort to deadlock-freelocal controllers using only packet and node information. We present here several types ofsuch controllers; we study their relationship and give a proof of their optimality with respectto deadlock-free controllers using the same set of local parameters.,SIAM Journal on Computing,1981,87
Big data: a research agenda,Alfredo Cuzzocrea; Domenico Saccà; Jeffrey D Ullman,Abstract Recently; a great deal of interest for Big Data has risen; mainly driven from awidespread number of research problems strongly related to real-life applications andsystems; such as representing; modeling; processing; querying and mining massive;distributed; large-scale repositories (mostly being of unstructured nature). Inspired by thismain trend; in this paper we discuss three important aspects of Big Data research; namelyOLAP over Big Data; Big Data Posting; and Privacy of Big Data. We also depict futureresearch directions; hence implicitly defining a research agenda aiming at leading futurechallenges in this research field.,Proceedings of the 17th International Database Engineering & Applications Symposium,2013,86
Map-reduce extensions and recursive queries,Foto N Afrati; Vinayak Borkar; Michael Carey; Neoklis Polyzotis; Jeffrey D Ullman,Abstract We survey the recent wave of extensions to the popular map-reduce systems;including those that have begun to address the implementation of recursive queries usingthe same computing environment as map-reduce. A central problem is that recursive taskscannot deliver their output only at the end; which makes recovery from failures much morecomplicated than in map-reduce and its nonrecursive extensions. We propose severalalgorithmic ideas for efficient implementation of recursions in the map-reduce environmentand discuss several alternatives for supporting recovery from failures without restarting theentire job.,Proceedings of the 14th international conference on extending database technology,2011,85
Analysis of a simple algorithm for global data flow problems,Matthew S Hecht; Jeffrey D Ullman,Abstract There is an ordering of the nodes of a flow graph G which topologically sorts thedominance relation and can be found in 0 (edges) steps. This ordering is the reverse of theorder in which a node is last visited while growing any depth-first spanning tree of G.Moreover; if G is reducible; then this ordering topologically sorts the" dag" of G. Thus; for areducible flow graph (rfg) there is a simple algorithm to compute the dominators of eachnode in 0 (edges) bit vector steps. The main result of this paper relates two parameters of anrfg. If G is reducible; d is the largest number of back edges found in any cycle-free path in G;and k is the length of the interval derived sequence of G; then k≥ d. From this result itfollows that there is a very simple bit propagation algorithm (indeed; the obvious one) whichalso uses the above ordering; and is at least as good as the interval algorithm for solving …,Proceedings of the 1st annual ACM SIGACT-SIGPLAN symposium on Principles of programming languages,1973,85
Properties of syntax directed translations,Alfred V.  Aho; Jeffrey D.  Ullman,Translations that can be expressed as generalizations of context free grammars andpushdown automata are defined. The types of translations defined are ordered according topower. For each type; certain necessary conditions that a translation be of that type aregiven. It is shown that T is a simple syntax directed translation if and only if there is a contextfree language L and homomorphisms h 1 and h 2 such that T={(h 1 (w); h 2 (w))‖ w is in L}.Every syntax directed translation with one input symbol and one output symbol can bedefined by a sequential transducer. For every syntax directed translation T; there is aconstant c; such that for all w≠ ε in the domain of T; there exists (w; x) in T; with| x|≤ c| w|. Acontext free language is unambiguous if and only if it is the domain of a translation definedby a deterministic pushdown recognizer (pushdown automation with two input tapes).,Journal of Computer and System Sciences,1969,85
Generating efficient plans for queries using views,Foto N Afrati; Chen Li; Jeffrey D Ullman,Abstract We study the problem or generating efficient; equivalent rewritings using views tocompute the answer to a query. We take the closed-world assumption; in which views arematerialized from base relations; rather than views describing sources in terms of abstractpredicates; as is common when the open-world assumption is used. In the closed-worldmodel; there can be an infinite number of different rewritings that compute the same answer;yet have quite different performance. Query optimizers take a logical plan (a rewriting of thequery) as an input; and generate efficient physical plans to compute the answer. Thus ourgoal is to generate a small subset of the possible logical plans without missing an optimalphysical plan. We first consider a cost model that counts the number of subgoals in aphysical plan; and show a search space that is guaranteed to include an optimal rewriting …,ACM SIGMOD Record,2001,84
Argument reduction by factoring,Jeffrey F Naughton; Raghu Ramakrishnan; JD Ullman,*,Proceedings of the 15th international conference on Very large data bases,1989,84
Enumerating subgraph instances using map-reduce,Foto N Afrati; Dimitris Fotakis; Jeffrey D Ullman,The theme of this paper is how to find all instances of a given “sample” graph in a larger“data graph;” using a single round of map-reduce. For the simplest sample graph; thetriangle; we improve upon the best known such algorithm. We then examine the generalcase; considering both the communication cost between mappers and reducers and the totalcomputation cost at the reducers. To minimize communication cost; we exploit thetechniques of [1] for computing multiway joins (evaluating conjunctive queries) in a singlemap-reduce round. Several methods are shown for translating sample graphs into a union ofconjunctive queries with as few queries as possible. We also address the matter ofoptimizing computation cost. Many serial algorithms are shown to be “convertible;” in thesense that it is possible to partition the data graph; explore each partition in a separate …,Data Engineering (ICDE); 2013 IEEE 29th International Conference on,2013,83
Fluency with information technology,Lawrence Snyder,Abstract Fluency with Information Technology specifies a degree of competency withcomputers and information in which users possess the skills; concepts; and capabilitiesneeded to apply Information Technology (IT) confidently and effectively and can acquire newknowledge independently. Fluency with Information Technology transcends computerliteracy and prepares students for lifelong learning of IT.,Wiley Encyclopedia of Computer Science and Engineering,2008,82
Fuzzy joins using mapreduce,Foto N Afrati; Anish Das Sarma; David Menestrina; Aditya Parameswaran; Jeffrey D Ullman,Fuzzy/similarity joins have been widely studied in the research community and extensivelyused in real-world applications. This paper proposes and evaluates several algorithms forfinding all pairs of elements from an input set that meet a similarity threshold. Thecomputation model is a single MapReduce job. Because we allow only one MapReduceround; the Reduce function must be designed so a given output pair is produced by only onetask; for many algorithms; satisfying this condition is one of the biggest challenges. We breakthe cost of an algorithm into three components: the execution cost of the mappers; theexecution cost of the reducers; and the communication cost from the mappers to reducers.The algorithms are presented first in terms of Hamming distance; but extensions to editdistance and Jaccard distance are shown as well. We find that there are many different …,Data Engineering (ICDE); 2012 IEEE 28th International Conference on,2012,78
Evaluating polynomials at fixed sets of points,Alfred V.  Aho; Kenneth Steiglitz; Jeffrey D.  Ullman,We investigate the evaluation of an (n-1) st degree polynomial at a sequence of n points. It isshown that such an evaluation reduces directly to a simple convolution if and only if thesequence of points is of the form b;ba;ba^2;⋯;ba^n-1 for complex numbers a and b (the so-called “chirp transform”). By more complex reductions we develop an O(n\logn) evaluationalgorithm for sequences of points of the form b+c+d;\quadba^2+ca+d;\quadba^4+ca^2+d;⋯for complex numbers a; b; c and d. Finally we show that the evaluation of an (n-1) st-degreepolynomial and all its derivatives at a single point requires at most O(n\logn) steps.,SIAM Journal on Computing,1975,78
Integrating information by outerjoins and full disjunctions,Anand Rajaraman; Jeffrey D Ullman,Abstract Our motivation is the piecing together of tidbits of information found on the“web” intoa usable information structure. The problem is related to that of computing the naturalouterjoin of many relations in a way that preserves all possible connections among facts.Such a computation has been termed a “full disjunction” by Galindo-Legaria. We are thusled to ask the question of when a full disjunction can be computed by some sequence ofnatural outerjoins. The answer involves a concept of from Fagin[1983] called“~-acyclichypergraphs.” We prove that there is a natural outerjoin sequence producing the fulldisjunction if and only if the set of relation schemes forms a connected;-y-acyclichypergraph.,Proceedings of the fifteenth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1996,76
Induction variables in very high level languages,Amelia C Fong; Jeffrey D Ullman,Abstract We explore the notion of an induction variable in the context of a set-theoreticprogramming langugage. An appropriate definition; we believe; involves both the necessitythat changes in the variable around a loop be easily computable and that they be small. Weattempt to justify these requirements and show why they are independent assumptions. Nextthe question of what operators on sets play the role of+;− and* for arithmetic languages isexplored; and several theorems allowing us recursively to detect induction variables in aloop are given. It is shown that most of the usual set operations do fit nicely into the theoryand help form induction variables. The reason most variables fail to be induction variablesconcerns the structure of control flow; more than it does the operators applied.,Proceedings of the 3rd ACM SIGACT-SIGPLAN symposium on Principles on programming languages,1976,76
Proof-tree transformation theorems and their applications,Raghu Ramakrishnan; Yehoshua Sagiv; Jeffrey D Ullman; Moshe Y Vardi,Abstract For certain sets of logical rules; one can demonstrate that for every proof tree thereis another tree proving the same fact and having a special form. One technique for detectingsuch opportunities is to reduce the question to one of conjunctive-query containment. Amore powerful technique is to test whether one conjunctive query is contained in the infiniteunion of conjunctive queries formed by expanding a set of recursive rules. We discuss twoapplications of these techniques. First; we give tests for commutativity of linear rules. Whenlinear rules commute; we can reduce the complexity of “counting” methods for queryevaluation from exponential to polynomial; commutativity also implies separability in thesense of Naughton. A second application is the discovery of linear rules that are equivalentto given nonlinear rules.,Proceedings of the eighth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1989,75
Optimizing large join queries in mediation systems,Ramana Yerneni; Chen Li; Jeffrey Ullman; Hector Garcia-Molina,Abstract In data integration systems; queries posed to a mediator need to be translated intoa sequence of queries to the underlying data sources. In a heterogeneous environment; withsources of diverse and limited query capabilities; not all the translations are feasible. In thispaper; we study the problem of finding feasible and efficient query plans for mediatorsystems. We consider conjunctive queries on mediators and model the source capabilitiesthrough attribute-binding adornments. We use a simple cost model that focuses on the majorcosts in mediation systems; those involved with sending queries to sources and gettinganswers back. Under this metric; we develop two algorithms for source query sequencing-one based on a simple greedy strategy and another based on a partitioning scheme. Thefirst algorithm produces optimal plans in some scenarios; and we show a linear bound on …,International Conference on Database Theory,1999,74
The impact of efficient modalities on electrical engineering,I WILSON; D JOHNSON; J ULLMAN; F PASSOS; Y JOHNSON; A GUPTA; B LAMPSON; F ITO; W MILLER,*,Proceedings of MOBICOM,2003,73
A scheme for the automatic inference of variable types,Marc A Kaplan; Jeffrey D Ullman,ABSTRACT. In this paper an algonthra for the determination of run-tune types maprogramming language requiring no type declaratmns is presented It~ s demonstrated thatthis algorithm is superior to other pubhshed algortthms m the sense that it produces strongerassertions about the set of possible types for variables than do other known algorithms. Infact this algonthra is shown to be the best possible algorithm from among all those that usethe same set of prumttve operators.,Journal of the ACM (JACM),1980,72
Connections in acyclic hypergraphs,David Maier; Jeffrey D Ullman,Abstract We demonstrate a sense in which the equivalence between blocks (subgraphswithout articulation points) and biconnected components (subgraphs in which there are twoedge-disjoint paths between any pair of nodes) that holds in ordinary graph theory can begeneralized to hypergraphs. The result has an interpretation for relational databases that theuniversal relations described by acyclic join dependencies are exactly those for which theconnections among attributes are defined uniquely. We also exhibit a relationship betweenthe process of Graham reduction (Graham; 1979) of hypergraphs and the process of tableaureduction (Aho; Sagiv and Ullman; 1979) that holds only for acyclic hypergraphs.,Theoretical Computer Science,1984,70
