On supporting containment queries in relational database management systems,Chun Zhang; Jeffrey Naughton; David DeWitt; Qiong Luo; Guy Lohman,Abstract Virtually all proposals for querying XML include a class of query we term“containment queries”. It is also clear that in the foreseeable future; a substantial amount ofXML data will be stored in relational database systems. This raises the question of how tosupport these containment queries. The inverted list technology that underlies much ofInformation Retrieval is well-suited to these queries; but should we implement thistechnology (a) in a separate loosely-coupled IR engine; or (b) using the native tables andquery execution machinery of the RDBMS? With option (b); more than twenty years of workon RDBMS query optimization; query execution; scalability; and concurrency control andrecovery immediately extend to the queries and structures that implement these newoperations. But all this will be irrelevant if the performance of option (b) lags that of (a) by …,Acm Sigmod Record,2001,1174
SMART: making DB2 (More) autonomic,Guy M Lohman; Sam S Lightstone,DB2's Self-Managing And Resource Tuning (SMART) project is developing a stream ofautonomic technology—not just GUIs and handholding—that will actually make DB2 moreself-managing. As part of IBM's Autonomic Computing initiative; SMART will also cooperatewith autonomic features in other IBM components (for example; Web sphere) tosynergistically make the overall system autonomic. While some of SMART's projects areDB2-specific; some of the most challenging problems are much more genetic; and wouldbenefit from academic collaboration.SMART: Making DB2 (More) Autonomic Guy M.Lohman IBM Almaden Research Center K55/B 1;650 Harry Rd. San Jose; CA 95120-6099USA lohman@ almaden. ibm. com Abstract IBM's SMART (Self-Managing And ResourceTuning) project aims to make DB2 self-managing; ie autonomic; to decrease the total cost …,*,2002,62
Optimal policy for batch operations: backup; checkpointing; reorganization; and updating,Guy M Lohman; John A Muckstadt,Abstract Many database maintenance operations are performed periodically in batches;even in realtime systems. The purpose of this paper is to present a general model fordetermining the optimal frequency of these batch operations. Specifically; optimal backup;checkpointing; batch updating; and reorganization policies are derived. The approach usedexploits inventory parallels by seeking the optimal number of items—rather than a timeinterval—to trigger a batch. The Renewal Reward Theorem is used to find the average longrun costs for backup; recovery; and item storage; per unit time; which is then minimized tofind the optimal backup policy. This approach permits far less restrictive assumptions aboutthe update arrival process than did previous models; as well as inclusion of storage costs forthe updates. The optimal checkpointing; batch updating; and reorganization policies are …,ACM Transactions on Database Systems (TODS),1977,62
System and method for automating data partitioning in a parallel database,*,A system for automating data partitioning in a parallel database includes plural nodesconnected in parallel. Each node includes a database server and two databases connectedthereto. Each database server includes a query optimizer. Moreover; a partitioning advisorcommunicates with the database server and the query optimizer. The query optimizer andthe partitioning advisor include a program for recommending and evaluating data tablepartitions that are useful for processing a workload of query statements. The data tablepartitions are recommended and evaluated without requiring the data tables to be physicallyrepartitioned.,*,2009,60
Implementing an interpreter for functional rules in a query optimizer,M Lee; Johann Christoph Freytag; Guy M Lohman,Abstract Query optimizeis translate a high-level; user-submitted query into an efficient planfor executing that query; usually by estimating the execution cost of many differentalternative plans. Existing implementations of these sophisticated but complex componentsof relational database management systems (DBMSs) typically embed the availablestrategies in the optimizer code; making them difficult to modify or enhance as improvedstrategies become available. In the last few years; interest in making DBMSs customizablefor new application areas has magnified this need for flexible specification of executionstrategies in a query optimizer. Several researchers have recently proposed queryoptimizers that are generated from rules for transforming plans into alternative plans.However; little progress has been reported on developing an implementation design that …,Proceeding of the 14th International Conference on Very Large Data Bases,1988,60
Implementing an Interpreter for Functional Rules in a Query Optimizer,Mavis K Leet Johann Christoph FreytagJ; Guy M Lohman,*,Proceedings; very large data bases,1988,60
Star/join query optimization,*,Unwieldy star/join queries are performed more efficiently using a filtered fact table. Suitablequeries include star/join queries with a large fact table joined with multiple subsidiarydimension tables; where indices exist over fact table join columns. The query is analyzed toprepare a query plan for the dimension table accesses. This plan is supplemented byadding nested loop join operations; where the inner table is a dimension table plan and theouter table is an index scan performed over a fact table index of the join column with thedimension table. The plan is also supplemented by filtering records resulting from the nestedloop joins using a sequence of dynamic bit vectors; ultimately yielding a list of probable facttable records. The plan is further supplemented by fetching these records to construct adistilled fact which is used; instead of the large original table; to execute the query in …,*,1999,59
Compiled query execution engine using JVM,Jun Rao; Hamid Pirahesh; C Mohan; Guy Lohman,A conventional query execution engine in a database system essentially uses a SQL virtualmachine (SVM) to interpret a dataflow tree in which each node is associated with a relationaloperator. During query evaluation; a single tuple at a time is processed and passed amongthe operators. Such a model is popular because of its efficiency for pipelined processing.However; since each operator is implemented statically; it has to be very generic in order todeal with all possible queries. Such generality tends to introduce significant runtimeinefficiency; especially in the context of memory-resident systems; because the granularity ofdata commercial system; using SVM. processing (a tuple) is too small compared with theassociated overhead. Another disadvantage in such an engine is that each operator code iscompiled statically; so query-specific optimization cannot be applied. To improve runtime …,Data Engineering; 2006. ICDE'06. Proceedings of the 22nd International Conference on,2006,58
Method for detecting and optimizing queries with encoding/decoding tables,*,A join optimizer and method for a relational database management system including a dataprocessor; a stored database; and a plurality of database relations; wherein one or more ofthe relations are retrieved by the processor by means of query commands by performing aplurality of join operations on the relations; the system employing a general purposeheuristic algorithm which excludes or defers Cartesian products as late in the join sequenceas possible; the method includes the steps of determining; in association with the executionof; or preferably prior to executing the general purpose algorithm; whether tables referencedin a query command includes a hub table and at least two encoding tables related to the hubtable and; when the query command references a hub table and at least two encodingtables; determining the best access plan for the hub table; determining whether the best …,*,1999,57
Outerjoin and antijoin reordering using extended eligibility lists,*,An optimization technique that reorders outerjoins and antijoins with inner joins in a bottom-up optimizer of a relational database management system (RDBMS). Each join predicate isassociated with a normal eligibility list (NEL) that includes tables that are referenced in thejoin predicate and an extended eligibility list (EEL) that includes additional tables that arereferenced in conflicting join predicates. An EEL includes all the tables needed by apredicate to preserve the semantics of the original query. During join enumeration; theoptimizer determines whether a join predicate's EEL is a subset of all the tables in twosubplans to be merged; ie; whose EEL is covered. If so; the two subplans are combinedusing the join predicate. Otherwise; the two subplans cannot be joined. Two approaches areused to reordering: without compensation and with compensation. The “without …,*,2003,54
Adaptively reordering joins during query execution,Quanzhong Li; Minglong Shao; Volker Markl; Kevin Beyer; Latha Colby; Guy Lohman,Traditional query processing techniques based on static query optimization are ineffective inapplications where statistics about the data are unavailable at the start of query execution orwhere the data characteristics are skewed and change dynamically. Several adaptive queryprocessing techniques have been proposed in recent years to overcome the limitations ofstatic query optimizers through either explicit re-optimization of plans during execution or byusing a row-routing based approach. In this paper; we present a novel method forprocessing pipelined join plans that dynamically arranges the join order of both inner andouter-most tables at run-time. We extend the Eddies concept of" moments of symmetry" toreorder indexed nested-loop joins; the join method used by all commercial DBMSs forbuilding pipelined query plans for applications for which low latencies are crucial. Unlike …,Data Engineering; 2007. ICDE 2007. IEEE 23rd International Conference on,2007,48
Parallelizing query optimization,Wook-Shin Han; Wooseong Kwak; Jinsoo Lee; Guy M Lohman; Volker Markl,Abstract Many commercial RDBMSs employ cost-based query optimization exploitingdynamic programming (DP) to efficiently generate the optimal query execution plan.However; optimization time increases rapidly for queries joining more than 10 tables.Randomized or heuristic search algorithms reduce query optimization time for large joinqueries by considering fewer plans; sacrificing plan optimality. Though commercial systemsexecuting query plans in parallel have existed for over a decade; the optimization of suchplans still occurs serially. While modern microprocessors employ multiple cores toaccelerate computations; parallelizing query optimization to exploit multi-core parallelism isnot as straightforward as it may seem. The DP used in join enumeration belongs to thechallenging nonserial polyadic DP class because of its non-uniform data dependencies …,Proceedings of the VLDB Endowment,2008,46
Estimating the compilation time of a query optimizer,*,A compilation time estimator provides a quantified estimate of the optimizer compilation timefor a given query optimizer. The estimator automates the optimizer to choose the right levelof optimization in commercial database systems. The estimator reuses an optimizer's joinenumerator to obtain actual number of joins; but bypasses plan generation to saveestimation overhead; and maintains a small number of interesting physical properties toestimate the number of plans by using a linear regression model. The estimator uses thenumber of generated plans to estimate query compilation time.,*,2008,46
DB2 goes hybrid: Integrating native XML and XQuery with relational data and SQL,K Beyer; Roberta Cochrane; M Hvizdos; Vanja Josifovski; Jim Kleewein; George Lapis; G Lohman; Robert Lyle; Matthias Nicola; Fatma Ozcan; Hamid Pirahesh; Normen Seemann; Ashutosh Singh; T Truong; Robbert C Van der Linden; Brian Vickery; Chun Zhang; Guogen Zhang,Comprehensive and efficient support for XML data management is a rapidly increasingrequirement for database systems. To address this requirement; DB2 UniversalDatabase™(UDB) now combines relational data management with native XML support. Thismakes DB2® a truly hybrid database management system with first-class support for bothXML and relational data processing as well as the integration of the two. This paper presentsthe overall architecture and design aspects of native XML support in DB2 UDB and itsintegration with the relational data-flow engine. We describe the new XML components inDB2 UDB and show how XML processing leverages much of the infrastructure which is usedfor relational data.,IBM Systems Journal,2006,46
Cost-based optimization in DB2 XML,Andrey Balmin; Tom Eliaz; John Hornibrook; L Lim; GM Lohman; D Simmen; M Wang; C Zhang,DB2 XML is a hybrid database system that combines the relational capabilities of DB2Universal Database™(UDB) with comprehensive native XML support. DB2 XML augmentsDB2® UDB with a native XML store; XML indexes; and query processing capabilities forboth XQuery and SQL/XML that are integrated with those of SQL. This paper presents theextensions made to the DB2 UDB compiler; and especially its cost-based query optimizer; tosupport XQuery and SQL/XML queries; using much of the same infrastructure developed forrelational data queried by SQL. It describes the challenges to the relational infrastructurethat supporting XQuery and SQL/XML poses and provides the rationale for the extensionsthat were made to the three main parts of the optimizer: the plan operators; the cardinalityand cost model; and statistics collection.,IBM Systems Journal,2006,45
Using eels; a practical approach to outerjoin and antijoin reordering,Jun Rao; Bruce Lindsay; Guy Lohman; Hamid Pirahesh; David Simmen,Outerjoins and antijoins are two important classes of joins in database systems. Reorderingouterjoins and antijoins with innerjoins is challenging because not all the join orderspreserve the semantics of the original query. Previous work did not consider antijoins andwas restricted to a limited class of queries. We consider using a conventional bottom-upoptimizer to reorder different types of joins. We propose extending each join predicate'seligibility list; which contains all the tables referenced in the predicate. An extended eligibilitylist (EEL) includes all the tables needed by a predicate to preserve the semantics of theoriginal query. We describe an algorithm that can set up the EELs properly in a bottom-uptraversal of the original operator tree. A conventional join optimizer is then modified to checkthe EELs when generating sub-plans. Our approach handles antijoin and can resolve …,Data Engineering; 2001. Proceedings. 17th International Conference on,2001,43
Method and system for look ahead query evaluation planning based on interesting partition properties,*,A relational data base management system includes a query processor that uses a queryoperator partition property to perform QEP pruning and to ensure that data input to a queryoperator is partitioned appropriately for the operation. The partition property indicates thegroup of network nodes across which a table is distributed. The query processor also makesuse of partition classes that are designated “interesting classes” to perform preoptimizationplanning and query pruning; and to perform look-ahead partitioning based on partitionclasses that are identified as being of interest to future operations; thereby more efficientlyevaluating complex query statements in an MPP; shared-nothing environment.,*,2002,42
Is query optimization a “solved” problem,Guy Lohman,I asked these same questions almost exactly 25 years ago; in an extended abstract for aWorkshop on Database Query Optimization that was organized by the then-Professor GoetzGraefe at the Oregon Graduate Center [Grae 89a]. Remarkably and quite regrettably; most ofthe issues and critical unsolved problems I identified in that brief rant remain true today.Researchers continue to attack the wrong problems; IMHO: they attack the ones that theycan; ie; that they have ideas for; rather than the ones that they should; ie; that are critical tosuccessfully modeling the true cost of plans and choosing a good one. Perhaps moreimportantly; that will avoid choosing a disastrous plan! At the risk of repeating myself; I'd liketo re-visit these issues; because I'm disappointed that few in the research community havetaken up my earlier challenge.,The ACM SIGMOD Blog,2014,41
Remotely-sensed geophysical databases: experience and implications for generalized DBMS,Guy M Lohman; Joseph C Stoltzfus; Anita N Benson; Michael D Martin; Alfonso F Cardenas,Abstract This paper presents the characteristics of scientific remotely-sensed databases thatare relevant to---and pose unique challenges for---general-purpose database managementsystems (DBMSs). We describe a prototype system that integrates geophysical data and itsmetadata from both satellite and in situ sources; using a relational general-purpose DBMS tomanage the catalog and observational data; and a video optical disk to archive images.Based upon our experience with this application; we suggest augmentations to DBMSs thatwould facilitate their use not only for scientific databases; but also for engineering;document; and even commercial database applications.,ACM Sigmod Record,1983,40
Automatically and adaptively determining execution plans for queries with parameter markers,*,A method and system for automatically and adaptively determining query execution plans forparametric queries. A first classifier trained by an initial set of training points is generated. Aquery workload and/or database statistics are dynamically updated. A new set of trainingpoints is collected off-line. Using the new set of training points; the first classifier is modifiedinto a second classifier. A database query is received at a runtime subsequent to the off-linephase. The query includes predicates having parameter markers bound to actual values.The predicates are associated with selectivities. A mapping of the selectivities into a plandetermines the query execution plan. The determined query execution plan is included in anaugmented set of training points; where the augmented set includes the initial set and thenew set.,*,2011,39
Query optimization method for incrementally estimating the cardinality of a derived relation when statistically correlated predicates are applied,*,A method; apparatus; and article of manufacture for incrementally estimating the cardinalityof a derived relation when statistically correlated predicates are applied. A plurality of queryexecution plans (QEPs) are generated for the query. During the generation of the QEPs; acardinality is computed for any of the QEPs in which two or more predicates are correlated toeach other. The cardinality comprises a number of rows expected to be returned by the QEPand is computed in an incremental fashion for each operator of the QEP. The computationsinclude calculations that may be done prior to the generation of the QEPs and calculationsthat are necessarily done as each operator of a QEP is added to that QEP. Thereafter; one ofthe QEPs is chosen to satisfy the query in a manner that minimizes an estimated cost metric;wherein the cost metric is computed using the cardinality.,*,2004,38
Memory-efficient hash joins,Ronald Barber; Guy Lohman; Ippokratis Pandis; Vijayshankar Raman; Richard Sidle; G Attaluri; Naresh Chainani; Sam Lightstone; David Sharpe,Abstract We present new hash tables for joins; and a hash join based on them; thatconsumes far less memory and is usually faster than recently published in-memory joins.Our hash join is not restricted to outer tables that fit wholly in memory. Key to this hash join isa new concise hash table (CHT); a linear probing hash table that has 100% fill factor; anduses a sparse bitmap with embedded population counts to almost entirely avoid collisions.This bitmap also serves as a Bloom filter for use in multi-table joins. We study the randomaccess characteristics of hash joins; and renew the case for non-partitioned hash joins. Weintroduce a variant of partitioned joins in which only the build is partitioned; but the probe isnot; as this is more efficient for large outer tables than traditional partitioned joins. This alsoavoids partitioning costs during the probe; while at the same time allowing parallel build …,Proceedings of the VLDB Endowment,2014,37
R*: A Research Project on Distributed Relational DBMS.,Laura M.  Haas; Patricia G.  Selinger; Elisa Bertino; Dean Daniels; Bruce G.  Lindsay; Guy M.  Lohman; Yoshifumi Masunaga; C Mohan; Pui Ng; Paul F.  Wilms; Robert A.  Yost,*,Database Engineering Bulletin,1982,35
System and method for matching a plurality of ordered sequences with applications to call stack analysis to identify known software problems,*,The invention finds matches in ordered sequences; eg program function call stacks fromanomalous software program executions for discovering related or identical software flawsand possible known solutions. Call stacks are matched after removing recursive anduninformative subpatterns; eg names of common error handling routines; to see if they weregenerated due to the same possibly known problem. Sequences statistically unlikely to bematches are pruned from the search. Matches found earlier in the sequences may beweighted differently; eg to be more important in call stacks; than other matches. Sequencesare indexed so that those relevant to a query are identified automatically without detailedexhaustive search. Maximum matches are found by optimizing a cost function based onweighted sequence similarity.,*,2010,34
Discovering interestingness in faceted search,*,Exemplary embodiments of the present invention relate to enhanced faceted search supportfor OLAP queries over unstructured text as well as structured dimensions by the dynamicand automatic discovery of dimensions that are determined to be most “interesting” to a userbased upon the data. Within the exemplary embodiments “interestingness” is defined ashow surprising a summary along some dimensions is from a user's expectation. Further;multi-attribute facets are determined and a user is optionally permitted to specify thedistribution of values that she expects; and/or the distance metric by which actual andexpected distributions are to be compared.,*,2008,34
Method; system and program for optimizing compression of a workload processed by a database management system,*,The present invention provides a method; system and program for optimizing compressionof a workload processed by a database management system. In an embodiment of thepresent invention a method of optimizing the compression of database workloads isprovided. Initially; an estimate of a cost of execution for each query according to a definedmetric such as execution time or memory consumption is determined. A sub-set of queries isthen selected from the workload in order of the most costly to least costly relative to thedefined metric for compression according to either a predetermined compression thresholdpercentage or a threshold percentage derived from an allotted workload execution time.Compression is then performed on the selected sub-set of queries (ie those that will benefitthe most from the compression) to achieve a net beneficial trade-off between the cost of …,*,2007,34
System; method; and apparatus for parallelizing query optimization,*,A computer program product that includes a computer useable storage medium to store acomputer readable program that; when executed on a computer; causes the computer toperform operations; including operations to receive a query for which a query execution plan(QEP) is to be computed; divide a search space into a plurality of subproblems for whichconstituent QEPs are to be created; partition the plurality of subproblems into a plurality ofpartitions; and allocate each of the plurality of partitions to a thread of a plurality of threadswithin a multiple thread architecture. Possible QEPs describe a search space. Eachsubproblem references one or more quantifiers and each of the subproblems within apartition references the same number of quantifiers. A partition containing subproblemsreferencing fewer quantifiers is executed before a partition containing subproblems …,*,2012,32
Adaptively reordering joins during query execution,*,A database management system (DBMS) is typically used for storing; querying; and providinginformation for various commercial; industrial; technical; scientific and educationalapplications. As can be appreciated; the volume of information stored in a DBMS increases asa function of the number of users accessing such information by query; and the amount of computingresources required to manage a typical DBMS increases as well … FIG. 1 shows a conventionaldata processing system 10; such as may be embodied in a computer; a computer system; orsimilar programmable electronic system; and can be a stand-alone device or a distributed systemas shown. The data processing system 10 may be responsive to a user input 11 and may compriseat least one computer 13 having a display 15; and a processor 17 in communication with a memory19. The computer 13 may interface with a second computer 21 and a third computer 23 …,*,2010,31
Method for estimating the cost of query processing,*,Provided is a method for modeling the cost of XML as well as relational operators. As withtraditional relational cost estimation; a set of system catalog statistics that summarizes theXML data is exploited; however; the novel use of a set of simple path statistics is alsoproposed. A new statistical learning technique called transform regression is utilized insteadof detailed analytical models to predict the overall cost of an operator. Additionally; a queryoptimizer in a database is enabled to be self-tuning; automatically adapting to changes overtime in the query workload and in the system environment.,*,2009,31
Estimation of column cardinality in a partitioned relational database,*,The present invention is directed to a system; method and computer readable medium forestimating a column cardinality value for a column in a partitioned table stored in a pluralityof nodes in a relational database. According to one embodiment of the present invention; aplurality of column values for the partitioned table stored in each node are hashed; and ahash data set for each node is generated. Each of the hash data sets from each node istransferred to a coordinator node designated from the plurality of nodes. The hash data setsare merged into a merged data set; and an estimated column cardinality value for the tableis calculated from the merged data set.,*,2004,31
Business Analytics in (a) Blink.,Ronald Barber; Peter Bendel; Marco Czech; Oliver Draese; Frederick Ho; Namik Hrle; Stratos Idreos; Min-Soo Kim; Oliver Koeth; Jae-Gil Lee; Tianchao Tim Li; Guy M Lohman; Konstantinos Morfonios; René Müller; Keshava Murthy; Ippokratis Pandis; Lin Qiao; Vijayshankar Raman; Richard Sidle; Knut Stolze; Sandor Szabo,Abstract The Blink project's ambitious goal is to answer all Business Intelligence (BI) queriesin mere seconds; regardless of the database size; with an extremely low total cost ofownership. Blink is a new DBMS aimed primarily at read-mostly BI query processing thatexploits scale-out of commodity multi-core processors and cheap DRAM to retain a (copy ofa) data mart completely in main memory. Additionally; it exploits proprietary compressiontechnology and cache-conscious algorithms that reduce memory bandwidth consumptionand allow most SQL query processing to be performed on the compressed data. Blinkalways scans (portions of) the data mart in parallel on all nodes; without using any indexesor materialized views; and without any query optimizer to choose among them. The Blinktechnology has thus far been incorporated into two IBM accelerator products generally …,IEEE Data Eng. Bull.,2012,30
Method; system and program for selection of database characteristics,*,Disclosed is a method for directing a data processing system; the data processing systemand an article of manufacture. The data processing system has memory for storing adatabase. The method directs the data processing system to configuring the database basedon a database workload having a performance metric. The method includes selecting aplurality of database characteristics based upon the database workload; each of thedatabase characteristics having an associated estimated performance metric for thedatabase workload; selecting a set of database characteristics from the plurality of databasecharacteristics for which the associated estimated performance metric is lower than thedatabase workload performance metric; and configuring the database using the selected setof database characteristics.,*,2008,30
System and Method for Optimizing Query Access to a Database Comprising Hierarchically-Organized Data,*,An cost based optimizer optimizes access to at least a portion of hierarchically-organizeddocuments; such as those formatted using eXtensible Markup Language (XML); byestimating a number of results produced by the access of the hierarchically-organizeddocuments. Estimating the number of results comprises computing the cardinality of eachoperator executing query language expressions and further computing a sequence size ofsequences of hierarchically-organized nodes produced by the query language expressions.Access to the hierarchically-organized documents is optimized using the structure of thequery expression and/or path statistics involving the hierarchically-organized data. Thecardinality and the sequence size are used to calculate a cost estimation for execution ofalternate query execution plans. Based on the cost estimation; an optimal query …,*,2008,30
Information retrieval system and method using index ANDing for improving performance,*,An information retrieval system is adapted to process a query having an associated plan thatincludes applying predicates comprising local predicates and a join predicate; to at least twotables. Index ANDing is used to construct a filter for filtering a first of the tables in accordancewith the local predicates. The join predicate is applied to the tables for determining rowidentifiers of rows satisfying the join predicate. The row identifiers are used to probe the filterfor determining whether the rows satisfying the join predicate also satisfy the localpredicates. The rows that satisfy both the join and local predicates are fetched and the joinpredicate is completed. Results of the join predicate are then returned.,*,2006,30
Predictable query execution through early materialization,*,A method for predictable query execution through early materialization is provided. Themethod deals with the problem of cardinality misestimation in query execution plans; by pre-executing sub-plans on a query execution plan that have questionable estimates andcollecting statistics on the output of these sub-plans. If needed; the overall query executionplan is changed in light of these statistics; before optimizing and executing the remainder ofthe query.,*,2009,28
Estimating compilation time of a query optimizer,Ihab F Ilyas; Jun Rao; Guy Lohman; Dengfeng Gao; Eileen Lin,Abstract A query optimizer compares alternative plans in its search space to find the bestplan for a given query. Depending on the search space and the enumeration algorithm;optimizers vary in their compilation time and the quality of the execution plan they cangenerate. This paper describes a compilation time estimator that provides a quantifiedestimate of the optimizer compilation time for a given query. Such an estimator is useful forautomatically choosing the right level of optimization in commercial database systems. Inaddition; compilation time estimates can be quite helpful for mid-query reoptimization; formonitoring the progress of workload analysis tools where a large number queries need to becompiled (but not executed); and for judicious design and tuning of an optimizer. Previousattempts to estimate optimizer compilation complexity used the number of possible binary …,Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,28
An extensible processor for an extended relational query language,Thomas J. Watson IBM Research Center. Research Division; LM Haas; WF Cody; JC Freytag; G Lapis; BG Lindsay; GM Lohman; K Ono; H Pirahesh,*,*,1988,28
Computer automated discovery of interestingness in faceted search,*,Exemplary embodiments of the present invention relate to enhanced faceted search supportfor OLAP queries over unstructured text as well as structured dimensions by the dynamicand automatic discovery of dimensions that are determined to be most “interesting” to a userbased upon the data. Within the exemplary embodiments “interestingness” is defined ashow surprising a summary along some dimensions is from a user's expectation. Further;multi-attribute facets are determined and a user is optionally permitted to specify thedistribution of values that she expects; and/or the distance metric by which actual andexpected distributions are to be compared.,*,2009,26
Discovering and exploiting statistical properties for query optimization in relational databases: A survey,Peter J Haas; Ihab F Ilyas; Guy M Lohman; Volker Markl,Abstract Discovering and exploiting statistical features in relational datasets is key to queryoptimization in a relational database management system (RDBMS); and is also needed fordatabase design; cleaning; and integration. This paper surveys a variety of methods forautomatically discovering important statistical features such as correlations; functionaldependencies; keys; and algebraic constraints. We discuss proactive approaches in whichthe data is scanned or sampled (periodically; at optimization time or at query time); or inwhich exploratory queries are executed. Also discussed are reactive approaches thatmonitor the results of the query processing. Finally; we discuss methods for dealing with thepractical challenges of maintaining statistical information in the face of heavy systemutilization; and of dealing with inconsistencies that arise from incomplete cardinality …,*,2009,25
Self-managing technology in IBM DB2 universal database,Daniel Zilio; Sam Lightstone; Kelly Lyons; Guy Lohman,Abstract As the cost of both hardware and software falls due to technological advancementsand economies of scale; the cost of ownership for database applications is increasinglydominated by the cost of people to manage them. Databases are growing rapidly in scaleand complexity; while skilled database administrators (DBAs) are becoming rarer and moreexpensive. The scope of responsibility of DBAs is indeed daunting. This paper describes theself-managing technology in IBM DB2 Universal Database to illustrate how self-managingtechnology can enhance the usability of enterprise middleware and reduce the total cost ofownership (TCO).,Proceedings of the tenth international conference on Information and knowledge management,2001,25
Automatically identifying known software problems,Natwar Modani; Rajeev Gupta; Guy Lohman; Tanveer Syeda-Mahmood; Laurent Mignet,Re-occurrence of the same problem is very common in many large software products. Bymatching the symptoms of a new problem to those in a database of known problems;automated diagnosis and even self-healing for re-occurrences can be (partially) realized.This paper exploits function call stacks as highly structured symptoms of a certain class ofproblems; including crashes; hangs; and traps. We propose and evaluate algorithms forefficiently and accurately matching call stacks by a weighted metric of the similarity of theirfunction names; after first removing redundant recursion and uninformative (poordiscriminator) functions from those stacks. We also describe a new indexing scheme tospeed queries to the repository of known problems; without compromising the quality ofmatches returned. Experiments conducted using call stacks from actual product problem …,Data Engineering Workshop; 2007 IEEE 23rd International Conference on,2007,22
Fast and robust optimization of complex database queries,*,A robust way is described for optimizing complex data base queries while retaining theoptimization speed of heuristic methods. The heuristic join-sequencing algorithm is modifiedto permit any of; or a combination of:(1) multiple passes of the heuristic algorithm; each witha different metric; producing multiple plans;(2) complex combinations of the criteria by whichsuch heuristics make their choices; and/or (3) backtracking to consider alternatives to anyparticular decision in the sequence.,*,2006,22
Learning table access cardinalities with LEO,Volker Markl; Guy Lohman,Abstract LEO is a comprehensive way to repair incorrect statistics and cardinality estimatesof a query execution plan. LEO introduces a feedback loop to query optimization thatenhances the available information on the database where the most queries have occurred;allowing the optimizer to actually learn from its past mistakes. We demonstrate how LEOlearns outdated table access statistics on a TPC-H like database schema and show that LEOimproves the estimates for table cardinalities as well as filter factors for single predicates.Thus LEO enables the query optimizer to choose a better query execution plan; resulting inmore efficient query processing. We not only demonstrate learning by repetitive execution ofa single query; but also illustrate how similar; but not identical queries benefit from learnedknowledge. In addition; we show the effect of both learning cardinalities and adjusting …,Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,22
Discovering interestingness in faceted search,*,Exemplary embodiments of the present invention relate to enhanced faceted search supportfor OLAP queries over unstructured text as well as structured dimensions by the dynamicand automatic discovery of dimensions that are determined to be most “interesting” to a userbased upon the data. Within the exemplary embodiments “interestingness” is defined ashow surprising a summary along some dimensions is from a user's expectation. Further;multi-attribute facets are determined and a user is optionally permitted to specify thedistribution of values that she expects; and/or the distance metric by which actual andexpected distributions are to be compared.,*,2009,21
Efficient sampling of a relational database,*,A system; method and computer readable medium for sampling data from a relationaldatabase are disclosed; where an information processing system chooses rows from a tablein a relational database for sampling; wherein data values are arranged into rows; rows arearranged into pages; and pages are arranged into tables. Pages are chosen for samplingaccording to a probability P and rows in a selected page are chosen for sampling accordingto a probability R; so that the overall probability of choosing a row for sampling is Q= PR.The probabilities P and R are based on the desired precision of estimates computed from asample; as well as processing speed. The probabilities P and R are further based on eithercatalog statistics of the relational database or a pilot sample of rows from the relationaldatabase.,*,2006,21
Extensible enumeration of feasible joins for relational query optimization,Kiyoshi Ono; Guy M Lohman,*,*,1988,21
Usability and design considerations for an autonomic relational database management system,Ric Telford; Randy Horman; Sam Lightstone; Nikolay Markov; Stephen O'Connell; G Lohman,Autonomic systems offer numerous advantages over non-autonomic systems; and many ofthese advantages relate to ease of use. The advantages regarding ease of use includereducing the number of low-level system administration tasks; simplifying the systemadministrator's interface; handling exceptions which would otherwise have resulted insystem alerts; and the learning; by the system; of actions taken by the administrator.However; human intervention must still be factored in; and care must be taken in the designof autonomic systems not to make the system administrator's task more difficult. This paperexamines the ease-of-use ramifications of autonomic computing in the context of relationaldatabases in general; and of the IBM® DB2® Universal Database™ Version 8.1 autonomiccomputing system in particular.,IBM Systems Journal,2003,17
Self-managing technology in database management systems,Surajit Chaudhuri; Benoit Dageville; Guy M Lohman,We are increasingly dependent on information systems for business as well as for personalusage. However; for information systems to provide value to their customers; we mustreduce the complexity associated with their deployment and usage. While the cost ofhardware and software in such systems continue to decrease dramatically throughtechnological advances and competition; the total cost of ownership (TCO) of informationtechnology is increasingly dominated by people costs.,VLDB,2004,16
Method for monitoring dependent metric streams for anomalies,*,A method for monitoring dependent metric streams for anomalies including identifying aplurality of sets of dependent metric streams from a plurality of metric streams of a computersystem by measuring an association of the plurality of metric streams using a statisticaldependency measure analysis; wherein each set includes a plurality of the dependentmetric streams and each metric stream includes a plurality of data; determining a subset ofthe plurality of sets of dependent metric streams to monitor by selecting a quantity of the setsof dependent metric streams that have a highest statistical dependency; cleaning the data ofeach set of dependent metric streams of the subset by identifying and removing outlier data;fitting a probability density function to the cleaned data of each set of dependent metricstreams of the subset; wherein the probability density function is a likelihood function that …,*,2010,15
