Children's geographies: Playing; living; learning,Sarah L Holloway; Gill Valentine,*,*,2000,1175
Geographies of justice: preschool-childcarc provision and the conceptualisation of social justice,Sarah L Holloway,During the 1990s geographers of diverse philosophical orientations have shown a renewedinterest in questions of justice. The author draws on empirical work on childcare provision inSheffield; England; in order to evaluate two different approaches to the geography of justiceand hence the theories of social justice which lie behind these; in particular she explores thedifferent geographies of childcare produced by the territorial-justice approach; which isbased on a liberal conception of social justice; and a study of childcare cultures; which owesmore to poststructuralist understandings of justice. The specific differences between theseapproaches in terms of their conceptualisation of what counts as childcare; who needs it;and how its delivery is structured raise broader questions about the understandings ofsociety and space; about the importance of moral geographies; and about the possible …,Environment and Planning C: Government and Policy,1998,28
Rural roots; rural routes: discourses of rural self and travelling other in debates about the future of Appleby New Fair; 1945–1969,SL Holloway,Abstract The notion that Gypsies; in an idealised form; have a place in the rural idyll hasbeen sufficiently influential within Geography that it currently features in our undergraduatetexts concerned with the meaning of place. The position of real Gypsy-Travellers in thecountryside is of course more complex; and this paper seeks to move the debate forward byexamining how the group; who are still marginalised in geographical research; wereportrayed by rural residents in the post-War period; and what these representations of atravelling other reveal about the nature of the rural self. The route in is through local printmedia reports about Appleby New Fair; a horse fair in Northern England which is one of thelargest Gypsy-Traveller gatherings in Europe and a major tourist attraction. Analysis of thissource highlights the contested position of Gypsy-Travellers in the country; and the lines …,Journal of Rural Studies,2004,27
“Any Advice is Welcome Isn't it?”: Neoliberal Parenting Education; Local Mothering Cultures; and Social Class,Sarah L Holloway; Helena Pimlott-Wilson,Geographers have shown considerable interest in neoliberal educational restructuring asstates across the Global North have sought to respond to the challenges of economicchange through the development of a skilled population. Existing research provides a wide-ranging analysis of the ways neoliberal states seek to shape individual citizens through theirown learning. Greater attention now needs to be paid to new and developing ways in whichthey seek to influence the context in which future citizen-workers are raised. This paperfocuses on parenting education which is growing across OECD countries. Social sciencecritiques suggest that parenting classes are part of a professionalisation of parenting whichhas sought to impose middle-class mores on working-class parents; at the same time asparenting has been unwarrantedly cast as a context-free skill. This paper uses …,Environment and Planning A,2014,24
Reproducing motherhood,Sarah Holloway,*,Geographies of New Femininities; New York; Longman,1999,24
‘She lets me go out once a week’: Mothers' strategies for obtaining ‘personal’time and space,SL Holloway,Summary This paper focuses on the need for relief care and its provision through babysittingand crèches in Sheffield. The analysis demonstrates the importance of this previouslyneglected form of care; and highlights the role played by women's networks in shaping aclass-differentiated geography of relief care.,Area,1998,22
Parental involvement in children's learning: Mothers' fourth shift; social class; and the growth of state intervention in family life,Sarah L Holloway; Helena Pimlott‐Wilson,Abstract Nation states across the global North are restructuring their education systems. Thisprocess has changed the relationship between school and home; with an increasing onusbeing placed on parents to involve themselves in their children's education. The articleexplores what mothers with different social class positions think about state attempts to enrolthem in the education of their primary-aged children (ages 4–11); and considers theirexperience of school curriculum events designed to encourage and guide their help forchildren's learning within the home. Mothers' support for this form of educationalrestructuring is widespread; but motivations for; and experiences of; involvement varysignificantly between higher-; middle-and low-income schools. This matters as parentalinvolvement not only increases mothers' workloads—adding a fourth shift to the existing …,*,2013,14
Love changes all: making some noise by ‘coming out’as mothers,Carol Ekinsmyth; Rebecca Elmhirst; Sarah Holloway; Helen Jarvis,The thing about motherhood is that it changes you forever in obvious and unexpected ways.As female academics who have all come to motherhood in our thirties; we have experiencedthis transformation against a background of committed feminist politics and thinking. In theprevious Women and Geography Study Group volume; Gregson and Rose (1997: 41)appeal to feminist geographers to produce 'multiple voiced histories to show that–like allgeographical traditions; feminist geography is heterogeneous; that it is 'situated messiness';contested and negotiated by particular bodies in particular places'. In this chapter wecontribute to such a polyvocal history by reflecting on the ways in which our feminisms havebeen transformed as we have been changed as women by the experience of motherhood.What follows is a partial account of some of our reflections. It is partial for a number of …,*,2004,14
'The Vision Thing' Schools and Information and Communication Technology,Gill Valentine; Sarah Holloway,In this paper we begin by outlining the Government's vision of ICT and education; arguingthat this is a deeply determinist vision which severs technology from the context of socialpractice. For example; it ignores the importance of the specificities of time and place; howICT is promoted and made sense of in different contexts; the intentions of different users;how it becomes attached to particular agendas and so on. Drawing on three case studies;we go on to examine what happens when schools and technology are brought together inpractice. In doing so we argue that; counter to the Government's vision; technology does notsimply impinge on society from outside or follow a predetermined course but rather that ICTemerges as a very different tool in different communities of practice as the place; schools;teachers; children; community and technology mutually enrol; constitute and order each …,Convergence,1999,12
Bodies in the Midst of Things: Re-locating Children’s Use of the Internet’,N Bingham; SL Holloway; G Valentine,*,Youth and the Global Media,1999,11
Life around the screen: Reframing young people’s use of the Internet,Nick Bingham; Gill Valentine; Sarah Holloway,About the book: There has been a notable upsurge of interest in the body; both in terms ofempirical and theoretical study and debate. Contributions to this book move these debatesforward by considering a range of bodies as active in their own construction in social andeconomic processes. Authors consider the body as a site of agency; resistance andcompromise and reflect upon the reluctance of sociology to engage with the body andnotions of embodiment.,*,2001,10
Making an argument: writing up human geography projects,Sarah L Holloway; Gill Valentine,Geography students are generally required to undertake project work as part of their degree;for example in the form of a dissertation or as part of a local or international fi eld class. It isimportant to do well in this type of work because considerable weight is attached to it in mostdegree structures. A successful dissertation or fi eld-class report has a number of elements:it is set within an appropriate literature; it employs a suitable and justified methodology; andthe findings are clearly explained and related back to the wider literature (Hay; 1999). Soundempirical work is therefore an essential part of every fi eld-based project; but you should notmake the mistake of thinking that all you need to do to attract a good mark is clearly outlinethe results of your well-conducted independent research. You also need to integrate yourown empirical material with a wider theoretical literature to show why your topic is …,*,2001,9
10 PLEASURE AND LEISURE,David Bell; Sarah L Holloway; Mark Jayne; Gill Valentine,❍ Argues that the city has always been important as a site of consumption as well as one ofproduction❍ Uses the example of the consumption of food and drink to show that leisure andpleasure have taken different forms over time❍ Suggests that analysis of the changing urbanlandscapes of eating and drinking reveals important transitions in the way urban space ismanaged and marketed,The SAGE Companion to the City,2008,7
Cyberkids: Children’s social networks; virtual communities and online spaces,G Valentine; S Holloway,*,Economic and Social Research Council; UK,2002,7
New economy; neoliberal state and professionalized parenting: mothers’ labour market engagement and state support for social reproduction in class-differentiated...,Sarah L Holloway; Helena Pimlott-Wilson,Abstract Contemporary economic; political and social shifts in the Global North arereconfiguring the resolution of productive and reproductive labour. This paper explores howthe emergence of the New Economy; the rolling out of the neoliberal state; and theprofessionalisation of parenting are transforming:(i) the landscape in which mothers withprimary-school-aged children make decisions about how to secure a living and care for theirchildren and (ii) what role they think the state should play in facilitating the provision ofchildcare to support working parenthood. The paper makes two innovative contributions toknowledge. First; it pinpoints strongly class-differentiated changes in women's reconciliationof paid employment and caring work in contemporary Britain. The academically dominantone-and-a-half breadwinner model is commonly reflected in middle-class lifestyles; but …,Transactions of the Institute of British Geographers,2016,5
Key concepts in geography,Stephen P RICE; G VALLENTINE,*,*,2003,5
Children’s Geographies. Critical Geographies,S Holloway; G Valentine,*,*,2000,5
Children’s Geographies and the New Social Studies of Childhood’in SL Holloway and G. Valentine,Sarah L Holloway,*,Children’s Geographies–Playing; Living; Learning,2000,4
Children's geographies: playing; living; learning Routledge,SL Holloway; G Valentine,*,*,2000,4
Introduction: Geographies and new femininities,Nina Laurie; Claire Dwyer; Sarah Holloway; Fiona Smith,*,Geographies of New Femininities,1999,4
20 Consumption and Context,Mark Jayne; Gill Valentine; Sarah L Holloway,Research focused on consumption and context has been an important theoretical andempirical driver of drug and alcohol research across the social sciences. 1 In this chapter webegin with a review of studies that have focused on drug and alcohol consumption withreference to contexts such as supranational; national and regional scales. The chapter thenconsiders foundational characteristic of research that considers class; gender; age; ethnicityand so on with reference to spaces and places around the world. In reviewing these bodiesof literature; we argue that despite generating rich and detailed findings with regards toconsumption researchers have tended to undertheorise context. In doing so; we advancearguments outlined in Chapter 8 in order to highlight how researchers have overwhelminglyfailed to pursue understanding of connections; mobilities; similarities; differences and …,The SAGE Handbook of Drug & Alcohol Studies: Social Science Approaches,2016,3
Old habits and new media: Ethnography meets cyberspace studies,Rob Drew,As someone who grew up in the 1970s; I can recall the debut of telephones with push-buttondialing. My friends and I amused ourselves for hours with the new devices' three sparetones; playing “Mary Had a Little Lamb” and other simple tunes for each other. Within a shorttime; though; we became accustomed to the new phones and resumed using them ascommunication devices rather than musical instruments. The memory has always seemedemblematic to me of the process whereby new technologies; after being met with a certainfascinated experimentalism; soon tend to “slouch toward the ordinary”(Herring 2004).Academic observers of the Internet have watched it undergo enormous technical and socialtransformations in its short history; and in the process; the fledgling field of cyberspacestudies has experienced significant changes itself. Through much of the 1990s …,Symbolic Interaction,2005,3
Key concepts in geography,Andrew Herod; Sarah L Holloway; SP Rice; G Valentine,*,*,2003,3
Children's geographies: playing; living; learning,John H McKENDRICK; Michael G Bradford; Anna V FIEDLER; Sarah L Holloway; Gill Valentine,*,Children's geographies: playing; living; learning,2000,3
Children's geographies Routledge,SL Holloway; G Valentine,*,*,2000,3
Geographies of New Femininities,Laurie Nina; Dywer Claire; L Holloway Sarah,*,New York,1999,3
Space; place and geographies of childcare,Sarah Lousie Holloway,*,*,1996,3
Gill Valentine (2006): Drunk and Disorderly: Alcohol,Mark Jayne; Sarah L Holloway,*,Urban Life and Public Space; in: Progress in Human Geography,*,3
Rice; and Gill Valentine,Nicholas Clifford; Sarah Holloway; P Stephen,*,Key Concepts in Geography,*,3
Cyberworlds: Children in the information age,Sarah L Holloway; Gill Valentine,*,Cyberkids: Children in the information age,2003,2
Cybergeographies: Children’s on-line worlds,SL Holloway; G Valentine,*,Cyberkids,2003,2
Technophobia,Sarah Holloway; Gill Valentine,*,Parents’ and children’s fears about information and communication technologies and the transformation of culture and society. Teoksessa Hutchby; I. & J. Moran Ellis (toim.) Children; Technology and Culture. The Impacts of Technologies in Children’s Everyday Lives. Routledge; London,2001,2
It’s only as stupid as you are”: children’s negotiations of technological competence at home and school,Sarah Holloway; Gill Valentine,*,Social and Cultural Geography,2001,2
Children’s geographies and the new study of childhood. I Holloway & Valentine (red),Holloway Sarah; Valentine Gill,*,Children's geographies: playing; living; learning,2000,2
Life around the screen: On the sociality of young people’s use of the Internet,Nick Bingham; Sarah Holloway; Gill Valentine,*,Proceedings of the IN-TELE Conference,1999,2
Valentine Gil; eds. 2003,Sarah Holloway; Stephen P Rice,*,Key Concepts in Geography,*,2
L. and Valentine; Gill. 2003,Sarah Holloway,*,Childrens geographies-playing living; learning,*,2
Sarah in Gill Valentine. 2003,L Halloway,*,Cyberkids.'Children in the Information Age,*,2
red. 2000,SL Holloway; G Valentine,*,Children’s geographies. Playing; living; learning,*,2
Geographical perspectives on drug and alcohol studies,Mark Jayne; Gill Valentine; Sarah L Holloway,This chapter investigates the ways in which spatialities of drugs and alcohol have beenconsidered within and beyond the discipline of geography. 1 The first half of the papershows how drugs and alcohol research includes significant and sustained consideration ofgeographical issues. For example; studies undertaken by scholars in a variety of disciplinesincluding medical and health studies; psychology; sociology; politics; criminology;economics and cultural studies have considered issues relating to drugs and alcohol via'geographical'issues such as spatial scale; national; regional and local identities; distinctionsbetween public and private space; urbanity and rurality; boundaries and transgressions;visibility and invisibility; centrality and marginality and so on. In the second half of the paper;we suggest that while being relatively slow to engage with drug and alcohol research …,The SAGE Handbook of Drug & Alcohol Studies: Social Science Approaches,2016,1
World City,Phil Hubbard; Sarah Holloway; Heike Jöns; Liz Mavroudi; Pat Noxolo; Peter Taylor; Michael Hoyler; Kathy Pain; John Harrison,Doreen Massey's World city is that rarest of commodities: a geographic text that is; at oneand the same time; both theoretically astute; politically insistent and publicly accessible.Focusing on the city of London; construed in its widest sense; Massey's book is an attempt toshow how a geographical imagination through which place is unbounded and space isrelational can help us to address the forms of inequality that beset contemporary societies.Beginning by noting the widespread assumption that Britain revolves around an economic(business) hub centred on London; and that this disadvantages all those outside a particularsuper-rich elite residing in the South East; Massey's book argues for a politics that decentresthe assumption that certain processes of world city formation are inevitable; desirable ornecessary. This is a politics in which London's obligations to the world are fully …,*,2008,1
Children's Use of the Internet: a Time of Safety or a Time of Risk?,Gill Valentine; Sarah L Holloway,*,*,2001,1
Cyberkids. London and New York: Routledge Falmer; 2003..",Sarah Holloway; Gil Valentine,*,Children's Geographies and The New Social Studies." Children's Geographies. Routledge: NY and London,2000,1
Children's Geographies: Playing; Living; Learning,Hugh Matthews; Melanie Limb; Mark Taylor; S Holloway; G Valentine,*,*,2000,1
Valentine; Gill 2003: Cyberkids: children in the information age,Sarah L Holloway,*,London: RoutledgeFalmer,*,1
Questions of agency: capacity; subjectivity; spatiality and temporality,Sarah L Holloway; Louise Holt; Sarah Mills,Geographies of Children; Youth and Families is flourishing; but its founding conceptionsrequire critical reflection. This paper considers one key conceptual orthodoxy: the notion thatchildren are competent social actors. In a field founded upon liberal notions of agency; weidentify a conceptual elision between the benefits of studying agency and the beneficialnature of agency. Embracing post-structuralist feminist challenges; we propose a politically-progressive conceptual framework centred on embodied human agency which emergeswithin power. We contend this can be achieved though intensive/extensive analyses ofspace; and a focus on biosocial beings and becomings within dynamic notions of individual/intergenerational time.,*,2018,*
Reconceptualising play: Balancing childcare; extra-curricular clubs and free play in contemporary childhoods,Sarah L Holloway; Helena Pimlott-Wilson,This paper rethinks geographical approaches to children's play in the Global North. Onenarrowly conceived strand of past research considered the erosion of outdoor free play; butoverlooked children's views of alternative play environments (eg out-of-school activities). Aseparate thread examined the feminisation of employment and growth in childcare; butinvestigations into children's play in care-based environments are rare; and explorations oftheir ability to balance different play landscapes are lacking. This paper builds upon insightsfrom both lines of research; and challenges their deficiencies to map out a more broadlyconceived geography of play. Drawing on rigorous quantitative and qualitative research withmiddle-and working-class parents and children; the paper examines the socially-differentiated reconciliation of neighbourhood; extra-curricular and care-based play in …,*,2017,*
ANDRÉ LUIZ MONEZI ANDRADE AND DENISE DE MICHELI; eds. Springer-Verlag; 2016; 238 pp; ISBN: 9783319431703 (hardcover); ASIN: B01LX4V4RX (Kindle)...,AISHATU YUSHA’U ARMIYA’U; FRANCA BECCARIA; JAMES A BENN; TIFFANY BERGIN; EMMA CASEY; CHUCK CECIL; WAVERLY DUCK; EMILY D EDWARDS; JOHN HUDAK; MARK JAYNE; GILL VALENTINE; SARAH L HOLLOWAY; HAROLD R JOHNSON,By continuing to browse this site you agree to us using cookies as describedin About Cookies. Remove maintenance message …,Addiction,2016,*
Geographies of Alternative Education: diverse learning spaces for children and young people,Yi'En Cheng,Geographies of Alternative Education is the product of several years of research in a varietyof education spaces in the UK by Peter Kraftl. The book draws specifically from the author'squalitative research on more than 50 alternative learning sites; which included care farms;forest schools; homeschooling; Montessori schools; and Steiner schools. These areconsidered to be cases which entail some aspects of pedagogical; political; and/orphilosophical principles that are alternative to the national curriculum (a full criterion for theselection of alternative educational spaces is laid out in page 14). Although there is ageographical focus on the UK; the author takes time to introduce various forms of alternativelearning sites (Chapter 3) and makes connections with studies conducted outside the UKwhere possible in order to present a more 'international'view. Readers who are familiar …,*,2014,*
Geographies of educa,SL HOLLOWAY; H JONS,In the twenty-first century Anglophone geographers have exhibited a growing interest ineducation and learning (Holloway et al.; 2010). Geographies of education and learningconsider the importance of spatiality in the production; consumption and implications offormal education systems from pre-school to tertiary education and of informal learningenvironments in homes; neighbourhoods; community organisations and workspaces.Between them; these geographies foreground the wider political; economic; social andcultural processes shaping and being reshaped through formal and informal spaces ofeducation across the globe; and the ways they are experienced; embraced and contested byeducators and diverse subjects of education; including children; young people; parents; andworkers (subject positions which clearly are not mutually exclusive). In so doing …,*,2012,*
Referees of papers submitted to PiHG c. 2011–2012,Paul Adams; Peter Adey; John Agnew; John Allen; Ben Anderson; Gregory Ashworth; David Atkinson; Clive Barnett; Stephan Barthel; Luke Bennett; Fernando Bosco; Louise Bracken; Irus Braverman; Gavin Bridge; Elizabeth Brown; Michael Brown; Tim Brown; Anne Buttimer; Patricia Campbell; Paul Chatterton; Brett Christophers; Julian Clark; Nigel Clark; Allan Cochrane; Nicola Coniglio; Dennis Conway; Ian Cook; Jeremy Crampton; Mike Crang; Bruce D’Arcus; David Delaney; Dydia DeLyser; Mona Domosh; Felix Driver; Tim Edensor; Stuart Elden; Mark Ellis; Sarah Elwood; J Nicholas Entrikin; James Evans; Juliet Fall; David Featherstone; Colin Flint; Charles Forsdick; Rina Ghose; Banu Gökarıksel; Francesca Governa; Elspeth Graham; Derek Gregory; Beth Greenhough; Julie Guthman; Yrjö Haila; Sarah Hall; Matthew Hannah; Michael Hays; Martha Henderson; Andrew Herod; Julian Holloway; Sheila Hones; Peter Hopkins; Phil Hubbard; Ray Hudson; Jennifer Hyndman; Adrian Ivakhiv; Bob Jessop; Nuala Johnson; Caleb Johnston; Andy Jonas; Andrew Jones; Robert Kaiser; Robin Kearns; I Keighren; Stefan Kipfer; Eleanore Kofman; Benjamin Kohl; Lily Kong; John Krygier; Angela Last; Philippe Le Billon; Loretta Lees; Richard LeHeron; Robyn Longhurst; Jamie Lorimer; Laura MacDonald; Daniel MacKinnon; Geoff Mann; Becky Mansfield; Sallie Marston; Eugene McCann; Pauline McGuirk; Nick Megoran; John Mohan; Michelle Moran-Taylor; Frances Morton; Alexander Murphy; Lise Nelson,The editors of PiHG would like to thank all the referees who provide such invaluable andessential comments on papers submitted to the journal. The largely invisible work ofreferees is vital to the maintenance of the high standard of PiHG and the editorial board isonly too well aware of the time and commitment involved. Thank you!,Progress in Human Geography,2012,*
GaWC Research Bulletin 265,Gateways into GaWC; P Hubbard; S Holloway; H Jöns; L Mavroudi; P Noxolo; PJ Taylor; M Hoyler; K Pain; J Harrison,Abstract The notion of a hierarchy among cities has long been part of the theoretical toolkit ofurban sociologists; geographers; and economists. Reviewing the evolution of the urbanhierarchy concept; this paper empirically demonstrates a hypothesized transition in the USurban hierarchy during the twentieth century; from size-based to network-based. Threeurban types; following distinct trajectories during this shift; are explored: the primate city; theoffline metropolis; and the wired town. Data on the economic structure; population size; andairline passenger traffic of 64 US metropolitan areas from 1900–2000 are used to test thehypothesis of a hierarchical transition. Results suggest that a size-based hierarchydominated in the early twentieth century; but was replaced or augmented in the mid 1940swith a network-based hierarchy. The paper concludes with a discussion of the study's …,*,2010,*
2.2 Cyberworlds,Sarah L Holloway; Gill Valentine,In this chapter we introduce the understanding of children and childhood that underpins theway the research was conducted. Then we introduce our understanding of technology byoutlining some of the theoretical debates about ICT; drawn from the social studies oftechnology and geographies of cyberspace. Cyberspace is one of 'the zones that scripts thefuture'(Haraway; 1997: 100). Just as industrial technology was seen to transform Westernsociety in the nineteenth century; so many contemporary academic and popularcommentators argue that Information and Communication Technologies (ICT) are about toinflict far-reaching economic; social; cultural; and political changes upon the twenty-firstcentury (for an overview see Kitchin; 1998a; 1998b). Most notably; ICT are popularlyunderstood to be about; if they have not already led to; the transformation of work and the …,Educational Theories; Cultures and Learning: A Critical Perspective,2009,*
Worlds in one city,Sarah Holloway; Phil Hubbard; Heike Jöns; Liz Mavroudi; Pat Noxolo,By continuing to browse this site you agree to us using cookies as describedin About Cookies. Remove maintenance message …,Area,2008,*
14 HOUSE AND HOME,Sarah L Holloway,*,The SAGE Companion to the City,2008,*
Life around the screen: the place of ICT in the'family'home,Sarah L Holloway; Gill Valentine,*,*,2005,*
On Not Evacuating the Area: Politics and the Usefulness of Academic Work,Sarah Holloway,Willem's request for thoughts on Lea's letter came out of the blue and I'm far from sure whattype of commentary he expects to receive. This reply is crafted in response to the nakeddisillusionment I read in Lea's original correspondence. It is a personal answer to a personalletter.Lea's disappointment centered on the lack of “direct usefulness” of academic work; onthe failure of academics to influence politicians. These are; I suppose; the kind of issues withwhich we all struggle. Soon after gaining full-time employment as an academic I was electedas a local councillor. As I finished writing up my Ph. D.; I simultaneously applied for researchfunding to study children's use of the Internet; while also running a budget working party atCouncil which had to make cuts in services. The stark contrast between the money I raisedto study Internet usage; and the cuts I was making at Council (for example in the window …,Children; Youth and Environments,2003,*
23Corked hats and Coronation Street,Sarah Holloway; Gill Valentine,This chapter contributes to the developing literature on childhood and national identity byconsidering the ways in which children imagine other nations. Focusing in particular ononline interactions between children in twelve British and twelve New Zealand schools; thearticle explores their imaginative geographies of each other; and assesses the ways thesevisions are endorsed or contested by the children to whom they refer. The article not onlyillustrates the sources and importance of stereotypical understandings of landscape; peopleand patterns of daily life in other nations; but also the ways these may be contested throughonline contact.,Aspects of Teaching Secondary Geography,2003,*
Finding Places for Children and Childhood,Elizabeth Chin,How the differences between disciplines are constituted is not a new question. Ethnographyhas long been one diagnostic setting anthropology apart from other fields; but now thatethnographic research is being used in areas as diverse as marketing; sociology; andpolitics the method no longer the anthropologist makes. Ethnography has been particularlyinstrumental in recent social geography and vice versa: the distinguished social geographerDavid Harvey is now housed in the anthropology department at the City University of NewYork Graduate Center. Is anthropology changing the geographer; or is the geographerchanging anthropology? Questions like this will sharpen anthropologists' interest in thecollection Children's Geographies. Even more compelling for those whose work is tied upwith questions of children and childhood is that this book is also grounded in what is now …,*,2003,*
Key Concepts in Geography,C Katz; Sarah L Holloway; Stephen P Rice; Gill Valentine,*,*,2003,*
Cyberkids: children in the information age,Gill Valentine; Sarah L Holloway,*,London: RoutledgeFalmer,2002,*
Book Review: Cultural geographies,Sarah L Holloway,ПОИСК. Найти. Расширенный поиск …,Progress in Human Geography,2001,*
Anderson; K. and Gale; F.; editors; Cultural geographies,S Holloway,*,PROGRESS IN HUMAN GEOGRAPHY,2001,*
Children's geographies: playing; living; learning (coll critical geographies),Gi VALENTINE,*,*,2000,*
Alien J 51 Amin A 87 Burnett JR 201 BcstB 475,P Bindc; N Bingham; L Bondi; K Brooks; DB Clarke; P Cohcndet; C Collingc; R Dodgshon; S Holloway; J Ingham; P Jackson; N Johnson; M Jones; R Jones; RA Kearns; A Latham; K McAfee; G MacLeod; II Parr; A Piccini; M Purvis; N Rose; PE Steinberg; D Stevenson; N Stevenson; G Valentine,*,Environment and Planning D: Society and Space,1999,*
New Frontiers of Space; Bodies and Gender (R. Ainley; Ed.),S Holloway,*,GENDER PLACE AND CULTURE,1999,*
Single Mothers in an International Context: Mothers or Workers?,Sarah Holloway,*,*,1998,*
Haggett P.(1965) Locational Analysis in Human Geography London: Edward Arnold. Haring; LL and Lounsbury;. lF (1983) Introduction to Scientiﬁc Geographical Re...,SL Holloway; S Rice; G Valentine,*,*,*,*
cyberworlds,*,*,*,*,*
Drunkenness (Dis) Orderly Spaces Mark Jayne; University of Manchester; UK Gill Valentine; University of Leeds; UK Sarah L,Drinking Alcohol,*,Holloway; Loughborough University; UK,*,*
Forthcoming. Cyberkids: Children in the information age,Sarah L Holloway; Gill Valentine,*,*,*,*
Feminist geography,Dolores Hayden; Rosalyn Deutsche; Sarah Holloway; Cindi Katz; Doreen Massey; Gillian Rose; Evelyn Stokes,*,*,*,*
