Learning influence probabilities in social networks,Amit Goyal; Francesco Bonchi; Laks VS Lakshmanan,Abstract Recently; there has been tremendous interest in the phenomenon of influencepropagation in social networks. The studies in this area assume they have as input to theirproblems a social graph with edges labeled with probabilities of influence between users.However; the question of where these probabilities come from or how they can be computedfrom real social network data has been largely ignored until now. Thus it is interesting to askwhether from a social graph and a log of actions by its users; one can build models ofinfluence. This is the main problem attacked in this paper. In addition to proposing modelsand algorithms for learning the model parameters and for testing the learned models tomake predictions; we also develop techniques for predicting the time by which a user maybe expected to perform an action. We validate our ideas and techniques using the Flickr …,Proceedings of the third ACM international conference on Web search and data mining,2010,815
From machu_picchu to rafting the urubamba river: anticipating information needs via the entity-query graph,Ilaria Bordino; Gianmarco De Francisci Morales; Ingmar Weber; Francesco Bonchi,Abstract We study the problem of anticipating user search needs; based on their browsingactivity. Given the current web page p that a user is visiting we want to recommend a smalland diverse set of search queries that are relevant to the content of p; but also non-obviousand serendipitous.,Proceedings of the sixth ACM international conference on Web search and data mining,2013,34
Fast Reliability Search in Uncertain Graphs.,Arijit Khan; Francesco Bonchi; Aristides Gionis; Francesco Gullo,ABSTRACT Uncertain; or probabilistic; graphs have been increasingly used to representnoisy linked data in many emerging application scenarios; and have recently attracted theattention of the database research community. A fundamental problem on uncertain graphsis reliability; which deals with the probability of nodes being reachable one from another.Existing literature has exclusively focused on reliability detection; which asks to compute theprobability that two given nodes are connected. In this paper we study reliability search onuncertain graphs; which we define as the problem of computing all nodes reachable from aset of query nodes with probability no less than a given threshold. Existing reliability-detection approaches are not well-suited to efficiently handle the reliability-search problem.We propose RQ-tree; a novel index which is based on a hierarchical clustering of the …,EDBT,2014,33
Voting in social networks,Paolo Boldi; Francesco Bonchi; Carlos Castillo; Sebastiano Vigna,Abstract A voting system is a set of rules that a community adopts to take collectivedecisions. In this paper we study voting systems for a particular kind of community:electronically mediated social networks. In particular; we focus on delegative democracy(aka proxy voting) that has recently received increased interest for its ability to combine thebenefits of direct and representative systems; and that seems also perfectly suited forelectronically mediated social networks. In such a context; we consider a voting system inwhich users can only express their preference for one among the people they are explicitlyconnected with; and this preference can be propagated transitively; using an attenuationfactor. We present this system and we study its properties. We also take into considerationthe problem of missing votes; which is particularly relevant in online networks; as some …,Proceedings of the 18th ACM conference on Information and knowledge management,2009,33
Topical query decomposition,Francesco Bonchi; Carlos Castillo; Debora Donato; Aristides Gionis,Abstract We introduce the problem of query decomposition; where we are given a query anda document retrieval system; and we want to produce a small set of queries whose union ofresulting documents corresponds approximately to that of the original query. Ideally; thesequeries should represent coherent; conceptually well-separated topics. We provide anabstract formulation of the query decomposition problem; and we tackle it from two differentperspectives. We first show how the problem can be instantiated as a specific variant of a setcover problem; for which we provide an efficient greedy algorithm. Next; we show how thesame problem can be seen as a constrained clustering problem; with a very particular kindof constraint; ie; clustering with predefined clusters. We develop a two-phase algorithmbased on hierarchical agglomerative clustering followed by dynamic programming. Our …,Proceedings of the 14th ACM SIGKDD international conference on Knowledge discovery and data mining,2008,33
Efficient query recommendations in the long tail via center-piece subgraphs,Francesco Bonchi; Raffaele Perego; Fabrizio Silvestri; Hossein Vahabi; Rossano Venturini,Abstract We present a recommendation method based on the well-known concept of center-piece subgraph; that allows for the time/space efficient generation of suggestions also forrare; ie; long-tail queries. Our method is scalable with respect to both the size of datasetsfrom which the model is computed and the heavy workloads that current web searchengines have to deal with. Basically; we relate terms contained into queries with highlycorrelated queries in a query-flow graph. This enables a novel recommendation generationmethod able to produce recommendations for approximately 99% of the workload of a real-world search engine. The method is based on a graph having term nodes; query nodes; andtwo kinds of connections: term-query and query-query. The first connects a term to thequeries in which it is contained; the second connects two query nodes if the likelihood …,Proceedings of the 35th international ACM SIGIR conference on Research and development in information retrieval,2012,32
Finding subgraphs with maximum total density and limited overlap,Oana Denisa Balalau; Francesco Bonchi; TH Chan; Francesco Gullo; Mauro Sozio,Abstract Finding dense subgraphs in large graphs is a key primitive in a variety of real-worldapplication domains; encompassing social network analytics; event detection; biology; andfinance. In most such applications; one typically aims at finding several (possiblyoverlapping) dense subgraphs which might correspond to communities in social networks orinteresting events. While a large amount of work is devoted to finding a single densestsubgraph; perhaps surprisingly; the problem of finding several dense subgraphs with limitedoverlap has not been studied in a principled way; to the best of our knowledge. In this workwe define and study a natural generalization of the densest subgraph problem; where themain goal is to find at most $ k $ subgraphs with maximum total aggregate density; whilesatisfying an upper bound on the pairwise Jaccard coefficient between the sets of nodes …,Proceedings of the Eighth ACM International Conference on Web Search and Data Mining,2015,31
Query reformulation mining: models; patterns; and applications,Paolo Boldi; Francesco Bonchi; Carlos Castillo; Sebastiano Vigna,Abstract Understanding query reformulation patterns is a key task towards next generationweb search engines. If we can do that; then we can build systems able to understand andpossibly predict user intent; providing the needed assistance at the right time; and thushelping users locate information more effectively and improving their web-searchexperience. As a step in this direction; we build a very accurate model for classifying userquery reformulations into broad classes (generalization; specialization; error correction orparallel move); achieving 92% accuracy. We then apply the model to automatically label twovery large query logs sampled from different geographic areas; and containing a total ofapproximately 17 million query reformulations. We study the resulting reformulation patterns;matching some results from previous studies performed on smaller manually annotated …,Information retrieval,2011,31
Mining clinical data with a temporal dimension: a case study,Michele Berlingerio; Francesco Bonchi; Fosca Giannotti; Franco Turini,Clinical databases store large amounts of information about patients and their medicalconditions. Data mining techniques can extract relationships and patterns holding in thiswealth of data; and thus be helpful in understanding the progression of diseases and theefficacy of the associated therapies. A typical structure of medical data is a sequence ofobservations of clinical parameters taken at different time moments. In this kind of contexts;the temporal dimension of data is a fundamental variable that should be taken in account inthe mining process and returned as part of the extracted knowledge. Therefore; the classicaland well established framework of sequential pattern mining is not enough; because it onlyfocuses on the sequentiality of events; without extracting the typical time elapsing betweentwo particular events. Time-annotated sequences (IAS); is a novel mining paradigm that …,Bioinformatics and Biomedicine; 2007. BIBM 2007. IEEE International Conference on,2007,31
Interestingness is not a dichotomy: Introducing softness in constrained pattern mining,Stefano Bistarelli; Francesco Bonchi,Abstract The paradigm of pattern discovery based on constraints was introduced with theaim of providing to the user a tool to drive the discovery process towards potentiallyinteresting patterns; with the positive side effect of achieving a more efficient computation.So far the research on this paradigm has mainly focussed on the latter aspect: thedevelopment of efficient algorithms for the evaluation of constraint-based mining queries.Due to the lack of research on methodological issues; the constraint-based pattern miningframework still suffers from many problems which limit its practical relevance. As a solution;in this paper we introduce the new paradigm of pattern discovery based on Soft Constraints.Albeit simple; the proposed paradigm overcomes all the major methodological drawbacks ofthe classical constraint-based paradigm; representing an important step further towards …,European Conference on Principles of Data Mining and Knowledge Discovery,2005,31
Composite retrieval of diverse and complementary bundles,Sihem Amer-Yahia; Francesco Bonchi; Carlos Castillo; Esteban Feuerstein; Isabel Mendez-Diaz; Paula Zabala,Users are often faced with the problem of finding complementary items that together achievea single common goal (eg; a starter kit for a novice astronomer; a collection ofquestion/answers related to low-carb nutrition; a set of places to visit on holidays). In thispaper; we argue that for some application scenarios returning item bundles is moreappropriate than ranked lists. Thus we define composite retrieval as the problem of finding kbundles of complementary items. Beyond complementarity of items; the bundles must bevalid wrt a given budget; and the answer set of k bundles must exhibit diversity. We formallydefine the problem and show that in its general form is NP-hard and that also the specialcases in which each bundle is formed by only one item; or only one bundle is sought; arehard. Our characterization however suggests how to adopt a two-phase approach …,IEEE Transactions on Knowledge and Data Engineering,2014,30
Soft constraint based pattern mining,Stefano Bistarelli; Francesco Bonchi,Abstract The paradigm of pattern discovery based on constraints was introduced with theaim of providing to the user a tool to drive the discovery process towards potentiallyinteresting patterns; with the positive side effect of achieving a more efficient computation.So far the research on this paradigm has mainly focused on the latter aspect: thedevelopment of efficient algorithms for the evaluation of constraint-based mining queries.Due to the lack of research on methodological issues; the constraint-based pattern miningframework still suffers from many problems which limit its practical relevance. In this paper;we analyze such limitations and we show how they flow out from the same source: the factthat in the classical constraint-based mining; a constraint is a rigid boolean function whichreturns either true or false. Indeed; interestingness is not a dichotomy. Following this …,Data & Knowledge Engineering,2007,28
Suggesting ghost edges for a smaller world,Manos Papagelis; Francesco Bonchi; Aristides Gionis,Abstract Small changes in the network topology can have dramatic effects on its capacity todisseminate information. In this paper; we consider the problem of adding a small number ofghost edges in the network in order to minimize the average shortest-path distance betweennodes; towards a smaller-world network. We formalize the problem of suggesting ghostedges and we propose a novel method for quickly evaluating the importance of ghost edgesin sparse graphs. Through experiments on real and synthetic data sets; we demonstrate thatour approach performs very well; for a varying range of conditions; and it outperformssensible baselines.,Proceedings of the 20th ACM international conference on Information and knowledge management,2011,27
A constraint-based querying system for exploratory pattern discovery,Francesco Bonchi; Fosca Giannotti; Claudio Lucchese; Salvatore Orlando; Raffaele Perego; Roberto Trasarti,Abstract In this article we present ConQueSt; a constraint-based querying system able tosupport the intrinsically exploratory (ie; human-guided; interactive and iterative) nature ofpattern discovery. Following the inductive database vision; our framework provides userswith an expressive constraint-based query language; which allows the discovery process tobe effectively driven toward potentially interesting patterns. Such constraints are alsoexploited to reduce the cost of pattern mining computation. ConQueSt is a comprehensivemining system that can access real-world relational databases from which to extract data.Through the interaction with a friendly graphical user interface (GUI); the user can definecomplex mining queries by means of few clicks. After a pre-processing step; mining queriesare answered by an efficient and robust pattern mining engine which entails the state-of …,Information Systems,2009,27
The social world of content abusers in community question answering,Imrul Kayes; Nicolas Kourtellis; Daniele Quercia; Adriana Iamnitchi; Francesco Bonchi,Abstract Community-based question answering platforms can be rich sources of informationon a variety of specialized topics; from finance to cooking. The usefulness of such platformsdepends heavily on user contributions (questions and answers); but also on respecting thecommunity rules. As a crowd-sourced service; such platforms rely on their users formonitoring and flagging content that violates community rules. Common wisdom is toeliminate the users who receive many flags. Our analysis of a year of traces from a matureQ&A site shows that the number of flags does not tell the full story: on one hand; users withmany flags may still contribute positively to the community. On the other hand; users whonever get flagged are found to violate community rules and get their accounts suspended.This analysis; however; also shows that abusive users are betrayed by their network …,Proceedings of the 24th International Conference on World Wide Web,2015,26
Influence-based network-oblivious community detection,Nicola Barbieri; Francesco Bonchi; Giuseppe Manco,How can we detect communities when the social graphs is not available? We tackle thisproblem by modeling social contagion from a log of user activity; that is a dataset of tuples(u; i; t) recording the fact that user u" adopted" item i at time t. This is the only input to ourproblem. We propose a stochastic framework which assumes that item adoptions aregoverned by un underlying diffusion process over the unobserved social network; and thatsuch diffusion model is based on community-level influence. By fitting the model parametersto the user activity log; we learn the community membership and the level of influence ofeach user in each community. This allows to identify for each community the" key" users; ie;the leaders which are most likely to influence the rest of the community to adopt a certainitem. The general framework can be instantiated with different diffusion models. In this …,Data Mining (ICDM); 2013 IEEE 13th International Conference on,2013,25
Hiding sensitive trajectory patterns,Osman Abul; Maurizio Atzori; Francesco Bonchi; Fosca Giannotti,Spatio-temporal traces left behind by moving individuals are increasingly available. On theone hand; mining this kind of data is expected to produce interesting behavioral knowledgeenabling novel classes of mobility applications; but on the other hand; due to the peculiarnature of position data; mining it creates important privacy concerns. Thus; studying privacypreserving data mining methods for mov-ing object data is interesting and challenging. Inthis paper; we address the problem of hiding sensi-tive trajectory patterns from movingobjects databases. The aim is to modify the database such that a given set of sen-sitivetrajectory patterns can no longer be extracted; while the others are preserved as much aspossible. We provide the formal problem statement and show that it is NP-hard; so wedevise heuristics and a polynomial sanitization al-gorithm. We discuss a possible attack …,Data Mining Workshops; 2007. ICDM Workshops 2007. Seventh IEEE International Conference on,2007,25
Using data mining techniques in fiscal fraud detection,Francesco Bonchi; Fosca Giannotti; Gianni Mainetto; Dino Pedreschi,Abstract Planning adequate audit strategies is a key success factor in “a posteriori” frauddetection; eg; in the fiscal and insurance domains; where audits are intended to detect taxevasion and fraudulent claims. A case study is presented in this paper; which illustrates howtechniques based on classification can be used to support the task of planning auditstrategies. The proposed approach is sensible to some conflicting issues of audit planning;eg; the trade-off between maximizing audit benefits vs. minimizing audit costs.,International Conference on Data Warehousing and Knowledge Discovery,1999,25
Graph summarization with quality guarantees,Matteo Riondato; David García-Soriano; Francesco Bonchi,Abstract We study the problem of graph summarization. Given a large graph we aim atproducing a concise lossy representation (a summary) that can be stored in main memoryand used to approximately answer queries about the original graph much faster than byusing the exact representation. In this work we study a very natural type of summary: theoriginal set of vertices is partitioned into a small number of supernodes connected bysuperedges to form a complete weighted graph. The superedge weights are the edgedensities between vertices in the corresponding supernodes. To quantify the dissimilaritybetween the original graph and a summary; we adopt the reconstruction error and the cut-norm error. By exposing a connection between graph summarization and geometricclustering problems (ie; k-means and k-median); we develop the first polynomial-time …,Data Mining and Knowledge Discovery,2017,24
The pursuit of a good possible world: extracting representative instances of uncertain graphs,Panos Parchas; Francesco Gullo; Dimitris Papadias; Franceseco Bonchi,Abstract Data in several applications can be represented as an uncertain graph; whoseedges are labeled with a probability of existence. Exact query processing on uncertaingraphs is prohibitive for most applications; as it involves evaluation over an exponentialnumber of instantiations. Even approximate processing based on sampling is usuallyextremely expensive since it requires a vast number of samples to achieve reasonablequality guarantees. To overcome these problems; we propose algorithms for creatingdeterministic representative instances of uncertain graphs that maintain the underlyinggraph properties. Specifically; our algorithms aim at preserving the expected vertex degreesbecause they capture well the graph topology. Conventional processing techniques canthen be applied on these instances to closely approximate the result on the uncertain …,Proceedings of the 2014 ACM SIGMOD international conference on management of data,2014,23
Viscous democracy for social networks,Paolo Boldi; Francesco Bonchi; Carlos Castillo; Sebastiano Vigna,On April 23; 2009; Facebook announced preliminary results of a vote in which users were askedabout a change in the terms of use of the network. a The vote was the result of a petition by thousandsof users criticizing the site for claiming too many rights over user-generated content. Attemptingto justify the change; Facebook let users vote; saying that if 30% of the then roughly 200 million"active" users would vote the decision would be binding on Facebook management. b The outcomewas 74.4% of the voters preferred the new rules. And while only 600;000 users voted (1/100thof the prefixed quorum of 60;000;000) the change in the terms of use were officially adopted.c The global privacy watchdog; Privacy International; called the vote a "massive confidencetrick" d . The low voting turnout was largely foreseeable. Only a small fraction of Facebook usershave the time; patience; or dedication or take the service seriously enough to actively …,Communications of the ACM,2011,23
Exante: A preprocessing method for frequent-pattern mining,Francesco Bonchi; Fosca Giannotti; Alessio Mazzanti; Dino Pedreschi,Our main research objective is to define a data mining query language; supported by asystem that can optimize constraint-based data mining queries. We have invented ExAnte; asimple yet effective preprocessing technique for frequent-pattern mining. ExAnte exploitsconstraints to dramatically reduce the analyzed data to those containing patterns of interest.This data reduction; in turn; induces a strong reduction of the candidate patterns' searchspace; thus supporting substantial performance improvements in subsequent mining.,IEEE Intelligent Systems,2005,23
Viral marketing meets social advertising: Ad allocation with minimum regret,Cigdem Aslay; Wei Lu; Francesco Bonchi; Amit Goyal; Laks VS Lakshmanan,Abstract Social advertisement is one of the fastest growing sectors in the digitaladvertisement landscape: ads in the form of promoted posts are shown in the feed of usersof a social networking platform; along with normal social posts; if a user clicks on a promotedpost; the host (social network owner) is paid a fixed amount from the advertiser. In thiscontext; allocating ads to users is typically performed by maximizing click-through-rate; ie;the likelihood that the user will click on the ad. However; this simple strategy fails to leveragethe fact the ads can propagate virally through the network; from endorsing users to theirfollowers. In this paper; we study the problem of allocating ads to users through the viral-marketing lenses. We show that allocation that takes into account the propensity of ads forviral propagation can achieve significantly better performance. However; uncontrolled …,Proceedings of the VLDB Endowment,2015,22
Privacy protection: regulations and technologies; opportunities and threats,Dino Pedreschi; Francesco Bonchi; Franco Turini; Vassilios S Verykios; Maurizio Atzori; Bradley Malin; Bart Moelans; Yücel Saygin,Information and communication technologies (ICTs) touch many aspects of our lives. Theintegration of ICTs is enhanced by the advent of mobile; wireless; and ubiquitoustechnologies. ICTs are increasingly embedded in common services; such as mobile andwireless communication; Internet browsing; credit card e-transactions; and electronic healthrecords. As ICT-based services become ubiquitous; our everyday actions leave behindincreasingly detailed digital traces in the information systems of ICT-based serviceproviders. For example; consumers of mobile-phone technologies leave behind traces ofgeographic position to cellular provider records; Internet users leave behind traces of theWeb pages and packet requests of their computers in the access logs of domain andnetwork administrators; and credit card transactions reveal the locations and times where …,*,2008,22
Privacy in spatiotemporal data mining,Francesco Bonchi; Yücel Saygin; Vassilios S Verykios; Maurizio Atzori; Aris Gkoulalas-Divanis; Selim Volkan Kaya; E Savaş,Privacy is an essential requirement for the provision of electronic and knowledgebasedservices in modern e-business; e-commerce; e-government; and e-health environments.Nowadays; service providers can easily track individuals' actions; behaviors; and habits.Given large data collections of person-specific information; providers can mine data to learnpatterns; models; and trends that can be used to provide personalized services. Thepotential benefits of data mining are substantial; but it is evident that the collection andanalysis of sensitive personal data arouses concerns about citizens' privacy; confidentiality;and freedom.,*,2008,22
Exposing the probabilistic causal structure of discrimination,Francesco Bonchi; Sara Hajian; Bud Mishra; Daniele Ramazzotti,Abstract Discrimination discovery from data is an important data mining task; whose goal isto identify patterns of illegal and unethical discriminatory activities against protected-by-lawgroups; eg; ethnic minorities. While any legally valid proof of discrimination requiresevidence of causality; the state-of-the-art methods are essentially correlation based; albeit;as it is well known; correlation does not imply causation. In this paper; we take a principledcausal approach to discrimination detection following Suppes' probabilistic causation theory.In particular; we define a method to extract; from a dataset of historical decision records; thecausal structures existing among the attributes in the data. The result is a type of constrainedBayesian network; which we dub Suppes-Bayes causal network (SBCN). Next; we developa toolkit of methods based on random walks on top of the SBCN; addressing different anti …,International Journal of Data Science and Analytics,2017,21
Efficient and effective community search,Nicola Barbieri; Francesco Bonchi; Edoardo Galimberti; Francesco Gullo,Abstract Community search is the problem of finding a good community for a given set ofquery vertices. One of the most studied formulations of community search asks for aconnected subgraph that contains all query vertices and maximizes the minimum degree. Allexisting approaches to min-degree-based community search suffer from limitationsconcerning efficiency; as they need to visit (large part of) the whole input graph; as well asaccuracy; as they output communities quite large and not really cohesive. Moreover; someexisting methods lack generality: they handle only single-vertex queries; find communitiesthat are not optimal in terms of minimum degree; and/or require input parameters. In thiswork we advance the state of the art on community search by proposing a novel method thatovercomes all these limitations: it is in general more efficient and effective—one/two …,Data Mining and Knowledge Discovery,2015,21
Diverse query recommendations using clustering-based methodology,*,A computer-implemented method provides suggested search queries based on an inputsearch query. The input search query is received. A first list of documents is determined thatcorrespond to processing the query by a search engine determining the list of result queries;including processing the first list of documents to determine clusters of documents anddetermining potential queries that correspond to the determined clusters by comparingresults of the potential queries with documents in the determined clusters. A list of resultqueries is determined; wherein executing the list of result queries would correspond to asecond list of documents; that result from presenting the result queries to the search engine;and the documents of the second list of documents cover the documents of the first list ofdocuments. The list of result queries based on the potential queries determined to …,*,2010,20
Influence maximization with viral product design,Nicola Barbieri; Francesco Bonchi,Abstract Product design and viral marketing are two popular concepts in the marketingliterature that; although following different paths; aim at the same goal: maximizing theadoption of a new product. While the effect of the social network is nowadays kept in greatconsideration in any marketing-related activity; the interplay between product design andsocial influence is surprisingly still largely unexplored. In this paper we move a first step inthis direction and study the problem of designing the features of a novel product such that itsadoption; fueled by peer influence and “word-of-mouth” effect; is maximized. We model theviral process of product adoption on the basis of social influence and the features of theproduct; and devise an improved iterative scaling procedure to learn the parameters thatmaximize the likelihood of our novel feature-aware propagation model. In order to design …,*,2014,19
Gurumine: A pattern mining system for discovering leaders and tribes,Amit Goyal; Byung-Won On; Francesco Bonchi; Laks VS Lakshmanan,In this demo we introduce GuruMine; a pattern mining system for the discovery of leaders; ie;influential users in social networks; and their tribes; ie; a set of users usually influenced bythe same leader over several actions. GuruMine is built upon a novel pattern miningframework for leaders discovery; that we introduced in [1]. In particular; we consider socialnetworks where users perform actions. Actions may be as simple as tagging resources (urls)as in del. icio. us; rating songs as in Yahoo! Music; or movies as in Yahoo! Movies; or usersbuying gadgets such as cameras; handholds; etc. and blogging a review on the gadgets.The assumption is that actions performed by a user can be seen by their network friends.Users seeing their friends actions are sometimes tempted to perform those actions. On thebasis of the propagation of such influence; in [1] we provided various notion of leaders …,Data Engineering; 2009. ICDE'09. IEEE 25th International Conference on,2009,19
Conquest: a constraint-based querying system for exploratory pattern discovery,Francesco Bonchi; Fosca Giannotti; Claudio Lucchese; Salvatore Orlando; Raffaele Perego; Roberto Trasarti,ConQueSt is a constraint-based querying system devised with the aim of supporting theintrinsically exploratory nature of pattern discovery. It provides users with an expressiveconstraint-based query language which allows the discovery process to be effectively driventoward potentially interesting patterns. Constraints are also exploited to reduce the cost ofpattern mining. The system is built around an efficient constraint-based mining engine whichentails several data and search space reduction techniques; and allows new user-definedconstraints to be easily added.,Data Engineering; 2006. ICDE'06. Proceedings of the 22nd International Conference on,2006,19
Segmentation of interleaved query missions into query chains,*,The Internet is ubiquitous; the World Wide Web provided by the Internet continues to grow withnew information seemingly being added every second. To provide access to suchinformation; tools and services are often provided; which allow for the copious amounts of informationto be searched through in an efficient manner. For example; service providers may allow for usersto search the World Wide Web or other like networks using search engines. Similar tools or servicesmay allow for one or more databases or other like data repositories to be searched. With so muchinformation being available; there is a continuing need for methods and systems that allow forpertinent information to be analyzed in an efficient manner … FIG. 1 is a chart illustrating a distributionof frequency of query pairs in accordance with one or more exemplary embodiments …FIG. 2 is a diagram illustrating a query flow graph in accordance with one or more …,*,2010,18
Compressing tags to find interesting media groups,Matthijs Van Leeuwen; Francesco Bonchi; Börkur Sigurbjörnsson; Arno Siebes,Abstract On photo sharing websites like Flickr and Zooomr; users are offered the possibilityto assign tags to their uploaded pictures. Using these tags to find interesting groups ofsemantically related pictures in the result set of a given query is a problem with obviousapplications. We analyse this problem from a Minimum Description Length (MDL)perspective and develop an algorithm that finds the most interesting groups. The method isbased on Krimp; which finds small sets of patterns that characterise the data usingcompression. These patterns are sets of tags; often assignedtogether to photos. The better adatabase compresses; the more structure it contains and thus the more homogeneous it is.Following this observation we devise a compression-based measure. Our experiments onFlickr data show that the most interesting and homogeneous groups are found. We show …,Proceedings of the 18th ACM conference on Information and knowledge management,2009,18
k-Anonymous patterns,Maurizio Atzori; Francesco Bonchi; Fosca Giannotti; Dino Pedreschi,Abstract It is generally believed that data mining results do not violate the anonymity of theindividuals recorded in the source database. In fact; data mining models and patterns; inorder to ensure a required statistical significance; represent a large number of individualsand thus conceal individual identities: this is the case of the minimum support threshold inassociation rule mining. In this paper we show that this belief is ill-founded. By shifting theconcept of k-anonymity from data to patterns; we formally characterize the notion of a threatto anonymity in the context of pattern discovery; and provide a methodology to efficiently andeffectively identify all possible such threats that might arise from the disclosure of a set ofextracted patterns.,European Conference on Principles of Data Mining and Knowledge Discovery,2005,18
Data mining for intelligent web caching,Francesco Bonchi; Fosca Giannotti; Giuseppe Manco; Chiara Renso; Mirco Nanni; Dino Pedreschi; Salvatore Ruggieri,Presents a vertical application of data warehousing and data mining technology: intelligentWeb caching. We introduce several ways to construct intelligent Web caching algorithmsthat employ predictive models of Web requests; the general idea is to extend the LRU (leastrecently used) policy of Web and proxy servers by making it sensible to Web access modelsextracted from Web log data using data mining techniques. Two approaches have beenstudied; in particular one based on association rules and another based on decision trees.The experimental results of the new algorithms show substantial improvements over existingLRU-based caching techniques in terms of the hit rate; ie the fraction of Web documentsdirectly retrieved in the cache. We designed and developed a prototypical system; whichsupports data warehousing of Web log data; extraction of data mining models and …,Information Technology: Coding and Computing; 2001. Proceedings. International Conference on,2001,18
Discovering Leaders in a Social Network,*,As the popularity of the Internet has increased; so has the prevalence of social networking websitesand applications. Generally speaking; a social network refers to an application or service thatfacilitates the building online communities of people who share interests and activities; or whoare interested in exploring the interests and activities of others. Many social network servicesare web-based and provide a variety of ways for users to interact; such as e-mail and instantmessaging services. Some examples of social networking websites are del.icio.us (http://del.icio.us./); facebook (http://www.facebook.com); Yahoo! Movies (http://movies.yahoo.com);Yahoo! Music (http://music.yahoo.com); Flickr (http://www.flickr.com); and others … In manysocial networks; a particular user may allow their social contacts to view various actions takenby the particular user. As an example; the user may use del.icio.us to perform the action …,*,2010,17
Taxonomy-based discovery and annotation of functional areas in the city,Carmen Karina Vaca Ruiz; Daniele Quercia; Bonchi Francesco; Piero Fraternali,ABSTRACT Urban resources are allocated according to socio-economic indicators; andrapid urbanization in developing countries calls for updating those indicators in a timelyfashion. The prohibitive costs of census data collection make that very difficult. To avoidallocating resources upon outdated indicators; one could partly update or complement themusing digital data. It has been shown that it is possible to use social media in developedcountries (mainly UK and USA) for such a purpose. Here we show that this is the case forBrazil too. We analyze a random sample of a microblogging service popular in that countryand accurately predict both economic capital and social capital of Brazilian cities. To makethese predictions; we exploit the sociological concept of glocality; which says thateconomically successful cities tend to be involved in interactions that are both local and …,International Conference on Web and Social Media,2015,15
Meme ranking to maximize posts virality in microblogging platforms,Francesco Bonchi; Carlos Castillo; Dino Ienco,Abstract Microblogging is a modern communication paradigm in which users post bits ofinformation; or “memes” as we call them; that are brief text updates or micromedia such asphotos; video or audio clips. Once a user post a meme; it become visible to the usercommunity. When a user finds a meme of another user interesting; she can eventually repostit; thus allowing memes to propagate virally trough the social network. In this paper weintroduce the meme ranking problem; as the problem of selecting which k memes (amongthe ones posted by their contacts) to show to users when they log into the system. Theobjective is to maximize the overall activity of the network; that is; the total number of repoststhat occur. We deeply characterize the problem showing that not only exact solutions areunfeasible; but also approximated solutions are prohibitive to be adopted in an on-line …,Journal of intelligent information systems,2013,15
Distance oracles in edge-labeled graphs.,Francesco Bonchi; Aristides Gionis; Francesco Gullo; Antti Ukkonen,ABSTRACT A fundamental operation over edge-labeled graphs is the computation ofshortest-path distances subject to a constraint on the set of permissible edge labels.Applying exact algorithms for such an operation is not a viable option; especially for massivegraphs; or in scenarios where the distance computation is used as a primitive for morecomplex computations. In this paper we study the problem of efficient approximation ofshortest-path queries with edge-label constraints; for which we devise two indexes based onthe idea of landmarks: distances from all vertices of the graph to a selected subset oflandmark vertices are pre-computed and then used at query time to efficiently approximatedistance queries. The major challenge to face is that; in principle; an exponential number ofconstraint label sets needs to be stored for each vertex-landmark pair; which makes the …,EDBT,2014,14
Recommendations for the long tail by term-query graph,Francesco Bonchi; Raffaele Perego; Fabrizio Silvestri; Hossein Vahabi; Rossano Venturini,Abstract We define a new approach to the query recommendation problem. In particular; ourmain goal is to design a model enabling the generation of query suggestions also for rareand previously unseen queries. In other words we are targeting queries in the long tail. Themodel is based on a graph having two sets of nodes: Term nodes; and Query nodes. Thegraph induces a Markov chain on which a generic random walker starts from a subset ofTerm nodes; moves along Query nodes; and restarts (with a given probability) only from thesame initial subset of Term nodes. Computing the stationary distribution of such a Markovchain is equivalent to extracting the so-called Center-piece Subgraph from the graphassociated with the Markov chain itself. Given a query; we extract its terms and we set therestart subset to this term set. Therefore; we do not require a query to have been …,Proceedings of the 20th international conference companion on World wide web,2011,14
Sequence mining automata: A new technique for mining frequent sequences under regular expressions,Roberto Trasarti; Francesco Bonchi; Bart Goethals,In this paper we study the problem of mining frequent sequences satisfying a given regularexpression. Previous approaches to solve this problem were focusing on its search space;pushing (in some way) the given regular expression to prune unpromising candidatepatterns. On the contrary; we focus completely on the given input data and regularexpression. We introduce Sequence Mining Automata ($ SMA $); a specialized kind of PetriNet that while reading input sequences; it produces for each sequence all and only thepatterns contained in the sequence and that satisfy the given regular expression. Based onthis automaton; we develop a family of algorithms. Our thorough experimentation on differentdatasets and application domains confirms that in many cases our methods outperform thecurrent state of the art of frequent sequence mining algorithms using regular expressions …,Data Mining; 2008. ICDM'08. Eighth IEEE International Conference on,2008,14
