Gene selection via discretized gene-expression profiles and greedy feature-elimination,George Potamias; Lefteris Koumakis; Vassilis Moustakis,Abstract Analysis and interpretation of gene-expression profiles; and the identification ofrespective molecular-or; gene-markers is the key towards the understanding of the geneticbasis of major diseases. The problem is challenging because of the huge number of genes(thousands to tenths of thousands!) and the small number of samples (about 50 to 100cases). In this paper we present a novel gene-selection methodology; based on thediscretization of the continuous gene-expression values. With a specially devised gene-ranking metric we measure the strength of each gene with respect to its power todiscriminate between sample categories. Then; a greedy feature-elimination algorithm isapplied on the rank-ordered genes to form the final set of selected genes. Unseen samplesare classified according to a specially devised prediction/matching metric. The …,Hellenic Conference on Artificial Intelligence,2004,47
Designing smart analytical data services for a personal health framework.,Lefteris Koumakis; Haridimos Kondylakis; Maria Chatzimina; Galateia Iatraki; Panagiotis Argyropaidas; Eleni Kazantzaki; Manolis Tsiknakis; Stephan Kiefer; Kostas Marias,Abstract. Information in the healthcare domain and in particular personal health recordinformation is heterogeneous by nature. Clinical; lifestyle; environmental data and personalpreferences are stored and managed within such platforms. As a result; significantinformation from such diverse data is difficult to be delivered; especially to non-IT users likepatients; physicians or managers. Another issue related to the management and analysis isthe volume; which increases more and more making the need for efficient data visualizationand analysis methods mandatory. The objective of this work is to present the architecturaldesign for seamless integration and intelligent analysis of distributed and heterogeneousclinical information in the PHR context; as a result of a requirements elicitation process iniManageCancer project. This systemic approach aims to assist health-care professionals …,pHealth,2016,1
Bridging miRNAs and pathway analysis in clinical decision support: a case study in nephroblastoma,Lefteris Koumakis; Kamana Sigdel; George Potamias; Stelios Sfakianakis; Jasper van Leeuwen; George Zacharioudakis; Vassilis Moustakis; M Zervakis; A Bucur; Kostas Marias; N Graf; Manolis Tsiknakis,Abstract Wilms' tumor; or nephroblastoma; is a cancer of the kidneys that typically occurs inchildren and rarely in adults. Around 10% of Wilms' tumor patients are diagnosed having aconcurrent syndrome that enhances the risk of Wilms' tumor. A screening method for earlydetection of Wilms' tumor in these patients would be beneficial; since the size or stage of atumor is related to outcome. In this paper; we introduce a miRNA pathway analysismethodology that takes into account the topology and regulation mechanisms of the generegulatory networks and identify disrupted sub-paths in known pathways; using miRNAexpressions. The methodology was applied on a miRNA expression study and a predictivemodel was developed; using machine-learning (decision-tree induction) approaches. Thefinal predictive model has been integrated with the clinical decision support platform of …,Network Modeling Analysis in Health Informatics and Bioinformatics,2015,1
miRNA based pathway analysis tool in nephroblastoma as a proof of principle for other cancer domains,Lefteris Koumakis; George Potamias; Stelios Sfakianakis; Vassilis Moustakis; M Zervakis; N Graf; Manolis Tsiknakis,Wilms tumor; or nephroblastoma; is a cancer of the kidneys that typically occurs in childrenand rarely in adults. Around 10% of Wilms tumor patients are diagnosed having a concurrentsyndrome that enhances the risk of Wilms tumor. A screening method for early detection ofWilms tumor in these patients would be beneficial; since the size or stage of a tumor isrelated to outcome. We introduce a miRNA pathway analysis methodology that takes intoaccount the topology and regulation mechanisms of the gene regulatory networks andidentify disrupted sub-paths in known pathways; using miRNA-expressions. Themethodology was applied on a miRNA-expression study and a predictive model wasdeveloped; using machine-learning (decision-tree induction) approaches. The model is ableto identify putative mechanisms that underlie and govern the Wilms tumor phenotype; and …,Bioinformatics and Bioengineering (BIBE); 2014 IEEE International Conference on,2014,1
Natural language processing for biomedical tools discovery: A feasibility study and preliminary results,Pepi Sfakianaki; Lefteris Koumakis; Stelios Sfakianakis; Manolis Tsiknakis,Abstract Discovery of the appropriate computational components; needed to answer aclinical hypothesis; has been a major issue for physicians. Users without experience do nothave the means; the time or the knowledge to search the vast amount of informationregarding the candidate computational components (services or tools) which can aid toachieve their purpose. In order to address this need we introduce a dynamic servicediscovery environment where physicians can represent queries in natural language anddynamically retrieve the suitable candidate computational components; with the aid ofinformation extraction algorithms guided by specific domain ontologies.,International Conference on Business Information Systems,2014,1
Integrating microarray data and gene regulatory networks: Survey and critical considerations,L Koumakis; G Potamias; M Zervakis; V Moustakis,Microarray gene expression and gene regulatory interactions are two of the most significantdata sources in the areas of molecular biology and biotechnology. In this article we surveyexisting methods and tools supporting the integration of these two data sources. We startwith gene regulatory network reconstruction methods focusing on the reconstruction usingmicroarray experiments. Then we discuss methods and tools for gene expression dataanalysis based on gene regulatory network knowledge and we review algorithms and toolsfor gene regulatory networks selection using microarray data. Finally we introduce a newmethodology for the identification of differentially expressed functional paths or sub-pathswithin a gene regulatory network using microarray data analysis.,Biomedical Engineering; 2011 10th International Workshop on,2011,1
Towards the discovery of reliable biomarkers from gene-expression profiles: an iterative constraint satisfaction learning approach,George Potamias; Lefteris Koumakis; Alexandros Kanterakis; Vassilis Moustakis,Abstract The article demonstrates the use of Multiple Iterative Constraint SatisfactionLearning (MICSL) process in inducing gene-markers from microarray gene-expressionprofiles. MICSL adopts a supervised learning from examples framework and proceeds byoptimizing an evolving zero-one optimization model with constraints. After a datadiscretization pre-processing step; each example sample is transformed into acorresponding constraint. Extra constraints are added to guarantee mutual-exclusivenessbetween gene (feature) and assigned phenotype (class) values. The objective functioncorresponds to the learning outcome and strives to minimize use of genes by following aniterative constraint-satisfaction mode that finds solutions of increasing complexity. Standard(c4. 5-like) pruning and rule-simplification processes are also incorporated. MICSL is …,Hellenic Conference on Artificial Intelligence,2010,1
Web Services Automation,L Koumakis; V Moustakis; G Potamias,Abstract Web services revolutionize use of information systems and to some extentacademic research. Put it simply; web services come in small pieces of software; which canbe put together to address complex tasks over heterogeneous and distribute data sources.In doing so; services represent an effective solution to isolated software integration. Webservices are based on standards; HTML is used as communication protocol layer and XMLis used as basic language. Web service composition and orchestration is not trivial.Representation of a human inquiry to an efficient orchestra of services must pass from atranslation step; made possible via the use of metadata; which carry real world semantics.To this end; semantic web services denote intention to provide additional information about;and to facilitate; individual service integration and automatic composition. The chapter …,*,2009,1
Mining Interesting Clinico-Genomic Associations: The HealthObs Approach,George Potamias; Lefteris Koumakis; Alexandros Kanterakis; Vassilis Moustakis; Dimitrsi Kafetzopoulos; Manolis Tsiknakis,Abstract HealthObs is an integrated (Java-based) environment targeting the seamlessintegration and intelligent processing of distributed and heterogeneous clinical and genomicdata. Via the appropriate customization of standard medical and genomic data-modelsHealthObs achieves the semantic homogenization of remote clinical and gene-expressionrecords; and their uniform XML-based representation. The system utilizes data-miningtechniques (association rules mining) that operate on top of query-specific XML documents.Application of HealthObs on a real world breast-cancer clinico-genomic study demonstratesthe utility and efficiency of the approach.,IFIP International Conference on Artificial Intelligence Applications and Innovations,2007,1
HealthObs: An Integrated System for Mining Clinical XML-formatted DATA,George Potamias; Lefteris Koumakis,*,International Conference on Information Communication Technologies in Health,2004,1
A Content-Aware Analytics Framework for Open Health Data,L Koumakis; H Kondylakis; DG Katehakis; G Iatraki; P Argyropaidas; M Hatzimina; K Marias,Abstract The vision of personalized medicine has led to an unprecedented demand foracquiring; managing and exploiting health related information; which in turn has led to thedevelopment of many e-Health systems and applications. However; despite this increasingtrend only a limited set of information is currently being exploited for analysis and this hasbecome a major obstacle towards the advancement of personalized medicine. To thisdirection; this paper presents the design and implementation of a content aware health data-analytics framework. The framework enables first the seamless integration of the availabledata and their efficient management through big data management systems and stagingenvironments. Then the integrated information is further anonymized at run-time andaccessed by the data analysis algorithms in order to provide appropriate statistical …,*,2018,*
Current trends in Electronic Family Resilience Tools: Implementing a tool for the cancer domain,Eleni Kazantzaki; Lefteris Koumakis; Haridimos Kondylakis; Chiara Renzi; Chiara Fioretti; Ketti Mazzocco; Kostas Marias; Manolis Tsiknakis; Gabriella Pravettoni,Abstract It is well documented that the diagnosis of cancer affects the wellbeing of the wholefamily adding overwhelming stresses and uncertainties. As such; family education andenhancement of resilience is an important factor that should be promoted and facilitated in aholistic manner for addressing a severe and chronic condition such as cancer. In this paper;we review the notion of resilience in the literature identifying three tools that try to support it.Then we focus in the cancer domain and we describe a tool implemented to this direction.To our knowledge; this is the first time such a tool is used to complete patient profile withfamily resilience information; eventually leading to patient and family engagement andempowerment.,*,2017,*
minepath. org: a free interactive pathway analysis web server,Lefteris Koumakis; Panos Roussos; George Potamias,Abstract Minepath (www. minepath. org) is a web-based platform that elaborates on; andradically extends the identification of differentially expressed sub-paths in molecularpathways. Besides the network topology; the underlying MinePath algorithmic processesexploit exact gene-gene molecular relationships (eg activation; inhibition) and are able toidentify differentially expressed pathway parts. Each pathway is decomposed into all itsconstituent sub-paths; which in turn are matched with corresponding gene expressionprofiles. The highly ranked; and phenotype inclined sub-paths are kept. Apart from thepathway analysis algorithm; the fundamental innovation of the MinePath web-serverconcerns its advanced visualization and interactive capabilities. To our knowledge; this isthe first pathway analysis server that introduces and offers visualization of the underlying …,Nucleic acids research,2017,*
Integrated Care SoluƟons for the CiƟzen: Personal Health Record FuncƟonal Models to Support Interoperability,Dimitrios G Katehakis; Haridimos Kondylakis; Lefteris Koumakis; Angelina Kouroubali; Kostas Marias,Abstract The ever-growing demand for acquiring; managing and exploing paent healthrelated informaon has led to the development of many e-Health systems and applicaons.However; despite the number of systems already developed and the apparent need for suchsystems; end users can only collect online and exploit; only a limited set of informaon forhealth purposes in the context of personalized; prevenve and parcipatory medicine. To thisdirecon; this paper inially presents the personal health record (PHR) concept; related workand best pracces for the development of PHR systems in a standardized manner. It alsooutlines the proposal for meaningful use criteria in the United States (US) and the healthlevel seven (HL7) personal health record system funconal model (PHR-S FM). Focus is puton trying to link core funconality modules of the Integrated Care Soluons TM PHR system …,EJBI,2017,*
Bioinformatics Tools for Data Analysis,L Koumakis; C Mizzi; G Potamias,Abstract Next-generation sequencing (NGS) and microarrays have vastly increased theability to detect sequence variation and gene expression. These technologies requirespecific bioinformatics tools to extract information from the raw data. For analyzing humandata; NGS pipelines work on three basic tiers: sequence generation; alignment to areference genome; and interpretation of the results. Various bioinformatics tools are widelyavailable to analyze NGS data sets specific to target/whole-genome sequencing or RNA-Sequencing. The so-called big data analytics; which have been made possible via high-throughput sequencing; have been vital to systems biology; especially gene regulatorynetworks (GRNs); which deal with gene-to-gene interactions. Different bioinformatics toolsand pipelines exist for various GRN topics; including gene set analysis and identification …,*,2017,*
Experimental model construction and validation of the ErbB signaling pathway,K Kalantzaki; Lefteris Koumakis; Ekaterini S Bei; M Zervakis; George Potamias; Dimitris Kafetzopoulos,The importance of ErbB receptor signaling in breast cancer is consistent with its functionalrole in normal development of mammary gland. The study of the ErbB signaling network andits bidirectional cross-talk with hormonal receptors; such as estrogen receptor (ER) enclosesinformation about the molecular mechanisms on breast cancer evolution; progression andendocrine resistance. With this analysis we attempt to examine the differences inactivation/inhibition of intracellular signaling molecules within ErbB signaling cascade onER+ and ER-breast cancer patients. With the proposed framework we model the geneticinteractions in the ErbB signaling pathway directly from expression data as Gaussianapproximations and compare them with the KEGG canonical ErbB pathway in order toidentify significant molecular deformations characterizing the studied population. The …,Bioinformatics and Bioengineering (BIBE); 2013 IEEE 13th International Conference on,2013,*
Modeling susceptibility to periodontitis (vol 92; pg 45; 2013),ML Laine; V Moustakis; L Koumakis; G Potamias; BG Loos,*,JOURNAL OF DENTAL RESEARCH,2013,*
A framework supporting sharing and reuse of data and tools in translational cancer research: Lessons learned for VPH research,M Tsiknakis; S Sfakianakis; G Zacharioudakis; L Koumakis,*,Proc. 4th Int. Adv. Res. Workshop on In Silico Oncology and Cancer Investigation (4th IARWISOCI),2010,*
Discovery of Genotype-to-Phenotype Associations: A Grid-enabled Scientific Workflow Setting,Lefteris Koumakis; Stelios Sfakianakis; Vassilis Moustakis; George Potamias,Abstract. The heterogeneity and scale of the data generated by high throughput genotypingassociation studies calls for seamless access to respective distributed data sources. Towardthis end the utilization of state of the art data resource management and integrationmethodologies such as Grid and Web Services is of paramount importance for therealization of efficient and secure knowledge discovery scenarios. In this paper we present aGrid-enabled Genotype to Phenotype scenario (GG2P) realized by a respective scientificworkflow. GG2P supports seamless integration of clinico-genetic heterogeneous datasources; and the discovery of indicative and predictive clinico-genetic models. GG2Pintegrates distributed (publicly available) genotyping databases (ArrayExpress) and utilizesspecific data-mining techniques for feature selection–all wrapped around custommade …,George Potamias Vassilis Moustakis (eds.),2009,*
Mining Interesting Clinico-Genomic Associations: The HealthC) bs Approach,Lefteris Koumakis' George Potamias; Vassilis Alexandros Kanterakis,*,Artificial Intelligence and Innovations 2007: From Theory to Applications: Proceedings of the 4th IFIP International Conference on Artificial Intelligence Applications and Innovations (AIAI2007),2007,*
Knowledge Discovery Scientific Workflows in Clinico-Genomics,George Potamias; Lefteris Koumakis; Alexandros Kanterakis; Stelios Sfakianakis; Anastasia Analyti; Vassilis Moustakis; Dimitris Kafetzopoulos; Stefan Rueping; Manolis Tsiknakis,With the completion of the human genome and the entrance into the post-genomic era;translational research rises as a major need. In this paper; we present a knowledgediscovery workflow (KDw) and its utilization in the context of clinico-genomic trials. KDwaims towards the discovery of'evidential'correlations between patients' genomic and clinicalprofiles. Application of KDw on a real-world clinico-genomic (breast cancer) studydemonstrates the reliability; efficacy; and efficiency of the approach.,Tools with Artificial Intelligence; 2007. ICTAI 2007. 19th IEEE International Conference on,2007,*
Mining time series with mine time,Lefteris Koumakis; Vassilis Moustakis; Alexandros Kanterakis; George Potamias,Abstract We present; Mine Time; a tool that supports discovery over time series data. MineTime is realized by the introduction of novel algorithmic processes; which supportassessment of coherence and similarity across timeseries data. The innovation comes fromthe inclusion of specific 'control'operations in the elaborated time-series matching metric.The final outcome is the clustering of time-series into similar-groups. Clustering is performedvia the appropriate customization of a phylogeny-based clustering algorithm and tool. Wedemonstrate Mine Time via two experiments.,Hellenic Conference on Artificial Intelligence,2006,*
Ingénierie des systèmes d’information,Josiane MOTHE; N HERNANDEZ; C CHRISMENT; T DKAKI; S POULAIN; L TANGUY; G POTAMIAS; L KOUMAKIS; V MOUSTAKIS; MC ANGELIDES; T SHENG KEVIN LO; S JOHNSTONE; P CONTRERAS; F MURTAGH; P SAGE; K ENGLMEIER,RÉSUMÉ La revue ISI consacre un numéro spécial sur le thème des «big data» que lesmédias ont rendu très populaire cette année. Ce numéro s' intéresse plus précisément auxaspects relatifs aux recherches sous-jacentes. Il est composé d'articles longs et d'articlescourts. Les articles longs s' intéressent à des questions de recherche particulières alors queles articles courts sont dédiés à des projets; outils ou plateformes qui s' inscrivent dans lebig data. Le premier article «Big data; le cas des systèmes d'information» par J. Mothe; Y.Pitarch et E. Gaussier présente les principaux défis que pose le big data aux systèmesd'information. Il détaille plus particulièrement deux applications majeures; la recherched'information et l'intelligence économique; et aborde la place des données ouvertes et duweb dans le big data. Les méthodes et technologies informatiques déployées sont …,Revue des sciences et technologies de l'information,2005,*
Mining Interesting Clinico-Genomic Associations: The HealthObs Approach,Dimitrsi Kafetzopoulos; Manolis Tsiknakis; Vassilis Moustakis; Alexandros Kanterakis; George Potamias; Lefteris Koumakis,*,*,2004,*
The effect of CTCF transcription factor on lung cancer functional pathways,Xanthoula Atsalaki; Lefteris Koumakis; George Potamias; Manolis Tsiknakis,Abstract—High-throughput technologies; such as ChIP-seq; have made the collection ofgenome-wide data in cells; tissues and model organisms easier and cheaper. The wealth ofinformation allow one to investigate biological aspects of cell functionality and to betterunderstand previously unexplored disease etiologies but it is now more difficult than ever forbiologists to carry on data integration. Systems biology tries to formulate the molecularmechanisms in mathematical models and gene regulatory networks (GRNs) are one of themajor categories.. A GRN is a collection of DNA segments in a cell that interact with eachother (in-directly through their RNA and protein expression products) and with othersubstances in the cell; thereby governing the rates that genes in the network are transcribedinto mRNA. GRNs knowledge; as it relates to specific phenotype; necessarily implies that …,*,*,*
Modeling susceptibility to periodontitis,Vassilis Moustakis; Lefteris Koumakis; George Potamias; Bruno Loos,Abstract: Chronic inflammatory diseases like periodontitis have a complex pathogenesis anda multifactorial etiology; involving complex interactions between multiple genetic loci; andinfectious agents. We aimed to investigate the influence of genetic polymorphisms andbacteria on chronic peridontitis risk.,*,*,*
