Observation of room-temperature magnetic skyrmions and their current-driven dynamics in ultrathin metallic ferromagnets,Seonghoon Woo; Kai Litzius; Benjamin Krüger; Mi-Young Im; Lucas Caretta; Kornel Richter; Maxwell Mann; Andrea Krone; Robert M Reeve; Markus Weigand; Parnika Agrawal; Ivan Lemesh; Mohamad-Assaad Mawass; Peter Fischer; Mathias Kläui; Geoffrey SD Beach,Abstract Magnetic skyrmions 1; 2 are topologically protected spin textures that exhibitfascinating physical behaviours 1; 2; 3; 4; 5; 6 and large potential in highly energy-efficientspintronic device applications 7; 8; 9; 10; 11; 12; 13. The main obstacles so far are thatskyrmions have been observed in only a few exotic materials and at low temperatures 1; 2;3; 4; 6; 7; 8; and fast current-driven motion of individual skyrmions has not yet beenachieved. Here; we report the observation of stable magnetic skyrmions at room temperaturein ultrathin transition metal ferromagnets with magnetic transmission soft X-ray microscopy.We demonstrate the ability to generate stable skyrmion lattices and drive trains of individualskyrmions by short current pulses along a magnetic racetrack at speeds exceeding 100 ms−1 as required for applications. Our findings provide experimental evidence of recent …,Nature materials,2016,314
A full field transmission X-ray microscope as a tool for high-resolution magnetic imaging,Gregory Denbeaux; Peter Fischer; Greg Kusinski; Mark Le Gros; Angelic Pearson; David Attwood,The XM-1 soft X-ray microscope is a user-dedicated facility located at the Advanced LightSource at Lawrence Berkeley National Laboratory and has recently been established as atool for high-resolution imaging of magnetic domains. It is a conventional full fieldtransmission microscope which is able to achieve a resolution of 25 nm by using high-precision zone plates. It uses off-axis bend-magnet radiation to illuminate samples withelliptically polarized light. When the illumination energy is tuned to absorption edges ofspecific elements; it can be used as an element-specific probe of magnetism on the 25 nmscale with contrast provided by magnetic circular dichroism. The illumination energy can beadjusted between 250-850 eV. This allows magnetic imaging of elements includingchromium; iron and cobalt. The spectral resolution has been shown to be E//spl Delta/E …,IEEE Transactions on magnetics,2001,24
Magnetic domain imaging with a transmission X-ray microscope,P Fischer; T Eimüller; G Schütz; P Guttmann; G Schmahl; M Köhler; G Bayreuther,抄録 The X-ray magnetic dichroism (X-MCD) which exhibits at L-edges of transition metalsand M-edges in Rare Earth systems values up to 25% can be used as huge contrastmechanism in combination with a transmission X-ray microscope based on Fresnel zoneplates thus providing a lateral resolution down to 30nm. Trial results demonstrating thefeatures of this new technique; like the recording in varying external fields; the relation tolocal magnetic moments; etc. will be presented and demonstrate the applicability to studythe magnetic domain structure in current technical relevant systems; like ultrahigh densitystorage media; multilayers for GMR applications and nanostructures for MRAM technology.,Journal of the Magnetics Society of Japan,1999,24
X‐ray magnetic circular dichroism in the near and extended absorption edge structure,G Schütz; P Fischer; K Attenkofer; M Knülle; D Ahlers; S Stähler; C Detlefs; H Ebert; FMF de Groot,Magnetic circular dichroism (MCD) studies at K and L edges using hard and soft x rays arepresented. The relation of this universal phenomenon in the x‐ray absorption near‐edgestructure (XANES) and extended x‐ray absorption fine structure (EXAFS) regions to localmagnetic structures in the case of 3 d and 4 f elements is illustrated. The validity of atomicand band‐structure pictures to describe the MCD in the XANES range are outlined and theapplicability of sum rules and two‐step vector coupling models to deduce spin and orbitalmoments of the absorbing atom as well as spin‐density profiles from the experimental dataare critically discussed. The correlation of the dichroic contribution in the EXAFS to themagnetic moments and spin densities of the neighboring atoms are addressed bysystematic studies which provide new insights into the exchange phenomena of the …,Journal of Applied Physics,1994,24
Exploring nanoscale magnetism in advanced materials with polarized X-rays,Peter Fischer,Abstract Nanoscale magnetism is of paramount scientific interest and high technologicalrelevance. To control magnetization on a nanoscale; both external magnetic fields and spinpolarized currents; which generate a spin torque onto the local spin configuration; are beingused. Novel ideas of manipulating the spins by electric fields or photons are emerging andbenefit from advances in nano-preparation techniques of complex magnetic materials; suchas multiferroics; ferromagnetic semiconductors; nanostructures; etc. Advanced analyticaltools are needed for their characterization. Polarized soft X-rays using X-ray dichroismeffects are used in a variety of spectroscopic and microscopic techniques capable ofquantifying in an element; valence and site-sensitive way basic properties of ferro (i)-andantiferromagnetic systems; such as spin and orbital moments; nanoscale spin …,*,2011,23
Direct Real‐Space Observation of Stochastic Behavior in Domain Nucleation Process on a Nanoscale,Mi‐Young Im; Peter Fischer; Dong‐Hyun Kim; Kyeong‐Dong Lee; Sung‐Hyun Lee; Sung‐Chul Shin,With the bit size in high-density magnetic recording media approaching nanometer lengthscale; one of the fundamental and crucial issues is whether the domain nucleation duringmagnetization reversal process exhibits a deterministic behavior. Repeatability of localdomain nucleation and deterministic switching behavior are basic and essential factors forachieving high performance in high-density magnetic recording.[1–3] Most experimentalstudies on this issue reported so far have been mainly performed by indirect probes throughmacroscopic hysteresis loop and Barkhausen pattern measurements; which provide theensemble-average magnetization. Thus; they are inadequate to gain insight into thedomainnucleation behavior on a nanometer length scale during the magnetization reversalprocess.[4–6] Very recently; coherent X-ray speckle metrology; where the speckle pattern …,Advanced Materials,2008,23
Magnetic transmission X-ray microscopy: imaging magnetic domains via the X-ray magnetic circular dichroism,T Eimüller; P Fischer; G Schütz; P Guttmann; G Schmahl; K Pruegl; G Bayreuther,Abstract X-ray magnetic circular dichroism (X-MCD); ie the dependence of the absorption ofcircularly polarized X-rays on the magnetization of a ferromagnetic sample used as acontrast mechanism in combination with a high resolution transmission X-ray microscope(TXM) enables a quantitative and element-specific imaging of magnetic structures with alateral resolution down to about 30 nm. Quantitative information on the local magnetizationcan be obtained; in particular a separation between spin and orbital moments is possible byapplying magneto-optical sum-rules. Images in varying external magnetic fields can berecorded and allow to study magnetization reversal processes within a completemagnetization cycle. Multilayered systems of FeGd and PtCo have been studied. Results onthe mechanism of pinning of domain walls as; eg the density of pinning centers are …,Journal of alloys and compounds,1999,23
Tuning of the nucleation field in nanowires with perpendicular magnetic anisotropy,Judith Kimling; Theo Gerhardt; André Kobs; Andreas Vogel; Sebastian Wintz; Mi-Young Im; Peter Fischer; Hans Peter Oepen; Ulrich Merkt; Guido Meier,We report on domain nucleation in nanowires consisting of Co/Pt multilayers withperpendicular magnetic anisotropy that are patterned by electron-beam lithography; sputterdeposition; and lift-off processing. It is found that the nucleation field can be tuned bychanging the geometry of the wire ends. A reduction of the nucleation field by up to 60% isachieved when the wire ends are designed as tips. This contrasts with the behavior of wireswith in-plane anisotropy where the nucleation field increases when triangular-pointed endsare used. In order to clarify the origin of the reduction of the nucleation field; micromagneticsimulations are employed. The effect cannot be explained by the lateral geometricalvariation but is attributable to a local reduction of the perpendicular anisotropy caused byshadowing effects due to the resist mask during sputter deposition of the multilayer.,Journal of Applied Physics,2013,22
Perpendicular magnetic anisotropy in ultrathin Co| Ni multilayer films studied with ferromagnetic resonance and magnetic x-ray microspectroscopy,Ferran Macià; P Warnicke; D Bedau; M-Y Im; P Fischer; DA Arena; AD Kent,Abstract Ferromagnetic resonance (FMR) spectroscopy; x-ray magnetic circular dichroism(XMCD) spectroscopy and magnetic transmission soft x-ray microscopy (MTXM)experiments have been performed to gain insight into the magnetic anisotropy and domainstructure of ultrathin Co| Ni multilayer films with a thin permalloy layer underneath. MTXMimages with a spatial resolution better than 25 nm were obtained at the Co L 3 edge down toan equivalent thickness of Co of only 1 nm; which establishes a new lower boundary on thesensitivity limit of MTXM. Domain sizes are shown to be strong functions of the anisotropyand thickness of the film.,Journal of Magnetism and Magnetic Materials,2012,22
Switchable cell trapping using superparamagnetic beads,Matthew T Bryan; Katherine H Smith; Maria E Real; MA Bashir; Paul W Fry; Peter Fischer; Mi-Young Im; Thomas Schrefl; Dan A Allwood; John W Haycock,Ni 81 Fe 19 microwires are investigated as the basis of a switchable template for positioningmagnetically labeled neural Schwann cells. Magnetic transmission X-ray microscopy andmicromagnetic modeling show that magnetic domain walls can be created or removed inzigzagged structures by an applied magnetic field. Schwann cells containingsuperparamagnetic beads are trapped by the field emanating from the domain walls. Thedesign allows Schwann cells to be organized on a surface to form a connected network andthen released from the surface if required. As aligned Schwann cells can guide nerveregeneration; this technique is of value for developing glial-neuronal coculture models in thefuture treatment of peripheral nerve injuries.,IEEE Magnetics Letters,2010,22
Studying nanoscale magnetism and its dynamics with soft X-ray microscopy,Peter Fischer,Magnetic soft X-ray microscopy allows for imaging magnetic structures at a spatial resolutiondown to 15 nm and a time resolution in the sub-100 ps regime. Inherent elemental specificitycan be used to image the magnetic response of individual components such as layers inmultilayered systems. This review highlights current achievements and discusses the futurepotential of magnetic soft X-ray microscopy at fsec X-ray sources where snapshot images ofultrafast spin dynamics with a spatial resolution below 10 nm will become feasible.,IEEE Transactions on Magnetics,2008,22
Soft X-ray imaging of spin dynamics at high spatial and temporal resolution,Brooke L Mesler; Peter Fischer; Weilun Chao; Erik H Anderson; Dong-Hyun Kim,Soft x-ray microscopy provides element specific magnetic imaging with a spatial resolutiondown to 15 nm. At XM-1; the full-field soft x-ray microscope at the Advanced Light Source inBerkeley; a stroboscopic pump and probe setup has been developed to study fastmagnetization dynamics in ferromagnetic elements with a time resolution of 70 ps; which isset by the width of the x-ray pulses from the synchrotron. Results obtained from a 2 μ m× 4 μm× 45 nm rectangular permalloy sample exhibiting a seven domain Landau pattern revealdynamics up to several nanoseconds after the exciting magnetic field pulse. Domain wallmotion; a gyrotropic vortex motion; and a coupling between vortices in the rectangulargeometry are observed.,Journal of Vacuum Science & Technology B: Microelectronics and Nanometer Structures Processing; Measurement; and Phenomena,2007,22
Study of magnetic domains by magnetic soft x-ray transmission microscopy,P Fischer; G Denbeaux; T Ono; T Okuno; T Eimüller; D Goll; G Schütz,Abstract X-ray magnetic circular dichroism serves as a strong element-specific magneticcontrast mechanism in full-field transmission soft x-ray microscopy to image micromagneticdomain structures. A lateral resolution down to 25 nm is provided by Fresnel zone platesused as optical elements. Recording the images in varying external magnetic fields and thesensitivity to the direction of the magnetization allows for detailed studies of staticmagnetization reversal processes in magnetic thin films and nanopatterned elements.Results on highly magnetostrictive Terfenol-D layers are reported. The experimental findingsof the switching processes in soft magnetic permalloy rectangular structures are consistentwith micromagnetic simulations. The pulsed time structure of polarized synchrotron radiationallows for a stroboscopic imaging of spin dynamics on a sub-nanosecond timescale.,Journal of Physics D: Applied Physics,2002,22
Transmission X-ray microscopy using X-ray magnetic circular dichroism,T Eimüller; Peter Fischer; M Köhler; M Scholz; P Guttmann; G Denbeaux; S Glück; G Bayreuther; G Schmahl; D Attwood; G Schütz,Abstract. X-ray magnetic circular dichroism (X-MCD) was used as a large; element-specificand quantitative magnetic contrast mechanism in the soft X-ray microscopes at BESSY I(Berlin) and the ALS (Berkeley). The present state and potential of magnetic transmission X-ray microscopy (MTXM) is outlined. The possibility to record images in varying magneticfields and the high spatial resolution down to 25 nm were used to image out-of-planemagnetized (4 ÅFe/4 ÅGd)× 75 systems. Magnetic domains could be studied in arrays ofcircular and square dots with lateral dimensions down to 180 nm. Hysteresis loops ofindividual dots were deduced using the direct proportionality of the X-MCD contrast to thesample magnetization. Images of a 3 nmCr/50 nmFe/6 nmCr film demonstrate for the firsttime that MTXM is also able to observe in-plane magnetized domains. In the future the …,Applied Physics A,2001,22
Standing-wave excited soft x-ray photoemission microscopy: Application to Co microdot magnetic arrays,Alexander X Gray; Florian Kronast; Christian Papp; See-Hun Yang; Stefan Cramm; Ingo P Krug; Farhad Salmassi; Eric M Gullikson; Dawn L Hilken; Erik H Anderson; Peter Fischer; Hermann A Dürr; Claus M Schneider; Charles S Fadley,We demonstrate the addition of depth resolution to the usual two-dimensional images inphotoelectron emission microscopy (PEEM); with application to a square array of circularmagnetic Co microdots. The method is based on excitation with soft x-ray standing-wavesgenerated by Bragg reflection from a multilayer mirror substrate. Standing wave is movedvertically through sample simply by varying the photon energy around the Bragg condition.Depth-resolved PEEM images were obtained for all of the observed elements.Photoemission intensities as functions of photon energy were compared to x-ray opticalcalculations in order to quantitatively derive the depth-resolved film structure of the sample.,Applied physics letters,2010,21
Influence of interface exchange coupling in perpendicular anisotropy [Pt/Co] 50/TbFe bilayers,S Mangin; Thomas Hauet; P Fischer; DH Kim; JB Kortright; K Chesnel; E Arenholz; Eric E Fullerton,Abstract We present the magnetization evolution of perpendicular anisotropy TbFe and[Co/Pt] 50 thin films either in direct contact resulting in antiferromagnetic interfacial couplingor separated by a thick decoupling Pt layer. Magnetometry and x-ray magnetic circulardichroism spectroscopy determine the spatially averaged magnetic properties. Resonantmagnetic x-ray small-angle scattering and magnetic soft x-ray transmission microscopyprobed the domain configurations and correlations in the reversal processes. While theCo/Pt multilayer reverses by domain propagation; the TbFe magnetization reversal wasdominated either by coherent magnetization reversal processes or by lateral domainformation depending on the interface exchange coupling. In the presence of lateral domains;dipolar field induced domain replication phenomena were observed.,Physical Review B,2008,21
Direct observation of individual Barkhausen avalanches in nucleation-mediated magnetization reversal processes,Mi-Young Im; Peter Fischer; Dong-Hyun Kim; Sung-Chul Shin,We report the scaling behavior of Barkhausen avalanches [H. Barkhausen; Z. Phys. 20; 401(1919).] along the hysteresis loop of a CoCrPt alloy film with perpendicular magneticanisotropy for every field step of 200 Oe. Individual Barkhausen avalanches are directlyobserved via soft x-ray microscopy with a spatial resolution of 15 nm. The Barkhausenavalanches exhibit a power-law scaling behavior; where the scaling exponent of the power-law distribution drastically changes from 1±0.04 to 1.47±0.03 as the applied fieldapproaches the coercivity of the CoCrPt film. We infer that this is due to the coupling ofadjacent domains.,Applied Physics Letters,2009,20
Hydrogen silsesquioxane double patterning process for 12 nm resolution x-ray zone plates,Weilun Chao; Jihoon Kim; Senajith Rekawa; Peter Fischer; Erik Anderson,Soft x-ray zone plate microscopy is a powerful nanoanalytic technique used for a widevariety of scientific and technological studies. Pushing its spatial resolution to 10 nm andbelow is highly desired and feasible due to the short wavelength of soft x rays. Instrumentsusing Fresnel zone plate lenses achieve a spatial resolution approximately equal to thesmallest; outermost zone width. In this work; a double patterning zone plate fabricationprocess is developed. based on a high resolution resist; hydrogen silsesquioxane (HSQ); tobypass the limitations of conventional single exposure fabrication to pattern density; such asfinite beam size; scattering in resist; and modest intrinsic resist contrast. To fabricate HSQstructures with zone widths on the order of 10 nm on gold plating base; a surfaceconditioning process with (3-mercaptopropyl) trimethoxysilane; 3-MPT; is used; which …,Journal of Vacuum Science & Technology B: Microelectronics and Nanometer Structures Processing; Measurement; and Phenomena,2009,20
Magnetic X-ray absorption spectroscopy,Cz Kapusta; P Fischer; G Schütz,Abstract Basic principles of the magnetisation dependent effects of the absorption ofcircularly polarised X-rays are discussed. At the inner core absorption edges the effect ismanifested in a difference of absorption coefficients for the right and left circularly polarisedquanta in ferromagnetic media and is called X-ray magnetic circular dichroism (XMCD). Itoriginates from the interplay of spin orbit interaction in the initial state and angularmomentum conservation in the absorption process and reflects the local spin and orbitalpolarisation of the final states. An outstanding feature of XMCD is the applicability of the so-called 'sum rules' which can be used to determine spin and orbital contributions to the localmagnetic moments separately. Its inherent element selectivity and a high sensitivity makes itespecially useful in a study of technologically important multicomponent materials …,Journal of alloys and compounds,1999,20
Stochastic formation of magnetic vortex structures in asymmetric disks triggered by chaotic dynamics,Mi-Young Im; Ki-Suk Lee; Andreas Vogel; Jung-Il Hong; Guido Meier; Peter Fischer,Abstract The non-trivial spin configuration in a magnetic vortex is a prototype forfundamental studies of nanoscale spin behaviour with potential applications in magneticinformation technologies. Arrays of magnetic vortices interfacing with perpendicular thinfilms have recently been proposed as enabler for skyrmionic structures at room temperature;which has opened exciting perspectives on practical applications of skyrmions. An importantmilestone for achieving not only such skyrmion materials but also general applications ofmagnetic vortices is a reliable control of vortex structures. However; controlling magneticprocesses is hampered by stochastic behaviour; which is associated with thermalfluctuations in general. Here we show that the dynamics in the initial stages of vortexformation on an ultrafast timescale plays a dominating role for the stochastic behaviour …,Nature communications,2014,19
Domain-wall pinning and depinning at soft spots in magnetic nanowires,Andreas Vogel; Sebastian Wintz; Judith Kimling; Markus Bolte; Thomas Strache; Monika Fritzsche; Mi-Young Im; Peter Fischer; Guido Meier; Jürgen Fassbender,The local modification of magnetic properties by ion irradiation opens the possibility tocreate pinning sites for domain walls in magnetic nanowires without geometric constrictions.Implantation of chromium ions into Ni 80 Fe 20 nanowires is used to cause a local reductionof the saturation magnetization Ms and thus a decrease of the energy associated with thedomain wall. Field-driven pinning and depinning of a domain wall at the here so-calledmagnetic soft spots is directly observed using magnetic transmission soft X-ray microscopy.The pinning rate and the depinning field considerably depend on the wire width and thechromium fluence.,IEEE Transactions on Magnetics,2010,19
Quantitative imaging of magnetization reversal in FeGd multilayers by magnetic transmission x-ray microscopy,Th Eimüller; R Kalchgruber; P Fischer; G Schütz; P Guttmann; G Schmahl; M Köhler; K Prügl; M Scholz; F Bammes; G Bayreuther,A multilayered FeGd system sputtered on a Si 3 N 4-membrane was used to demonstratethat magnetic transmission x-ray microscopy enables the imaging of the domain structurewith high resolution in a quantitative way and in varying external magnetic fields. The field-dependent evolution of sub-100 nm out-of-plane magnetized domains; ie; the transition fromstripe into bubble domains; could be observed in detail. It has been shown that critical fieldslike the bubble collapse field can be described by a wall energy model. Contrary to theassumption of the theory; the magnetization does not remain perpendicular to the film planein all cases. This is only true inside the bubbles. In the stripe domains the magnetic momentsrotate. Their angle could be measured as a function of the external applied field. Internalstray fields can cause a rotation of moments leading to a contrast at the edges of stripe …,Journal of Applied Physics,2000,19
Magnetic microscopy of layered structures,Wolfgang Kuch; Rudolf Schäfer; Peter Fischer; Franz Ulrich Hillebrecht,Scientific investigations to understand the fascinating behavior of thin magnetic filmsoriginating from fundamental quantum mechanical properties and particular spin couplingphenomena already started in the 1970s. The exploitation of magnetic films in technologiessuch as magnetic storage and sensor devices has received enormous boost with thediscovery of the giant magnetoresistance effect in 1988. This discovery marks the beginningof the era of spintronics in which; beyond the charge used so far exclusively for conventionalelectronics; the spin of the electrons plays a dominating role. It also enabled to a large partthe tremendous miniaturization of magnetic devices which became requisite for the plethoraof magnetic applications; ranging from supercomputers to simulate; for example; climatechanges to the zillions of entertainment gadgets allowing; for example; to watch almost …,*,2016,18
Viewing spin structures with soft x-ray microscopy,Peter Fischer,The spin of the electron and it's associated magnetic moment marks the basic unit formagnetic properties of matter 1; 2. Magnetism; in particular ferromagnetism andantiferromagnetism is described by a collective order of these spins; where the interactionbetween individual spins reflects a competition between exchange; anisotropy and dipolarenergy terms. As a result the energetically favored ground state of a ferromagnetic system isa rather complex spin configuration; the magnetic domain structure 3. Magnetism is one ofthe eldest scientific phenomena; yet it is one of the most powerful and versatile utilizedphysical effects in modern technologies; such as in magnetic storage and sensor devices.To achieve highest storage density; the relevant length scales; such as the bit size in diskdrives is now approaching the nanoscale and as such further developments have to deal …,*,2010,18
Magnetic imaging with soft X-ray microscopy,Peter Fischer; Greg Denbeaux; T Eimuller; Dagmar Goll; G Schutz,Recent achievements in magnetic transmission soft X-ray microscopy are reviewed. Themagnetic contrast is given by X-ray magnetic circular dichroism; ie; the dependence of theabsorption coefficient of circularly polarized X-rays on the projection of the magnetization ina ferromagnetic system onto the photon propagation direction. A lateral resolution down at25 nm is provided by Fresnel zone plates used as optical elements. Recording the images invarying external magnetic fields; inherent chemical specificity; a high sensitivity to thinmagnetic layers due to the large contrast; and the possibility to distinguish between in-planeand out-of plane contributions allows detailed studies of magnetization reversal processesin magnetic patterned elements and thin films. Micromagnetic simulations support theexperimental findings. The potential to study spin dynamics will be briefly outlined.,IEEE transactions on magnetics,2002,18
Soft x-ray ptychography studies of nanoscale magnetic and structural correlations in thin SmCo5 films,X Shi; P Fischer; V Neu; D Elefant; JCT Lee; DA Shapiro; M Farmand; T Tyliszczak; H-W Shiu; S Marchesini; S Roy; SD Kevan,High spatial resolution magnetic x-ray spectromicroscopy at x-ray photon energies near thecobalt L3 resonance was applied to probe an amorphous 50 nm thin SmCo5 film preparedby off-axis pulsed laser deposition onto an x-ray transparent 200 nm thin Si3N4 membrane.Alternating gradient magnetometry shows a strong in-plane anisotropy and an only weakperpendicular magnetic anisotropy; which is confirmed by magnetic transmission soft x-raymicroscopy images showing over a field of view of 10 μ ma primarily stripe-like domainpattern but with local labyrinth-like domains. Soft x-ray ptychography in amplitude and phasecontrast was used to identify and characterize local magnetic and structural features over afield of view of 1 μ m with a spatial resolution of about 10 nm. There; the magnetic labyrinthdomain patterns are accompanied by nanoscale structural inclusions that are primarily …,Applied Physics Letters,2016,16
Dynamics and efficiency of magnetic vortex circulation reversal,Michal Urbánek; Vojtěch Uhlíř; Charles-Henri Lambert; Jimmy J Kan; Nasim Eibagi; Marek Vaňatka; Lukáš Flajšman; Radek Kalousek; Mi-Young Im; Peter Fischer; Tomáš Šikola; Eric E Fullerton,Abstract Dynamic switching of the vortex circulation in magnetic nanodisks by fast-risingmagnetic field pulse requires annihilation of the vortex core at the disk boundary andreforming a new vortex with the opposite sense of circulation. Here we study the influence ofpulse parameters on the dynamics and efficiency of the vortex core annihilation in permalloy(Ni 80 Fe 20) nanodisks. We use magnetic transmission soft x-ray microscopy toexperimentally determine a pulse rise time–pulse amplitude phase diagram for vortexcirculation switching and investigate the time-resolved evolution of magnetization in differentregions of the phase diagram. The experimental phase diagram is compared with ananalytical model based on Thiele's equation describing high-amplitude vortex core motion ina parabolic potential. We find that the analytical model is in good agreement with …,Physical Review B,2015,16
A DRIFTS study of CO adsorption and hydrogenation on Cu-based core–shell nanoparticles,Nachal D Subramanian; Challa SSR Kumar; Kazuo Watanabe; Peter Fischer; Ryo Tanaka; James J Spivey,Core–shell nanoparticles are being considered for various applications due to theircontrollable atomic structure and improved properties compared to their bulk counterparts. Inthe present work; we have synthesized Cu@ Mn3O4 and Cu@ Co3O4 (core@ shell)nanocatalysts using wet-chemical synthesis methods involving organic surfactants; andprobed their surfaces using CO and H2 under reaction conditions using diffuse reflectanceinfrared Fourier transform spectroscopy (DRIFTS). The surfactant ligands used in thesynthesis of the nanoparticles must be removed to allow access to the active catalyst sites.These ligands can be removed by oxidation; allowing adsorption of CO and H2. This workreports the DRIFTS results of CO adsorption and hydrogenation on Cu@ Mn3O4 and Cu@Co3O4 nanoparticles after removing the ligands. The CO hydrogenation results were in …,Catalysis Science & Technology,2012,16
Stereo soft X‐ray microscopy and elemental mapping of haematite and clay suspensions,S‐C GLEBER; J Thieme; W Chao; P Fischer,Summary The combination of high-resolution chemically sensitive soft X-ray microscopy withstereo imaging and processing techniques presented here forms a novel tool for theinvestigation of aqueous colloidal systems. Information about the spatial distribution withinthe sample is provided with small calculation effort processing just a pair of stereomicrographs. Thus; the extension towards investigation of dynamical behaviour is possibleon the part of the experiment as well as of the processing.,Journal of microscopy,2009,16
Soft x-ray microscopy-a powerful analytical tool to image magnetism down to fundamental length and times scales,Peter Fischer,Abstract The magnetic properties of low dimensional solid state matter is of the utmostinterest both scientifically as well as technologically. In addition to the charge of the electronwhich is the base for current electronics; by taking into account the spin degree of freedom infuture spintronics applications open a new avenue. Progress towards a better physicalunderstanding of the mechanism and principles involved as well as potential applications ofnanomagnetic devices can only be achieved with advanced analytical tools. Soft X-raymicroscopy providing a spatial resolution towards 10nm; a time resolution currently in thesub-ns regime and inherent elemental sensitivity is a very promising technique for that. Thisarticle reviews the recent achievements of magnetic soft X-ray microscopy by selectedexamples of spin torque phenomena; stochastical behaviour on the nanoscale and spin …,*,2008,16
Comparative study of magnetization reversal in isolated and strayfield coupled microcontacts,Guido Meier; René Eiselt; Markus Bolte; Miriam Barthelmeß; Thomas Eimüller; Peter Fischer,Ferromagnetic microcontacts are key components for future spintronic devices in full metalas well as in hybrid ferromagnet/semiconductor systems. Control of the micromagneticbehavior and especially the reversal process is crucial for the functionality of such devices.We have prepared isolated and strayfield coupled micron sized rectangular Ni∕ Fe doublelayer contacts on silicon nitride membranes. High-resolution magnetic microscopy studies inexternal fields are performed on identical samples comparing full field magnetictransmission x-ray microscopy and magnetic-force microscopy. The results of bothtechniques are in good agreement. We find evidence for a strayfield-induced coupling of thedomain structure in adjacent contacts in accordance with micromagnetic simulations.,Applied physics letters,2004,16
Magnetization reversal of a multilayered FeGd dot array imaged by transmission x-ray microscopy,T Eimüller; P Fischer; G Schütz; M Scholz; G Bayreuther; P Guttmann; G Schmahl; M Köhler,The magnetization reversal of an array of 1 μm squared FeGd dots has been studied bymagnetic transmission x-ray microscopy (MTXM). A (4 Å Fe/4Å Gd)× 75 multilayered FeGdsystem has been prepared on a 30 nm thin Si 3 N 4 membrane by sputtering and structuredby optical lithography and ion beam etching techniques. Both the domain structure withineach single dot and the collective switching behavior could be observed with MTXM. A largevariation in the nucleation field of the dots was found and can be attributed to the shape ofthe dots. A correlation between the nucleation field and the perimeter of each dot could bededuced. Hysteresis loops of individual dots are derived; taking into account theproportionality of the dichroic contrast to the magnetization of the sample. The steppedprofile of the magnetization loop of a single dot is found to be clearly distinct from a …,Journal of Applied Physics,2001,16
Magnetic circular x‐ray dichroism studies of Fe/Tb multilayers,K Attenkofer; S Stähler; M Knülle; P Fischer; G Schütz; G Wiesinger; B Scholz,The local magnetic structure of TbFe multilayers with various layer thicknesses of Tb (26 Å)and Fe (10; 20; 30 and 35 Å) has been investigated by circular magnetic x‐ray dichroism(CMXD) studies. From the dichroic signal at the L 3 edge both the local magnetic Tb momentand the anisotropic behavior of the Tb compound could be deduced. The magnetic spectraat the Tb L 2 edge and the Fe K edge; which are known to be sensitive to the local chemicalenvironment; have been used to obtain information on the binding characters of themagnetized atoms in the various TbFe compositions. Significant deviations of the CMXDspectra compared to the corresponding spectra in the pure Fe and Tb metals have beenobserved. This indicates significant contributions to the magnetism from an interface region;whose chemical structure resembles strongly those of the intermetallic TbFe2 compounds.,Journal of applied physics,1993,16
Asymmetric magnetization reversal in dipolarly coupled spin valve structures with perpendicular magnetic anisotropy,M Gottwald; M Hehn; D Lacour; Thomas Hauet; F Montaigne; S Mangin; P Fischer; M-Y Im; A Berger,Abstract Magnetization reversal has been studied in a Co 74 Tb 26/Cu/Co 88 Tb 12 system;which is a perpendicularly magnetized ferrimagnetic bilayer separated by a nonmagneticlayer. The Co 88 Tb 12 (soft) layer (SL) exhibits a switching field much lower than the Co 74Tb 26 (hard) layer (HL); which enabled us to study the magnetization reversal of the SL fordifferent magnetic states of the HL. We found an asymmetric hysteresis loop for the SL; whenthe HL is not fully saturated. Using careful analysis of magnetic force microscopymeasurements we conclude that the asymmetry originates from magnetic domains formed inthe HL that affect the SL reversal. A simple model based on magnetic dipolar interactionbetween the two layers is found to be in good agreement with the experimental data.,Physical Review B,2012,15
Real-time high-resolution X-ray imaging and nuclear magnetic resonance study of the hydration of pure and Na-doped C3A in the presence of sulfates,AP Kirchheim; DC Dal Molin; P Fischer; Abdul-Hamid Emwas; John L Provis; Paulo José Meleragno Monteiro,This study details the differences in real-time hydration between pure tricalcium aluminate(cubic C3A or 3CaO· Al2O3) and Na-doped tricalcium aluminate (orthorhombic C3A orNa2Ca8Al6O18); in aqueous solutions containing sulfate ions. Pure phases weresynthesized in the laboratory to develop an independent benchmark for the reactions;meaning that their reactions during hydration in a simulated early age cement pore solution(saturated with respect to gypsum and lime) were able to be isolated. Because the rate ofthis reaction is extremely rapid; most microscopy methods are not adequate to study theearly phases of the reactions in the early stages. Here; a high-resolution full-field soft X-rayimaging technique operating in the X-ray water window; combined with solution analysis by27Al nuclear magnetic resonance (NMR) spectroscopy; was used to capture information …,Inorganic chemistry,2011,15
