Vertebrate pigmentation: from underlying genes to adaptive function,Joanna K Hubbard; J Albert C Uy; Mark E Hauber; Hopi E Hoekstra; Rebecca J Safran,Animal coloration is a powerful model for studying the genetic mechanisms that determinephenotype. Genetic crosses of laboratory mice have provided extensive information aboutthe patterns of inheritance and pleiotropic effects of loci involved in pigmentation. Recently;the study of pigmentation genes and their functions has extended into wild populations;providing additional evidence that pigment gene function is largely conserved acrossdisparate vertebrate taxa and can influence adaptive coloration; often in predictable ways.These new and integrative studies; along with those using a genetic approach to understandcolor perception; raise some important questions. Most notably; how does selection shapeboth phenotypic and genetic variation; and how can we use this information to furtherunderstand the phenotypic diversity generated by evolutionary processes?,Trends in Genetics,2010,199
An integrative view of the signaling phenotype: Dynamic links between signals; physiology; behavior and social context,Maren N VITOUSEK; David M ZONANA; Rebecca J SAFRAN,Abstract Signal traits are often linked with the physiological state and behavior of theirbearer. Direct examination of the causal links among these variables has providedsubstantial insight into the information content of signals; and into the costs and benefits ofsignal expression. Yet recent empirical work suggests that the social context in whichsignals are developed and displayed can play a major role not only in how signals arereceived; but also in coordinating and mediating the signaling phenotype itself. Here wereview both well-established and emerging evidence for direct feedbacks among anindividual's physiological state; behavior; and signal elaboration. We then describe anintegrative view of signaling that takes into account the bidirectional relationships amongcomponents of phenotype and the social context in which signals are developed and …,Current Zoology,2014,19
A communal catalogue reveals Earth’s multiscale microbial diversity,Luke R Thompson; Jon G Sanders; Daniel McDonald; Amnon Amir; Joshua Ladau; Kenneth J Locey; Robert J Prill; Anupriya Tripathi; Sean M Gibbons; Gail Ackermann; Jose A Navas-Molina; Stefan Janssen; Evguenia Kopylova; Yoshiki Vázquez-Baeza; Antonio González; James T Morton; Siavash Mirarab; Zhenjiang Zech Xu; Lingjing Jiang; Mohamed F Haroon; Jad Kanbar; Qiyun Zhu; Se Jin Song; Tomasz Kosciolek; Nicholas A Bokulich; Joshua Lefler; Colin J Brislawn; Gregory Humphrey; Sarah M Owens; Jarrad Hampton-Marcell; Donna Berg-Lyons; Valerie McKenzie; Noah Fierer; Jed A Fuhrman; Aaron Clauset; Rick L Stevens; Ashley Shade; Katherine S Pollard; Kelly D Goodwin; Janet K Jansson; Jack A Gilbert; Rob Knight; Jose L Agosto Rivera; Lisa Al-Moosawi; John Alverdy; Katherine R Amato; Jason Andras; Largus T Angenent; Dionysios A Antonopoulos; Amy Apprill; David Armitage; Kate Ballantine; Jirˇí Bárta; Julia K Baum; Allison Berry; Ashish Bhatnagar; Monica Bhatnagar; Jennifer F Biddle; Lucie Bittner; Bazartseren Boldgiv; Eric Bottos; Donal M Boyer; Josephine Braun; William Brazelton; Francis Q Brearley; Alexandra H Campbell; J Gregory Caporaso; Cesar Cardona; JoLynn Carroll; S Craig Cary; Brenda B Casper; Trevor C Charles; Haiyan Chu; Danielle C Claar; Robert G Clark; Jonathan B Clayton; Jose C Clemente; Alyssa Cochran; Maureen L Coleman; Gavin Collins; Rita R Colwell; Mónica Contreras; Benjamin B Crary; Simon Creer; Daniel A Cristol; Byron C Crump; Duoying Cui; Sarah E Daly; Liliana Davalos; Russell D Dawson; Jennifer Defazio; Frédéric Delsuc; Hebe M Dionisi; Maria Gloria Dominguez-Bello; Robin Dowell; Eric A Dubinsky; Peter O Dunn; Danilo Ercolini; Robert E Espinoza; Vanessa Ezenwa; Nathalie Fenner; Helen S Findlay; Irma D Fleming; Vincenzo Fogliano; Anna Forsman; Chris Freeman; Elliot S Friedman; Giancarlo Galindo; Liza Garcia; Maria Alexandra Garcia-Amado; David Garshelis; Robin B Gasser; Gunnar Gerdts; Molly K Gibson; Isaac Gifford; Ryan T Gill; Tugrul Giray; Antje Gittel; Peter Golyshin; Donglai Gong; Hans-Peter Grossart; Kristina Guyton; Sarah-Jane Haig; Vanessa Hale; Ross Stephen Hall; Steven J Hallam; Kim M Handley; Nur A Hasan; Shane R Haydon; Jonathan E Hickman; Glida Hidalgo; Kirsten S Hofmockel; Jeff Hooker; Stefan Hulth; Jenni Hultman; Embriette Hyde; Juan Diego Ibáñez-Álamo; Julie D Jastrow; Aaron R Jex; L Scott Johnson; Eric R Johnston; Stephen Joseph; Stephanie D Jurburg; Diogo Jurelevicius; Anders Karlsson; Roger Karlsson; Seth Kauppinen; Colleen TE Kellogg; Suzanne J Kennedy; Lee J Kerkhof,Abstract Our growing awareness of the microbial world's importance and diversity contrastsstarkly with our limited understanding of its fundamental structure. Despite recent advancesin DNA sequencing; a lack of standardized protocols and common analytical frameworksimpedes comparisons among studies; hindering the development of global inferences aboutmicrobial life on Earth. Here we present a meta-analysis of microbial community samplescollected by hundreds of researchers for the Earth Microbiome Project. Coordinatedprotocols and new analytical methods; particularly the use of exact sequences instead ofclustered operational taxonomic units; enable bacterial and archaeal ribosomal RNA genesequences to be followed across multiple studies and allow us to explore patterns ofdiversity at an unprecedented scale. The result is both a reference database giving global …,Nature,2017,18
A robust new metric of phenotypic distance to estimate and compare multiple trait differences among populations,Rebecca Safran; Samuel Flaxman; Michael Kopp; Darren E Irwin; Derek Briggs; Matthew R Evans; W Chris Funk; David A Gray; Eileen A Hebets; Nathalie Seddon; Elizabeth Scordato; Laurel B Symes; Joseph A Tobias; David PL Toews; J Albert C Uy,Abstract Whereas a rich literature exists for estimating population genetic divergence;metrics of phenotypic trait divergence are lacking; particularly for comparing multiple traitsamong three or more populations. Here; we review and analyze via simulation Hedges'g; awidely used parametric estimate of effect size. Our analyses indicate that g is sensitive to acombination of unequal trait variances and unequal sample sizes among populations and tochanges in the scale of measurement. We then go on to derive and explain a new; non-parametric distance measure;“Δ p”; which is calculated based upon a joint cumulativedistribution function (CDF) from all populations under study. More precisely; distances aremeasured in terms of the percentiles in this CDF at which each population's median lies. Δ pcombines many desirable features of other distance metrics into a single metric; namely …,Current Zoology,2012,18
Egg‐yolk androgen and carotenoid deposition as a function of maternal social environment in barn swallows Hirundo rustica,Rebecca J Safran; Kevin J McGraw; Kevin M Pilz; Stephanie M Correa,Abstract Evidence is mounting that female animals use egg-yolk compounds (eg steroids;antioxidants) to adaptively engineer the quality of their offspring as a function of severalmaternal and environmental factors. Though adjustments to yolk allocation have been well-characterized as a function of parental phenotypes; we know very little about how anindividual's social environment influences yolk composition. Here; we consider how twotypes of yolk compounds; androgens and carotenoids; relate to the maternal socialenvironment during the egg-laying period; controlling statistically for known correlationsbetween various aspects of parental quality and egg yolk compounds. Barn swallowsHirundo rustica erythrogaster breed in groups of highly variable size and spacing; allowingus to test whether or not the social environment is correlated with these maternal effects …,Journal of Avian Biology,2010,18
Multimodal signalling in the North American barn swallow: a phenotype network approach,Matthew R Wilkins; Daizaburo Shizuka; Maxwell B Joseph; Joanna K Hubbard; Rebecca J Safran,Complex signals; involving multiple components within and across modalities; are commonin animal communication. However; decomposing complex signals into traits and theirinteractions remains a fundamental challenge for studies of phenotype evolution. We applya novel phenotype network approach for studying complex signal evolution in the NorthAmerican barn swallow (Hirundo rustica erythrogaster). We integrate model testing withcorrelation-based phenotype networks to infer the contributions of female mate choice andmale–male competition to the evolution of barn swallow communication. Overall; the bestpredictors of mate choice were distinct from those for competition; while moderate functionaloverlap suggests males and females use some of the same traits to assess potential matesand rivals. We interpret model results in the context of a network of traits; and suggest this …,Proc. R. Soc. B,2015,17
Settlement patterns of female barn swallows Hirundo rustica across different group sizes: access to colorful males or favored nests?,Rebecca J Safran,Abstract In most avian species; individuals are faced with two critical decisions at the start ofa breeding season: choosing a breeding site and a mate. An analysis of these decisions inlight of population-level patterns; such as group size variation in social breeders; canilluminate the causes and patterns of habitat selection behavior. Group sizes are variable inbarn swallows; however; no clear and consistent benefits of group breeding have beenfound in this species; and it is puzzling as to why individuals breed socially. Previousanalyses demonstrated that individuals aggregate to gain access to nests that wereconstructed during previous seasons; however extra-pair matings are also prevalent in thisspecies; raising questions about the mate-selection strategies of females across differentgroup sizes. In this paper; I address the question of how females make their first site …,Behavioral Ecology and Sociobiology,2007,17
Quantitative genetics of plumage color: lifetime effects of early nest environment on a colorful sexual signal,Joanna K Hubbard; Brittany R Jenkins; Rebecca J Safran,Abstract Phenotypic differences among individuals are often linked to differential survivaland mating success. Quantifying the relative influence of genetic and environmentalvariation on phenotype allows evolutionary biologists to make predictions about thepotential for a given trait to respond to selection and various aspects of environmentalvariation. In particular; the environment individuals experience during early developmentcan have lasting effects on phenotype later in life. Here; we used a natural full-sib/half-sibdesign as well as within-individual longitudinal analyses to examine genetic and variousenvironmental influences on plumage color. We find that variation in melanin-basedplumage color–a trait known to influence mating success in adult North American barnswallows (Hirundo rustica erythrogaster)–is influenced by both genetics and aspects of …,Ecology and Evolution,2015,16
Transitions between phases of genomic differentiation during stick-insect speciation,Rüdiger Riesch; Moritz Muschick; Dorothea Lindtke; Romain Villoutreix; Aaron A Comeault; Timothy E Farkas; Kay Lucek; Elizabeth Hellen; Víctor Soria-Carrasco; Stuart R Dennis; Clarissa F de Carvalho; Rebecca J Safran; Cristina P Sandoval; Jeff Feder; Regine Gries; Bernard J Crespi; Gerhard Gries; Zach Gompert; Patrik Nosil,Abstract Speciation can involve a transition from a few genetic loci that are resistant to geneflow to genome-wide differentiation. However; only limited data exist concerning thistransition and the factors promoting it. Here; we study phases of speciation using data from>100 populations of 11 species of Timema stick insects. Consistent with early phases of genicspeciation; adaptive colour-pattern loci reside in localized genetic regions of accentuateddifferentiation between populations experiencing gene flow. Transitions to genome-widedifferentiation are also observed with gene flow; in association with differentiation inpolygenic chemical traits affecting mate choice. Thus; intermediate phases of speciation areassociated with genome-wide differentiation and mate choice; but not growth of a fewgenomic islands. We also find a gap in genomic differentiation between sympatric taxa …,Nature ecology & evolution,2017,14
How acoustic signals scale with individual body size: common trends across diverse taxa,Rafael L Rodríguez; Marcelo Araya-Salas; David A Gray; Michael S Reichert; Laurel B Symes; Matthew R Wilkins; Rebecca J Safran; Gerlinde Höbel,Abstract We use allometric analysis to explore how acoustic signals scale on individual bodysize and to test hypotheses about the factors shaping relationships between signals andbody size. Across case studies spanning birds; crickets; tree crickets; and tree frogs; we findthat most signal traits had low coefficients of variation; shallow allometric scalings; and littledispersion around the allometric function. We relate variation in these measures to theshape of mate preferences and the level of condition dependence of signal traits. We find 3major patterns: 1) signal traits associated with closed mate preferences had lowercoefficients of variation and shallower allometries than signal traits with open preferences; 2)signal traits with higher levels of condition dependence had higher coefficients of variationand steeper allometries; and 3) the relationship between condition dependence and …,Behavioral Ecology,2014,13
Performance of Encounternet Tags: Field Tests of Miniaturized Proximity Loggers for Use on Small Birds,Iris I Levin; David M Zonana; John M Burt; Rebecca J Safran,Proximity logging is a new tool for understanding social behavior as it allows for accuratequantification of social networks. We report results from field calibration and deploymenttests of miniaturized proximity tags (Encounternet); digital transceivers that log encountersbetween tagged individuals. We examined radio signal behavior in relation to tagattachment (tag; tag on bird; tag on saline-filled balloon) to understand how radio signalstrength is affected by the tag mounting technique used for calibration tests. We investigatedinter-tag and inter-receiver station variability; and in each calibration test we accounted forthe effects of antennae orientation. Additionally; we used data from a live deployment onbreeding barn swallows (Hirundo rustica erythrogaster) to analyze the quality of the logs;including reciprocal agreement in dyadic logs. We evaluated the impact (in terms of mass …,PloS one,2015,11
Population genetics of a recent transcontinental colonization of South America by breeding Barn Swallows (Hirundo rustica),Shawn M Billerman; Gernot H Huber; David W Winkler; Rebecca J Safran; Irby J Lovette,abstract. The natural range extension and colonization of a new continent by a bird speciesis rare; and even more rarely is it observed and documented. In 1980; six pairs of BarnSwallows were found breeding in Argentina within the species' historical wintering range;and this South American population has since grown to thousands of pairs. We explored thegenetic context and consequences of this natural trans-hemispheric colonization event viacomparisons among the South American population and two North American populations.We tested for evidence of a genetic founder event by assessing allelic diversity at eightmicrosatellite loci and haplotype diversity of mitochondrial ND2 sequences. Contrary to ourexpectations; the recently established South American breeding population showed noevidence of a founder effect; with no difference in heterozygosity; allelic diversity …,The Auk,2011,11
Genome‐wide differentiation in closely related populations: the roles of selection and geographic isolation,RJ Safran; ESC Scordato; MR Wilkins; JK Hubbard; BR Jenkins; T Albrecht; SM Flaxman; H Karaardıç; Y Vortman; A Lotem; P Nosil; P Pap; S Shen; S‐F Chan; TL Parchman; NC Kane,Abstract Population divergence in geographic isolation is due to a combination of factors.Natural and sexual selection may be important in shaping patterns of populationdifferentiation; a pattern referred to as 'isolation by adaptation'(IBA). IBA can becomplementary to the well-known pattern of 'isolation by distance'(IBD); in which thedivergence of closely related populations (via any evolutionary process) is associated withgeographic isolation. The barn swallow Hirundo rustica complex comprises six closelyrelated subspecies; where divergent sexual selection is associated with phenotypicdifferentiation among allopatric populations. To investigate the relative contributions ofselection and geographic distance to genome-wide differentiation; we compared genotypicand phenotypic variation from 350 barn swallows sampled across eight populations (28 …,Molecular Ecology,2016,10
Conceptual Revision and Synthesis of Proximate Factors Associated with Age‐Related Improvement in Reproduction,Rachel J Bradley; Rebecca J Safran,Abstract Improvement in reproductive performance with age; up to the point of senescence;is a predominant pattern among vertebrates. Predictions from life-history theory provide apowerful framework for understanding the evolutionary basis of these patterns. However;based on the growing number of publications on this topic; there is increased interest inunderstanding the proximate causes of age-related improvements in reproductiveperformance (ARIRP). A formal conceptual framework through which factors related toARIRP can be examined is lacking. Here; we establish hypotheses with testable predictionsfor social and ecological factors; including resource quality; mate fidelity; site fidelity; priorbreeding experience; and changes in ability to attract mates. We use this conceptualframework to review 55 empirical studies published (between 1900 through 2013) on …,Ethology,2014,10
Integrating delayed dispersal into broader concepts of social group formation,Erik D Doerr; Veronica AJ Doerr; Rebecca J Safran,*,Behavioural Processes,2007,10
Stress response; gut microbial diversity and sexual signals correlate with social interactions,Iris I Levin; David M Zonana; Bailey K Fosdick; Se Jin Song; Rob Knight; Rebecca J Safran,Theory predicts that social interactions are dynamically linked to phenotype. Yet becausesocial interactions are difficult to quantify; little is known about the precise details on howinteractivity is linked to phenotype. Here; we deployed proximity loggers on North Americanbarn swallows (Hirundo rustica erythrogaster) to examine intercorrelations among socialinteractions; morphology and features of the phenotype that are sensitive to the socialcontext: stress-induced corticosterone (CORT) and gut microbial diversity. We analysedrelationships at two spatial scales of interaction:(i) body contact and (ii) social interactionsoccurring between 0.1 and 5 m. Network analysis revealed that relationships between socialinteractions; morphology; CORT and gut microbial diversity varied depending on the sexesof the individuals interacting and the spatial scale of interaction proximity. We found …,Biology Letters,2016,9
Speciation: the origin of new species,RJ Safran; P Nosil,*,Nature Education Knowledge,2012,9
Evolutionary biology: arms races in the eye of the beholder,Rebecca J Safran; Maren N Vitousek,To the human eye; the eggs of brood parasitic birds; including many cuckoos; look to match thecolours of their hosts remarkably. Yet some but not all species parasitized by cuckoos and otherbrood parasites are able to spot and reject the odd one among the crowd. The European cuckoo(Cuculus canorus) presents a special challenge for researchers as selection for the recognitionof their eggs by hosts — who lose all of their own offspring to this parasite — should be particularlystrong; but acceptance of cuckoo eggs is perplexingly common [1;2]. Perhaps the most fascinatingaspect of this arms race between European cuckoos and their hosts is that individual femalesbelonging to different races of this parasite specialize on one or a few of the host species; anddo so by laying eggs that; to the human observer; match the particular host egg to near perfection(Figure 1). But how good is this match; really; when viewed by the host itself; and why …,Current Biology,2008,9
The maintenance of phenotypic divergence through sexual selection: An experimental study in barn swallows Hirundo rustica,Rebecca J Safran; Yoni Vortman; Brittany R Jenkins; Joanna K Hubbard; Matthew R Wilkins; Rachel J Bradley; Arnon Lotem,Abstract Previous studies have shown that sexual signals can rapidly diverge among closelyrelated species. However; we lack experimental studies to demonstrate that differences intrait-associated reproductive performance maintain sexual trait differences between closelyrelated populations; in support for a role of sexual selection in speciation. Populations ofNorthern Hemisphere distributed barn swallows Hirundo rustica are closely related; yet differin two plumage-based traits: ventral color and length of the outermost tail feathers(streamers). Here we provide experimental evidence that manipulations of these traits resultin different reproductive consequences in two subspecies of barn swallow:(H. r.erythrogaster in North America and H. r. transitiva in the East Mediterranean). Experimentalresults in Colorado; USA; demonstrate that males with (1) darkened ventral coloration …,Evolution,2016,8
Comparative analysis reveals migratory swallows (Hirundinidae) have less pointed wings than residents,Gernot H Huber; Sheela P Turbek; Kimberly S Bostwick; Rebecca J Safran,Abstract The correlation between migration and wing pointedness; a pattern generallyattributed to the need to reduce drag during powered straight-line flight; is well establishedin avian ecomorphology. However; most studies investigating this pattern have focused onrelatively rounded-wing taxa; which employ different flight modes during foraging andmigration. The basic assumption that migrants have comparatively pointed wings has notbeen questioned by analysing taxa with similar migratory and foraging flight. This studyexamines the correlation between migration and wing shape in swallows (Hirundinidae); afamily with relatively pointed wings in which foraging flight resembles migratory flight. Usinga phylogeny-based analysis; we compare the wing shape of species pairs with varyingmigratory habits in eight swallow genera. Surprisingly; migratory swallows have less …,Biological Journal of the Linnean Society,2016,8
Expression of multiple sexual signals by fathers and sons in the East-mediterranean barn swallow: are advertising strategies heritable?,Yoni Vortman; Rebecca J Safran; Tali Reiner Brodetzki; Roi Dor; Arnon Lotem,The level of expression of sexually selected traits is generally determined by genes;environment and their interaction. In species that use multiple sexual signals which may becostly to produce; investing in the expression of one sexual signal may limit the expressionof the other; favoring the evolution of a strategy for resource allocation among signals. As aresult; even when the expression of sexual signals is condition dependent; the relative levelof expression of each signal may be heritable. We tested this hypothesis in the East-Mediterranean barn swallow (Hirundo rustica transitiva); in which males have been shownto express two uncorrelated sexual signals: red-brown ventral coloration; and long tailstreamers. We show that variation in both signals may partially be explained by age; as wellas by paternal origin (genetic father-son regressions); but that the strongest similarity …,PloS one,2015,7
Sexual selection: a dynamic state of affairs: Response to the comments of Cornwallis and Uller in the article: Towards an evolutionary ecology of sexual traits,Rebecca J Safran; Maren N Vitousek; Mark E Hauber; Cameron K Ghalambor,*,Trends in ecology & evolution,2010,7
Phenotypic differentiation is associated with divergent sexual selection among closely related barn swallow populations,Matthew R Wilkins; Hakan Karaardıç; Yoni Vortman; Thomas L Parchman; Tomáš Albrecht; Adéla Petrželková; Leyla Özkan; PL Pap; Joanna K Hubbard; Amanda K Hund; Rebecca J Safran,Abstract Sexual selection plays a key role in the diversification of numerous animal cladesand may accelerate trait divergence during speciation. However; much of our understandingof this process comes from phylogenetic comparative studies; which rely on surrogatemeasures such as dimorphism that may not represent selection in wild populations. In thisstudy; we assess sexual selection pressures for multiple male visual signals across fourbarn swallow (Hirundo rustica) populations. Our sample encompassed 2400 linear km andtwo described subspecies: European H. r. rustica (in the Czech Republic and Romania) andeastern Mediterranean H. r. transitiva (in Israel); as well as a potential area of contact (inTurkey). We demonstrate significant phenotypic differentiation in four sexual signalling axes;despite very low-level genomic divergence and no comparable divergence in an …,Journal of Evolutionary Biology,2016,6
Parents respond in sex-specific and dynamic ways to nestling ectoparasites,Amanda K Hund; Matthew A Aberle; Rebecca J Safran,Nest ectoparasites can impose significant costs to altricial nestlings that are confined to thenest and dependent on parental care. These costs are often passed on to parents who maycompensate for; or magnify; the direct costs of parasites on their nestlings throughadjustments in parental care behaviour. If the effects of ectoparasites on nestlings varyacross development; parents would be expected to dynamically adjust their behaviouracross time with the possibility that males and females may vary in their responses.Currently; we lack a complete understanding of the potential sex differences and variation inparental care behaviour across the nestling period as a function of offspring parasiteinfection. Our experimental study compared disinfected and parasitized treatment groups toexamine how northern fowl mites; Ornithonyssus sylviarum; in nests of the North …,Animal Behaviour,2015,6
Quantitative color variation within and across morphs of the polymorphic White-throated Sparrow,Nathan A Rathbun; Andrea S Grunst; Melissa L Grunst; Joanna K Hubbard; Rebecca J Safran; Rusty A Gonser; Elaina M Tuttle,ABSTRACT Coloration has evolved to serve diverse functions; including communication. Inspecies with discrete color polymorphisms; the extent to which color variation exists withinmorphs and communicates multiple messages often remains unclear. We employedreflectance spectrometry to study variation in coloration in the dimorphic White-throatedSparrow (Zonotrichia albicollis); which exhibits a “white” and “tan” morph in both sexes. Weexplored whether distinct color traits distinguish between morph and sex classes; andwhether color variation exists within classes that might reflect differences in individualquality. Further; we asked whether sexual dichromatism is more pronounced in the whitemorph; in which males display greater promiscuity and aggression and; thus; may be understronger sexual selection for conspicuous coloration. Distinct aspects of crown plumage …,The Auk,2014,5
Patterns and ecological predictors of age-related performance in female North American barn swallows; Hirundo rustica erythrogaster,RJ Bradley; JK Hubbard; BR Jenkins; RJ Safran,Abstract Life history theory describes the optimization of important trade-offs within anindividual's lifetime and predicts that an individual's reproductive performance (RP) willimprove up until a point of senescence. Despite abundant evidence for this pattern; relativelyfew studies consider the mechanisms associated with age-related improvements in RP. Inthis study; we aimed to describe patterns of age-related RP (seasonal fledgling production)in female North American barn swallows (Hirundo rustica erythrogaster) using a longitudinaldata set to test multiple hypotheses about the social; morphological; and ecological factorsunderlying this prominent life history pattern. To address these objectives; we usedgeneralized linear mixed models in a three-step series of analyses in which we assessed (1)patterns of female age-related RP;(2) the influence of age on changes in social …,Behavioral Ecology and Sociobiology,2014,5
Sexual Signaling: Climatic Carry-Over,Maren N Vitousek; Roi Dor; Rebecca J Safran,Sexual signals are widely used to convey information about their bearer to potential mates orcompetitors [1]. These signals are often condition-dependent; providing information about anindividual's ability to withstand environmental challenges [2]. Current climate influences bothcondition and signal development; but until recently; little was known about whether signals reflectedtheir bearer's ability to cope with prior environmental challenges [3;4]. Carry-over events — whichoccur in one season but influence success during subsequent seasons — have been demonstratedin a variety of species [5] and could have major influences on reproductive success in a rapidlychanging climate. For example; when more of the non-breeding habitat of grey whales is coveredby ice; females are in lower condition during the following breeding season; and produce fewercalves [6]. Such carry-over effects could be particularly influential for organisms that …,Current Biology,2012,5
Behavioural ecology: Promiscuous fathers sire young that recognize true family,Mark E Hauber; Rebecca J Safran,Most theories of kin selection assume that animals are able to distinguish relatives from non-relatives. This is especially difficult in situations where mixed parentage precludes thatrelatedness is recognised by familiarity. Recent work shows that; within the same brood;young bluegill sunfish that are fathered by cuckolders—but not those sired by parentalmales—pick out their relatives using self-referent phenotype matching and not familiarity.,Current biology,2006,5
The rate of telomere loss is related to maximum lifespan in birds,Gianna M Tricola; Mirre JP Simons; Els Atema; Raoul K Boughton; JL Brown; Donald C Dearborn; G Divoky; John A Eimes; Charles E Huntington; Alexander S Kitaysky; Frans A Juola; David B Lank; Hannah P Litwa; Ellis GA Mulder; Ian CT Nisbet; Kazuo Okanoya; Rebecca J Safran; Stephan J Schoech; Elizabeth A Schreiber; Paul M Thompson; Simon Verhulst; Nathaniel T Wheelwright; David W Winkler; Rebecca Young; Carol M Vleck; Mark F Haussmann,Telomeres are highly conserved regions of DNA that protect the ends of linearchromosomes. The loss of telomeres can signal an irreversible change to a cell9s state;including cellular senescence. Senescent cells no longer divide and can damage nearbyhealthy cells; thus potentially placing them at the crossroads of cancer and ageing. While theepidemiology; cellular and molecular biology of telomeres are well studied; a newer fieldexploring telomere biology in the context of ecology and evolution is just emerging. Withwork to date focusing on how telomere shortening relates to individual mortality; less isknown about how telomeres relate to ageing rates across species. Here; we investigatedtelomere length in cross-sectional samples from 19 bird species to determine how rates oftelomere loss relate to interspecific variation in maximum lifespan. We found that bird …,Phil. Trans. R. Soc. B,2018,4
Mechanisms of Assortative Mating in Speciation with Gene Flow: Connecting Theory and Empirical Research,Michael Kopp; Maria R Servedio; Tamra C Mendelson; Rebecca J Safran; Rafael L Rodríguez; Mark E Hauber; Elizabeth C Scordato; Laurel B Symes; Christopher N Balakrishnan; David M Zonana; G Sander van Doorn,Abstract The large body of theory on speciation with gene flow has brought to lightfundamental differences in the effects of two types of mating rules on speciation:preference/trait rules; in which divergence in both (female) preferences and (male) matingtraits is necessary for assortment; and matching rules; in which individuals mate with likeindividuals on the basis of the presence of traits or alleles that they have in common. Theserules can emerge from a variety of behavioral or other mechanisms in ways that are notalways obvious. We discuss the theoretical properties of both types of rules and explain whyspeciation is generally thought to be more likely under matching rather than preference/traitrules. We furthermore discuss whether specific assortative mating mechanisms fall under apreference/trait or matching rule; present empirical evidence for these mechanisms; and …,The American Naturalist,2018,4
Cognitive Phenotypes and the Evolution of Animal Decisions,Tamra C Mendelson; Courtney L Fitzpatrick; Mark E Hauber; Charles H Pence; Rafael L Rodríguez; Rebecca J Safran; Caitlin A Stern; Jeffrey R Stevens,Despite the clear fitness consequences of animal decisions; the science of animal decisionmaking in evolutionary biology is underdeveloped compared with decision science inhuman psychology. Specifically; the field lacks a conceptual framework that defines anddescribes the relevant components of a decision; leading to imprecise language andconcepts. The 'judgment and decision-making'(JDM) framework in human psychology is apowerful tool for framing and understanding human decisions; and we apply it here tocomponents of animal decisions; which we refer to as 'cognitive phenotypes'. We distinguishmultiple cognitive phenotypes in the context of a JDM framework and highlight empiricalapproaches to characterize them as evolvable traits.,Trends in Ecology & Evolution,2016,4
Signal Traits and Oxidative Stress: A Comparative Study Across Populations with Divergent Signals,Maren N Vitousek; Oldřich Tomášek; Tomas Albrecht; Matthew R Wilkins; Rebecca J Safran,Diverging populations often shift patterns of signal use–a process that can contribute toreproductive isolation and speciation. Yet it is not clear why most traits gain or lose signalvalue during divergence. One reason this could occur is because changes in therelationship between signals and relevant physiological parameters degrade the reliabilityof a signal; or even change its underlying information content. Here we test the hypothesisthat the relationship between signal trait elaboration and a central component of organismalhealth–oxidative stress–differs across closely related populations that have diverged insignal use and preferences. In the recently diverged barn swallow subspecies complex(Hirundo rustica; Family: Hirundinidae); different populations use different traits as sexualsignals. Two of these traits; ventral breast plumage color and tail streamer length; differ …,Frontiers in Ecology and Evolution,2016,4
Piecing together female extra‐pair mate choice: females really do prefer more ornamented males,Sarah J Wells; Rebecca J Safran; James Dale,Abstract Evolutionary biologists have long been fascinated by extravagant male traits thatabound across the animal kingdom and yet convey no apparent benefits to survival. Fromisopods to elephants; from armaments to ornaments; researchers have spent decadesstudying male–male competition and female mate choice in an effort to understand thesignificance of these secondary sexual characteristics. Among socially monogamousspecies; a frequently proposed explanation for the existence of male ornaments is that theyare indicators of male genetic quality subject to female extra-pair mate choice. However;despite over two decades of extensive research into extra-pair paternity (EPP); the evidencethat females actually choose more ornamented extra-pair sires is surprisingly scant.Consequently; whether EPP and female choice have contributed to the evolution of male …,Molecular Ecology,2016,3
From individuals to populations: female habitat-and mate-selection decisions and group size variation in barn swallows,Rebecca Jo Safran,*,*,2005,3
Genomic variation across two barn swallow hybrid zones reveals traits associated with divergence in sympatry and allopatry,Elizabeth SC Scordato; Matthew R Wilkins; Georgy Semenov; Alexander S Rubtsov; Nolan C Kane; Rebecca J Safran,Abstract Hybrid zones are geographic regions where isolating barriers between divergentpopulations are challenged by admixture. Identifying factors that facilitate or inhibithybridization in sympatry can illuminate the processes that maintain those reproductivebarriers. We analyzed patterns of hybridization and phenotypic variation across two newly-discovered hybrid zones between three subspecies of barn swallow (Hirundo rustica).These subspecies differ in ventral coloration and wing length; traits that are targets of sexualand natural selection; respectively; and are associated with genome-wide differentiation inallopatry. We tested the hypothesis that the degree of divergence in these traits is associatedwith the extent of hybridization in secondary contact. We applied measures of populationstructure based on> 23;000 SNPs to confirm that named subspecies correspond to …,Molecular Ecology,2017,2
Barn Swallows: Sexual and Social Behavior,R Safran,*,*,2010,2
Evolutionary biology: Variation isn't always sexy,Rebecca J Safran; Mark E Hauber,The trouble with Darwinian sexual selection is that it appears to contradict predictions of Darwiniannatural selection: sexually selected traits are considered to be costly; while naturally selectedtraits are considered to be beneficial in terms of survival-related fitness [1;2]. Both are predictedto increase the lifetime reproductive success of individuals. Traditional approaches in evolutionarybiology have assumed that sexual selection operates on most traits that are sexually dimorphicand that reduce the foraging or survival success of its bearers (reviewed in [3]). Thus; sex differencesof an ornamental trait must be under sexual selection and convey information to potential matesand competitors in the population about the individual's quality; status; and fighting ability.Yet; until a study reported in this issue of Current Biology[4]; the assumption about sexual selectionbeing the primary mechanism underlying variation between individuals in ornamental …,Current biology,2007,2
