Are mid-latitude slopes sensitive to climatic oscillations? Implications from an Early Holocene sequence of slope deposits and buried soils from eastern Germany,Stefan Dreibrodt; Johanna Lomax; Oliver Nelle; Carolin Lubos; Peter Fischer; Andrey Mitusov; Stefan Reiss; Ulrich Radtke; Marie Nadeau; Pieter Meiert Grootes; Hans-Rudolf Bork,Abstract On a straight slope within the lake catchment of Kleiner Tornowsee (Brandenburg;Germany) a sequence of slope sediments has been deposited during the Late Glacial; theEarly Holocene and around cal 4.2 ka before today; 800; 500 and 300 years ago. Thechronology is based on 21 radiocarbon dates and 11 OSL dates and a deposition modelincluding the numerical data as well as stratigraphic information has been calculated withOxCal 4.1. A comparison of the woody taxa of charcoal particles (n= 566) embedded withinthe sediments with the known regional vegetation history confirmed the reliability of thedates. According to the age; volume and distribution the deposition of the Early Holocenesediments at ca. 10.3 kyrs; ca. 9.5 kyrs and ca. 8.2 to 7.7 kyrs before today strongly suggestsan influence of known climatic deteriorations phases on geomorphologic processes. Cold …,Geomorphology,2010,38
Constraining Electric Resistivity Tomography by Direct Push Electric Conductivity logs and vibracores: An exemplary study of the Fiume Morto silted riverbed (Ostia...,Tina Wunderlich; Peter Fischer; Dennis Wilken; Hanna Hadler; Ercan Erkul; Rebekka Mecking; Thomas Günther; Michael Heinzelmann; Andreas Vött; Wolfgang Rabbel,The inversion of geoelectric data is non-unique. Therefore; electric resistivity tomography(ERT) usually results in different subsurface models that fit observed apparent resistivityvalues equally well. To reduce the uncertainty; constraints on both geometry and resistivityof subsurface structure can be incorporated into the ERT inversion. In our study; we testdifferent ways of constraining ERT by a) applying improved starting models; b) applyingstructural constraints and c) applying both structural and resistivity constraints. A prioriinformation is needed for these approaches; which is acquired from Direct Push ElectricalConductivity (DP-EC) logs and vibracores in our study. We found that adapting high verticalresolution of DP-EC logs to coarser ERT resolution requires blocking of the logs. Theseblocked logs can be used for constraining the ERT inversion with resistivity and structural …,Geophysics,2018,*
Quartz OSL dating of late quaternary Chinese and Serbian loess: A cross Eurasian comparison of dust mass accumulation rates,Zoran Perić; Emma Lagerbäck Adolphi; Thomas Stevens; Gábor Újvári; Christian Zeeden; Jan-Pieter Buylaert; Slobodan B Marković; Ulrich Hambach; Peter Fischer; Christoph Schmidt; Philipp Schulte; Lu Huayu; Yi Shuangwen; Frank Lehmkuhl; Igor Obreht; Daniel Veres; Christine Thiel; Manfred Frechen; Mayank Jain; Andreas Vött; Ludwig Zöller; Milivoj B Gavrilov,Abstract Reconstructing dust Mass Accumulation Rate (MAR) from loess deposits is criticalto understanding past atmospheric mineral dust activity and requires accurate independentage models from loess deposits across Europe and Asia. Previous correlations of loess inEurope and China have tended to focus on multi-millennial timescales; with no detailedexamination of dust MAR at the two ends of the Eurasian loess belt on shorter; sub-orbitalscales. Here we present a detailed quartz optically stimulated luminescence (OSL)chronology from the Serbian Titel Loess Plateau (Veliki Surduk loess core) and the ChineseLoess Plateau (Lingtai section). The luminescence ages pass internal tests and showconsistent increases in age with depth; with no obvious major hiatuses. However; asreported before; it seems the quartz OSL technique is only capable of accurate age …,Quaternary International,2018,*
The sedimentary and geomorphological imprint of the AD 365 tsunami on the coasts of southwestern Crete (Greece)–Examples from Sougia and Palaiochora,Vera Werner; Kalliopi Baika; Peter Fischer; Hanna Hadler; Lea Obrocki; Timo Willershäuser; Anastasia Tzigounaki; Aggeliki Tsigkou; Klaus Reicherter; Ioannis Papanikolaou; Kurt Emde; Andreas Vött,Abstract The southwestern coast of Crete; one of the most seismically active regions inEurope; experienced co-seismic crust uplift by 9 m during the Ms= 8.3 mega-earthquake thatstruck the eastern Mediterranean world on 21 July AD 365. An associated tsunami eventcaused thousands of fatalities and destroyed many coastal settlements and infrastructurebetween the Levante in the east and the Adriatic Sea in the northwest. So far; coastalsedimentary archives in southwestern Crete including distinct palaeotsunami fingerprintsare rarely investigated. Therefore; a multi-proxy study including sedimentological;geochemical; geochronological; and microfaunal methods was conducted in order to detectonshore coastal sedimentary archives that functioned as fine sediment traps and documentpalaeotsunami imprint. We found adequate archives at the Sougia and Palaiochora …,Quaternary International,2017,*
The river harbour of Ostia Antica-stratigraphy; extent and harbour infrastructure from combined geophysical measurements and drillings,Tina Wunderlich; Dennis Wilken; Ercan Erkul; Wolfgang Rabbel; Andreas Vött; Peter Fischer; Hanna Hadler; Michael Heinzelmann,Abstract We performed a combined geophysical and geoarchaeological survey of theharbour of ancient Ostia; Italy; to investigate the extent of the former harbour basin; thesedimentary infill and possible building remains around the harbour. Besidesgeoarchaeological results the paper highlights the advantage of combining vibracore drillingwith different geophysical prospection methods; which are sensitive to different physical soilparameters. Geophysical methods applied were electrical resistivity tomography (ERT);ground penetrating radar (GPR) and seismics with shear and compressional waves. Theextent and shape of the harbour basin were determined by ERT profiling. The ERT profileswere compiled into a 3D-model showing that the early lagoonal harbour basin was at least100 m× 50 m wide. Its southern border was confirmed by GPR measurements clearly …,Quaternary International,2017,*
Luminescence dating of the Lower Middle Terrace site at Brühl; southern Lower Rhine Embayment–a first dating approach,Tobias Lauer; Manfred Frechen; Peter Fischer,The Lower Middle Terrace (LMT) in the Lower Rhine area is part of a complex system offluvial terrace-staircas-es within the Rhine area and yields an important archive for periodsof fluvial aggradation driven by climate and tectonics. The so far existing chronostratigraphyof the Lower Middle Terrace is mainly based on geomorphological aspects; petrogra-phyand age estimates of cover sediments. Hence; there is a need to establish a more reliablechronological framework for the aggradation period of the fluvial sand and gravel related tothe LMT itself. Here; we present first luminescence dating results from the LMT site at Brühl;southern Lower Rhine Embayment. Due to the saturation of the quartz OSL signal;luminescence measurements concentrated on the pIRIR290dating approach. Thedetermined feldspar-pIRIR290luminescence ages highlight that the LMT at Brühl seems …,Zeitschrift der Deutschen Gesellschaft für Geowissenschaften,2017,*
The 365 AD tsunami imprint on the coasts of southwestern Crete-Sougia and Palaiochora case studies,Vera Werner; Kalliopi Baika; Anastasia Tzigounaki; Aggeliki Tsigkou; Peter Fischer; Klaus Reicherter; Ioannis Papanikolaou; Andreas Vött,Abstract The southwestern coast of Crete; one of the most seismically active regions inEurope; is supposed to have been uplifted by up to 9 m during the mega-earthquake thatstruck the eastern Mediterranean world on July 21; 365 AD. An associated tsunami event isknown to have caused thousands of fatalities and destroyed many coastal settlements andinfrastructure between the Levante in the east and the Adriatic Sea in the northwest. Sincethis event; the entire southwestern coast of Crete has experienced strong erosion so thatnear-coast geological archives showing relevant Holocene sedimentary records are rare. Sofar; distinct palaeotsunami fingerprints from coastal archives in this region were unknown. Amulti-proxy study including sedimentological; geochemical; geochronological andmicrofaunal methods was conducted at Sougia; within an ancient harbour basin; and …,EGU General Assembly Conference Abstracts,2016,*
The Rurrand Fault; Germany: A Holocene surface rupture and new slip rate estimates,Christoph Grützner; Peter Fischer; Klaus Reicherter,Abstract Very low deformation rates in continental interiors are a challenge for research onactive tectonics and seismic hazard. Faults tend to have very long earthquake recurrenceintervals and morphological evidence of surface faulting is often obliterated by erosion andsedimentation. The Lower Rhine Graben in Central Europe is characterized by slow activefaults with individual slip rates of well less than 0.1 mm/a. As a consequence; most geodetictechniques fail to record tectonic motions and the morphological expression of the faults issubtle. Although damaging events are known from this region; eg the 1755/56 Dürenearthquakes series; there is no account for surface rupturing events in instrumental andhistorical records. Owing to the short temporal coverage with respect to the fault recurrenceintervals; these records probably fail to depict the maximum possible magnitudes. In this …,EGU General Assembly Conference Abstracts,2016,*
Concurrent and opposed environmental trends during the last glacial cycle between the Carpathian Basin and the Black Sea coast: evidence from high resolution en...,Ulrich Hambach; Christian Zeeden; Daniel Veres; Igor Obreht; Janina Bösken; Slobodan B Markovic; Eileen Eckmeier; Peter Fischer; Frank Lehmkuhl,Abstract Aeolian dust sediments (loess) are beside marine/lacustrine sediments;speleothemes and arctic ice cores the key archives for the reconstruction of the Quaternarypalaeoenvironment in the Eurasian continental mid-latitudes. The Eurasian loess-belt has itswestern end in the Middle (Carpathian) and the Lower Danube Basin where one can findtrue loess plateaus dating back more than one million years and comprising a semi-continuous record of Pleistocene environmental change. The loess-palaeosol sequences(LPSS) of the region allow inter-regional and trans-regional comparison and; even moreimportantly; the analysis of temporal and spatial trends in Pleistocene environments; evenon a hemispheric scale. However; the general temporal resolution of the LPSS seemsmostly limited to the orbital scale patterns; enabling the general comparision of their well …,EGU General Assembly Conference Abstracts,2015,*
Towards mineral magnetic based millennial time scales in Late Pleistocene Danubian Loess-Palaeosol Sequences,Ulrich Hambach; Christian Zeeden; Daniel Veres; Igor Obreht; Slobodan B MARKOVICI; Eileen ECKMEIER; Peter FISCHER; Frank LEHMKUHL,Abstract The understanding of the climate system of the Earth's; its present day state; and theprediction of its future states requires the detailed knowledge of its history. Sedimentaryarchives are the bases of almost any historical approach to the Earth's climate system–thepalaeoclimate research. Aeolian dust sediments (loess) are beside marine/lacustrinesediments; peat bogs and arctic ice cores the key archives especially for the reconstructionof the palaeoclimate in the Eurasian continental mid-latitudes. The Eurasian loess-belt hasits western end in the Middle Danube (Carpathian) and the Lower Danube Basin. Like in theChinese Loess Plateau and in the steppe areas of Central Asia and in the regions aroundthe Caspian and the northern Black Sea one can find here true loess plateaus dating backmore than one million years and comprising a semi-continuous record of the Quaternary …,GEOREVIEW: Scientific Annals of Stefan cel Mare University of Suceava. Geography Series,2014,*
A new landscape history since the Younger Neolithic in the Lower Rhine region; Germany–Evidence from buried soils and colluvial sediments,Peter Fischer,*,Quaternary International,2012,*
Solifluction deposits; reworked loess; colluvia and archaeological features at the Early Neolithic site of Düren-Arnoldsweiler; Lower Rhine area; Germany–a microm...,Martin KEHL; Peter FISCHER; Renate GERLACH,Archaeological excavations at Düren-Arnoldsweiler (2009-2011) exposed remnants of aLinear Pottery settlement including more than 30 post-built houses; a burial ground withabout 220 burials; a well and an earthwork. The geological situation at the site iscomplicated. The archaeological features cut into a sequence of solifluction deposits andreworked loess; both containing gravel from the Upper terrace of the River Rhine. Severalwell developed paleosol horizons are intercalated in the Pleistocene deposits. These in turnare covered by layers of Holocene colluvia (hillwash); which bury most of the archaeologicalfeatures and the erosional remnants of the Holocene soil represented by Bt and Btghorizons. Postdepositional pedogenesis has altered the Pleistocene and Holocenesediments and the sedimentary fills of archaeological features. Finally; recent tectonics …,Proceedings of the 14th International Working Meeting on Soil Micromorphology. Lleida,2012,*
