A graphical query language supporting recursion,Isabel F Cruz; Alberto O Mendelzon; Peter T Wood,Abstract We define a language G for querying data represented as a labeled graph G. Byconsidering G as a relation; this graphical query language can be viewed as a relationalquery language; and its expressive power can be compared to that of other relational querylanguages. We do not propose G as an alternative to general purpose relational querylanguages; but rather as a complementary language in which recursive queries are simpleto formulate. The user is aided in this formulation by means of a graphical interface. Theprovision of regular expressions in G allows recursive queries more general than transitiveclosure to be posed; although the language is not as powerful as those based on function-free Horn clauses. However; we hope to be able to exploit well-known graph algorithms inevaluating recursive queries efficiently; a topic which has received widespread attention …,ACM SIGMOD Record,1987,284
Foundations of the DARE system for drawing adequate representations,Tiziana Catarci; Giuseppe Santucci; Maria Francesca Costabile; Isabel Cruz,We consider the problem of automatically visualizing information contained in a databaseand propose a framework that addresses the issues involved. Our approach does notdepend on the particular data model used; the size of the instance set; or the nature of thedata being represented. The aim of the framework is to produce a correct; complete; andpossibly highly effective visual representation. Such properties of the visual representationare made possible by the consistency of a set of logic rules contained in a knowledge base.These rules express facts and relationships about the visual domain; the data domain; themapping between both domains; and the perceptual domain.,Database Applications in Non-Traditional Environments; 1999.(DANTE'99) Proceedings. 1999 International Symposium on,1999,18
Automatic background knowledge selection for matching biomedical ontologies,Daniel Faria; Catia Pesquita; Emanuel Santos; Isabel F Cruz; Francisco M Couto,Ontology matching is a growing field of research that is of critical importance for the semanticweb initiative. The use of background knowledge for ontology matching is often a key factorfor success; particularly in complex and lexically rich domains such as the life sciences.However; in most ontology matching systems; the background knowledge sources are eitherpredefined by the system or have to be provided by the user. In this paper; we present anovel methodology for automatically selecting background knowledge sources for any givenontologies to match. This methodology measures the usefulness of each backgroundknowledge source by assessing the fraction of classes mapped through it over thosemapped directly; which we call the mapping gain. We implemented this methodology in theAgreementMakerLight ontology matching framework; and evaluate it using the …,PloS one,2014,17
Ontology alignment for real-world applications,Isabel F Cruz; William Sunna; Anjli Chaudhry,Abstract An ontology-driven approach to data integration relies on the alignment of theconcepts of a global ontology that describe the domain; with the concepts of the ontologiesthat describe the data in the local databases. Once the alignment between the globalontology and each of the local ontologies is established; users can potentially queryhundreds of databases using a single query that hides the underlying heterogeneities.Using our approach; querying can be easily extended to a new database by aligning itsontology with the global one. For this purpose; we have designed and implemented asoftware tool to align ontologies. The output of this tool is a set of mappings betweenconcepts; which will be used to produce the queries to the local databases once a query isformulated on the global ontology.,Proceedings of the 2004 annual national conference on Digital government research,2004,17
Implementation of a constraint-based visualization system,Isabel F Cruz; Peter S Leveille,The authors present the underlying principles; implementation issues; and several runningexamples of Delaunay; a constraint based data visualization system supporting a visualquery language. Key components of Delaunay are its efficient constraint solver; the interfacemodules supporting advanced visualization; and the expressiveness and effectivenessprinciples it incorporates. Our successful implementation demonstrates the feasibility of apowerful visualization system that allows for domain-independent and tailorablevisualizations to be specified using visual programming.,Visual Languages; 2000. Proceedings. 2000 IEEE International Symposium on,2000,17
Evaluating Web page color and layout adaptations,David C.  Brown; Esteban Burbano; Joel Minski; IE Cruz,An adaptive Web site molds itself to the user; creating a unique interaction; providing a moreenjoyable experience; and increasing the success of an interaction. We studied the effect ofWeb page adaptations on information-finding tasks. Although many user interfacecomponents; such as page content and Web links; can be altered to produce adaptations;we limited our work exclusively to altering color and layout. The hypothesis we studied in ourresearch was that these adaptations would let users complete tasks in a shorter time andthat this effect would occur whether the adaptations were used individually or together. Wedesigned a Web-based experiment that required each subject to answer three questions.The subjects could find the answer for each by searching through a local copy of a portion ofIBM's 2000 Sydney Olympics Web site. Our experiments involved 128 student participants …,IEEE MultiMedia,2002,16
What’s in a ‘nym’? Synonyms in Biomedical Ontology Matching,Catia Pesquita; Daniel Faria; Cosmin Stroe; Emanuel Santos; Isabel F Cruz; Francisco M Couto,Abstract To bring the Life Sciences domain closer to a Semantic Web realization it isfundamental to establish meaningful relations between biomedical ontologies. Thesuccessful application of ontology matching techniques is strongly tied to an effectiveexploration of the complex and diverse biomedical terminology contained in biomedicalontologies. In this paper; we present an overview of the lexical components of severalbiomedical ontologies and investigate how different approaches for their use can impact theperformance of ontology matching techniques. We propose novel approaches for exploringthe different types of synonyms encoded by the ontologies and for extending them basedboth on internal synonym derivation and on external ontologies. We evaluate ourapproaches using AgreementMaker; a successful ontology matching platform that …,International Semantic Web Conference,2013,15
Privacy-preserving schema matching using mutual information,Isabel F Cruz; Roberto Tamassia; Danfeng Yao,Abstract The problem of schema or ontology matching is to define mappings among schemaor ontology elements. Such mappings are typically defined between two schemas or twoontologies at a time. Ideally; using the defined mappings; one would be able to issue asingle query that will be rewritten automatically to all the databases; instead of manuallywriting a query to each database. In a centrally mediated architecture a query is written interms of a global schema or ontology that integrates all the database schemas or ontologies;while in a peer-to-peer architecture a query is written in terms of the schema or of theontology of any of the peer databases.,IFIP Annual Conference on Data and Applications Security and Privacy,2007,15
The emerging semantic web: selected papers from the first Semantic Web Working Symposium,Isabel F Cruz,The World Wide Web is aimed at people only. The Semantic Web is a Web defined andlinked in such a way that it can be used by machines not just for display purposes; but alsofor automation; integration and reuse of data across various applications. Facilities andtechnologies to put machine-understandable data on the Web are rapidly becoming a highpriority for many communities.,*,2002,15
Temporal synchronization in multimedia presentations,Isabel F Cruz; Parag S Mahalley,Designing high quality multimedia presentations is a tedious and time consuming task; evenfor skilled authors. This is particularly true when temporal media such as speech andanimation are involved. The focus of our research is to determine whether the multimediapresentation is synchronized or amenable to synchronization. We define a formal frameworkfor verifying temporal synchronization of a presentation; which is based on a modified all-pairs shortest path algorithm.,Multimedia Computing and Systems; 1999. IEEE International Conference on,1999,15
Automatic configuration selection using ontology matching task profiling,Isabel F Cruz; Alessio Fabiani; Federico Caimi; Cosmin Stroe; Matteo Palmonari,Abstract An ontology matching system can usually be run with different configurations thatoptimize the system's effectiveness; namely precision; recall; or F-measure; depending onthe specific ontologies to be aligned. Changing the configuration has potentially high impacton the obtained results. We apply matching task profiling metrics to automatically optimizethe system's configuration depending on the characteristics of the ontologies to be matched.Using machine learning techniques; we can automatically determine the optimalconfiguration in most cases. Even using a small training set; our system determines the bestconfiguration in 94% of the cases. Our approach is evaluated using the AgreementMakerontology matching system; which is extensible and configurable.,Extended Semantic Web Conference,2012,14
BLOOMS on AgreementMaker: Results for OAEI 2010,Catia Pesquita; Cosmin Stroe; Isabel F Cruz; Francisco M Couto,Abstract. BLOOMS is an ontology matching method developed as part of an ontologyextension system for biomedical ontologies. It combines two lexical similarity measures withsimilarity propagation. These matchers are applied sequentially; following their precisionyield: first lexical similarity based on exact matches; followed by partial matches; and finallythese similarities are propagated throughout the ontologies. Partial matches are based onthe specificity of words within the ontologies vocabularies. Semantic propagation ofsimilarities is made according to the semantic distance between ontology concepts given bysemantic similarity measures. Alignments are extracted after each matcher; to favorprecision; since BLOOMS was specifically designed to be as automated as possible. For theparticipation in OAEI 2010 BLOOMS was integrated into the AgreementMaker system …,Ontology Matching,2010,14
A layered framework supporting personal information integration and application design for the semantic desktop,Isabel F Cruz; Huiyong Xiao,Abstract With the development of inexpensive storage devices; space usage is no longer abottleneck for computer users. However; the increasingly large amount of personalinformation poses a critical problem to those users: traditional file organization inhierarchical directories may not be suited to the effective management of personalinformation because it ignores the semantic associations therein and bears no connectionwith the applications that users will run. To address such limitations; we present our vision ofa semantic desktop; which relies on the use of ontologies to annotate and organize data andon the concept of personal information application (PIA); which is associated with a user'stask. The PIA designer is the tool that is provided for building a variety of PIAs consisting ofviews (eg; text; list; table; graph); which are spatially arranged and display interrelated …,The VLDB Journal,2008,14
Using the agreement maker to align ontologies for the OAEI campaign 2007,William Sunna; Isabel Cruz,Abstract. In this paper; we present the AgreementMaker; an ontology alignment tool thatincorporates the Descendants Similarity Inheritance (DSI) method. This method uses thestructure of the ontology graphs for contextual information; thus providing the matchingprocess with more semantics. We have tested our method on the ontologies included in theanatomy track of the OAEI 2007 campaign.,Proceedings of the 2nd International Conference on Ontology Matching-Volume 304,2007,14
Concept level matching of geospatial ontologies,Isabel F Cruz; William G Sunna; Kalyan Ayloo,In this paper we describe an ontology-based approach to bridge the semantic gap amongdistributed geospatial data. We assume that there is an ontology associated with eachdatabase that describes the hierarchical relationship between the database concepts.Because such ontologies are created independently from one another; they areheterogeneous. In particular; we focus on semantic heterogeneity; which arises whendifferent terms are used to describe the same concept or when the same term is used todescribe different concepts [3]. Our contribution is to the alignment process; which enablesexperts to establish mappings between related concepts in different ontologies; thusallowing for the integration of data across multiple databases. For example; using thosemappings; a query to one of the databases can be translated to a query to any of the other …,GIS Planet International Conference and Exhibition on Geographic Information,2005,14
OAEI 2016 results of AML,Daniel Faria; Catia Pesquita; Booma S Balasubramani; Catarina Martins; Joao Cardoso; Hugo Curado; Francisco M Couto; Isabel F Cruz,Abstract. AgreementMakerLight (AML) is an automated ontology matching system basedprimarily on element-level matching and on the use of external resources as backgroundknowledge. This paper describes its configuration for the OAEI 2016 competition anddiscusses its results. For this OAEI edition; we tackled instance matching for the first time;thus expanding the coverage of AML to all types of ontology matching tasks. We alsoexplored OBO logical definitions to match ontologies for the first time in the OAEI.,11th International Workshop on Ontology Matching co-located with the 15th International Semantic Web Conference; CEUR Workshop Proceedings,2016,13
AML results for OAEI 2015.,Daniel Faria; Catarina Martins; Amruta Nanavaty; Daniela Oliveira; Booma Sowkarthiga; Aynaz Taheri; Catia Pesquita; Francisco M Couto; Isabel F Cruz,Abstract. AgreementMakerLight (AML) is an automated ontology matching system basedprimarily on element-level matching and on the use of external resources as backgroundknowledge. This paper describes its configuration for the OAEI 2015 competition anddiscusses its results. For this OAEI edition; we focused mainly on the Interactive Matchingtrack due to its expansion; as handling user interactions on large-scale tasks is a criticalchallenge in ontology matching. AML's participation in the OAEI 2015 was successful; as itobtained the highest F-measure in 6 of the 7 ontology matching tracks. Notably; it obtainedthe highest F-measure in all tasks of the Interactive Matching track while posing less queriesto the user than comparable participating systems.,OM,2015,13
A tree-structured query interface for querying semi-structured data,Scott Newman; Z Meral Ozsoyoglu,XML is a semistructured data format that is quickly becoming the standard means ofcommunication across the Internet. We introduce a simple; powerful; unambiguous tree-structured user-interface for querying semistructured data. It emphasizes ease-of-use andprovides generic access to XML repositories. An implementation of this interface called thePathways Explorer has been built in the context of biological pathways. The implementationillustrates some basic capabilities; such as selection; projection; equijoins; and self-joins. Itbuilds efficient queries using SQL; and it has been shown that XQuery's performance wouldbe comparable. Future implementations might allow semantic client-side caching;aggregation and grouping; recursion; and set operations.,Scientific and Statistical Database Management; 2004. Proceedings. 16th International Conference on,2004,13
Querying heterogeneous land use data: problems and potential,Nancy Wiegand; ED Patterson; Naijun Zhou; Steve Ventura; Isabel F Cruz,Abstract The proposed Wisconsin Land Information System (WLIS) will be a statewideaccess mechanism for land related data. It will be a distributed Web-based system withheterogeneous data residing on local and state servers. One of the most important functionsfor WLIS is to integrate land use data across jurisdictions to enable decision-making forcomprehensive land use planning. Here; we describe the semantic problems of integratingland use codes. We then present the current state of our enhancements to an XML queryengine to provide query processing over heterogeneous data sets. We also briefly describethe integration of XML databases based on a declaratively specified mapping from eachdatabase to a central and expert-defined authority.,Proceedings of the 2002 annual national conference on Digital government research,2002,13
A user-centered interface for querying distributed multimedia databases,Isabel F Cruz; Kimberly M James,Abstract Facilitating information retrieval in the vastly growing realm of digital media hasbecome increasingly difficult. Delaunay MM seeks to assist all users in finding relevantinformation through an interactive interface that supports pre-and post-query refinement; anda customizable multimedia information display. This project leverages the strengths of visualquery languages with a resourceful framework to provide users with a single intuitiveinterface. The interface and its supporting framework are described in this paper.,ACM SIGMOD Record,1999,13
Special issue on graph visualization,IF Cruz; P Eades,*,*,1995,13
Pay-as-you-go multi-user feedback model for ontology matching,Isabel F Cruz; Francesco Loprete; Matteo Palmonari; Cosmin Stroe; Aynaz Taheri,Abstract Using our multi-user model; a community of users provides feedback in a pay-as-you-go fashion to the ontology matching process by validating the mappings found byautomatic methods; with the following advantages over having a single user: the effortrequired from each user is reduced; user errors are corrected; and consensus is reached.We propose strategies that dynamically determine the order in which the candidatemappings are presented to the users for validation. These strategies are based on mappingquality measures that we define. Further; we use a propagation method to leverage thevalidation of one mapping to other mappings. We use an extension of the AgreementMakerontology matching system and the Ontology Alignment Evaluation Initiative (OAEI)Benchmarks track to evaluate our approach. Our results show how Fmeasure and …,International Conference on Knowledge Engineering and Knowledge Management,2014,12
Spatial queries in disconnected mobile networks,Xinjuan Zhu; Bo Xu; Ouri Wolfson,Abstract In this paper we study in-network query processing in disconnected mobileenvironments; where both ad-hoc communication and infrastructure communication areavailable. Depending on how the infrastructure is utilized; various query-processingschemes are classified. Analytical models are developed to compute the average delay andthe average energy consumption for each of these schemes. Based on the analyticalmodels; the query processing schemes are compared under various environmentconditions. It is found that none of the studied schemes is optimal in all the conditions.Therefore the paper provides a method that allows the optimal scheme to be chosen for agiven set of environmental conditions.,Proceedings of the 16th ACM SIGSPATIAL international conference on Advances in geographic information systems,2008,12
Evolutionary Computation in Practice; volume 88 of Studies in Computational Intelligence,Tina Yu; Lawrence Davis; C Baydar; Rajkumar Roy,*,*,2008,12
A web query system for heterogeneous government data,Nancy Wiegand; Naijun Zhou; Isabel F Cruz; William Sunna,Abstract This paper describes a Web-based query system for semantically heterogeneousgovernment-produced data. Geospatial Web-based information systems and portals arecurrently being developed by various levels of government along with the GIS community.Typically; these sites provide data discovery and download capabilities but do not includethe ability to pose DBMS type queries. One of the main problems in querying distributedgovernment data sources is the difference in semantics used by various jurisdictions. Weextend work in schema integration by focusing on resolving semantics at the value level inaddition to the schema or attribute level. We illustrate our method using land use data; butthe method works for any domain having a heterogeneous set of values. Our work startsfrom an XML Web-based DBMS and adds functionality to accommodate heterogeneous …,Proceedings of the 2004 annual national conference on Digital government research,2004,12
Aligning the Parasite Experiment Ontology and the Ontology for Biomedical Investigations Using AgreementMaker.,Valerie Cross; Cosmin Stroe; Xueheng Hu; Pramit Silwal; Maryam Panahiazar; Isabel F Cruz; Priti Parikh; Amit P Sheth,Abstract. Tremendous amounts of data exist in life sciences along with many bio! ontologies.Though these databases contain important information about gene; proteins; functions; etc.;this information is not well utilized due to the heterogeneous formats of these databases.Therefore; ontology alignment (OA) is now very critical for life science domains. Our workutilizes AgreementMaker for OA and describes results; difficulties faced in the process; andlessons learned. We aligned two real! world ontologies; the Parasite Experiment Ontology(PEO) and the Ontology for Biomedical Investigations (OBI). The former is more application!oriented and the latter is a reference ontology for any biomedical or clinical investigations.Our study led to several enhancements to AgreementMaker: annotation profiling; mappingprovenance information; and tailored lexicon building. These enhancements; which are …,ICBO,2011,11
Extending XML web querying to heterogeneous geospatial information,Nancy Wiegand; Naijun Zhou; Stephen Ventura; Isabel F Cruz,Abstract This paper describes a Web-based query system for semantically heterogeneousgeospatial data. Our goal is to provide DBMS type query capabilities to a proposedstatewide land information system. One of the main problems in querying distributed localdata sources is the difference in semantics describing the characteristics (attributes) ofspatial objects between various jurisdictions. To address this problem; we developed amapping technique and tool to resolve semantics at the value level. Semantic resolution isincorporated into an XML Web-based DBMS. Our method works for any heterogeneous setof values; but we use land use codes from multiple classification systems as an example.,Proceedings of the 2003 annual national conference on Digital government research,2003,11
Delaunay/sup MM: a visual framework for multimedia presentation,Isabel F Cruz; Wendy T Lucas,We introduce a visualization framework called Delaunay/sup MM/for querying andpresenting multimedia information in distributed databases. Users can tailor the layout ofvirtual documents containing multimedia information at the same time as they specify theircontents in an intuitive yet formal way; using a Web-available interface. The data model thatwe propose is object-oriented; and the query and presentation languages are declarativeand incorporate layout constraints. Our framework encompasses the retrieval ofheterogeneous distributed information whose data model does not need to conform to theone used by Delaunay/sup MM/.,Visual Languages; 1997. Proceedings. 1997 IEEE Symposium on,1997,11
User-defined visual languages for querying data,Isabel F Cruz,Abstract doodle is the first language to be proposed for querying object-oriented databaseswith user-defined visual languages. A doodle program defines a visual language in a byexample fashion. In this paper we continue the preliminary expos'e on doodle (SIGMOD'92).We refine the language; and provide complex examples that illustrate the extensivecapabilities of doodle in a variety of applications. The contributions of doodle to other areasof Computer Science; such as constraint languages and graph drawing are also outlined.doodle explores the limits of declarative languages by making data and its manipulationvisual; while staying within the bounds of the formal database field. The formal basis ofdoodle motivates the study of visual expressiveness and points to further research. 1Introduction It has a been a long-standing claim that pictures convey information in ways …,*,1993,11
Visual Analytics for Ontology Matching Using Multi-linked Views.,Jillian Aurisano; Amruta Nanavaty; Isabel F Cruz,Abstract. Ontology matching is the key to data integration on the Semantic Web. Advancedontology matching systems incorporate a variety of algorithms. However; they do not alwaysguarantee a complete and correct alignment (set of mappings). Hence; user involvement inthe matching process is essential for complex ontologies. In this paper; we explore thepower of multi-linked views; where actions in one view affect the display of the other views;thereby extending significantly the state of the art in ontology matching visualization ingeneral and that of visual analytics for ontology matching in particular. A preliminaryassessment of our approach that uses the ontologies of the OAEI Conference Track points tothe effectiveness of our approach.,VOILA@ ISWC,2015,10
The problem of ontology alignment on the web: a first report,Davide Fossati; Gabriele Ghidoni; Barbara Di Eugenio; Isabel Cruz; Huiyong Xiao; Rajen Subba,Abstract This paper presents a general architecture and four algorithms that use NaturalLanguage Processing for automatic ontology matching. The proposed approach is purelyinstance based; ie; only the instance documents associated with the nodes of ontologies aretaken into account. The four algorithms have been evaluated using real world test data;taken from the Google and LookSmart online directories. The results show that NLPtechniques applied to instance documents help the system achieve higher performance.,Proceedings of the 2nd International Workshop on Web as Corpus,2006,10
Webware: a course about the Web,David Finkel; Isabel F Cruz,Abstract Sophisticated applications and software development on the Web demand anextensive and thorough understanding of a variety of computer science disciplines; as wellas providing their own set of issues. Therefore; we have created an advancedundergraduate computer science course called Webware: Computational Technology forNetwork Information Systems that builds upon and extends knowledge previously gatheredby the students. We describe its contents; our teaching experience; and address thechallenges of teaching both the foundations and current technological issues of Webprogramming.,ACM SIGCSE Bulletin,1999,10
GIVA: a semantic framework for geospatial and temporal data integration; visualization; and analytics,Isabel F Cruz; Venkat R Ganesh; Claudio Caletti; Pavan Reddy,Abstract The availability of a wide variety of geospatial datasets demands new mechanismsto perform their integrated analysis and visualization. In this demo paper; we describe oursemantic framework; GIVA; for Geospatial and temporal data Integration; Visualization; andAnalytics. Given a geographic region and a time interval; GIVA addresses the problem ofaccessing simultaneously several datasets and of establishing mappings between theunderlying concepts and instances; using automatic methods. These methods must considerseveral challenges; such as those that arise from heterogeneous formats; lack of metadata;and multiple spatial and temporal data resolutions. A web interface lets users interact with amap and select datasets to be integrated; displaying as a result reports where valuespertaining to different datasets are compared; analyzed; and visualized.,Proceedings of the 21st ACM SIGSPATIAL international conference on advances in geographic information systems,2013,9
Semantics and ontologies for EarthCube,Gary Berg-Cross; Isabel F Cruz; Michael Dean; Timothy Finin; Mark Gahegan; Pascal Hitzler; Hook Hau; Krzysztof Janowicz; Naicong Li; Philip Murphy; Bryce Nordgren; Leo Obrst; Mark Schildhauer; Amit P Sheth; Krishna Sinha; Anne Thessen; Nancy Wiegand; Ilya Zaslavasky,Abstract Semantic technologies and ontologies play an increasing role in scientific workflowsystems and knowledge infrastructures. While ontologies are mostly used for the semanticannotation of metadata; semantic technologies enable searching metadata catalogs beyondsimple keywords; with some early evidence of semantics used for data translation. However;the next generation of distributed and interdisciplinary knowledge infrastructures will requirecapabilities beyond simple subsumption reasoning over subclass relations. In this work; wereport from the EarthCube Semantics Community by highlighting which role semantics andontologies should play in the EarthCube knowledge infrastructure. We target the interesteddomain scientist and; thus; introduce the value proposition of semantic technologies in a non-technical language. Finally; we commit ourselves to some guiding principles for the …,*,2012,9
Query sentences as semantic (sub) networks,Joel Booth; Barbara Di Eugenio; Isabel F Cruz; Ouri Wolfson,This paper presents an approach for representing queries in natural language as semanticnetworks. The semantic representation is intended to facilitate the translation betweennatural language and database queries. A domain agnostic algorithm; based on shallowfeatures; is used to map a sentence to a sub-network of concepts within a larger ontology.This work focuses on transportation information systems and gives promising preliminaryresults.,Semantic Computing; 2009. ICSC'09. IEEE International Conference on,2009,9
CAR: controlled adjustment of routes and sensor networks lifetime,Goce Trajcevski; Oliviu Ghica; Peter Scheuermann,This work addresses the problem of extending the lifetime of a wireless sensor network;when a bounded delay on receiving the packets is acceptable for a given sink node. Thetemporal threshold for the Quality of Data (QoD) tolerance is specified with respect to thetime that it takes for the packets to travel from the source to the sink along an optimal route.For these settings; we propose a methodology that enables controlling the spatio-temporalload balancing among the sensors around the optimal route. Given the QoD threshold; weuse it to derive a set of parameterized Bezier curves which serve as alternate routesbetween the (source; sink) pair; relieving the nodes along the optimal route; while ensuringa bound on the delay of packets delivery. We provide experimental results whichdemonstrate that our proposed methodology can prolong the sensor networks' lifetime for …,Mobile Data Management; 2006. MDM 2006. 7th International Conference on,2006,9
A layered architecture for the exploration of heterogeneous information using coordinated views,Isabel F Cruz; Yuan Feng Huang,In a real-world decision support application; users often want to search data from varioussources according to some criteria; build a visualization based on the data being retrieved;and use the visualization to explore the data. With our approach; these activities aresupported within the same workspace. Views are dynamically created by binding each dataset to a visualization template according to the user's preferences. The resulting views arethen arranged into a larger coordinated view. In our layered architecture; dataflows throughthe layers becoming encapsulated inside of metadata that describes the visual attributesbeing added; this metadata determines both the individual views and the dynamicinteractions within a coordinated view. Dynamic interactions are implemented using amediated notification services architecture,Visual Languages and Human Centric Computing; 2004 IEEE Symposium on,2004,9
RDF-based metadata management in peer-to-peer systems,Huiyong Xiao; I Cruz,Abstract. Peer-to-Peer (P2P) data integration combines the P2P infrastructure with traditionalschema-based data integration techniques. One of the primary problems in this researcharea is the automation of the process of interoperation among heterogeneous data sources.To facilitate this process; metadata are used to add rich semantics to the data sources. In thispaper; we propose an RDF-based layered approach to data interoperation in a P2Penvironment. We use RDF and its vocabulary language RDFS for representation of data andmetadata; which are distributed in different peers. For the representation of the mappings ofmetadata from peer to peer (called P2P mappings); we propose a mapping language; whichis an RDF-based meta-ontology (called RDFMS) that enables metadata management in adecentralized way. We also discuss a thesaurus-based mapping process and query …,Proceedings of the 2nd IST Workshop on Metadata Management in Grid and P2P Systems (MMGPS); London,2004,9
Exploring a new approach to the alignment of ontologies,Isabel F Cruz; Afsheen Rajendran,Abstract We address the issue of data integration over semantically-heterogeneous datasources using an ontology-based integration mechanism. The semiautomatic techniquesthat we explore are directed to helping experts establish mappings between ontologiesusing a combination of manual methods; which are needed for the accuracy of themappings; and automatic methods; which facilitate the experts' tasks. We illustrate ourapproach using examples from a geospatial application for querying land use patterns in theState of Wisconsin.,ISWC Workshop on Semantic Web Technologies for Searching and Retrieving Scientific Data,2003,9
Object interoperability for geospatial applications,Paul W Calnan; Isabel F Cruz,Abstract. In this paper; we analyze a geospatial application for visualizing US electionresults in order to show the problems that need to be solved in the mapping betweendifferent XML representations and their conceptual models. We propose a framework thatprovides a number of core classes that allow applications to treat XML documents as graphsand to evaluate XPath expressions against such document graphs. We also propose amechanism that allows information to be exchanged between document types. Our goal is toultimately attain an overall framework for interoperation where maintenance problems areminimized. To achieve this; we anticipate the need for introducing metadata in the semanticlayer that will guide the translation process between document types.,Proceedings of the First International Conference on Semantic Web Working,2001,9
Tailorable information visualization,Isabel F Cruz,Abstract: Information visualization is emerging as one of the most important topics in human-computer interaction. Existing systems have been successful at providing automatic ways todisplay information using sophisticated rendering techniques (eg; 3D; animation). We arguefor tools with which users can adapt visualizations to the application at hand and to their ownpreferences. Ideally; such tools should combine user-defined displays with automaticallygenerated displays and be integrated with search mechanisms capable of accessing data ina variety of information bases (eg; digital libraries; the WWW; databases). A combined effortof researchers in human-computer interaction and in information systems is thereforeneeded.,ACM Computing Surveys (CSUR),1996,9
A visual approach to graph drawing,Isabel F Cruz; Roberto Tamassia; Pascal Van Hentenryck,Work in graph drawing has traditionally focused on algorithmic approaches; where thelayout of the graph is generated according to a prespecified set of general rules or aestheticcriteria (such as planarity or area minimization) that are embodied in an algorithm. Perhapsthe most sophisticated graph drawing system based on the algorithmic approach is the onedeveloped by Di Battista et al.| BBL92]; which maintains a large database of graph drawingalgorithms and is able to select the one best suited to the needs of the user. The algorithmicapproach is computationally efficient; however; it does not naturally support constraints; ie;requirements that the user may want to impose on the drawing of a specific graph (eg;clustering or aligning a given set of vertices). Previous work by Tamassia et al.|| TBB88|| hasshown the importance of satisfying constraints in graph drawing sys-tems; and has …,Graph Drawing,1993,9
Interactive Visualization of Large Ontology Matching Results.,Yiting Li; Cosmin Stroe; Isabel F Cruz,Abstract. We add to the widely used AgreementMaker system the capability to visualize theresults of matching large ontologies with a user interface that supports navigation andsearch of the ontologies. The interface also supports user intervention when using afeedback loop strategy where users validate candidate mappings that have been computedautomatically by matching algorithms. The interface further displays properties of theconcepts to facilitate the decision process.,VOILA@ ISWC,2015,8
Semantic extraction of geographic data from web tables for big data integration,Isabel F Cruz; Venkat R Ganesh; Seyed Iman Mirrezaei,Abstract There are millions of web tables with geographic data that are pertinent for big dataintegration in a variety of domain applications; such as urban sustainability; transportationnetworks; policy studies; and public health. These tables; however; are heterogeneous instructure; concepts; and metadata. One of the challenges in semantically extractinggeographic data is the need to resolve these heterogeneities so as to uncover a conceptualhierarchy; metadata associated with instances; and geographic information---correspondingrespectively to ontologies; elements that we call features; and cell values that can be used toidentify geographic coordinates. In this paper; we present an architecture with methods to:(1)extract feature-rich web tables;(2) identify features;(3) construct a schema and instancesusing RDF;(4) perform geocoding. Preliminary experiments led to high accuracy in table …,Proceedings of the 7th Workshop on Geographic Information Retrieval,2013,8
Application design and interoperability for managing personal information in the semantic desktop,Huiyong Xiao; Isabel F Cruz,Abstract. A number of semantic desktop frameworks have been proposed that addressdifferent issues in personal information management; including the organization;manipulation; and visualization of personal data. Our approach comprises a layered multi-ontology based framework; MOSE. In this paper; we describe how the architecture of MOSEsupports an application centered semantic approach to personal information management.In particular; we introduce a method based on the Model-View-Controller paradigm forpersonal information application (PIA) development; as enabled by the underlying semanticdata organization and specified by the PIA designer. We also introduce the notion ofparameterized channel and describe how it supports the interaction among multiplevisualizations in a PIA. We give a definition of desktop service based on the concept of …,Proceedings of the 5th International Conference on Semantic Desktop and Social Semantic Collaboration-Volume 202,2006,8
A Web query system for heterogeneous geospatial data,Nancy Wiegand; Naijun Zhou; Isabel F Cruz,This paper describes a Web-based query system for semantically heterogeneous geospatialdata. Although Web-based information systems are currently being developed by the GIScommunity to provide data discovery and download capabilities for distributed Web datasets; they do not include the ability to pose DBMS type queries over the data. We developeda system that provides DBMS querying and that also resolves semantic differences thatoccur in distributed sources. We are working in the context of a proposed statewide landinformation system.,Scientific and Statistical Database Management; 2003. 15th International Conference on,2003,8
Special issue on constraints; graphics and visualization,Isabel Cruz; Kim Marriott; Pascal van Hentenryck,*,Constraints,1998,8
Using a Visual Constraint Language for Data Display Specification.,Isabel F Cruz,Abstract In this paper we introduce the U-term language; a constraint-based language thathas a visual syntax; and allows for the declarative speci cation of the display of data. Otherfeatures of the U-term language include:(1) simplicity and genericity of the basicconstructs;(2) ability to specify a variety of displays (pie charts; bar charts; etc.);(3)compatibility with the object-oriented framework of the database language doodle.,PPCP,1993,8
Quality-based model for effective and robust multi-user pay-as-you-go ontology matching 1,Isabel F Cruz; Matteo Palmonari; Francesco Loprete; Cosmin Stroe; Aynaz Taheri,Abstract Using a pay-as-you-go strategy; we allow for a community of users to validate orinvalidate mappings obtained by an automatic ontology matching system using consensusfor each mapping. The ultimate objectives are effectiveness–improving the quality of theobtained alignment (set of mappings) measured in terms of F-measure as a function of thenumber of user interactions–and robustness–making the system as much as possibleimpervious to user validation errors. Our strategy consists of two major steps: candidatemapping selection; which ranks mappings based on their perceived quality so that users arepresented first with those mappings with lowest quality; and feedback propagation; whichseeks to validate or invalidate those mappings that are perceived to be similar to themappings already presented to the users for validation. The purpose of these two …,Semantic Web,2016,7
