Consistent query answers in inconsistent databases,Marcelo Arenas; Leopoldo Bertossi; Jan Chomicki,Abstract In this paper we consider the problem of the logical characterization of the notion ofconsistent answer in a relational database that may violate given integrity constraints. Thisnotion is captured in terms of the possible repaired versions of the database. A rnethod forcomputing consistent answers is given and its soundness and completeness (for someclasses of constraints and queries) proved. The method is based on an iterative procedurewhose termination for several classes of constraints is proved as well.,Proceedings of the eighteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,1999,824
Query languages for data exchange: Beyond unions of conjunctive queries,Marcelo Arenas; Pablo Barceló; Juan Reutter,Abstract The class of unions of conjunctive queries (UCQ) has been shown to be particularlywell-behaved for data exchange; its certain answers can be computed in polynomial time (interms of data complexity). However; this is not the only class with this property; the certainanswers to any Datalog program can also can be computed in polynomial time. The problemis that both UCQ and Datalog do not allow negated atoms; as adding an unrestricted form ofnegation to these languages yields to intractability. In this paper; we propose a languagecalled Datalog C (≠) that extends Datalog with a restricted form of negation; and study someof its fundamental properties. In particular; we show that the certain answers to a Datalog C(≠) program can be computed in polynomial time (in terms of data complexity); and thatevery union of conjunctive queries with at most one inequality or negated relational atom …,Theory of Computing Systems,2011,34
Composition with target constraints,Marcelo Arenas; Ronald Fagin; Alan Nash,Abstract It is known that the composition of schema mappings; each specified by source-to-target tgds (st-tgds); can be specified by a second-order tgd (SO tgd). We consider thequestion of what happens when target constraints are allowed. Specifically; we consider thequestion of specifying the composition of standard schema mappings (those specified by st-tgds; target egds; and a weakly-acyclic set of target tgds). We show that SO tgds; even withthe assistance of arbitrary source constraints and target constraints; cannot specify ingeneral the composition of two standard schema mappings. Therefore; we introduce source-to-target second-order dependencies (st-SO dependencies); which are similar to SO tgds;but allow equations in the conclusion. We show that st-SO dependencies (along with targetegds and target tgds) are sufficient to express the composition of every finite sequence of …,Proceedings of the 13th International Conference on Database Theory,2010,32
SemFacet: semantic faceted search over yago,Marcelo Arenas; Bernardo Cuenca Grau; Evgeny Kharlamov; Sarunas Marciuska; Dmitriy Zheleznyakov; Ernesto Jimenez-Ruiz,Abstract In this paper we demonstrate a system SemFacet; that is a proof of conceptprototype for our semantic faceted search approach. SemFacet is implemented on top of theYago knowledge base; powered by the OWL 2 RL triple store RDFox; and the full text searchengine Lucene. SemFacet has provided very encouraging results. Via logical reasoningSemFacet can automatically (i) extract facets;(ii) update the faceted query interface withfacets relevant for the current stage of the users query construction's session. SemFacetsupports faceted queries that are much more expressive than the ones of traditional facetedsearch applications; in particular SemFacet allows to (i) relate several collections ofdocuments; and (ii) change the focus of queries (and; thus; SemFacet provides control overthe documents in the query output to be displayed on the screen). Our approach is fully …,Proceedings of the 23rd International Conference on World Wide Web,2014,31
Composition and inversion of schema mappings,Marcelo Arenas; Jorge Pérez; Juan Reutter; Cristian Riveros,A schema mapping is a specification that describes how data from a source schema is to bemapped to a target schema. Schema mappings have proved to be essential for data-interoperability tasks such as data exchange and data integration. The research on this areahas mainly focused on performing these tasks. However; as Bernstein pointed out [7]; manyinformation-system problems involve not only the design and integration of complexapplication artifacts; but also their subsequent manipulation. Driven by this consideration;Bernstein proposed in [7] a general framework for managing schema mappings. In thisframework; mappings are usually specified in a logical language; and high-level algebraicoperators are used to manipulate them [7; 16; 33; 12; 8]. Two of the most fundamentaloperators in this framework are the composition and inversion of schema mappings …,ACM SIGMOD Record,2010,31
Inverting schema mappings: bridging the gap between theory and practice,Marcelo Arenas; Jorge Pérez; Juan Reutter; Cristian Riveros,Abstract The inversion of schema mappings has been identified as one of the fundamentaloperators for the development of a general framework for metadata management. In fact;during the last years three alternative notions of inversion for schema mappings have beenproposed (Fagin-inverse [10]; quasi-inverse [14] and maximum recovery [2]). However; theprocedures that have been developed for computing these operators have some featuresthat limit their practical applicability. First; these algorithms work in exponential time andproduce inverse mappings of exponential size. Second; these algorithms express inversesin some mappings languages which include features that are difficult to use in practice. Atypical example is the use of disjunction in the conclusion of the mapping rules; whichmakes the process of exchanging data much more complicated. In this paper; we propose …,Proceedings of the VLDB Endowment,2009,31
Consistency of XML specifications,Marcelo Arenas; Wenfei Fan; Leonid Libkin,Abstract Specifications of XML documents typically consist of typing information (forexample; a DTD); and integrity constraints (for example; keys and foreign keys). We showthat combining the two may lead to seemingly reasonable specifications that arenevertheless inconsistent: there is no XML document that both conforms to the DTD andsatisfies the constraints. We then survey results on the complexity of consistency checking;and show that; depending on the classes of DTDs and constraints involved; it ranges fromlinear time to undecidable. Furthermore; we show that for some of the most common classesof specifications checking consistency is intractable.,*,2005,30
SCDBR: An automated reasoner for specifications of database updates,Leopoldo Bertossi; Marcelo Arenas; Cristian Ferretti,Abstract In this paper we describe SCDBR; a system that is able to reason automaticallyfrom specifications of database updates written in the situation calculus; a first–orderlanguage originally proposed by John McCarthy for reasoning about actions and change.The specifications handledby the system are written in the formalism proposed by RayReiter for solving the frame problem that appears when one expresses the effects on thedatabase predicates of the execution of atomic transactions. SCDBR is written in PROLOG;and can solve several reasoning tasks; among others; it is able to derive the finalspecification from effect axioms; to answerqueries to virtually updated databases; to checklegality of transactions; to prove integrity constraints from the specification; to modifythespecification in order to embed a desired integrity constraint; and to answer historical …,Journal of Intelligent Information Systems,1998,30
Faceted search over RDF-based knowledge graphs,Marcelo Arenas; Bernardo Cuenca Grau; Evgeny Kharlamov; Šarūnas Marciuška; Dmitriy Zheleznyakov,Abstract Knowledge graphs such as Yago and Freebase have become a powerful asset forenhancing search; and are being intensively used in both academia and industry. Manyexisting knowledge graphs are either available as Linked Open Data; or they can beexported as RDF datasets enhanced with background knowledge in the form of an OWL 2ontology. Faceted search is the de facto approach for exploratory search in many onlineapplications; and has been recently proposed as a suitable paradigm for querying RDFrepositories. In this paper; we provide rigorous theoretical underpinnings for faceted searchin the context of RDF-based knowledge graphs enhanced with OWL 2 ontologies. Weidentify well-defined fragments of SPARQL that can be naturally captured using facetedsearch as a query paradigm; and establish the computational complexity of answering …,Web Semantics: Science; Services and Agents on the World Wide Web,2016,26
Exchanging description logic knowledge bases,Marcelo Arenas; Elena Botoeva; Diego Calvanese; Vladislav Ryzhikov; Evgeny Sherkhonov,Abstract In this paper; we study the problem of exchanging knowledge between a sourceand a target knowledge base (KB); connected through mappings. Differently from thetraditional database exchange setting; which considers only the exchange of data; we areinterested in exchanging implicit knowledge. As representation formalism we useDescription Logics (DLs); thus assuming that the source and target KBs are given as a DLTBox+ ABox; while the mappings have the form of DL TBox assertions. We study theproblem of translating the knowledge in the source KB according to these mappings. Wedefine a general framework of KB exchange; and address the problems of representingimplicit source information in the target; and of computing different kinds of solutions; ie;target KBs with specified properties; given a source KB and a mapping. We develop first …,*,2012,24
OBDA: query rewriting or materialization? In practice; both!,Juan F Sequeda; Marcelo Arenas; Daniel P Miranker,Abstract Given a source relational database; a target OWL ontology and a mapping from thesource database to the target ontology; Ontology-Based Data Access (OBDA) concernsanswering queries over the target ontology using these three components. This paperpresents the development of Ultrawrap OBDA; an OBDA system comprising bidirectionalevaluation; that is; a hybridization of query rewriting and materialization. We observe that bycompiling the ontological entailments as mappings; implementing the mappings as SQLviews and materializing a subset of the views; the underlying SQL optimizer is able toreduce the execution time of a SPARQL query by rewriting the query in terms of the viewsspecified by the mappings. To the best of our knowledge; this is the first OBDA systemsupporting ontologies with transitivity by using SQL recursion. Our contributions include …,International Semantic Web Conference,2014,20
Regular languages of nested words: Fixed points; automata; and synchronization,Marcelo Arenas; Pablo Barceló; Leonid Libkin,Abstract Nested words are a restriction of the class of visibly pushdown languages thatprovide a natural model of runs of programs with recursive procedure calls. The usualconnection between monadic second-order logic (MSO) and automata extends from wordsto nested words and gives us a natural notion of regular languages of nested words. In thispaper we look at some well-known aspects of regular languages–their characterization viafixed points; deterministic and alternating automata for them; and synchronization fordefining regular relations–and extend them to nested words. We show that mu-calculus is asexpressive as MSO over finite and infinite nested words; and the equivalence holds; moregenerally; for mu-calculus with past modalities evaluated in arbitrary positions in a word; notonly in the first position. We introduce the notion of alternating automata for nested words …,*,2007,20
Revisiting blank nodes in RDF to avoid the semantic mismatch with SPARQL,Marcelo Arenas; Mariano Consens; Alejandro Mallea,Page 1. Revisiting Blank Nodes in RDF to Avoid the Semantic Mismatch with SPARQL MarceloArenas1 Mariano Consens2 Alejandro Mallea1;3 1 Pontificia Universidad Católica de Chile 2University of Toronto 3 University of California San Diego June 26; 2010 M. Arenas; M. Consens;A. Mallea – Revisiting Blank Nodes in RDF 1 / 16 Page 2. Outline Motivation …,RDF Next Steps Workshop,2010,19
Foundations of modern graph query languages,Renzo Angles; Marcelo Arenas; Pablo Barceló; Aidan Hogan; Juan Reutter; Domagoj Vrgoc,Abstract: We survey foundational features underlying modern graph query languages. Wefirst discuss two popular graph data models: edge-labelled graphs; where nodes areconnected to other nodes by directed; labelled edges; and property graphs; where nodesand edges can have attributes. Next we discuss the two most basic graph queryingfunctionalities: graph patterns and navigational expressions. We start with graph patterns; inwhich a graph-structured query is matched against the data. Thereafter we discussnavigational expressions; in which patterns can be matched recursively against the graph tonavigate paths of arbitrary length; we give an overview of what kinds of expressions havebeen proposed; and how such expressions can be combined with graph patterns. We alsodiscuss a variety of semantics under which queries using the previous features can be …,arXiv preprint arXiv:1610.06264,2016,18
Querying semantic data on the web?,Marcelo Arenas; Claudio Gutierrez; Daniel P Miranker; Jorge Pérez; Juan F Sequeda,The Semantic Web is the initiative of the W3C to make information on the Web readable notonly by humans but also by machines. RDF is the data model for Semantic Web data; andSPARQL is the standard query language for this data model. In recent years; we havewitnessed a constant growth in the amount of RDF data available on the Web; which hasmotivated the theoretical study of fundamental aspects of RDF and SPARQL. The goal of thispaper is two-fold: to introduce SPARQL; which is a fundamental technology for thedevelopment of the Semantic Web; and to present some interesting and non-trivial problemson RDF data management at a Web scale; that we think the database community shouldaddress.,ACM SIGMOD Record,2013,18
Combining temporal logics for querying XML documents,Marcelo Arenas; Pablo Barceló; Leonid Libkin,Abstract Close relationships between XML navigation and temporal logics have beendiscovered recently; in particular between logics LTL and CTL* and XPath navigation; andbetween the μ-calculus and navigation based on regular expressions. This opened up thepossibility of bringing model-checking techniques into the field of XML; as documents arenaturally represented as labeled transition systems. Most known results of this kind;however; are limited to Boolean or unary queries; which are not always sufficient forcomplex querying tasks. Here we present a technique for combining temporal logics tocapture n-ary XML queries expressible in two yardstick languages: FO and MSO. We showthat by adding simple terms to the language; and combining a temporal logic for wordstogether with a temporal logic for unary tree queries; one obtains logics that select …,International Conference on Database Theory,2007,18
Towards semantic faceted search,Marcelo Arenas; Bernardo Cuenca Grau; Evgeny Evgeny; Sarunas Marciuska; Dmitriy Zheleznyakov,Abstract In this paper we present limitations of conventional faceted search in the way data;facets; and queries are modelled. We discuss how these limitations can be addressed withSemantic Web technologies such as RDF; OWL 2; and SPARQL 1.1. We also present asystem; SemFacet; that is a proof-of-concept prototype of our approach implemented on topof Yago knowledge base; powered by the OWL 2 RL triple store RDFox; and the full textsearch engine Lucene.,Proceedings of the 23rd International Conference on World Wide Web,2014,16
The language of plain SO-tgds: Composition; inversion and structural properties,Marcelo Arenas; Jorge Pérez; Juan Reutter; Cristian Riveros,Abstract The problems of composing and inverting schema mappings specified by source-to-target tuple-generating dependencies (st-tgds) have attracted a lot of attention; as they are offundamental importance for the development of Bernsteinʼs metadata managementframework. In the case of the composition operator; a natural semantics has been proposedand the language of second-order tuple generating dependencies (SO-tgds) has beenidentified as the right language to express it. In the case of the inverse operator; severalsemantics have been proposed; most notably the maximum recovery; the only inversenotion that guarantees that every mapping specified by st-tgds is invertible. Unfortunately;less attention has been paid to combining both operators; which is the motivation of thispaper. More precisely; we start our investigation by showing that SO-tgds are not good for …,Journal of Computer and System Sciences,2013,15
An Extension of SPARQL for RDFS,Marcelo Arenas; Claudio Gutierrez; Jorge Pérez,Abstract RDF Schema (RDFS) extends RDF with a schema vocabulary with a predefinedsemantics. Evaluating queries which involve this vocabulary is challenging; and there is notyet consensus in the Semantic Web community on how to define a query language forRDFS. In this paper; we introduce a language for querying RDFS data. This language isobtained by extending SPARQL with nested regular expressions that allow to navigatethrough an RDF graph with RDFS vocabulary. This language is expressive enough toanswer SPARQL queries involving RDFS vocabulary; by directly traversing the input graph.,*,2008,15
Discovering XSD keys from XML data,Marcelo Arenas; Jonny Daenen; Frank Neven; Martin Ugarte; Jan Van Den Bussche; Stijn Vansummeren,Abstract A great deal of research into the learning of schemas from XML data has beenconducted in recent years to enable the automatic discovery of XML schemas from XMLdocuments when no schema or only a low-quality one is available. Unfortunately; and instrong contrast to; for instance; the relational model; the automatic discovery of even thesimplest of XML constraints; namely XML keys; has been left largely unexplored in thiscontext. A major obstacle here is the unavailability of a theory on reasoning about XML keysin the presence of XML schemas; which is needed to validate the quality of candidate keys.The present article embarks on a fundamental study of such a theory and classifies thecomplexity of several crucial properties concerning XML keys in the presence of an XSD;like; for instance; testing for consistency; boundedness; satisfiability; universality; and …,ACM Transactions on Database Systems (TODS),2014,14
A principled approach to bridging the gap between graph data and their schemas,Marcelo Arenas; Gonzalo Díaz; Achille Fokoue; Anastasios Kementsietsidis; Kavitha Srinivas,Abstract Although RDF graph data often come with an associated schema; recent studieshave proven that real RDF data rarely conform to their perceived schemas. Since a numberof data management decisions; including storage layouts; indexing; and efficient queryprocessing; use schemas to guide the decision making; it is imperative to have an accuratedescription of the structuredness of the data at hand (how well the data conform to theschema). In this paper; we have approached the study of the structuredness of an RDFgraph in a principled way: we propose a framework for specifying structuredness functions;which gauge the degree to which an RDF graph conforms to a schema. In particular; we firstdefine a formal language for specifying structuredness functions with expressions we callrules. This language allows a user to state a rule to which an RDF graph may fully or …,Proceedings of the VLDB Endowment,2014,14
Exchanging OWL 2 QL knowledge bases,Marcelo Arenas; Elena Botoeva; Diego Calvanese; Vladislav Ryzhikov,Abstract Knowledge base exchange is an important problem in the area of data exchangeand knowledge representation; where one is interested in exchanging information betweena source and a target knowledge base connected through a mapping. In this paper; westudy this fundamental problem for knowledge bases and mappings expressed in OWL 2QL; the profile of OWL 2 based on the description logic DL-LiteR. More specifically; weconsider the problem of computing universal solutions; identified as one of the mostdesirable translations to be materialized; and the problem of computing UCQ-representations; which optimally capture in a target TBox the information that can beextracted from a source TBox and a mapping by means of unions of conjunctive queries. Forthe former we provide a novel automata-theoretic technique; and complexity results that …,*,2013,14
Hypothetical temporal queries in databases,Marcelo Arenas; Leopoldo Bertossi,Abstract This paper considers the problem of posing and answering hypothetical temporalqueries to databases. The queries are hypothetical in the sense that we pose a query to avirtually updated database; and the query is answered on the basis of the initial; physicaldatabase and the list of transactions that virtually update the database. The queries aretemporal in the sense that they refer to possibly all the states along which the databaseevolves from the initial database and the nal virtual state. The possibility of answering suchqueries relies on a speci cation of the dynamics of the database augmented with a specication of the dynamics of auxiliary tables that have their origin in the temporal subformulas ofthe query and encode the history of the database. Queries are posed in rst order pasttemporal logic. These functionalities are implemented in SCDBR; an automated reasoner …,Proceedings “ACM SIGMOD/PODS 5th International Workshop on Knowledge Representation meets Databases (KRDB’98): Innovative Application Programming and Query Interfaces,1998,13
Knowledge base exchange,Marcelo Arenas; Elena Botoeva; Diego Calvanese,Abstract. In this paper; we study the problem of exchanging knowledge between twoknowledge bases (KBs) connected through mappings; with a special interest in exchangingimplicit knowledge; not only data like in the traditional database exchange setting. Asrepresentation formalism we use Description Logics (DL) that exhibit a reasonable tradeoffbetween expressive power and complexity of reasoning. Thus; we assume that the sourceand target KBs are given as a DL TBox+ ABox; while the mappings have the form of DLTBox assertions. We study the problem of translating the knowledge in the source KBaccording to these mappings. We define a general framework of KB exchange; and specifythe problems of computing and representing different kinds of solutions; ie; target KBs withspecified properties; given a source KB and a mapping. We then develop first results and …,24th International Workshop on Description Logics,2011,12
Federation and Navigation in SPARQL 1.1,Marcelo Arenas; Jorge Pérez,Abstract SPARQL is now widely used as the standard query language for RDF. Since therelease of its first version in 2008; the W3C group in charge of the standard has beenworking on extensions of the language to be included in the new version; SPARQL 1.1.These extensions include several interesting and very useful features for querying RDF. Inthis paper; we survey two key features of SPARQL 1.1: Federation and navigationcapabilities. We first introduce the SPARQL standard presenting its syntax and formalsemantics. We then focus on the formalization of federation and navigation in SPARQL 1.1.We analyze some classical theoretical problems such as expressiveness and complexity;and discuss algorithmic properties. Moreover; we present some important recentlydiscovered issues regarding the normative semantics of federation and navigation in …,Reasoning Web International Summer School,2012,11
Research directions for principles of data management (abridged),Serge Abiteboul; Marcelo Arenas; Pablo Barceló; Meghyn Bienvenu; Diego Calvanese; Claire David; Richard Hull; Eyke Hüllermeier; Benny Kimelfeld; Leonid Libkin; Wim Martens; Tova Milo; Filip Murlak; Frank Neven; Magdalena Ortiz; Thomas Schwentick; Julia Stoyanovich; Jianwen Su; Dan Suciu; Victor Vianu; Ke Yi,In April 2016; a community of researchers working in the area of Principles of DataManagement (PDM) joined in a workshop at the Dagstuhl Castle in Germany. The workshopwas organized jointly by the Executive Committee of the ACM Symposium on Principles ofDatabase Systems (PODS) and the Council of the International Conference on DatabaseTheory (ICDT). The mission of the workshop was to identify and explore some of the mostimportant research directions that have high relevance to society and to Computer Sciencetoday; and where the PDM community has the potential to make significant contributions.This article presents a summary of the report created by the workshop [4]. That reportdescribes the family of research directions that the workshop focused on from threeperspectives: potential practical relevance; results already obtained; and research …,ACM SIGMOD Record,2017,10
On directly mapping relational databases to rdf and owl (extended version),Juan F Sequeda; Marcelo Arenas; Daniel P Miranker,Abstract: Mapping relational databases to RDF is a fundamental problem for thedevelopment of the Semantic Web. We present a solution; inspired by draft methods definedby the W3C where relational databases are directly mapped to RDF and OWL. Given arelational database schema and its integrity constraints; this direct mapping produces anOWL ontology; which; provides the basis for generating RDF instances. The semantics ofthis mapping is defined using Datalog. Two fundamental properties are informationpreservation and query preservation. We prove that our mapping satisfies both conditions;even for relational databases that contain null values. We also consider two desirableproperties: monotonicity and semantics preservation. We prove that our mapping ismonotone and also prove that no monotone mapping; including ours; is semantic …,arXiv preprint arXiv:1202.3667,2012,10
Representability in DL-Liter knowledge base exchange,Marcelo Arenas; Elena Botoeva; Diego Calvanese; Vladislav Ryzhikov; Evgeny Sherkhonov,Knowledge base exchange can be considered as a generalization of data exchange inwhich the aim is to exchange between a source and a target connected through mappings;not only explicit knowledge; ie; data; but also implicit knowledge in the form of axioms. Suchproblem has been investigated recently using Description Logics (DLs) as representationformalism; thus assuming that the source and target KBs are given as a DL TBox+ ABox;while the mappings have the form of DL TBox assertions. In this paper we are interested inthe problem of representing a given source TBox by means of a target TBox that captures atbest the intensional information in the source. In previous work; results on representabilityhave been obtained for DL-LiteRDF S; a DL corresponding to the FOL fragment of RDFS.We extend these results to the positive fragment of DL-LiteR; in which; differently from DL …,*,2012,10
Foundations of RDF Databases; Reasoning Web. Semantic Technologies for Information Systems: 5th International Summer School 2009; Brixen-Bressanone; Italy;...,Marcelo Arenas; Claudio Gutierrez; Jorge Pérez,*,*,2009,10
Enabling Faceted Search over OWL 2 with SemFacet.,Marcelo Arenas; Bernardo Cuenca Grau; Evgeny Kharlamov; Sarunas Marciuska; Dmitriy Zheleznyakov,Abstract. Lots of applications nowadays rely on RDF; OWL 2; and SPARQL 1.1 for storing;publishing and querying data. However; SPARQL 1.1 is not targeted towards end-users; andsuitable query interfaces are needed. Faceted search is a prominent approach to facilitateend-users query formulation which is widely used in information systems. This approachwas recently adapted to the context of RDF; however; the proposed solutions lack rigoroustheoretical underpinning and essentially ignore OWL 2 axioms. We develop a cleantheoretical framework for faceted search that accounts for both RDF data and OWL 2 axioms.We implemented and tested some of our solutions in the SemFacet platform.,OWLED,2014,8
On the Decidability of Consistent Query Answering.,Marcelo Arenas; Leopoldo E Bertossi,Abstract. Consistent query answering (CQA) is about formally characterizing and computingsemantically correct answers to queries posed to a database that may fail to satisfy certainintegrity constraints. In this paper; we revisit the decidability status of consistent queryanswering by considering different parameters of the problem as input to the decisionproblem. More specifically; we obtain some new results about the undecidability andcombined complexity of CQA.,AMW,2010,8
Sparqlbye: Querying rdf data by example,Gonzalo Diaz; Marcelo Arenas; Michael Benedikt,Abstract Semantic Web technologies such as RDF and its query language; SPARQL; offerthe possibility of opening up the use of public datasets to a great variety of ordinary users.But a key obstacle to the use of open data is the unfamiliarity of users with the structure ofdata or with SPARQL. To deal with these issues; we introduce a system for querying RDFdata by example. At its core is a technique for reverse-engineering SPARQL queries byexample. We demonstrate how reverse engineering along with other techniques; such asquery relaxation; enables our system; SPARQLByE; to guide users who are unfamiliar withboth the dataset and with SPARQL to the desired query and result set.,Proceedings of the VLDB Endowment,2016,7
Reverse engineering SPARQL queries,Marcelo Arenas; Gonzalo I Diaz; Egor V Kostylev,Abstract Semantic Web systems provide open interfaces for end-users to access data via apowerful high-level query language; SPARQL. But users unfamiliar with either the details ofSPARQL or properties of the target dataset may find it easier to query by example--giveexamples of the information they want (or examples of both what they want and what they donot want) and let the system reverse engineer the desired query from the examples. Thisapproach has been heavily used in the setting of relational databases. We provide here aninvestigation of the reverse engineering problem in the context of SPARQL. We first providea theoretical study; formalising variants of the reverse engineering problem and giving tightbounds on its complexity. We next explain an implementation of a reverse engineering toolfor positive examples. An experimental analysis of the tool shows that it scales well in the …,Proceedings of the 25th International Conference on World Wide Web,2016,7
Query language-based inverses of schema mappings: semantics; computation; and closure properties,Marcelo Arenas; Jorge Pérez; Juan Reutter; Cristian Riveros,Abstract The inversion of schema mappings has been identified as one of the fundamentaloperators for the development of a general framework for metadata management. During thelast few years; three alternative notions of inversion for schema mappings have beenproposed (Fagin-inverse (Fagin; TODS 32 (4); 25: 1–25: 53; 2007); quasi-inverse (Fagin etal.; TODS 33 (2); 11: 1–11: 52; 2008); and maximum recovery (Arenas et al.; TODS 34 (4);22: 1–22: 48; 2009)). However; these notions lack some fundamental properties that limittheir practical applicability: most of them are expressed in languages including features thatare difficult to use in practice; some of these inverses are not guaranteed to exist formappings specified with source-to-target tuple-generating dependencies (st-tgds); and it hasbeen futile to search for a meaningful mapping language that is closed under any of these …,The VLDB Journal,2012,7
Direct mapping of relational data to RDF. W3C Working Draft 24 March 2011,M Arenas; E Prud’hommeaux; J Sequeda,*,*,*,7
A framework for annotating CSV-like data,Marcelo Arenas; Francisco Maturana; Cristian Riveros; Domagoj Vrgoč,Abstract In this paper; we propose a simple and expressive framework for adding metadatato CSV documents and their noisy variants. The framework is based on annotating parts ofthe document that can be later used to read; query; or exchange the data. The core of ourframework is a language based on extended regular expressions that are used for selectingdata. These expressions are then combined using a set of rules in order to annotate thedata. We study the computational complexity of implementing our framework and present anefficient evaluation algorithm that runs in time proportional to its output and linear in its input.As a proof of concept; we test an implementation of our framework against a large number ofreal world datasets and show that it can be efficiently used in practice.,Proceedings of the VLDB Endowment,2016,6
On Faceted Search over Knowledge Bases.,Bernardo Cuenca Grau; Evgeny Kharlamov; Dmitriy Zheleznyakov; Marcelo Arenas; Sarunas Marciuska,Motivation An increasing number of applications rely on RDF [2] and SPARQL 1.1 [3] forstoring; publishing; and querying semistructured data. The functionality of many suchapplications is enhanced with OWL 2 ontologies [1]; which are used to provide a conceptuallayer on top of data and enrich query answers with implicit information. Although the growingpopularity of RDF; OWL 2; and SPARQL 1.1 has been accompanied by the development ofbetter and better query answering engines; writing SPARQL 1.1 queries is not well-suited forthe majority of users. Thus; an important challenge is the development of simple yet powerfulquery interfaces that capture welldefined fragments of SPARQL 1.1. Faceted search is aprominent approach for accessing document collections that allows users to narrow downsearch results by incrementally applying filters; called facets; on the annotations …,Description Logics,2014,6
An Extension of SPARQL for RDFS; Semantic Web; Ontologies and Databases: VLDB Workshop; SWDB-ODBIS 2007; Vienna; Austria; September 24; 2007; Revise...,Marcelo Arenas; Claudio Gutierrez; Jorge Pérez,*,*,2008,6
Design principles for XML data,Marcelo Arenas,Page 1. Design Principles for XML Data by Marcelo Arenas A thesis submitted in conformity withthe requirements for the degree of Doctor of Philosophy Graduate Department of ComputerScience University of Toronto Copyright cс 2005 by Marcelo Arenas Page 2. Abstract DesignPrinciples for XML Data Marcelo Arenas Doctor of Philosophy Graduate Department of ComputerScience University of Toronto 2005 In this dissertation; we take a first step towards the designand normalization theory for XML documents. We start by noticing that while in the relationalworld the criteria for being well designed are very intuitive; they become more obscure whenone moves to XML. Thus; our first contribution is to provide a tool for testing when a conditionon a database design; specified as a normal form; corresponds to a good design. We use …,*,2005,6
Foundations of Modern Query Languages for Graph Databases,Renzo Angles; Marcelo Arenas; Pablo Barceló; Aidan Hogan; Juan Reutter; Domagoj Vrgoč,Abstract We survey foundational features underlying modern graph query languages. Wefirst discuss two popular graph data models: edge-labelled graphs; where nodes areconnected by directed; labelled edges; and property graphs; where nodes and edges canfurther have attributes. Next we discuss the two most fundamental graph queryingfunctionalities: graph patterns and navigational expressions. We start with graph patterns; inwhich a graph-structured query is matched against the data. Thereafter; we discussnavigational expressions; in which patterns can be matched recursively against the graph tonavigate paths of arbitrary length; we give an overview of what kinds of expressions havebeen proposed and how they can be combined with graph patterns. We also discuss severalsemantics under which queries using the previous features can be evaluated; what …,ACM Computing Surveys (CSUR),2017,5
A completely automatic direct mapping of relational databases to RDF and OWL,Juan F Sequeda; Marcelo Arenas; Daniel P Miranker,Abstract. Integrating relational databases with the Semantic Web can be accomplish bymeans of two primary approaches: automatic direct mapping or developers detailingapplication specific mappings. Both approaches are the subject of the W3C RelationalDatabase to RDF (RDB2RDF) Working Group. Intuitively; a direct mapping is a default andautomatic way to translate a relational database schema and its content to OWL and RDF. Inthis poster; we present a specification; expressed in Datalog; of a direct mapping inspired bythe current Direct Mapping draft of the W3C RDB2RDF Working Group. We are currentlystudying four fundamental properties: monotonicity; information preservation; querypreservation and semantics preservation. In particular; we observe that the combination ofthese properties needs to be addressed very carefully.,International World Wide Web Conference Committee (IW3C2).–2012. Lyon; France.–16-20 April.–ACM,2011,5
Database Programming Languages,Marcelo Arenas; Michael I Schwartzbach,*,*,2007,5
Query evaluation in almost consistent databases using residues,Marcelo Arenas; Leopoldo Bertossi; Jan Chomicki,The authors consider the problem of logical characterization of the notion of correct answersin a relational database that may violate given integrity constraints. This notion is captured interms of the possible repaired versions of the database. A computational counterpart of thesemantic notion is provided in terms of the reconstruction of the database as a deductivedatabase to which concepts and techniques from semantic query optimization are appliedwith the purpose of computing correct answers.,Computer Science; 1998. SCCC'98. XVIII International Conference of the Chilean Society of,1998,5
Knowledge base exchange: The case of OWL 2 QL,Marcelo Arenas; Elena Botoeva; Diego Calvanese; Vladislav Ryzhikov,Abstract In this article; we define and study the problem of exchanging knowledge betweena source and a target knowledge base (KB); connected through mappings. Differently fromthe traditional database exchange setting; which considers only the exchange of data; weare interested in exchanging implicit knowledge. As representation formalism we useDescription Logics (DLs); thus assuming that the source and target KBs are given as a DLTBox+ ABox; while the mappings have the form of DL TBox assertions. We define a generalframework of KB exchange; and study the problem of translating the knowledge in thesource KB according to the mappings expressed in OWL 2 QL; the profile of the standardWeb Ontology Language OWL 2 based on the description logic DL-Lite R. We developnovel game-and automata-theoretic techniques; and we provide complexity results that …,Artificial Intelligence,2016,4
Ontology-based data access using views,Juan F Sequeda; Marcelo Arenas; Daniel P Miranker,Abstract The OWL 2 QL profile; which is based on DL-LiteR; has been designed so thatquery answering is possible using relational database technology via query rewriting.Unfortunately; given a query Q posed in terms of an OWL 2 QL ontology O; the size of therewritten query; Q o; which can be evaluated directly on the relational database; is worstcase exponential wrt the size of Q and O [1]. This means that the computation and evaluationof Q o can be costly. Recent research focuses on creating rewriting algorithms thatgenerates Q o with a smaller size [3].,International Conference on Web Reasoning and Rule Systems,2012,4
