How is the weather tomorrow?: towards a benchmark for the cloud,Carsten Binnig; Donald Kossmann; Tim Kraska; Simon Loesing,Abstract Traditionally; the goal of benchmarking a software system is to evaluate itsperformance under a particular workload for a fixed configuration. The most prominentexamples for evaluating transactional database systems as well as other components on top(such as a application-servers or web-servers) are the various TPC benchmarks. In thispaper we argue that traditional benchmarks (like the TPC benchmarks) are not sufficient foranalyzing the novel cloud services. Moreover; we present some initial ideas how such a newbenchmark should look like that fits better to the characteristics of cloud computing (eg;scalability; pay-per-use and fault-tolerance). The main challenge of such a new benchmarkis to make the reported results comparable because different providers offer differentservices with different capabilities and guarantees.,Proceedings of the Second International Workshop on Testing Database Systems,2009,180
A-Tree: A Bounded Approximate Index Structure,Alex Galakatos; Michael Markovitch; Carsten Binnig; Rodrigo Fonseca; Tim Kraska,Abstract: Index structures are one of the most important tools that DBAs leverage in order toimprove the performance of analytics and transactional workloads. However; with theexplosion of data that is constantly being generated in a wide variety of domains includingautonomous vehicles; Internet of Things (IoT) devices; and E-commerce sites; buildingseveral indexes can often become prohibitive and consume valuable system resources. Infact; a recent study has shown that indexes created as part of the TPC-C benchmark canaccount for 55% of the total memory available in a state-of-the-art in-memory DBMS. Thisoverhead consumes valuable and expensive main memory; and limits the amount of spacethat a database has available to store new data or process existing data. In this paper; wepresent a novel approximate index structure called A-Tree. At the core of our index is a …,arXiv preprint arXiv:1801.10207,2018,1
Revisiting reuse for approximate query processing,Alex Galakatos; Andrew Crotty; Emanuel Zgraggen; Carsten Binnig; Tim Kraska,Abstract Visual data exploration tools allow users to quickly gather insights from newdatasets. As dataset sizes continue to increase; though; new techniques will be necessary tomaintain the interactivity guarantees that these tools require. Approximate query processing(AQP) attempts to tackle this problem and allows systems to return query results at" humanspeed." However; existing AQP techniques start to break down when confronted with ad hocqueries that target the tails of the distribution. We therefore present an AQP formulation thatcan provide low-error approximate results at interactive speeds; even for queries over raresubpopulations. In particular; our formulation treats query results as random variables inorder to leverage the ample opportunities for result reuse inherent in interactive dataexploration. As part of our approach; we apply a variety of optimization techniques that …,Proceedings of the VLDB Endowment,2017,1
IncMap: A Journey towards Ontology-based Data Integration,Christoph Pinkel; Carsten Binnig; Ernesto Jimenez-Ruiz; Evgeny Kharlamov; Andriy Nikolov; Andreas Schwarte; Christian Heupel; Tim Kraska,Ontology-based data integration (OBDI) allows users to federate over heterogeneous datasources using a semantic rich conceptual data model. An important challenge in ODBI is thecuration of mappings between the data sources and the global ontology. In the last years;we have built IncMap; a system to semi-automatically create mappings between relationaldata sources and a global ontology. IncMap has since been put into practice; both foracademic and in industrial applications. Based on the experience of the last years; we haveextended the original version of IncMap in several dimensions to enhance the mappingquality:(1) IncMap can detect and leverage semantic-rich patterns in the relational datasources such as inheritance for the mapping creation.(2) IncMap is able to leveragereasoning rules in the ontology to overcome structural differences from the relational data …,*,2017,1
Spotlytics: How to Use Cloud Market Places for Analytics?,Tim Kraska; Elkhan Dadashov; Carsten Binnig,In contrast to fixed-priced cloud computing services; Amazon's Spot market uses a demand-driven pricing model for renting out virtual machine instances. This allows for remarkablesavings when used intelligently. However; a peculiarity of Amazon's Spot market is; thatmachines can suddenly be taken away from the user if the price on the market increases.This can be considered as a distinct form of a machine failure. In this paper; we first analyzeAmazon's current spot market rules and based on the results develop a general marketmodel. This model is valid for Amazon's current Spot service but also many potentialvariations of it; as well as other cloud computing markets. Using the developed marketmodel; we then make recommendations on how to deploy analytical systems with thefollowing three fault-tolerance/recovery strategies: re-execution as used by traditional …,*,2017,1
HILDA 2016 Workshop: A Report.,Arnab Nandi; Alan Fekete; Carsten Binnig,Abstract The first annual workshop “Human-in-the-Loop Data Analytics”(HILDA) was held onJune 26; 2016 in association with ACM SIGMOD in San Francisco. The workshop sparkedsome excellent conversations between speakers and attendees from many disciplinesspanning both industry and academia; and covered a variety of sub-themes related tohuman-in-the-loop data challenges.,IEEE Data Eng. Bull.,2016,1
SOMM: industry oriented ontology management tool,Evgeny Kharlamov; Bernardo Cuenca Grau; Ernesto Jimenez-Ruiz; Steffen Lamparter; Gulnar Mehdi; Martin Ringsquandl; Yavor Nenov; Stephan Grimm; Mikhail Roshchin; Ian Horrocks; Evgeny Kharlamov; Bernardo Cuenca Grau; Ernesto Jimenez-Ruiz; Steffen Lamparter; Gulnar Mehdi; Martin Ringsquandl; Yavor Nenov; Stephan Grimm; Mikhail Roshchin; Ian Horrocks; Yujiao Zhou; Bernardo Cuenca Grau; Yavor Nenov; Mark Kaminski; Ian Horrocks; Yavor Nenov; Robert Piro; Boris Motik; Ian Horrocks; Zhe Wu; Jay Banerjee; Yujiao Zhou; Yavor Nenov; Bernardo Cuenca Grau; Ian Horrocks; Boris Motik; Yavor Nenov; Robert Piro; Ian Horrocks; Yujiao Zhou; Bernardo Cuenca Grau; Yavor Nenov; Ian Horrocks; Boris Motik; Yavor Nenov; Robert Edgar Felix Piro; Ian Horrocks; Boris Motik; Yavor Nenov; Robert Edgar Felix Piro; Ian Horrocks; Yujiao Zhou; Yavor Nenov; Bernardo Cuenca Grau; Ian Horrocks; Yujiao Zhou; Yavor Nenov; Bernardo Cuenca Grau; Ian Horrocks; Mark Kaminski; Yavor Nenov; Bernardo Cuenca Grau; Mark Kaminski; Yavor Nenov; Bernardo Cuenca Grau; Mark Kaminski; Yavor Nenov; Bernardo Cuenca Grau; Boris Motik; Yavor Nenov; Robert Piro; Ian Horrocks; Dan Olteanu; Boris Motik; Yavor Nenov; Robert Piro; Ian Horrocks; Dan Olteanu; Yujiao Zhou; Yavor Nenov; Bernardo Cuenca Grau; Ian Horrocks; Yavor Nenov,Publications; by bibtex; Department of Computer Science; Oxford; Yavor Nenov.,Proc. of International Semantic Web Conference (ISWC); Posters and Demonstrations Track,2015,1
DoomDB: kill the query,Carsten Binnig; Abdallah Salama; Erfan Zamanian,Abstract Typically; fault-tolerance in parallel database systems is handled by restarting aquery completely when a node failure happens. However; when deploying a paralleldatabase on a cluster of commodity machines or on IaaS offerings such as Amazon's SpotInstances; node failures are a common case. This requires a more fine-granular fault-tolerance scheme. Therefore; most recent parallel data management platforms such asHadoop or Shark use a fine-grained fault-tolerance scheme; which materializes allintermediate results in order to be able to recover from mid-query faults. While such a fine-grained fault-tolerance scheme is able to efficiently handle node failures for complex andlong-running queries; it is not optimal for short-running latency-sensitive queries since theadditional costs for materialization often outweigh the costs for actually executing the …,Proceedings of the 2014 ACM SIGMOD International Conference on Management of Data,2014,1
Experience Gained in the Development of a Route Planner for Mobile End Devices.,Andreas Schmidt; Carsten Binnig,EXPERIENCE GAINED IN THE DEVELOPMENT OF A ROUTE PLANNER FOR MOBILE ENDDEVICES Andreas Schmidt; Carsten Binnig Institute for Applied Computer Sciences ForschungszentrumKarlsruhe Postfach 3640 76021 Karlsruhe Germany {schmidt; binnig}@iai.fzk.de ABSTRACTIn the mobile information society; location-based services play an increasingly important role[1]. These services are to be accessed by users with a mobile end device (mobile phone; personaldigital assistant or smart phone) for the use of city maps; route planning; navigation; trafficinformation; etc. Mobile end devices; however; do not have a computing power or storage capacitycomparable to those of a personal computer or laptop. These deficits can be bypassed by employingspecial methods in the development of the respective applications. The present article outlinesthe experience gained in the development of a prototype for route computation in public …,Communications; Internet; and Information Technology,2002,1
DeepVizdom: Deep Interactive Data Exploration,Carsten Binnig; Kristian Kersting; Alejandro Molina; Emanuel Zgraggen,ABSTRACT We make a case for a new generation of interactive data exploration systemsthat seamlessly integrate deep models as first-class citizens into the data exploration stack.Based on three case studies; we argue that this not only enables users to gain much deeperinsights into a broader range of data sets but also helps to improve the performance andquality of existing data exploration systems.,*,2018,*
Appreciation to distributed and parallel databases reviewers,Ailidani Ailijiang; Murat Ali Bayir; Nihat Altiparmak; Douglas Alves Peixoto; Vaibhav Arora; Ira Assent; Manos Athanassoulis; Erman Ayday; Samira Babalou; Mehdi Bahrami; Madhushi Bandara; Fuat Basik; Kaustubh Beedkar; Ladjel Bellatreche; Carsten Binnig; Klemens Böhm; Angela Bonifati; Vanessa Braganholo; Guadalupe Canahuate; Alberto Cano; Lei Cao; Nicholas Car; Fabio Casati; Aniket Chakrabarti; Lijun Chang; Aleksey Charapko; Shimin Chen; Ling Chen; Yu Cheng; Fei Chiang; Byron Choi; Bin Cui; Khuzaima Daudjee; Engin Demir; Murat Demirbas; Anton Dignoes; Bailu Ding; Xiaofeng Ding; Jaeyoung Do; Bin Dong; Hai Dong; Laurent D’orazio; Ahmed Eldawy; Iman Elghandour; Mohammed Eunus Ali; Liyue Fan,For helping us deliver timely decisions to our authors; the Editor-in-Chief and Publisherwould like to thank the following individuals who contributed their reviews between January1; 2017 and December 31; 2017. We applaud all your efforts and dedication to thecommunity,*,2018,*
RODI: Benchmarking relational-to-ontology mapping generation quality,Ian Horrocks Christoph Pinkel; Carsten Binnig; Ernesto Jiménez-Ruiz; Evgeny Kharlamov; Wolfgang May; Andriy Nikolov; Ana Sasa Bastinos; Martin G. Skjæveland; Alessandro Solimando; Mohsen Taheriyan; Christian Heupel,*,Semantic Web Journal,2018,*
Towards Interactive Curation & Automatic Tuning of ML Pipelines,Carsten Binnig; Benedetto Buratti; Yeounoh Chung; Cyrus Cousins; Dylan Ebert; Tim Kraska; Zeyuan Shang; Isabella Tromba; Eli Upfal; Linnan Wang; Robert Zeleznik; Emanuel Zgraggen,*,1st Inaugural Conference on Systems ML (SysML),2018,*
What you see is not what you get!: Detecting Simpson's Paradoxes during Data Exploration,Yue Guo; Carsten Binnig; Tim Kraska,Abstract Visual data exploration tools; such as Vizdom or Tableau; significantly simplify dataexploration for domain experts and; more importantly; novice users. These tools allow todiscover complex correlations and to test hypotheses and differences between variouspopulations in an entirely visual manner with just a few clicks; unfortunately; often ignoringeven the most basic statistical rules. For example; there are many statistical pitfalls that auser can" tap" into when exploring data sets. As a result of this experience; we started tobuild QUDE [1]; the first system to Quantifying the Uncertainty in Data Exploration; which ispart of Brown's Interactive Data Exploration Stack (called IDES). The goal of QUDE is toautomatically warn and; if possible; protect users from common mistakes during the dataexploration process. In this paper; we focus on a different type of error; the Simpson's …,Proceedings of the 2nd Workshop on Human-In-the-Loop Data Analytics,2017,*
SiliconDB: rethinking DBMSs for modern heterogeneous co-processor environments,Kayhan Dursun; Carsten Binnig; Ugur Cetintemel; Robert Petrocelli,Abstract In the last decade; the work centered around specialized co-processors for DBMSshas largely focused on efficient query processing algorithms for individual operators.However; a major limitation of existing co-processor systems is the PCI bottleneck; whichseverely limits the efficient use of this type of hardware in current systems. In recent years;we have seen the emergence of a new class of co-processor systems that includespecialized accelerators; implemented as ASICs or FPGAs; which co-reside with the CPU onthe same socket. Here we revisit DBMS architectures in this context; and take an initial steptowards the design of a new database system called SiliconDB that targets these newdensely integrated heterogeneous co-processor environments.,Proceedings of the 13th International Workshop on Data Management on New Hardware,2017,*
Safe Visual Data Exploration,Zheguang Zhao; Emanuel Zgraggen; Lorenzo De Stefani; Carsten Binnig; Eli Upfal; Tim Kraska,Abstract Exploring data via visualization has become a popular way to understand complexdata. Features or patterns in visualization can be perceived as relevant insights by users;even though they may actually arise from random noise. Moreover; interactive dataexploration and visualization recommendation tools can examine a large number ofobservations; and therefore result in further increasing chance of spurious insights. Thuswithout proper statistical control; the risk of false discovery renders visual data explorationunsafe and makes users susceptible to questionable inference. To address these problems;we present QUDE; a visual data exploration system that interacts with users to formulatehypotheses based on visualizations and provides interactive control of false discoveries.,Proceedings of the 2017 ACM International Conference on Management of Data,2017,*
Interactive Data Analytics for the Humanities,Iryna Gurevych; Christian M Meyer; Carsten Binnig; Johannes Fürnkranz; Kristian Kersting; Stefan Roth; Edwin Simpson,Abstract. In this vision paper; we argue that current solutions to data analytics are notsuitable for complex tasks from the humanities; as they are agnostic of the user and focusedon static; predefined tasks with large-scale benchmarks. Instead; we believe that the humanmust be put into the loop to address small data scenarios that require expert domainknowledge and fluid; incrementally defined tasks; which are common for many humanitiesuse cases. Besides the main challenges; we discuss existing and urgently requiredsolutions to interactive data acquisition; model development; model interpretation; andsystem support for interactive data analytics. In the envisioned interactive systems; humanusers not only provide annotations to a machine learner; but train a model by using thesystem and demonstrating the task. The learning system will actively query the user for …,*,2017,*
The ETH Zurich systems group and enterprise computing center,Gustavo Alonso; Donald Kossmann; Timothy Roscoe; Nesime Tatbul; Andrew Baumann; Carsten Binnig; Peter Fischer; Oriana Riva; Jens Teubner,Computer science is facing a fundamental paradigm shift. Multicore architectures;application virtualization; and cloud computing each present on their own radical departuresin the way software is built; deployed; and operated. Taken together; these trends frame ascenario that makes sense from many points of view (usability; scalability; flexibility;development cost) but is also radically different from what we know today. It is fair to say thata coherent answer to the challenges raised by the combination of these trends has yet toemerge from either academia or industry. From an academic perspective; these challengesare particularly difficult because they imply a considerable departure from establishedprocedures. To start with; multicore computers; the virtualization of computing platforms; andthe replacement of the one-computer-one-local-copy-ofa-program approach by cloud …,ACM SIGMOD Record,2009,*
The SIKOSA method-Support of the industrial software production by methodically integrated software engineering processes,Daniel Weiss; Jorn Kaack; Stefan Kirn; Maike Gilliot; Lutz Lowis; Gunter Mueller; Andrea Herrmann; Carsten Binnig; Timea Illes; Barbara Paech; Donald Kossman,*,Wirtschaftsinformatik,2007,*
Screen Shot 2017-03-13 at 5.15. 39 PM,Sam Madden; Jane Greenberg; Carsten Binnig; Tim Kraska; Danny Weitzner; Sam Grabus,Summary A part of the NSF Big Data regional innovation hub program; the Northeast hub; isaddressing key data sharing challenges by:• Creating a licensing model for data thatfacilitates sharing data that is not necessarily open or free between different organizations;•Developing a prototype data sharing software platform; ShareDB; which will enforces theterms and restrictions of the developed licenses; and• Developing and integrating relevantmetadata that will accompany the datasets shared under the different licenses; making themeasily searchable and interpretable.,*,*,*
Data Engineering,Abdallah Salama; Carsten Binnig; Tim Kraska; Ansgar Scherp; Tobias Ziegler; Animesh Trivedi Stuedi; Jonas Pfefferle; Radu Stoica; Bernard Metzler; Nikolas Ioannou; Ioannis Koltsidas; Xiaoyi Lu; Dipti Shankar; Dhabaleswar K DK Panda; Chinmay Kulkarni; Aniraj Kesavan; Robert Ricci; Ryan Stutsman,The Technical Committee on Data Engineering held an election last fall for chair of the TC.The voting deadline was December 22 of last year. The candidates were Xiaofang Zhou andErich Neuhold. My thanks both candidates for being willing to run. Being chair of theTechnical Committee is largely invisible; but it is an important responsibility for the successof the data engineering community. The winner; with 69% of the vote is the current chair;Xiaofang Zhou; who has now won his second term. Congratulations to Xiaofang for hiselectoral victory. Xiaofang knows what the job entails; is experienced in doing it; and does itwell. I very much appreciate Xiaofang's efforts and his continued involvement; both at theTCDE and at the Computer Society more widely.,*,*,*
ICDE 2017 Reviewers,Yannis Papakonstantinou; Lei Chen; Reynold Cheng; Wolfgang Gatterbauer; Bingsheng He; Stratos Idreos; Christopher Jermaine; Chen Li; Gerome Miklau; Tamer Özsu; Olga Papaemmanouil; Evimaria Terzi; Eugene Wu; Ashraf Aboulnaga; Alex Alves; Amazon Gabriel Antoniu; INRIA Arvind Arasu; Andrey Balmin; Workday Zhifeng Bao; Sumita Barahmand; Srikanta Bedathur; Carsten Binnig; Spyros Blanas; Marco Brambilla; Stephane Bressan; K Selcuk Candan; Zhao Cao; James Cheng; Fei Chiang; Panos K Chrysanthis; Philippe Cudre-Mauroux,ICDE 2017 Program Committee Chairs Yannis Papakonstantinou; University of California; SanDiego Yanlei Diao; Ecole Polytechnique; France; and University of Massachusetts; Amherst …ICDE 2017 Area Chairs Lei Chen; Hong Kong University of Science and Technology ReynoldCheng; University of Hong Kong Wolfgang Gatterbauer; Carnegie Mellon University BingshengHe; National University of Singapore Stratos Idreos; Harvard University ChristopherJermaine; Rice University Chen Li; University of California Irvine Gerome Miklau; University ofMassachusetts Tamer Özsu; University of Waterloo Olga Papaemmanouil; Brandeis UniversityEvimaria Terzi; Boston University Eugene Wu; Columbia University … ICDE 2017 Program CommitteeAshraf Aboulnaga; Qatar Computing Research Institute Alex Alves; Amazon Gabriel Antoniu;INRIA Arvind Arasu; Microsoft Research Andrey Balmin; Workday Zhifeng Bao; RMIT …,*,*,*
Data Engineering,Aditya Parameswarany; Akash Das Sarma; Vipul Venkataramani; Olga Papaemmanouil; Yanlei Diao; Kyriaki Dimitriadou; Liping Peng; Philipp Eichmann; Emanuel Zgraggen; Zheguang Zhao; Carsten Binnig; Tim Kraska; Michael R Anderson; Dolan Antenucci; Michael Cafarella,Abstract As one of the successful forms of using Wisdom of Crowd; crowdsourcing; has beenwidely used for many human intrinsic tasks; such as image labeling; natural languageunderstanding; market predication and opinion mining. Meanwhile; with advances inpervasive technology; mobile devices; such as mobile phones; tablets; and PDA; havebecome extremely popular. These mobile devices can work as sensors to collect varioustypes of data; such as pictures; videos; audios and texts. Therefore; in crowdsourcing; arequester can unitize power of mobile devices and their location information to ask for datarelated a specific location; subsequently; the mobile users who would like to perform the taskwill travel to the target location and collect the data (videos; audios; or pictures); which isthen sent to the requester. This type of crowdsourcing is called spatial crowdsourcing …,*,*,*
Program Committees,Adam Belloum; Adriana Iamnitchi; Adrien Lèbre; Ajay Deshpande; Albert Levi; Alexandra Carpen-Amarie; Alexandru Costan; Alexandru Iosup; Ali R Butt; Alvaro Navas; Amr Alasaad; Ana-Maria Oprescu; Andre Brinkmann; Andrea Perego; Andres Martinez; Angel Kuri-Morales; Anirban Basu; B Annappa; Anne-Cécile Orgerie; Apostolos Papageorgiou; Athanasios Vasilakos; Ben Liang; Ben Smyth; Bingsheng He; Bo Yang; Bogdan Nicolae; Bruce Hendrickson; Carmelo Ragusa; Carmen Fernández-Gago; Carson K Leung; Carsten Binnig; Chandra Sekaran; Chang Hong Lin; Chen Jin; Chendong Li; Cheng-Kang Chu; Chi-Hung Chi; Ching-Seh Wu; Christophe Cerin; Chuliang Weng; Chunming Hu; Claudio Martella; Craig Lee; Dan Reed; Dana Petcu,Main Conference Adam Belloum; University of Amsterdam Adriana Iamnitchi; University of SouthFlorida Adrien Lèbre; Ecole des Mines Ajay Deshpande; IBM Albert Levi; Sabanci UniversityAlexandra Carpen-Amarie; Vienna University of Technology Alexandru Costan; INRIA AlexandruIosup; Delft University of Technology Ali R. Butt; Virginia Tech Alvaro Navas; Santander BankCentre for Open Middleware Amr Alasaad; The University of British Columbia Ana-MariaOprescu; Vrije University Andre Brinkmann; Johannes Gutenberg-Universität Mainz AndreaPerego; European Commission - Joint Research Centre Andres Martinez; Google AngelKuri-Morales; ITAM Anirban Basu; Tokai University Annappa B; NITK Anne-Cécile Orgerie; Institutde Recherche en Informatique et Systèmes Aléatoires Apostolos Papageorgiou; NEC Lab AthanasiosVasilakos; Kuwait University Ben Liang; University of Toronto Ben Smyth; INRIA Paris …,*,*,*
I-Store: Data Management for Fast Networks,Carsten Binnig; Ugur Cetintemel; Tim Kraska; Stan Zdonik; Erfan Zamanian; Andrew Crotty,Motivation: Existing distributed data management systems typically assume that the networkis a major bottleneck [10]. Consequently; avoiding remote data transfers is an importantdesign aspect of existing systems. In extreme cases; this has lead to system designs; whichexplicitly do not support certain distributed operations (eg; BigTable only supports joins if theinner table contains less than 8 MB of data). A common design principle; however; is tominimize remote data transfer by the two following techniques: First; existing systems try tofind an optimal partitioning scheme to co-partition data in order to avoid remote datatransfers for operations such as joins or to avoid distributed transactions. Second; locality-aware scheduling strategies aim to increase data-locality by shipping computation to thenodes where the data is stored. However; these techniques still result in major limitations …,*,*,*
Generierung Relevanter Testdatenbanken,Carsten Binnig,Abstract: In heutigen Softwareentwicklungsprojekten ist das Testen eine der kostenundzeitintensivsten Tätigkeiten. Wie ein aktueller Bericht des NIST [RTI02] zeigt; verursachtenSoftwarefehler in den USA im Jahr 2000 zwischen 22; 2 und 59; 5 Milliarden Dollar anKosten. Demzufolge wurden in den letzten Jahren verschiedene Methoden und Werkzeugeentwickelt; um diese hohen Kosten zu reduzieren. Viele dieser Werkzeuge dienen dazu dieverschiedenen Testaufgaben (zB das Erzeugen von Testfällen; die Ausführung vonTestfällen und das Uberprüfen der Testergebnisse) zu automatisieren. Jedoch existieren nurwenige Forschungsarbeiten zur Automatisierung der Tests von Datenbankanwendungen(wie zB eines E-Shops) bzw. von relationalen Datenbankmanagementsystemen (DBMS).Die diesem Artikel zugrunde liegende Doktorarbeit diskutiert ein wichtiges Problem aus …,Gesellschaft für Informatik eV (GI) publishes this series in order to make available to a broad public recent findings in informatics (ie computer science and informa-tion systems); to document conferences that are organized in co-operation with GI and to publish the annual GI Award dissertation.,*,*
