High weight fraction surfactant solubilization of single-wall carbon nanotubes in water,MF Islam; E Rojas; DM Bergey; AT Johnson; AG Yodh,We report a simple process to solubilize high weight fraction single-wall carbon nanotubesin water by the nonspecific physical adsorption of sodium dodecylbenzene sulfonate. Thediameter distribution of nanotubes in the dispersion; measured by atomic force microscopy;showed that even at 20 mg/mL∼ 63±5% of single-wall carbon nanotube bundles exfoliatedinto single tubes. A measure of the length distribution of the nanotubes showed that ourdispersion technique reduced nanotube fragmentation.,Nano letters,2003,1861
Chemical vapor deposition of boron nitride nanosheets on metallic substrates via decaborane/ammonia reactions,Shahana Chatterjee; Zhengtang Luo; Muharrem Acerce; Douglas M Yates; AT Charlie Johnson; Larry G Sneddon,A simple CVD method; employing the thermally induced reactions of ammonia withdecaborane; has been found to generate boron nitride nanosheets (BNNS) onpolycrystalline nickel and copper foils. Most of the BNNS deposited on Ni were two-or three-layered; however; some regions were thicker; containing up to six BN layers.,Chemistry of materials,2011,53
Monolayer single-crystal 1T′-MoTe2 grown by chemical vapor deposition exhibits weak antilocalization effect,Carl H Naylor; William M Parkin; Jinglei Ping; Zhaoli Gao; Yu Ren Zhou; Youngkuk Kim; Frank Streller; Robert W Carpick; Andrew M Rappe; Marija Drndic; James M Kikkawa; AT Charlie Johnson,Growth of transition metal dichalcogenide (TMD) monolayers is of interest due to theirunique electrical and optical properties. Films in the 2H and 1T phases have been widelystudied but monolayers of some 1T′-TMDs are predicted to be large-gap quantum spinHall insulators; suitable for innovative transistor structures that can be switched via atopological phase transition rather than conventional carrier depletion [Qian et al. Science2014; 346; 1344− 1347]. Here we detail a reproducible method for chemical vapordeposition of monolayer; single-crystal flakes of 1T′-MoTe2. Atomic force microscopy;Raman spectroscopy; X-ray photoelectron spectroscopy; and transmission electronmicroscopy confirm the composition and structure of MoTe2 flakes. Variable temperaturemagnetotransport shows weak antilocalization at low temperatures; an effect seen in …,Nano letters,2016,52
Scalable; non-invasive glucose sensor based on boronic acid functionalized carbon nanotube transistors,Mitchell B Lerner; Nicholas Kybert; Ryan Mendoza; Romain Villechenon; Manuel A Bonilla Lopez; AT Charlie Johnson,We developed a scalable; label-free all-electronic sensor for D-glucose based on a carbonnanotube transistor functionalized with pyrene-1-boronic acid. This sensor responds toglucose in the range 1 μ M–100 mM; which includes typical glucose concentrations inhuman blood and saliva. Control experiments establish that functionalization with theboronic acid provides high sensitivity and selectivity for glucose. The devices show bettersensitivity than commercial blood glucose meters and could represent a general strategy tobloodless glucose monitoring by detecting low concentrations of glucose in saliva.,Applied Physics Letters,2013,50
Gas sensing properties of single conducting polymer nanowires and the effect of temperature,Yaping Dan; Yanyan Cao; Tom E Mallouk; Stephane Evoy; AT Charlie Johnson,Abstract We measured the electronic properties and gas sensing responses of template-grown poly (3; 4-ethylenedioxythiophene)/poly (styrenesulfonate)(PEDOT/PSS)-basednanowires. The nanowires had a'striped'structure (gold–PEDOT/PSS–gold); and weretypically 8 µm long (1 µm–6 µm–1 µm for the sections; respectively) and 220 nm in diameter.Single-nanowire devices were contacted with pre-fabricated gold electrodes usingdielectrophoretic assembly. A polymer conductivity of 11.5±0.7 S cm− 1 and a contactresistance of 27.6±4 kΩ were inferred from measurements on nanowires of varying lengthand diameter. The nanowire sensors detected a variety of odors; with rapid response andrecovery (seconds). The response (ΔR/R) varied as a power law with analyte concentration.The power law exponent was found to increase with the molecular weight of the analyte …,Nanotechnology,2009,44
Correlating atomic structure and transport in suspended graphene nanoribbons,Zhengqing John Qi; Julio A Rodríguez-Manzo; Andrés R Botello-Méndez; Sung Ju Hong; Eric A Stach; Yung Woo Park; Jean-Christophe Charlier; Marija Drndić; AT Charlie Johnson,Graphene nanoribbons (GNRs) are promising candidates for next generation integratedcircuit (IC) components; this fact motivates exploration of the relationship betweencrystallographic structure and transport of graphene patterned at IC-relevant length scales (<10 nm). We report on the controlled fabrication of pristine; freestanding GNRs with widths assmall as 0.7 nm; paired with simultaneous lattice-resolution imaging and electrical transportcharacterization; all conducted within an aberration-corrected transmission electronmicroscope. Few-layer GNRs very frequently formed bonded-bilayers and were remarkablyrobust; sustaining currents in excess of 1.5 μA per carbon bond across a 5 atom-wideribbon. We found that the intrinsic conductance of a sub-10 nm bonded bilayer GNR scaledwith width as G BL (w)≈ 3/4 (e 2/h) w; where w is the width in nanometers; while a …,Nano letters,2014,43
Raman shifts in electron-irradiated monolayer MoS2,William M Parkin; Adrian Balan; Liangbo Liang; Paul Masih Das; Michael Lamparski; Carl H Naylor; Julio A Rodríguez-Manzo; AT Charlie Johnson; Vincent Meunier; Marija Drndić,We report how the presence of electron-beam-induced sulfur vacancies affects first-orderRaman modes and correlate the effects with the evolution of the in situ transmission-electronmicroscopy two-terminal conductivity of monolayer MoS2 under electron irradiation. Weobserve a red-shift in the E′ Raman peak and a less pronounced blue-shift in the A′ 1peak with increasing electron dose. Using energy-dispersive X-ray spectroscopy andselected-area electron diffraction; we show that irradiation causes partial removal of sulfurand correlate the dependence of the Raman peak shifts with S vacancy density (a few%).This allows us to quantitatively correlate the frequency shifts with vacancy concentration; asrationalized by first-principles density functional theory calculations. In situ device currentmeasurements show an exponential decrease in channel current upon irradiation. Our …,ACS nano,2016,42
High-performance symmetric electrochemical capacitor based on graphene foam and nanostructured manganese oxide,Abdulhakeem Bello; Omobosede O Fashedemi; Joel N Lekitima; Mopeli Fabiane; David Dodoo-Arhin; Kenneth I Ozoemena; Yury Gogotsi; Alan T Charlie Johnson; Ncholu Manyala,We have fabricated a symmetric electrochemical capacitor with high energy and powerdensities based on a composite of graphene foam (GF) with∼ 80 wt% of manganese oxide(MnO2) deposited by hydrothermal synthesis. Raman spectroscopy and X-ray diffractionmeasurements showed the presence of nanocrystalline MnO2 on the GF; while scanningand transmission electron microscopies showed needle-like manganese oxide coated andanchored onto the surface of graphene. Electrochemical measurements of the compositeelectrode gave a specific capacitance of 240 Fg− 1 at a current density of 0.1 Ag− 1 forsymmetric supercapacitors using a two-electrode configuration. A maximum energy densityof 8.3 Whkg− 1 was obtained; with power density of 20 kWkg− 1 and no capacitance lossafter 1000 cycles. GF is an excellent support for pseudo-capacitive oxide materials such …,AIP Advances,2013,42
Differentiation of complex vapor mixtures using versatile DNA–carbon nanotube chemical sensor arrays,Nicholas J Kybert; Mitchell B Lerner; Jeremy S Yodh; George Preti; AT Charlie Johnson,Vapor sensors based on functionalized carbon nanotubes (NTs) have shown great promise;with high sensitivity conferred by the reduced dimensionality and exceptional electronicproperties of the NT. Critical challenges in the development of NT-based sensor arrays forchemical detection include the demonstration of reproducible fabrication methods andfunctionalization schemes that provide high chemical diversity to the resulting sensors. Here;we outline a scalable approach to fabricating arrays of vapor sensors consisting of NT fieldeffect transistors functionalized with single-stranded DNA (DNA-NT). DNA-NT sensors werehighly reproducible; with responses that could be described through equilibriumthermodynamics. Target analytes were detected even in large backgrounds of volatileinterferents. DNA-NT sensors were able to discriminate between highly similar molecules …,ACS nano,2013,40
Scalable production of highly sensitive nanosensors based on graphene functionalized with a designed G protein-coupled receptor,Mitchell B Lerner; Felipe Matsunaga; Gang Hee Han; Sung Ju Hong; Jin Xi; Alexander Crook; Jose Manuel Perez-Aguilar; Yung Woo Park; Jeffery G Saven; Renyu Liu; AT Charlie Johnson,We have developed a novel; all-electronic biosensor for opioids that consists of anengineered μ-opioid receptor protein; with high binding affinity for opioids; chemicallybonded to a graphene field-effect transistor to read out ligand binding. A variant of thereceptor protein that provided chemical recognition was computationally redesigned toenhance its solubility and stability in an aqueous environment. A shadow mask process wasdeveloped to fabricate arrays of hundreds of graphene transistors with average mobility of∼1500 cm2 V–1 s–1 and yield exceeding 98%. The biosensor exhibits high sensitivity andselectivity for the target naltrexone; an opioid receptor antagonist; with a detection limit of 10pg/mL.,Nano letters,2014,37
Volatile biomarkers from human melanoma cells,Jae Kwak; Michelle Gallagher; Mehmet Hakan Ozdener; Charles J Wysocki; Brett R Goldsmith; Amaka Isamah; Adam Faranda; Steven S Fakharzadeh; Meenhard Herlyn; AT Charlie Johnson; George Preti,Abstract Dogs can identify; by olfaction; melanoma on the skin of patients or melanomasamples hidden on healthy subjects; suggesting that volatile organic compounds (VOCs)from melanoma differ from those of normal skin. Studies employing gas chromatography–mass spectrometry (GC–MS) and gas sensors reported that melanoma-related VOCsdiffered from VOCs from normal skin sources. However; the identities of the VOCs thatdiscriminate melanoma from normal skin were either unknown or likely derived fromexogenous sources. We employed solid-phase micro-extraction; GC–MS and single-stranded DNA-coated nanotube (DNACNT) sensors to examine VOCs from melanoma andnormal melanocytes. GC–MS revealed dozens of VOCs; but further analyses focused oncompounds most likely of endogenous origin. Several compounds differed between …,Journal of Chromatography B,2013,36
Toward quantifying the electrostatic transduction mechanism in carbon nanotube molecular sensors,Mitchell B Lerner; James M Resczenski; Akshay Amin; Robert R Johnson; Jonas I Goldsmith; AT Charlie Johnson,Despite the great promise of carbon nanotube field-effect transistors (CNT FETs) forapplications in chemical and biochemical detection; a quantitative understanding of sensorresponses is lacking. To explore the role of electrostatics in sensor transduction;experiments were conducted with a set of highly similar compounds designed to adsorbonto the CNT FET via a pyrene linker group and take on a set of known charge states underambient conditions. Acidic and basic species were observed to induce threshold voltageshifts of opposite sign; consistent with gating of the CNT FET by local charges due toprotonation or deprotonation of the pyrene compounds by interfacial water. The magnitudeof the gate voltage shift was controlled by the distance between the charged group and theCNT. Additionally; functionalization with an uncharged pyrene compound showed a …,Journal of the American Chemical Society,2012,36
Direct observation of metal–insulator transition in single-crystalline germanium telluride nanowire memory devices prior to amorphization,Pavan Nukala; Rahul Agarwal; Xiaofeng Qian; Moon Hyung Jang; Sajal Dhara; Karthik Kumar; AT Charlie Johnson; Ju Li; Ritesh Agarwal,Structural defects and their dynamics play an important role in controlling the behavior ofphase-change materials (PCM) used in low-power nonvolatile memory devices. However;not much is known about the influence of disorder on the electronic properties of crystallinePCM prior to a structural phase-change. Here; we show that the application of voltagepulses to single-crystalline GeTe nanowire memory devices introduces structural disorder inthe form of dislocations and antiphase boundaries (APB). The dynamic evolution and pile-upof APBs increases disorder at a local region of the nanowire; which electronically transformsit from a metal to a dirty metal to an insulator; while still retaining single-crystalline long-range order. We also observe that close to this metal–insulator transition; precise controlover the applied voltage is required to create an insulating state; otherwise the system …,Nano letters,2014,35
Graphene-protein bioelectronic devices with wavelength-dependent photoresponse,Ye Lu; Mitchell B Lerner; Zhengqing John Qi; Joseph J Mitala Jr; Jong Hsien Lim; Bohdana M Discher; AT Charlie Johnson,We implemented a nanoelectronic interface between graphene field effect transistors (FETs)and soluble proteins. This enables production of bioelectronic devices that combinefunctionalities of the biomolecular and inorganic components. The method serves to linkpolyhistidine-tagged proteins to graphene FETs using the tag itself. Atomic force microscopyand Raman spectroscopy provide structural understanding of the bio/nano hybrid; current-gate voltage measurements are used to elucidate the electronic properties. As an exampleapplication; we functionalize graphene FETs with fluorescent proteins to yield hybrids thatrespond to light at wavelengths defined by the optical absorption spectrum of the protein.,Applied Physics Letters,2012,35
Optimized photolithographic fabrication process for carbon nanotube devices,Samuel M Khamis; RA Jones; AT Charlie Johnson,We have developed a photolithographic process for the fabrication of large arrays of singlewalled carbon nanotube transistors with high quality electronic properties that rival those oftransistors fabricated by electron beam lithography. A buffer layer is used to prevent directcontact between the nanotube and the novolac-based photoresist; and a cleaning bake at300C effectively removes residues that bind to the nanotube sidewall during processing. Insitu electrical measurement of a nanotube transistor during a temperature ramp revealssharp decreases in the ON-state resistance that we associate with the vaporization ofcomponents of the photoresist. Data from nearly 2000 measured nanotube transistors showan average ON-state resistance of 250±100 kΩ. This new process represents significantprogress towards the goal of high-yield production of large arrays of nanotube transistors …,Aip Advances,2011,34
Detecting Lyme disease using antibody-functionalized single-walled carbon nanotube transistors,Mitchell B Lerner; Jennifer Dailey; Brett R Goldsmith; Dustin Brisson; AT Charlie Johnson,Abstract We examined the potential of antibody-functionalized single-walled carbonnanotube (SWNT) field-effect transistors (FETs) to use as a fast and accurate sensor for aLyme disease antigen. Biosensors were fabricated on oxidized silicon wafers usingchemical vapor deposition grown carbon nanotubes that were functionalized usingdiazonium salts. Attachment of Borrelia burgdorferi (Lyme) flagellar antibodies to thenanotubes was verified by atomic force microscopy and electronic measurements. Areproducible shift in the turn-off voltage of the semiconducting SWNT FETs was seen uponincubation with B. burgdorferi flagellar antigen; indicative of the nanotube FET being locallygated by the residues of flagellar protein bound to the antibody. This sensor effectivelydetected antigen in buffer at concentrations as low as 1 ng/ml; and the response varied …,Biosensors and Bioelectronics,2013,33
Gate coupling to nanoscale electronics,Sujit S Datta; Douglas R Strachan; AT Charlie Johnson,Abstract The realization of single-molecule electronic devices; in which a nanometer-scalemolecule is connected to macroscopic leads; requires the reproducible production of highlyordered nanoscale gaps in which a molecule of interest is electrostatically coupled to nearbygate electrodes. Understanding how the molecule-gate coupling depends on keyparameters is crucial for the development of high-performance devices. Here we directlyaddress this; presenting two-and three-dimensional finite-element electrostatic simulationsof the electrode geometries formed using emerging fabrication techniques. We quantify thegate coupling intrinsic to these devices; exploring the roles of parameters believed to berelevant to such devices. These include the thickness and nature of the dielectric used; andthe gate screening due to different device geometries. On the single-molecule (∼ 1 nm) …,Physical Review B,2009,32
DNA-coated nanosensors for breath analysis,AT Charlie Johnson; Samuel M Khamis; George Preti; Jae Kwak; Alan Gelperin,The analysis of breath and body odors can provide valuable information relevant to diseasedetection; diagnosis and treatment. A variety of technical developments are being pursuedto develop electronic devices intended to analyze volatile components of breath and bodyodors with the sensitivity; selectivity; and learning ability of high-end mammalian olfactorysystems. Here; we describe a new sensor technology that has the potential to supply a largeset of diverse and sensitive odorant sensors with electronic readout to provide information-rich odorant-elicited signals for analysis by pattern recognition algorithms. In addition; wedemonstrate that these sensors can provide discrimination of odorant homologuesconsisting of aldehydes and organic acids commonly found in human breath and other bodyemanations over a range of concentrations.,IEEE Sensors Journal,2010,31
Homeotropic alignment of lyotropic chromonic liquid crystals using noncovalent interactions,Joonwoo Jeong; Ganghee Han; AT Charlie Johnson; Peter J Collings; Tom C Lubensky; Arjun G Yodh,We report on the homeotropic alignment of lyotropic chromonic liquid crystals (LCLCs).Homeotropic anchoring of LCLCs is difficult to achieve; and this challenge has limiteddevelopment of applications for LCLCs. In this work; homeotropic alignment is achievedusing noncovalent interactions between the LCLC molecules and various alignment layersincluding graphene; parylene films; poly (methyl methacrylate) films; and fluoropolymerfilms. The LCLC molecules are unique in that they self-assemble via noncovalentinteractions in water into elongated aggregates which; in turn; form nematic and columnarliquid crystal (LC) phases. Here we exploit these same noncovalent interactions to inducehomeotropic anchoring of the nematic LCLC. Homeotropic alignment is confirmed bypolarized optical microscopy and conoscopy. We also report on novel transient stripe …,Langmuir,2014,29
Electrical response of electrospun PEDOT-PSSA nanofibers to organic and inorganic gases,Nicholas J Pinto; Danairé Rivera; Anamaris Melendez; Idalia Ramos; Jong Hsien Lim; AT Charlie Johnson,Abstract Electrospun isolated nanofibers of poly (3; 4-ethylenedioxythiophene) doped with(poly styrene sulfonic acid)-PEDOT-PSSA were used to sense vapors of several aliphaticalcohols. Due to the large surface to volume ratio and small quantity of active material usedin their fabrication; these sensors have a similar or faster response time when compared toalcohol sensors based on PEDOT. Increasing the size of the alcohol molecule leads tolonger response times; which is attributed to slower diffusion of the larger molecule into thepolymer. The sensors were annealed in air at 70° C and used to sense NH 3; HCl and NO 2gas. The response time for NH 3 was faster than HCl; and the sensors showed a large initialresponse to NO 2 at room temperature which is very desirable; as some NO 2 gas sensorsonly operate at elevated temperatures. Electrospinning is a simple and inexpensive …,Sensors and Actuators B: Chemical,2011,29
Computational study of a nanobiosensor: a single-walled carbon nanotube functionalized with the Coxsackie-adenovirus receptor,Robert R Johnson; Blake Jon Rego; AT Charlie Johnson; Michael L Klein,Combining single-walled carbon nanotubes (CNT) with biological molecules provides aroute to novel nanoscale materials with many promising applications in nanotechnology andnanomedicine. Recent experiments show that CNTs covalently functionalized with thecoxsackie-adenovirus receptor (CAR) serve as biosensors capable of specificallyrecognizing Knob proteins from the adenovirus capsid. These experiments suggest thatCAR retains its biologically active form when bound to CNT; but a detailed understanding ofthe structural changes that occur within CAR after CNT attachment is lacking. To addressthis; we have performed all-atom classical molecular dynamics (MD) simulations of CAR andthe CAR-Knob complex in aqueous solution alone and also when covalently linked to CNT.The MD results show that the CNT damps structural fluctuations in CAR and reduces the …,The Journal of Physical Chemistry B,2009,27
Semiconductor device,*,A method for fabricating semiconductor device is disclosed. The method includes the stepsof: providing a substrate having a transistor region and a resistor region; forming a shallowtrench isolation (STI) on the substrate of the resistor region; forming a tank in the STI of theresistor region; and forming a resistor in the tank and on the surface of the STI adjacent totwo sides of the tank.,*,2014,26
Scalable arrays of chemical vapor sensors based on DNA-decorated graphene,Nicholas J Kybert; Gang Hee Han; Mitchell B Lerner; Eric N Dattoli; Ali Esfandiar; AT Charlie Johnson,Abstract Arrays of chemical vapor sensors based on graphene field effect transistorsfunctionalized with single-stranded DNA have been demonstrated. Standardphotolithographic processing was adapted for use on large-area graphene by including ametal protection layer; which protected the graphene from contamination and enabledfabrication of high quality field-effect transistors (GFETs). Processed graphene devices hadhole mobilities of 1;640±250 cm 2· V− 1· s− 1 and Dirac voltages of 15±10 V under ambientconditions. Atomic force microscopy was used to verify that the graphene surface remaineduncontaminated and therefore suitable for controlled chemical functionalization. Single-stranded DNA was chosen as the functionalization layer due to its affinity to a wide range oftarget molecules and π-π stacking interaction with graphene; which led to minimal …,Nano Research,2014,26
Homo-DNA functionalized carbon nanotube chemical sensors,Samuel M Khamis; Robert R Johnson; Zhengtang Luo; AT Charlie Johnson,Abstract Arrays of chemical sensors based on homo-oligomer single-stranded DNA (ssDNA)adsorbed to single-walled carbon nanotube field effect transistors (SWNT-FETs) wereemployed to detect several gaseous analytes. Exposure of these devices to analytes resultsin a characteristic current shift in the SWNT-FET. The magnitude of this current shift for aparticular analyte varies with the base sequence of adsorbed ssDNA and follows the trend d(G) 21–SWNT> d (A) 21–SWNT> d (C) 21–SWNT> d (T) 21–SWNT. Molecular dynamicssimulations suggest that a comparable trend of d (G) 21> d (A) 21> d (T) 21-> d (C) 21 existsfor ssDNA–SWNT binding affinities. This indicates that the nature of ssDNA–SWNT bindingplays a vital role in the performance of the sensor. Stronger binding implies a greateramount of ssDNA adsorbed to SWNT surface. This would result in a more hydrophilic …,Journal of Physics and Chemistry of Solids,2010,26
Electronic transport of recrystallized freestanding graphene nanoribbons,Zhengqing John Qi; Colin Daniels; Sung Ju Hong; Yung Woo Park; Vincent Meunier; Marija Drndic; AT Charlie Johnson,The use of graphene and other two-dimensional materials in next-generation electronics ishampered by the significant damage caused by conventional lithographic processingtechniques employed in device fabrication. To reduce the density of defects and increasemobility; Joule heating is often used since it facilitates lattice reconstruction and promotesself-repair. Despite its importance; an atomistic understanding of the structural andelectronic enhancements in graphene devices enabled by current annealing is still lacking.To provide a deeper understanding of these mechanisms; atomic recrystallization andelectronic transport in graphene nanoribbon (GNR) devices are investigated using acombination of experimental and theoretical methods. GNR devices with widths below 10nm are defined and electrically measured in situ within the sample chamber of an …,ACS nano,2015,25
DNA-decorated graphene nanomesh for detection of chemical vapors,Ali Esfandiar; Nicholas J Kybert; Eric N Dattoli; Gang Hee Han; Mitchell B Lerner; Omid Akhavan; Azam Irajizad; AT Charlie Johnson,The promise of graphene for use as a vapor sensor motivated exploration of the vaporresponses of graphene nanomesh (GNM) functionalized with single stranded DNA. Devicesdetected different vapor types; including carboxylic acids; aldehydes; organophosphates;and explosives. As-fabricated GNM field effect transistors (FETs) had larger vapor responsesthan standard graphene FETs due to the effect of oxidized edges and lattice defects. DNA-GNM devices discriminated between homologous species with detection limits of a few partsper million; with fast response and recovery. Responses varied significantly when the basesequence of the DNA was changed; making the sensor class an intriguing candidate for usein an electronic nose system.,Applied Physics Letters,2013,23
Plant names simplified.,Arthur Tysilio Johnson; Henry Augustus Smith,Abstract: This is the third edition of a useful little guide to the pronunciation; derivation andmeaning of plant names. Formerly limited to hardy plants; it has now been enlarged toinclude many indoor temperate and tropical subjects and the new sectional genera intowhich cacti; mesembryanthemums and sempervivums have in modern times been hustled.Both generic and specific names are explained; and though in certain cases the explanationmay give rise to bewildered surmise as to the sanity of those who christened them; in othersthe reasons are alluring. For instance; to learn that Chorizema celebrates a joyful danceexecuted by a thirsty Australian colonist at the sight of water irresistibly leads to fruitfulsearch for other gay improbabilities. Again; though the gardening type who; convertingCheiranthus to a more euphonious" Cherryanthus"; sticks to it through life may have our …,Plant names simplified.,1947,23
Scalable production of molybdenum disulfide based biosensors,Carl H Naylor; Nicholas J Kybert; Camilla Schneier; Jin Xi; Gabriela Romero; Jeffery G Saven; Renyu Liu; AT Charlie Johnson,We demonstrate arrays of opioid biosensors based on chemical vapor deposition grownmolybdenum disulfide (MoS2) field effect transistors (FETs) coupled to a computationallyredesigned; water-soluble variant of the μ-opioid receptor (MOR). By transferring dense filmsof monolayer MoS2 crystals onto prefabricated electrode arrays; we obtain high-quality FETswith clean surfaces that allow for reproducible protein attachment. The fabrication yield ofMoS2 FETs and biosensors exceeds 95%; with an average mobility of 2.0 cm2 V–1 s–1 (36cm2 V–1 s–1) at room temperature under ambient (in vacuo). An atomic length nickel-mediated linker chemistry enables target binding events that occur very close to the MoS2surface to maximize sensitivity. The biosensor response calibration curve for a syntheticopioid peptide known to bind to the wild-type MOR indicates binding affinity that matches …,ACS nano,2016,22
Observing oxygen vacancy driven electroforming in Pt–TiO2–Pt device via strong metal support interaction,Moon Hyung Jang; Rahul Agarwal; Pavan Nukala; Dooho Choi; AT Charlie Johnson; I-Wei Chen; Ritesh Agarwal,Oxygen vacancy formation; migration; and subsequent agglomeration into conductivefilaments in transition metal oxides under applied electric field is widely believed to beresponsible for electroforming in resistive memory devices; although direct evidence of sucha pathway is lacking. Here; by utilizing strong metal–support interaction (SMSI) between Ptand TiO2; we observe via transmission electron microscopy the electroforming event inlateral Pt/TiO2/Pt devices where the atomic Pt from the electrode itself acts as a tracer for thepropagating oxygen vacancy front. SMSI; which originates from the d-orbital overlapbetween Pt atom and the reduced cation of the insulating oxide in the vicinity of oxygenvacancies; was optimized by fabricating nanoscale devices causing Pt atom migrationtracking the moving oxygen vacancy front from the anode to cathode during …,Nano letters,2016,22
Large area molybdenum disulphide-epitaxial graphene vertical Van der Waals heterostructures,Debora Pierucci; Hugo Henck; Carl H Naylor; Haikel Sediri; Emmanuel Lhuillier; Adrian Balan; Julien E Rault; Yannick J Dappe; François Bertran; Patrick Le Fèvre; AT Charlie Johnson; Abdelkarim Ouerghi,Abstract Two-dimensional layered transition metal dichalcogenides (TMDCs) show greatpotential for optoelectronic devices due to their electronic and optical properties. A metal-semiconductor interface; as epitaxial graphene-molybdenum disulfide (MoS 2); is of greatinterest from the standpoint of fundamental science; as it constitutes an outstanding platformto investigate the interlayer interaction in van der Waals heterostructures. Here; we studylarge area MoS 2-graphene-heterostructures formed by direct transfer of chemical-vapordeposited MoS 2 layer onto epitaxial graphene/SiC. We show that via a direct transfer; whichminimizes interface contamination; we can obtain high quality and homogeneous van derWaals heterostructures. Angle-resolved photoemission spectroscopy (ARPES)measurements combined with Density Functional Theory (DFT) calculations show that the …,Scientific reports,2016,21
Optomechanical enhancement of doubly resonant 2D optical nonlinearity,Fei Yi; Mingliang Ren; Jason C Reed; Hai Zhu; Jiechang Hou; Carl H Naylor; AT Charlie Johnson; Ritesh Agarwal; Ertugrul Cubukcu,Emerging two-dimensional semiconductor materials possess a giant second order nonlinearresponse due to excitonic effects while the monolayer thickness of such active materialslimits their use in practical nonlinear devices. Here; we report 3300 times optomechanicalenhancement of second harmonic generation from a MoS2 monolayer in a doubly resonanton-chip optical cavity. We achieve this by engineering the nonlinear light-matter interactionin a microelectro-mechanical system enabled optical frequency doubling device based onan electrostatically tunable Fabry–Perot microresonator. Our versatile optomechanicalapproach will pave the way for next generation efficient on-chip tunable light sources;sensors; and systems based on molecularly thin materials.,Nano letters,2016,20
Friction; adhesion; and elasticity of graphene edges,D Patrick Hunley; Tyler J Flynn; Tom Dodson; Abhishek Sundararajan; Mathias J Boland; Douglas R Strachan,Abstract Frictional; adhesive; and elastic characteristics of graphene edges are determinedthrough lateral force microscopy. Measurements reveal a significant local frictional increaseat exposed graphene edges; whereas a single overlapping layer of graphene removes thislocal frictional increase. Comparison of lateral force and atomic force microscopymeasurements shows that local forces on the probe are successfully modeled with a verticaladhesion in the vicinity of the atomic-scale graphene steps which also provides a new low-load calibration method. Lateral force microscopy performed with carefully maintained low-adhesion probes shows evidence of elastic straining of graphene edges. Estimates of theenergy stored of this observed elastic response is consistent with out-of-plane bending ofthe graphene edge.,Physical Review B,2013,20
Synthesis and characterization of p–n homojunction-containing zinc oxide nanowires,Guohua Li; Abhishek Sundararajan; Anas Mouti; Yao-Jen Chang; Andrew R Lupini; Stephen J Pennycook; Douglas R Strachan; Beth S Guiton,We illustrate a simple method to synthesize highly ordered ZnO axial p–n homojunction-containing nanowires using a low temperature method; and on a variety of substrates. X-raydiffraction; scanning transmission electron microscopy; scanning electron microscopy; andRaman spectroscopy are used to reveal high quality single-crystalline wires with a [001]growth direction. The study of electrical transport through a single nanowire based deviceand cathodoluminescence via scanning transmission electron microscopy demonstrates thatan axial p–n junction exists within each ZnO nanowire. This represents the first lowtemperature synthesis of axial p–n homojunction-containing ZnO nanowires with uniformand controllable diameters.,Nanoscale,2013,19
A carbon nanotube immunosensor for Salmonella,Mitchell B Lerner; Brett R Goldsmith; Ronald McMillon; Jennifer Dailey; Shreekumar Pillai; Shree R Singh; AT Charlie Johnson,Antibody-functionalized carbon nanotube devices have been suggested for use as bacterialdetectors for monitoring of food purity in transit from the farm to the kitchen. Here we reportprogress towards that goal by demonstrating specific detection of Salmonella in complexnutrient broth solutions using nanotube transistors functionalized with covalently-bound anti-Salmonella antibodies. The small size of the active device region makes them compatiblewith integration in large-scale arrays. We find that the on-state current of the transistor issensitive specifically to the Salmonella concentration and saturates at low concentration (<1000 cfu/ml). In contrast; the carrier mobility is affected comparably by Salmonella and otherbacteria types; with no sign of saturation even at much larger concentrations (108 cfu/ml).,AIP Advances,2011,19
Conductance and addition spectrum of a 2× 2 quantum-dot arrayin the extended Hubbard model,Zhiming Yu; Thomas Heinzel; AT Johnson,Abstract We have studied the conductance and addition spectrum of a 2× 2 quantum-dotarray in the extended Hubbard model; ie; when the dots are coupled to each other by bothinterdot tunneling and an interdot Coulomb interaction. Under parameters appropriate forexperiment; both the addition spectrum and the conductance show a dramatic qualitativedifference between a situation dominated by interdot Coulomb interaction and the pureHubbard model. We calculate how; in the general case; these different contributionsinfluence the spectra. The effects of various types of disorder are discussed.,Physical Review B,1997,19
Scalable production of high-sensitivity; label-free DNA biosensors based on back-gated graphene field effect transistors,Jinglei Ping; Ramya Vishnubhotla; Amey Vrudhula; AT Charlie Johnson,Scalable production of all-electronic DNA biosensors with high sensitivity and selectivity is acritical enabling step for research and applications associated with detection of DNAhybridization. We have developed a scalable and very reproducible (> 90% yield)fabrication process for label-free DNA biosensors based upon graphene field effecttransistors (GFETs) functionalized with single-stranded probe DNA. The shift of the GFETsensor Dirac point voltage varied systematically with the concentration of target DNA. Thebiosensors demonstrated a broad analytical range and limit of detection of 1 fM for 60-merDNA oligonucleotide. In control experiments with mismatched DNA oligomers; the impact ofthe mismatch position on the DNA hybridization strength was confirmed. This class of highlysensitive DNA biosensors offers the prospect of detection of DNA hybridization and …,ACS nano,2016,18
